4. НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ЭКОНОМИЧЕСКОЙ АКТИВНОСТИ И УРОВНЮ ОБРАЗОВАНИЯ  ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ											
											
	Всего	Имеющие образование								Не имеющие начального общего образования	Не указавшие уровень образования
Экономически неактивные	124434.0	24.0	3250.0	1364.0	18556.0	16516.0	22265.0	40536.0	20135.0	1710.0	78.0
Свердловская область											
Городское и сельское  население	3120021.0	8074.0	446531.0	86751.0	925492.0	538108.0	588806.0	416404.0	82224.0	6072.0	21559.0
Экономически активные	2207578.0	7189.0	392095.0	58468.0	764225.0	428971.0	376994.0	155991.0	21566.0	873.0	1206.0
в том числе:											
занятые в экономике	2020024.0	6952.0	378001.0	51689.0	715649.0	389250.0	332910.0	126589.0	17260.0	677.0	1047.0
из них:											
учащиеся	107769.0	455.0	6299.0	21327.0	32564.0	10659.0	32384.0	3896.0	172.0	5.0	8.0
безработные	187554.0	237.0	14094.0	6779.0	48576.0	39721.0	44084.0	29402.0	4306.0	196.0	159.0
из них:											
учащиеся	26640.0	24.0	383.0	4423.0	3129.0	1350.0	11975.0	4814.0	534.0	4.0	4.0
Экономически неактивные	883865.0	858.0	53739.0	27928.0	159495.0	108224.0	209627.0	257061.0	59637.0	5138.0	2158.0
Городское население	2769526.0	7825.0	426547.0	83235.0	849312.0	454537.0	527826.0	336391.0	58299.0	4208.0	21346.0
Экономически активные	1988037.0	6985.0	375463.0	56149.0	705083.0	367938.0	337557.0	121373.0	15613.0	712.0	1164.0
в том числе:											
занятые в экономике	1826950.0	6753.0	362087.0	49553.0	661497.0	335364.0	298676.0	98763.0	12684.0	563.0	1010.0
из них:											
учащиеся	103223.0	451.0	6135.0	20653.0	30958.0	10121.0	31068.0	3671.0	154.0	4.0	8.0
безработные	161087.0	232.0	13376.0	6596.0	43586.0	32574.0	38881.0	22610.0	2929.0	149.0	154.0
из них:											
учащиеся	25505.0	24.0	380.0	4360.0	3003.0	1278.0	11603.0	4390.0	459.0	4.0	4.0
Экономически неактивные	754581.0	817.0	50444.0	26751.0	142604.0	85844.0	188287.0	212302.0	42007.0	3443.0	2082.0
Сельское население	350495.0	249.0	19984.0	3516.0	76180.0	83571.0	60980.0	80013.0	23925.0	1864.0	213.0
Экономически активные	219541.0	204.0	16632.0	2319.0	59142.0	61033.0	39437.0	34618.0	5953.0	161.0	42.0
в том числе:											
занятые в экономике	193074.0	199.0	15914.0	2136.0	54152.0	53886.0	34234.0	27826.0	4576.0	114.0	37.0
из них:											
учащиеся	4546.0	4.0	164.0	674.0	1606.0	538.0	1316.0	225.0	18.0	1.0	-
безработные	26467.0	5.0	718.0	183.0	4990.0	7147.0	5203.0	6792.0	1377.0	47.0	5.0
из них:											
учащиеся	1135.0	-	3.0	63.0	126.0	72.0	372.0	424.0	75.0	-	-
Экономически неактивные	129284.0	41.0	3295.0	1177.0	16891.0	22380.0	21340.0	44759.0	17630.0	1695.0	76.0
Тюменская область											
Городское и сельское  население	2389750.0	5271.0	374056.0	86295.0	795853.0	300118.0	456586.0	288301.0	55254.0	5351.0	22665.0
Экономически активные	1720002.0	4746.0	335768.0	58751.0	672683.0	241362.0	295380.0	96632.0	12185.0	618.0	1877.0
в том числе:											
занятые в экономике	1561396.0	4600.0	321953.0	52058.0	623557.0	216844.0	254668.0	76131.0	9503.0	456.0	1626.0
из них:											
учащиеся	99340.0	343.0	8218.0	25522.0	29911.0	7138.0	25657.0	2415.0	124.0	-	12.0
безработные	158606.0	146.0	13815.0	6693.0	49126.0	24518.0	40712.0	20501.0	2682.0	162.0	251.0
из них:											
учащиеся	19409.0	7.0	391.0	4163.0	2461.0	873.0	8682.0	2589.0	240.0	-	3.0
Экономически неактивные	626903.0	492.0	36928.0	26605.0	119041.0	56988.0	155814.0	183312.0	40984.0	4593.0	2146.0
Городское население	1888037.0	4794.0	333216.0	77506.0	653133.0	216025.0	365618.0	188944.0	25257.0	1899.0	21645.0
Экономически активные	1394770.0	4345.0	300086.0	52551.0	557356.0	179133.0	235843.0	58280.0	5269.0	194.0	1713.0
в том числе:											
занятые в экономике	1274728.0	4213.0	287666.0	46368.0	518093.0	162598.0	203668.0	46349.0	4145.0	152.0	1476.0
из них:											
учащиеся	89401.0	324.0	7745.0	23465.0	26474.0	6305.0	22937.0	2049.0	90.0	-	12.0
безработные	120042.0	132.0	12420.0	6183.0	39263.0	16535.0	32175.0	11931.0	1124.0	42.0	237.0
из них:											
учащиеся	17817.0	5.0	370.0	3998.0	2224.0	782.0	8041.0	2195.0	199.0	-	3.0
Экономически неактивные	459831.0	435.0	32126.0	24229.0	93017.0	35980.0	126269.0	125335.0	18881.0	1656.0	1903.0
Сельское население	501713.0	477.0	40840.0	8789.0	142720.0	84093.0	90968.0	99357.0	29997.0	3452.0	1020.0
Экономически активные	325232.0	401.0	35682.0	6200.0	115327.0	62229.0	59537.0	38352.0	6916.0	424.0	164.0
в том числе:											
занятые в экономике	286668.0	387.0	34287.0	5690.0	105464.0	54246.0	51000.0	29782.0	5358.0	304.0	150.0
из них:											
учащиеся	9939.0	19.0	473.0	2057.0	3437.0	833.0	2720.0	366.0	34.0	-	-
безработные	38564.0	14.0	1395.0	510.0	9863.0	7983.0	8537.0	8570.0	1558.0	120.0	14.0
из них:											
учащиеся	1592.0	2.0	21.0	165.0	237.0	91.0	641.0	394.0	41.0	-	-
Экономически неактивные	167072.0	57.0	4802.0	2376.0	26024.0	21008.0	29545.0	57977.0	22103.0	2937.0	243.0
Ханты-Мансийский автономный округ - Югра											
Городское и сельское  население	1081716.0	2286.0	174444.0	39937.0	374710.0	136505.0	217872.0	109163.0	16138.0	796.0	9865.0
Экономически активные	824661.0	2074.0	159196.0	29561.0	325636.0	115031.0	154607.0	34429.0	3266.0	102.0	759.0
в том числе:											
занятые в экономике	750403.0	2003.0	152630.0	26705.0	302025.0	103939.0	133904.0	26110.0	2355.0	75.0	657.0
из них:											
учащиеся	52834.0	167.0	4141.0	13424.0	15944.0	3989.0	13890.0	1207.0	69.0	-	3.0
безработные	74258.0	71.0	6566.0	2856.0	23611.0	11092.0	20703.0	8319.0	911.0	27.0	102.0
из них:											
учащиеся	8877.0	-	203.0	1621.0	1306.0	471.0	3827.0	1307.0	140.0	-	2.0
Экономически неактивные	235579.0	201.0	14547.0	9815.0	46707.0	20604.0	60382.0	70246.0	11948.0	652.0	477.0
Городское население	987931.0	2170.0	165710.0	37831.0	344638.0	122255.0	198202.0	94630.0	12238.0	529.0	9728.0
Экономически активные	755107.0	1968.0	151231.0	27978.0	299588.0	103097.0	139958.0	28170.0	2338.0	61.0	718.0
в том числе:											
занятые в экономике	689211.0	1901.0	144922.0	25237.0	278113.0	93457.0	121454.0	21676.0	1777.0	52.0	622.0
из них:											
учащиеся	49976.0	162.0	3995.0	12901.0	15023.0	3738.0	12976.0	1121.0	57.0	-	3.0
безработные	65896.0	67.0	6309.0	2741.0	21475.0	9640.0	18504.0	6494.0	561.0	9.0	96.0
из них:											
учащиеся	8453.0	-	199.0	1586.0	1227.0	446.0	3635.0	1227.0	131.0	-	2.0
Экономически неактивные	215546.0	195.0	14005.0	9424.0	43509.0	18665.0	56459.0	63149.0	9263.0	444.0	433.0
Сельское население	93785.0	116.0	8734.0	2106.0	30072.0	14250.0	19670.0	14533.0	3900.0	267.0	137.0
Экономически активные	69554.0	106.0	7965.0	1583.0	26048.0	11934.0	14649.0	6259.0	928.0	41.0	41.0
в том числе:											
занятые в экономике	61192.0	102.0	7708.0	1468.0	23912.0	10482.0	12450.0	4434.0	578.0	23.0	35.0
из них:											
учащиеся	2858.0	5.0	146.0	523.0	921.0	251.0	914.0	86.0	12.0	-	-
безработные	8362.0	4.0	257.0	115.0	2136.0	1452.0	2199.0	1825.0	350.0	18.0	6.0
из них:											
учащиеся	424.0	-	4.0	35.0	79.0	25.0	192.0	80.0	9.0	-	-
Экономически неактивные	20033.0	6.0	542.0	391.0	3198.0	1939.0	3923.0	7097.0	2685.0	208.0	44.0
Ямало-Ненецкий автономный округ											
Городское и сельское  население	378959.0	844.0	64195.0	13474.0	135449.0	43353.0	67996.0	39209.0	7705.0	945.0	5789.0
Экономически активные	296445.0	780.0	59335.0	11041.0	120230.0	37933.0	50684.0	13446.0	2348.0	156.0	492.0
в том числе:											
занятые в экономике	272206.0	750.0	56860.0	10038.0	112126.0	34630.0	44509.0	10776.0	1916.0	127.0	474.0
из них:											
учащиеся	20363.0	59.0	1871.0	5082.0	6539.0	1413.0	4852.0	521.0	22.0	-	4.0
безработные	24239.0	30.0	2475.0	1003.0	8104.0	3303.0	6175.0	2670.0	432.0	29.0	18.0
из них:											
учащиеся	2924.0	-	71.0	526.0	446.0	174.0	1183.0	478.0	45.0	-	1.0
Экономически неактивные	74358.0	56.0	4702.0	2354.0	14720.0	5254.0	16622.0	24646.0	5055.0	751.0	198.0
Городское население	321300.0	775.0	58746.0	12172.0	118131.0	37253.0	56892.0	28484.0	3392.0	151.0	5304.0
Экономически активные	253463.0	715.0	54192.0	9939.0	104500.0	32530.0	41935.0	8407.0	753.0	20.0	472.0
в том числе:											
занятые в экономике	233637.0	688.0	51937.0	9026.0	97508.0	29761.0	36911.0	6719.0	612.0	19.0	456.0
из них:											
учащиеся	18565.0	53.0	1787.0	4695.0	5882.0	1279.0	4394.0	457.0	14.0	-	4.0
безработные	19826.0	27.0	2255.0	913.0	6992.0	2769.0	5024.0	1688.0	141.0	1.0	16.0
из них:											
учащиеся	2663.0	-	66.0	499.0	413.0	167.0	1091.0	394.0	32.0	-	1.0
Экономически неактивные	60651.0	53.0	4408.0	2165.0	13171.0	4579.0	14363.0	19185.0	2453.0	109.0	165.0
Сельское население	57659.0	69.0	5449.0	1302.0	17318.0	6100.0	11104.0	10725.0	4313.0	794.0	485.0
Экономически активные	42982.0	65.0	5143.0	1102.0	15730.0	5403.0	8749.0	5039.0	1595.0	136.0	20.0
в том числе:											
занятые в экономике	38569.0	62.0	4923.0	1012.0	14618.0	4869.0	7598.0	4057.0	1304.0	108.0	18.0
из них:											
учащиеся	1798.0	6.0	84.0	387.0	657.0	134.0	458.0	64.0	8.0	-	-
безработные	4413.0	3.0	220.0	90.0	1112.0	534.0	1151.0	982.0	291.0	28.0	2.0
из них:											
учащиеся	261.0	-	5.0	27.0	33.0	7.0	92.0	84.0	13.0	-	-
Экономически неактивные	13707.0	3.0	294.0	189.0	1549.0	675.0	2259.0	5461.0	2602.0	642.0	33.0
Челябинская область											
Городское и сельское  население	2491054.0	4863.0	369918.0	76927.0	798900.0	429394.0	424996.0	315493.0	60804.0	4505.0	5254.0
Экономически активные	1737769.0	4366.0	325505.0	50420.0	653904.0	333784.0	254928.0	99362.0	14677.0	451.0	372.0
в том числе:											
занятые в экономике	1566367.0	4193.0	311547.0	43627.0	602587.0	297413.0	217359.0	77485.0	11628.0	307.0	221.0
из них:											
учащиеся	75963.0	261.0	4991.0	19917.0	21131.0	6665.0	20423.0	2495.0	79.0	-	1.0
безработные	171402.0	173.0	13958.0	6793.0	51317.0	36371.0	37569.0	21877.0	3049.0	144.0	151.0
из них:											
учащиеся	23477.0	1.0	374.0	4657.0	2838.0	1117.0	10219.0	4083.0	188.0	-	-
Экономически неактивные	746151.0	494.0	44285.0	26428.0	144510.0	95370.0	169470.0	215027.0	45859.0	4024.0	684.0
Городское население	2056860.0	4568.0	338286.0	70648.0	690580.0	329643.0	347368.0	232312.0	35617.0	2604.0	5234.0
Экономически активные	1473125.0	4133.0	299083.0	46264.0	572061.0	263520.0	207869.0	70512.0	9001.0	315.0	367.0
в том числе:											
занятые в экономике	1338516.0	3970.0	286428.0	39945.0	529550.0	236980.0	178397.0	55416.0	7385.0	229.0	216.0
из них:											
учащиеся	70077.0	254.0	4717.0	18630.0	19138.0	6129.0	18872.0	2272.0	64.0	-	1.0
безработные	134609.0	163.0	12655.0	6319.0	42511.0	26540.0	29472.0	15096.0	1616.0	86.0	151.0
из них:											
учащиеся	21543.0	-	363.0	4445.0	2577.0	971.0	9536.0	3524.0	127.0	-	-
Экономически неактивные	577361.0	432.0	39098.0	24309.0	118151.0	65965.0	139009.0	161000.0	26456.0	2267.0	674.0
Сельское население	434194.0	295.0	31632.0	6279.0	108320.0	99751.0	77628.0	83181.0	25187.0	1901.0	20.0
Экономически активные	264644.0	233.0	26422.0	4156.0	81843.0	70264.0	47059.0	28850.0	5676.0	136.0	5.0
в том числе:											
занятые в экономике	227851.0	223.0	25119.0	3682.0	73037.0	60433.0	38962.0	22069.0	4243.0	78.0	5.0
из них:											
учащиеся	5886.0	7.0	274.0	1287.0	1993.0	536.0	1551.0	223.0	15.0	-	-
безработные	36793.0	10.0	1303.0	474.0	8806.0	9831.0	8097.0	6781.0	1433.0	58.0	-
из них:											
учащиеся	1934.0	1.0	11.0	212.0	261.0	146.0	683.0	559.0	61.0	-	-
Экономически неактивные	168790.0	62.0	5187.0	2119.0	26359.0	29405.0	30461.0	54027.0	19403.0	1757.0	10.0
Сибирский федеральный округ											
Городское и сельское  население	13945087.0	32449.0	2098696.0	453051.0	4134747.0	1979784.0	2668973.0	2010011.0	497522.0	44526.0	25328.0
Экономически активные	9266522.0	28526.0	1812289.0	279091.0	3264104.0	1469838.0	1565059.0	716871.0	123680.0	4648.0	2416.0
в том числе:											
занятые в экономике	8096818.0	27500.0	1717685.0	236443.0	2935775.0	1257004.0	1287417.0	539137.0	91202.0	3235.0	1420.0
из них:											
учащиеся	387240.0	1670.0	30826.0	98858.0	107447.0	28047.0	108418.0	11441.0	527.0	3.0	3.0
безработные	1169704.0	1026.0	94604.0	42648.0	328329.0	212834.0	277642.0	177734.0	32478.0	1413.0	996.0
из них:											
учащиеся	126446.0	95.0	2412.0	26329.0	14275.0	5729.0	56001.0	19537.0	2058.0	6.0	4.0
Экономически неактивные	4644379.0	3920.0	285551.0	173573.0	867646.0	508541.0	1100379.0	1286363.0	371575.0	39592.0	7239.0
Городское население	10138679.0	30526.0	1816292.0	404443.0	3220738.0	1247175.0	1943567.0	1205037.0	227689.0	18517.0	24695.0
Экономически активные	6965075.0	26984.0	1577080.0	245606.0	2582261.0	955358.0	1110230.0	405581.0	57406.0	2274.0	2295.0
в том числе:											
занятые в экономике	6169810.0	26062.0	1495539.0	207383.0	2336665.0	828246.0	921280.0	308775.0	42844.0	1680.0	1336.0
из них:											
учащиеся	336623.0	1609.0	28402.0	88385.0	90097.0	23681.0	94499.0	9564.0	380.0	3.0	3.0
безработные	795265.0	922.0	81541.0	38223.0	245596.0	127112.0	188950.0	96806.0	14562.0	594.0	959.0
из них:											
учащиеся	113354.0	94.0	2273.0	24955.0	12388.0	4993.0	51669.0	15591.0	1384.0	6.0	1.0
Экономически неактивные	3148470.0	3539.0	238607.0	158531.0	636724.0	291203.0	831288.0	796125.0	169343.0	16079.0	7031.0
Сельское население	3806408.0	1923.0	282404.0	48608.0	914009.0	732609.0	725406.0	804974.0	269833.0	26009.0	633.0
Экономически активные	2301447.0	1542.0	235209.0	33485.0	681843.0	514480.0	454829.0	311290.0	66274.0	2374.0	121.0
в том числе:											
занятые в экономике	1927008.0	1438.0	222146.0	29060.0	599110.0	428758.0	366137.0	230362.0	48358.0	1555.0	84.0
из них:											
учащиеся	50617.0	61.0	2424.0	10473.0	17350.0	4366.0	13919.0	1877.0	147.0	-	-
безработные	374439.0	104.0	13063.0	4425.0	82733.0	85722.0	88692.0	80928.0	17916.0	819.0	37.0
из них:											
учащиеся	13092.0	1.0	139.0	1374.0	1887.0	736.0	4332.0	3946.0	674.0	-	3.0
Экономически неактивные	1495909.0	381.0	46944.0	15042.0	230922.0	217338.0	269091.0	490238.0	202232.0	23513.0	208.0
Республика Алтай											
Городское и сельское  население	134102.0	200.0	18203.0	3293.0	36578.0	18367.0	26804.0	23386.0	6484.0	559.0	228.0
Экономически активные	80484.0	182.0	15641.0	1973.0	27281.0	12034.0	14430.0	7616.0	1294.0	33.0	-
в том числе:											
занятые в экономике	67280.0	179.0	14816.0	1676.0	23943.0	9666.0	10829.0	5294.0	856.0	21.0	-
из них:											
учащиеся	3424.0	14.0	436.0	841.0	1222.0	194.0	644.0	68.0	5.0	-	-
безработные	13204.0	3.0	825.0	297.0	3338.0	2368.0	3601.0	2322.0	438.0	12.0	-
из них:											
учащиеся	815.0	-	23.0	161.0	125.0	53.0	332.0	111.0	10.0	-	-
Экономически неактивные	53381.0	18.0	2561.0	1316.0	9292.0	6332.0	12366.0	15767.0	5189.0	524.0	16.0
Городское население	38122.0	157.0	8468.0	1687.0	11095.0	3503.0	7234.0	5050.0	793.0	46.0	89.0
Экономически активные	23512.0	145.0	7338.0	837.0	8504.0	2440.0	2799.0	1288.0	157.0	4.0	-
