													
4. НАСЕЛЕНИЕ, УКАЗАВШЕЕ ОДИН ИСТОЧНИК СРЕДСТВ К СУЩЕСТВОВАНИЮ, ПО ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
													
	Население, указавшее один источник средств к существованию	в том числе указали источником средств к существованию											
15 – 19	789.0	119.0	-	3.0	4.0	10.0	6.0	2.0	10.0	1.0	-	632.0	2.0
20 – 29	1442.0	1085.0	13.0	1.0	6.0	14.0	13.0	17.0	1.0	-	-	259.0	33.0
30 – 49	3126.0	2521.0	49.0	-	30.0	96.0	10.0	40.0	3.0	2.0	-	302.0	73.0
50 – 54	615.0	430.0	20.0	-	62.0	41.0	-	12.0	-	2.0	2.0	36.0	10.0
55 – 59	205.0	20.0	1.0	-	181.0	2.0	-	-	-	-	-	1.0	-
60 – 64	408.0	4.0	-	-	390.0	14.0	-	-	-	-	-	-	-
65 и более	1572.0	-	1.0	-	1498.0	72.0	-	-	-	-	-	1.0	-
возраст не указан	1.0	1.0	-	-	-	-	-	-	-	-	-	-	-
Сельское население	30096.0	9654.0	3494.0	236.0	6763.0	1272.0	419.0	387.0	355.0	11.0	6.0	6392.0	1107.0
из него в возрасте, лет:													
до 15	2698.0	-	-	1.0	16.0	29.0	217.0	-	128.0	-	-	2306.0	1.0
15 – 19	2271.0	393.0	62.0	224.0	51.0	87.0	93.0	25.0	26.0	-	-	1250.0	60.0
20 – 29	5382.0	2826.0	576.0	11.0	8.0	225.0	72.0	97.0	18.0	2.0	1.0	1268.0	278.0
30 – 49	11257.0	5769.0	2424.0	-	99.0	597.0	35.0	233.0	43.0	9.0	4.0	1388.0	656.0
50 – 54	2058.0	586.0	355.0	-	647.0	175.0	1.0	29.0	14.0	-	-	154.0	97.0
55 – 59	688.0	77.0	74.0	-	440.0	40.0	-	3.0	13.0	-	1.0	25.0	15.0
60 – 64	1215.0	2.0	2.0	-	1146.0	35.0	-	-	30.0	-	-	-	-
65 и более	4527.0	1.0	1.0	-	4356.0	84.0	1.0	-	83.0	-	-	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-
Мужчины	15400.0	5327.0	2087.0	148.0	2040.0	855.0	159.0	156.0	94.0	8.0	5.0	3742.0	779.0
из них в возрасте, лет:													
до 15	1365.0	-	-	1.0	9.0	12.0	106.0	-	77.0	-	-	1159.0	1.0
15 – 19	1342.0	215.0	38.0	140.0	36.0	56.0	49.0	12.0	13.0	-	-	746.0	37.0
20 – 29	3025.0	1569.0	276.0	7.0	4.0	135.0	1.0	33.0	1.0	1.0	1.0	804.0	193.0
30 – 49	6444.0	3076.0	1443.0	-	37.0	435.0	2.0	87.0	2.0	7.0	3.0	893.0	459.0
50 – 54	1212.0	397.0	257.0	-	216.0	129.0	1.0	21.0	-	-	-	116.0	75.0
55 – 59	398.0	68.0	72.0	-	184.0	32.0	-	3.0	-	-	1.0	24.0	14.0
60 – 64	491.0	1.0	-	-	475.0	15.0	-	-	-	-	-	-	-
65 и более	1123.0	1.0	1.0	-	1079.0	41.0	-	-	1.0	-	-	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-
Женщины	14696.0	4327.0	1407.0	88.0	4723.0	417.0	260.0	231.0	261.0	3.0	1.0	2650.0	328.0
из них в возрасте, лет:													
до 15	1333.0	-	-	-	7.0	17.0	111.0	-	51.0	-	-	1147.0	-
15 – 19	929.0	178.0	24.0	84.0	15.0	31.0	44.0	13.0	13.0	-	-	504.0	23.0
20 – 29	2357.0	1257.0	300.0	4.0	4.0	90.0	71.0	64.0	17.0	1.0	-	464.0	85.0
30 – 49	4813.0	2693.0	981.0	-	62.0	162.0	33.0	146.0	41.0	2.0	1.0	495.0	197.0
50 – 54	846.0	189.0	98.0	-	431.0	46.0	-	8.0	14.0	-	-	38.0	22.0
55 – 59	290.0	9.0	2.0	-	256.0	8.0	-	-	13.0	-	-	1.0	1.0
60 – 64	724.0	1.0	2.0	-	671.0	20.0	-	-	30.0	-	-	-	-
65 и более	3404.0	-	-	-	3277.0	43.0	1.0	-	82.0	-	-	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-
Самарская область													
Городское и сельское население	2436857.0	1254364.0	23431.0	10502.0	525671.0	62838.0	28076.0	13361.0	19993.0	2903.0	486.0	465953.0	29279.0
из него в возрасте, лет:													
до 15	195988.0	10.0	8.0	36.0	470.0	567.0	16535.0	-	2321.0	7.0	74.0	175619.0	341.0
15 – 19	182455.0	37670.0	372.0	7020.0	883.0	1293.0	3573.0	412.0	2936.0	46.0	38.0	126919.0	1293.0
20 – 29	440131.0	327477.0	3694.0	3422.0	421.0	4187.0	4435.0	2798.0	7904.0	577.0	95.0	78380.0	6741.0
30 – 49	846331.0	696576.0	14910.0	21.0	8665.0	20845.0	3008.0	7735.0	5638.0	1799.0	216.0	70547.0	16371.0
50 – 54	197527.0	147619.0	3323.0	-	16439.0	11720.0	306.0	2064.0	478.0	367.0	51.0	11908.0	3252.0
55 – 59	92548.0	37834.0	853.0	-	44228.0	6190.0	61.0	349.0	151.0	86.0	8.0	1859.0	929.0
60 – 64	135317.0	5418.0	119.0	-	123908.0	5356.0	37.0	-	94.0	9.0	1.0	216.0	159.0
65 и более	345582.0	1424.0	147.0	-	330567.0	12674.0	112.0	-	177.0	12.0	3.0	364.0	102.0
возраст не указан	978.0	336.0	5.0	3.0	90.0	6.0	9.0	3.0	294.0	-	-	141.0	91.0
Мужчины	1114896.0	649921.0	11481.0	5263.0	157239.0	33035.0	10657.0	4842.0	16085.0	1702.0	238.0	207478.0	16955.0
из них в возрасте, лет:													
до 15	100740.0	7.0	2.0	26.0	224.0	329.0	8456.0	-	1409.0	5.0	37.0	90071.0	174.0
15 – 19	94533.0	23507.0	190.0	3657.0	413.0	785.0	1552.0	122.0	2512.0	20.0	18.0	61079.0	678.0
20 – 29	226589.0	181117.0	1665.0	1570.0	131.0	2517.0	131.0	933.0	6718.0	345.0	49.0	27864.0	3549.0
30 – 49	406742.0	341796.0	7168.0	10.0	5161.0	11252.0	349.0	2815.0	4639.0	1061.0	101.0	22822.0	9568.0
50 – 54	88073.0	68938.0	1566.0	-	5049.0	5501.0	86.0	622.0	352.0	190.0	25.0	3812.0	1932.0
55 – 59	44735.0	29537.0	771.0	-	7555.0	3868.0	42.0	349.0	132.0	73.0	7.0	1568.0	833.0
60 – 64	49430.0	3915.0	64.0	-	42364.0	2806.0	10.0	-	64.0	5.0	-	88.0	114.0
65 и более	103538.0	934.0	53.0	-	96321.0	5973.0	28.0	-	58.0	3.0	1.0	113.0	54.0
возраст не указан	516.0	170.0	2.0	-	21.0	4.0	3.0	1.0	201.0	-	-	61.0	53.0
Женщины	1321961.0	604443.0	11950.0	5239.0	368432.0	29803.0	17419.0	8519.0	3908.0	1201.0	248.0	258475.0	12324.0
из них в возрасте, лет:													
до 15	95248.0	3.0	6.0	10.0	246.0	238.0	8079.0	-	912.0	2.0	37.0	85548.0	167.0
15 – 19	87922.0	14163.0	182.0	3363.0	470.0	508.0	2021.0	290.0	424.0	26.0	20.0	65840.0	615.0
20 – 29	213542.0	146360.0	2029.0	1852.0	290.0	1670.0	4304.0	1865.0	1186.0	232.0	46.0	50516.0	3192.0
30 – 49	439589.0	354780.0	7742.0	11.0	3504.0	9593.0	2659.0	4920.0	999.0	738.0	115.0	47725.0	6803.0
50 – 54	109454.0	78681.0	1757.0	-	11390.0	6219.0	220.0	1442.0	126.0	177.0	26.0	8096.0	1320.0
55 – 59	47813.0	8297.0	82.0	-	36673.0	2322.0	19.0	-	19.0	13.0	1.0	291.0	96.0
60 – 64	85887.0	1503.0	55.0	-	81544.0	2550.0	27.0	-	30.0	4.0	1.0	128.0	45.0
65 и более	242044.0	490.0	94.0	-	234246.0	6701.0	84.0	-	119.0	9.0	2.0	251.0	48.0
возраст не указан	462.0	166.0	3.0	3.0	69.0	2.0	6.0	2.0	93.0	-	-	80.0	38.0
Городское население	2075897.0	1105749.0	4851.0	9203.0	425072.0	49579.0	19690.0	8129.0	16880.0	2661.0	414.0	411045.0	22624.0
из него в возрасте, лет:													
до 15	175849.0	10.0	4.0	30.0	358.0	411.0	11042.0	-	1960.0	7.0	68.0	161651.0	308.0
15 – 19	157909.0	32964.0	56.0	5924.0	638.0	860.0	2300.0	238.0	2758.0	43.0	33.0	111126.0	969.0
20 – 29	380084.0	288295.0	605.0	3226.0	329.0	2928.0	3500.0	1631.0	6790.0	533.0	80.0	66833.0	5334.0
30 – 49	724398.0	612132.0	3097.0	20.0	7740.0	15982.0	2435.0	4742.0	4502.0	1656.0	182.0	59356.0	12554.0
50 – 54	171266.0	131927.0	800.0	-	14398.0	9333.0	242.0	1314.0	342.0	336.0	45.0	10030.0	2499.0
55 – 59	78811.0	33702.0	186.0	-	37367.0	5018.0	49.0	201.0	101.0	71.0	3.0	1455.0	658.0
60 – 64	109324.0	5060.0	40.0	-	99469.0	4367.0	32.0	-	45.0	8.0	1.0	172.0	130.0
65 и более	277353.0	1346.0	62.0	-	264706.0	10675.0	82.0	-	88.0	7.0	2.0	297.0	88.0
возраст не указан	903.0	313.0	1.0	3.0	67.0	5.0	8.0	3.0	294.0	-	-	125.0	84.0
Мужчины	946509.0	568163.0	2288.0	4541.0	126463.0	25369.0	7099.0	2859.0	13532.0	1565.0	189.0	181820.0	12621.0
из них в возрасте, лет:													
до 15	90373.0	7.0	-	22.0	164.0	246.0	5617.0	-	1195.0	5.0	34.0	82928.0	155.0
15 – 19	81587.0	20677.0	23.0	3030.0	284.0	501.0	981.0	66.0	2408.0	18.0	15.0	53096.0	488.0
20 – 29	194502.0	158257.0	277.0	1479.0	105.0	1732.0	103.0	540.0	5714.0	321.0	39.0	23231.0	2704.0
30 – 49	344135.0	297801.0	1415.0	10.0	4669.0	8474.0	268.0	1680.0	3628.0	982.0	79.0	18063.0	7066.0
50 – 54	75345.0	60748.0	374.0	-	4563.0	4286.0	65.0	371.0	241.0	173.0	19.0	3077.0	1428.0
55 – 59	38125.0	25993.0	159.0	-	6721.0	3063.0	30.0	201.0	90.0	61.0	3.0	1216.0	588.0
60 – 64	39057.0	3644.0	17.0	-	32977.0	2211.0	9.0	-	36.0	4.0	-	66.0	93.0
65 и более	82899.0	880.0	22.0	-	76963.0	4853.0	23.0	-	19.0	1.0	-	88.0	50.0
возраст не указан	486.0	156.0	1.0	-	17.0	3.0	3.0	1.0	201.0	-	-	55.0	49.0
Женщины	1129388.0	537586.0	2563.0	4662.0	298609.0	24210.0	12591.0	5270.0	3348.0	1096.0	225.0	229225.0	10003.0
из них в возрасте, лет:													
до 15	85476.0	3.0	4.0	8.0	194.0	165.0	5425.0	-	765.0	2.0	34.0	78723.0	153.0
15 – 19	76322.0	12287.0	33.0	2894.0	354.0	359.0	1319.0	172.0	350.0	25.0	18.0	58030.0	481.0
20 – 29	185582.0	130038.0	328.0	1747.0	224.0	1196.0	3397.0	1091.0	1076.0	212.0	41.0	43602.0	2630.0
30 – 49	380263.0	314331.0	1682.0	10.0	3071.0	7508.0	2167.0	3062.0	874.0	674.0	103.0	41293.0	5488.0
50 – 54	95921.0	71179.0	426.0	-	9835.0	5047.0	177.0	943.0	101.0	163.0	26.0	6953.0	1071.0
55 – 59	40686.0	7709.0	27.0	-	30646.0	1955.0	19.0	-	11.0	10.0	-	239.0	70.0
60 – 64	70267.0	1416.0	23.0	-	66492.0	2156.0	23.0	-	9.0	4.0	1.0	106.0	37.0
65 и более	194454.0	466.0	40.0	-	187743.0	5822.0	59.0	-	69.0	6.0	2.0	209.0	38.0
возраст не указан	417.0	157.0	-	3.0	50.0	2.0	5.0	2.0	93.0	-	-	70.0	35.0
Сельское население	360960.0	148615.0	18580.0	1299.0	100599.0	13259.0	8386.0	5232.0	3113.0	242.0	72.0	54908.0	6655.0
из него в возрасте, лет:													
до 15	20139.0	-	4.0	6.0	112.0	156.0	5493.0	-	361.0	-	6.0	13968.0	33.0
15 – 19	24546.0	4706.0	316.0	1096.0	245.0	433.0	1273.0	174.0	178.0	3.0	5.0	15793.0	324.0
20 – 29	60047.0	39182.0	3089.0	196.0	92.0	1259.0	935.0	1167.0	1114.0	44.0	15.0	11547.0	1407.0
30 – 49	121933.0	84444.0	11813.0	1.0	925.0	4863.0	573.0	2993.0	1136.0	143.0	34.0	11191.0	3817.0
50 – 54	26261.0	15692.0	2523.0	-	2041.0	2387.0	64.0	750.0	136.0	31.0	6.0	1878.0	753.0
55 – 59	13737.0	4132.0	667.0	-	6861.0	1172.0	12.0	148.0	50.0	15.0	5.0	404.0	271.0
60 – 64	25993.0	358.0	79.0	-	24439.0	989.0	5.0	-	49.0	1.0	-	44.0	29.0
65 и более	68229.0	78.0	85.0	-	65861.0	1999.0	30.0	-	89.0	5.0	1.0	67.0	14.0
возраст не указан	75.0	23.0	4.0	-	23.0	1.0	1.0	-	-	-	-	16.0	7.0
Мужчины	168387.0	81758.0	9193.0	722.0	30776.0	7666.0	3558.0	1983.0	2553.0	137.0	49.0	25658.0	4334.0
из них в возрасте, лет:													
до 15	10367.0	-	2.0	4.0	60.0	83.0	2839.0	-	214.0	-	3.0	7143.0	19.0
15 – 19	12946.0	2830.0	167.0	627.0	129.0	284.0	571.0	56.0	104.0	2.0	3.0	7983.0	190.0
20 – 29	32087.0	22860.0	1388.0	91.0	26.0	785.0	28.0	393.0	1004.0	24.0	10.0	4633.0	845.0
30 – 49	62607.0	43995.0	5753.0	-	492.0	2778.0	81.0	1135.0	1011.0	79.0	22.0	4759.0	2502.0
50 – 54	12728.0	8190.0	1192.0	-	486.0	1215.0	21.0	251.0	111.0	17.0	6.0	735.0	504.0
55 – 59	6610.0	3544.0	612.0	-	834.0	805.0	12.0	148.0	42.0	12.0	4.0	352.0	245.0
60 – 64	10373.0	271.0	47.0	-	9387.0	595.0	1.0	-	28.0	1.0	-	22.0	21.0
65 и более	20639.0	54.0	31.0	-	19358.0	1120.0	5.0	-	39.0	2.0	1.0	25.0	4.0
возраст не указан	30.0	14.0	1.0	-	4.0	1.0	-	-	-	-	-	6.0	4.0
Женщины	192573.0	66857.0	9387.0	577.0	69823.0	5593.0	4828.0	3249.0	560.0	105.0	23.0	29250.0	2321.0
из них в возрасте, лет:													
до 15	9772.0	-	2.0	2.0	52.0	73.0	2654.0	-	147.0	-	3.0	6825.0	14.0
15 – 19	11600.0	1876.0	149.0	469.0	116.0	149.0	702.0	118.0	74.0	1.0	2.0	7810.0	134.0
20 – 29	27960.0	16322.0	1701.0	105.0	66.0	474.0	907.0	774.0	110.0	20.0	5.0	6914.0	562.0
30 – 49	59326.0	40449.0	6060.0	1.0	433.0	2085.0	492.0	1858.0	125.0	64.0	12.0	6432.0	1315.0
50 – 54	13533.0	7502.0	1331.0	-	1555.0	1172.0	43.0	499.0	25.0	14.0	-	1143.0	249.0
55 – 59	7127.0	588.0	55.0	-	6027.0	367.0	-	-	8.0	3.0	1.0	52.0	26.0
60 – 64	15620.0	87.0	32.0	-	15052.0	394.0	4.0	-	21.0	-	-	22.0	8.0
65 и более	47590.0	24.0	54.0	-	46503.0	879.0	25.0	-	50.0	3.0	-	42.0	10.0
возраст не указан	45.0	9.0	3.0	-	19.0	-	1.0	-	-	-	-	10.0	3.0
Саратовская область													
Городское и сельское население	1992428.0	881587.0	56522.0	11726.0	486823.0	45892.0	19081.0	14012.0	24467.0	2575.0	544.0	423120.0	26079.0
из него в возрасте, лет:													
до 15	172535.0	12.0	7.0	31.0	473.0	528.0	10754.0	-	3175.0	3.0	103.0	157346.0	103.0
15 – 19	146890.0	22413.0	1125.0	8076.0	828.0	1082.0	2565.0	431.0	4700.0	42.0	31.0	104684.0	913.0
20 – 29	330400.0	217844.0	10021.0	3587.0	441.0	3525.0	3059.0	2952.0	9325.0	511.0	70.0	73438.0	5627.0
30 – 49	673052.0	507239.0	35500.0	32.0	9453.0	15451.0	2303.0	7743.0	5868.0	1600.0	236.0	72677.0	14950.0
50 – 54	151819.0	102472.0	7478.0	-	14361.0	8199.0	284.0	2472.0	544.0	311.0	85.0	12398.0	3215.0
55 – 59	79955.0	27425.0	2020.0	-	41732.0	4761.0	43.0	414.0	234.0	84.0	18.0	2215.0	1009.0
60 – 64	129210.0	3326.0	204.0	-	121319.0	3803.0	30.0	-	167.0	17.0	-	164.0	180.0
65 и более	308444.0	792.0	161.0	-	298195.0	8541.0	42.0	-	450.0	7.0	1.0	177.0	78.0
возраст не указан	123.0	64.0	6.0	-	21.0	2.0	1.0	-	4.0	-	-	21.0	4.0
Мужчины	905450.0	454963.0	27951.0	5572.0	150730.0	25603.0	7043.0	4753.0	20965.0	1509.0	276.0	189975.0	16110.0
из них в возрасте, лет:													
до 15	88095.0	8.0	6.0	14.0	241.0	314.0	5431.0	-	1853.0	2.0	52.0	80112.0	62.0
15 – 19	75970.0	13737.0	597.0	3924.0	399.0	669.0	1131.0	100.0	4335.0	24.0	15.0	50536.0	503.0
20 – 29	170020.0	120576.0	4672.0	1622.0	93.0	2092.0	98.0	821.0	8733.0	300.0	29.0	27696.0	3288.0
30 – 49	323311.0	247753.0	17167.0	12.0	6229.0	8514.0	268.0	2698.0	5185.0	935.0	117.0	25249.0	9184.0
50 – 54	68312.0	47955.0	3461.0	-	5066.0	4144.0	62.0	720.0	444.0	165.0	46.0	4278.0	1971.0
55 – 59	37269.0	21996.0	1848.0	-	6675.0	3137.0	32.0	414.0	200.0	75.0	17.0	1961.0	914.0
60 – 64	48782.0	2406.0	132.0	-	43814.0	2079.0	15.0	-	98.0	7.0	-	96.0	135.0
65 и более	93638.0	502.0	67.0	-	88209.0	4653.0	5.0	-	113.0	1.0	-	37.0	51.0
возраст не указан	53.0	30.0	1.0	-	4.0	1.0	1.0	-	4.0	-	-	10.0	2.0
Женщины	1086978.0	426624.0	28571.0	6154.0	336093.0	20289.0	12038.0	9259.0	3502.0	1066.0	268.0	233145.0	9969.0
из них в возрасте, лет:													
до 15	84440.0	4.0	1.0	17.0	232.0	214.0	5323.0	-	1322.0	1.0	51.0	77234.0	41.0
15 – 19	70920.0	8676.0	528.0	4152.0	429.0	413.0	1434.0	331.0	365.0	18.0	16.0	54148.0	410.0
20 – 29	160380.0	97268.0	5349.0	1965.0	348.0	1433.0	2961.0	2131.0	592.0	211.0	41.0	45742.0	2339.0
30 – 49	349741.0	259486.0	18333.0	20.0	3224.0	6937.0	2035.0	5045.0	683.0	665.0	119.0	47428.0	5766.0
50 – 54	83507.0	54517.0	4017.0	-	9295.0	4055.0	222.0	1752.0	100.0	146.0	39.0	8120.0	1244.0
55 – 59	42686.0	5429.0	172.0	-	35057.0	1624.0	11.0	-	34.0	9.0	1.0	254.0	95.0
60 – 64	80428.0	920.0	72.0	-	77505.0	1724.0	15.0	-	69.0	10.0	-	68.0	45.0
65 и более	214806.0	290.0	94.0	-	209986.0	3888.0	37.0	-	337.0	6.0	1.0	140.0	27.0
возраст не указан	70.0	34.0	5.0	-	17.0	1.0	-	-	-	-	-	11.0	2.0
Городское население	1601985.0	750197.0	7966.0	10538.0	374473.0	34650.0	13820.0	12014.0	21991.0	2313.0	442.0	355166.0	18415.0
из него в возрасте, лет:													
до 15	148984.0	6.0	1.0	24.0	368.0	419.0	7422.0	-	2613.0	3.0	79.0	137957.0	92.0
15 – 19	121432.0	17844.0	118.0	7119.0	575.0	669.0	1677.0	370.0	4459.0	33.0	21.0	87979.0	568.0
20 – 29	266307.0	183082.0	1029.0	3363.0	307.0	2274.0	2445.0	2474.0	8419.0	452.0	58.0	58456.0	3948.0
30 – 49	541911.0	432428.0	5106.0	32.0	8395.0	11049.0	1933.0	6657.0	5362.0	1454.0	200.0	58671.0	10624.0
50 – 54	124499.0	89048.0	1281.0	-	12391.0	6227.0	253.0	2150.0	469.0	270.0	70.0	10058.0	2282.0
55 – 59	65398.0	23917.0	331.0	-	34263.0	3732.0	36.0	363.0	188.0	77.0	14.0	1778.0	699.0
60 – 64	100465.0	3071.0	45.0	-	93857.0	3074.0	23.0	-	114.0	17.0	-	128.0	136.0
65 и более	232902.0	751.0	54.0	-	224303.0	7205.0	31.0	-	363.0	7.0	-	126.0	62.0
возраст не указан	87.0	50.0	1.0	-	14.0	1.0	-	-	4.0	-	-	13.0	4.0
Мужчины	724522.0	380531.0	4104.0	4947.0	116265.0	18998.0	4928.0	4219.0	19199.0	1351.0	220.0	158686.0	11074.0
из них в возрасте, лет:													
до 15	76052.0	3.0	1.0	10.0	188.0	248.0	3786.0	-	1527.0	2.0	44.0	70188.0	55.0
15 – 19	62481.0	10979.0	73.0	3419.0	275.0	411.0	728.0	87.0	4151.0	20.0	10.0	42026.0	302.0
20 – 29	135947.0	99836.0	508.0	1506.0	72.0	1337.0	84.0	733.0	7950.0	266.0	21.0	21416.0	2218.0
30 – 49	256453.0	207469.0	2554.0	12.0	5765.0	5985.0	230.0	2381.0	4832.0	843.0	93.0	19913.0	6376.0
50 – 54	55085.0	40680.0	621.0	-	4567.0	3094.0	56.0	655.0	405.0	144.0	39.0	3460.0	1364.0
55 – 59	30335.0	18862.0	304.0	-	5922.0	2414.0	28.0	363.0	166.0	68.0	13.0	1576.0	619.0
60 – 64	37295.0	2202.0	21.0	-	33149.0	1659.0	12.0	-	75.0	7.0	-	74.0	96.0
65 и более	70834.0	476.0	22.0	-	66324.0	3849.0	4.0	-	89.0	1.0	-	27.0	42.0
возраст не указан	40.0	24.0	-	-	3.0	1.0	-	-	4.0	-	-	6.0	2.0
Женщины	877463.0	369666.0	3862.0	5591.0	258208.0	15652.0	8892.0	7795.0	2792.0	962.0	222.0	196480.0	7341.0
из них в возрасте, лет:													
до 15	72932.0	3.0	-	14.0	180.0	171.0	3636.0	-	1086.0	1.0	35.0	67769.0	37.0
15 – 19	58951.0	6865.0	45.0	3700.0	300.0	258.0	949.0	283.0	308.0	13.0	11.0	45953.0	266.0
20 – 29	130360.0	83246.0	521.0	1857.0	235.0	937.0	2361.0	1741.0	469.0	186.0	37.0	37040.0	1730.0
30 – 49	285458.0	224959.0	2552.0	20.0	2630.0	5064.0	1703.0	4276.0	530.0	611.0	107.0	38758.0	4248.0
50 – 54	69414.0	48368.0	660.0	-	7824.0	3133.0	197.0	1495.0	64.0	126.0	31.0	6598.0	918.0
55 – 59	35063.0	5055.0	27.0	-	28341.0	1318.0	8.0	-	22.0	9.0	1.0	202.0	80.0
60 – 64	63170.0	869.0	24.0	-	60708.0	1415.0	11.0	-	39.0	10.0	-	54.0	40.0
65 и более	162068.0	275.0	32.0	-	157979.0	3356.0	27.0	-	274.0	6.0	-	99.0	20.0
возраст не указан	47.0	26.0	1.0	-	11.0	-	-	-	-	-	-	7.0	2.0
Сельское население	390443.0	131390.0	48556.0	1188.0	112350.0	11242.0	5261.0	1998.0	2476.0	262.0	102.0	67954.0	7664.0
из него в возрасте, лет:													
до 15	23551.0	6.0	6.0	7.0	105.0	109.0	3332.0	-	562.0	-	24.0	19389.0	11.0
15 – 19	25458.0	4569.0	1007.0	957.0	253.0	413.0	888.0	61.0	241.0	9.0	10.0	16705.0	345.0
20 – 29	64093.0	34762.0	8992.0	224.0	134.0	1251.0	614.0	478.0	906.0	59.0	12.0	14982.0	1679.0
30 – 49	131141.0	74811.0	30394.0	-	1058.0	4402.0	370.0	1086.0	506.0	146.0	36.0	14006.0	4326.0
50 – 54	27320.0	13424.0	6197.0	-	1970.0	1972.0	31.0	322.0	75.0	41.0	15.0	2340.0	933.0
55 – 59	14557.0	3508.0	1689.0	-	7469.0	1029.0	7.0	51.0	46.0	7.0	4.0	437.0	310.0
60 – 64	28745.0	255.0	159.0	-	27462.0	729.0	7.0	-	53.0	-	-	36.0	44.0
65 и более	75542.0	41.0	107.0	-	73892.0	1336.0	11.0	-	87.0	-	1.0	51.0	16.0
возраст не указан	36.0	14.0	5.0	-	7.0	1.0	1.0	-	-	-	-	8.0	-
Мужчины	180928.0	74432.0	23847.0	625.0	34465.0	6605.0	2115.0	534.0	1766.0	158.0	56.0	31289.0	5036.0
из них в возрасте, лет:													
до 15	12043.0	5.0	5.0	4.0	53.0	66.0	1645.0	-	326.0	-	8.0	9924.0	7.0
15 – 19	13489.0	2758.0	524.0	505.0	124.0	258.0	403.0	13.0	184.0	4.0	5.0	8510.0	201.0
20 – 29	34073.0	20740.0	4164.0	116.0	21.0	755.0	14.0	88.0	783.0	34.0	8.0	6280.0	1070.0
30 – 49	66858.0	40284.0	14613.0	-	464.0	2529.0	38.0	317.0	353.0	92.0	24.0	5336.0	2808.0
50 – 54	13227.0	7275.0	2840.0	-	499.0	1050.0	6.0	65.0	39.0	21.0	7.0	818.0	607.0
55 – 59	6934.0	3134.0	1544.0	-	753.0	723.0	4.0	51.0	34.0	7.0	4.0	385.0	295.0
60 – 64	11487.0	204.0	111.0	-	10665.0	420.0	3.0	-	23.0	-	-	22.0	39.0
65 и более	22804.0	26.0	45.0	-	21885.0	804.0	1.0	-	24.0	-	-	10.0	9.0
возраст не указан	13.0	6.0	1.0	-	1.0	-	1.0	-	-	-	-	4.0	-
Женщины	209515.0	56958.0	24709.0	563.0	77885.0	4637.0	3146.0	1464.0	710.0	104.0	46.0	36665.0	2628.0
из них в возрасте, лет:													
до 15	11508.0	1.0	1.0	3.0	52.0	43.0	1687.0	-	236.0	-	16.0	9465.0	4.0
15 – 19	11969.0	1811.0	483.0	452.0	129.0	155.0	485.0	48.0	57.0	5.0	5.0	8195.0	144.0
20 – 29	30020.0	14022.0	4828.0	108.0	113.0	496.0	600.0	390.0	123.0	25.0	4.0	8702.0	609.0
30 – 49	64283.0	34527.0	15781.0	-	594.0	1873.0	332.0	769.0	153.0	54.0	12.0	8670.0	1518.0
50 – 54	14093.0	6149.0	3357.0	-	1471.0	922.0	25.0	257.0	36.0	20.0	8.0	1522.0	326.0
55 – 59	7623.0	374.0	145.0	-	6716.0	306.0	3.0	-	12.0	-	-	52.0	15.0
60 – 64	17258.0	51.0	48.0	-	16797.0	309.0	4.0	-	30.0	-	-	14.0	5.0
65 и более	52738.0	15.0	62.0	-	52007.0	532.0	10.0	-	63.0	-	1.0	41.0	7.0
возраст не указан	23.0	8.0	4.0	-	6.0	1.0	-	-	-	-	-	4.0	-
Ульяновская область													
Городское и сельское население	976345.0	450069.0	20927.0	2874.0	214902.0	31629.0	7644.0	6941.0	9875.0	969.0	186.0	224259.0	6070.0
из него в возрасте, лет:													
до 15	99542.0	3.0	4.0	9.0	259.0	318.0	3692.0	-	1310.0	1.0	16.0	93889.0	41.0
15 – 19	77600.0	11799.0	349.0	2106.0	439.0	692.0	897.0	277.0	2345.0	12.0	8.0	58424.0	252.0
20 – 29	156304.0	109725.0	3421.0	749.0	234.0	2287.0	1613.0	1362.0	3483.0	174.0	33.0	31964.0	1259.0
30 – 49	340204.0	265005.0	13559.0	10.0	3814.0	11860.0	1225.0	4023.0	2419.0	633.0	101.0	33967.0	3588.0
50 – 54	73247.0	50251.0	2795.0	-	6875.0	6005.0	153.0	1105.0	209.0	112.0	20.0	5023.0	699.0
55 – 59	33447.0	11862.0	706.0	-	16626.0	2908.0	28.0	174.0	67.0	35.0	8.0	840.0	193.0
60 – 64	52847.0	1157.0	41.0	-	49385.0	2157.0	8.0	-	21.0	-	-	57.0	21.0
65 и более	143147.0	263.0	52.0	-	137270.0	5402.0	28.0	-	20.0	2.0	-	93.0	17.0
возраст не указан	7.0	4.0	-	-	-	-	-	-	1.0	-	-	2.0	-
Мужчины	445441.0	227463.0	10790.0	1365.0	64750.0	17252.0	2507.0	2221.0	8866.0	617.0	98.0	105497.0	4015.0
из них в возрасте, лет:													
до 15	50923.0	3.0	3.0	5.0	126.0	177.0	1850.0	-	850.0	1.0	6.0	47882.0	20.0
