																			
2. НАСЕЛЕНИЕ ПО ПОЛУ, ВОЗРАСТНЫМ ГРУППАМ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																			
																			
																			
	Все население	Всего указали источников средств к существова-нию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения указали			
моложе трудоспособного	100884.0	162838.0	51.0	177.0	1150.0	2630.0	987.0	58829.0	-	1408.0	2.0	57.0	97362.0	185.0	28.0	40604.0	58539.0	1696.0	17.0
трудоспособном	356058.0	421280.0	241178.0	30788.0	15795.0	14096.0	11512.0	11259.0	4627.0	4986.0	782.0	352.0	79395.0	6510.0	106.0	293653.0	59344.0	2884.0	71.0
старше трудоспособного	117395.0	141710.0	10133.0	13749.0	-	111768.0	4270.0	107.0	-	964.0	120.0	144.0	313.0	142.0	12.0	94583.0	21287.0	1499.0	14.0
Мужчины	259411.0	328472.0	123897.0	20250.0	7702.0	42243.0	9426.0	31744.0	1463.0	5060.0	507.0	234.0	81678.0	4268.0	84.0	192908.0	63731.0	2651.0	37.0
из них в возрасте:																			
моложе трудоспособного	51427.0	82875.0	34.0	92.0	662.0	1318.0	571.0	29755.0	-	766.0	-	39.0	49538.0	100.0	17.0	20828.0	29709.0	863.0	10.0
трудоспособном	171888.0	200344.0	120124.0	15143.0	7040.0	7129.0	6787.0	1954.0	1463.0	3869.0	470.0	171.0	32093.0	4101.0	54.0	144500.0	26179.0	1135.0	20.0
старше трудоспособного	36076.0	45242.0	3735.0	5015.0	-	33795.0	2068.0	34.0	-	422.0	37.0	24.0	45.0	67.0	2.0	27573.0	7841.0	653.0	7.0
Женщины	314970.0	397381.0	127472.0	24465.0	9243.0	86255.0	7345.0	38453.0	3164.0	2304.0	397.0	319.0	95395.0	2569.0	88.0	235944.0	75444.0	3429.0	65.0
из них в возрасте:																			
моложе трудоспособного	49457.0	79963.0	17.0	85.0	488.0	1312.0	416.0	29074.0	-	642.0	2.0	18.0	47824.0	85.0	11.0	19776.0	28830.0	833.0	7.0
трудоспособном	184170.0	220936.0	121054.0	15645.0	8755.0	6967.0	4725.0	9305.0	3164.0	1117.0	312.0	181.0	47302.0	2409.0	52.0	149153.0	33165.0	1749.0	51.0
старше трудоспособного	81319.0	96468.0	6398.0	8734.0	-	77973.0	2202.0	73.0	-	542.0	83.0	120.0	268.0	75.0	10.0	67010.0	13446.0	846.0	7.0
Сельское население	445151.0	691318.0	139637.0	161174.0	6773.0	114222.0	13477.0	88925.0	3833.0	7659.0	437.0	521.0	146382.0	8278.0	173.0	210297.0	223259.0	11204.0	218.0
из него в возрасте:																			
моложе трудоспособного	92789.0	175137.0	66.0	1932.0	465.0	3596.0	1050.0	77248.0	-	1402.0	15.0	43.0	89184.0	136.0	32.0	14949.0	73314.0	4420.0	74.0
трудоспособном	247585.0	364146.0	136909.0	115603.0	6308.0	8740.0	10148.0	11582.0	3832.0	5578.0	232.0	324.0	56840.0	8050.0	113.0	136383.0	105634.0	5334.0	121.0
старше трудоспособного	104741.0	152005.0	2660.0	43630.0	-	101883.0	2275.0	95.0	-	673.0	190.0	154.0	356.0	89.0	14.0	58951.0	44303.0	1450.0	23.0
Мужчины	211167.0	327656.0	76112.0	76345.0	3397.0	37658.0	8140.0	42199.0	1237.0	5782.0	218.0	274.0	70666.0	5628.0	88.0	99370.0	106940.0	4679.0	90.0
из них в возрасте:																			
моложе трудоспособного	47477.0	89522.0	59.0	1017.0	285.0	1826.0	585.0	39357.0	-	766.0	7.0	22.0	45534.0	64.0	22.0	7743.0	37392.0	2285.0	35.0
трудоспособном	129599.0	186494.0	75168.0	59056.0	3112.0	3100.0	6346.0	2817.0	1237.0	4745.0	135.0	182.0	25085.0	5511.0	58.0	74521.0	53134.0	1843.0	43.0
старше трудоспособного	34075.0	51626.0	885.0	16271.0	-	32731.0	1206.0	25.0	-	267.0	76.0	70.0	45.0	50.0	3.0	17098.0	16411.0	551.0	12.0
Женщины	233984.0	363662.0	63525.0	84829.0	3376.0	76564.0	5337.0	46726.0	2596.0	1877.0	219.0	247.0	75716.0	2650.0	85.0	110927.0	116319.0	6525.0	128.0
из них в возрасте:																			
моложе трудоспособного	45312.0	85615.0	7.0	915.0	180.0	1770.0	465.0	37891.0	-	636.0	8.0	21.0	43650.0	72.0	10.0	7206.0	35922.0	2135.0	39.0
трудоспособном	117986.0	177652.0	61741.0	56547.0	3196.0	5640.0	3802.0	8765.0	2595.0	833.0	97.0	142.0	31755.0	2539.0	55.0	61862.0	52500.0	3491.0	78.0
старше трудоспособного	70666.0	100379.0	1775.0	27359.0	-	69152.0	1069.0	70.0	-	406.0	114.0	84.0	311.0	39.0	11.0	41853.0	27892.0	899.0	11.0
Свердловская область																			
Городское и сельское население	4486214.0	5683097.0	2106054.0	558475.0	83525.0	1013390.0	141284.0	349962.0	28877.0	82371.0	9744.0	3864.0	1245263.0	60288.0	27335.0	3307696.0	1080026.0	69348.0	1809.0
из него в возрасте:																			
моложе трудоспособного	777882.0	1084312.0	786.0	7250.0	5871.0	18838.0	10176.0	281277.0	-	16444.0	71.0	463.0	739575.0	3561.0	2467.0	482057.0	278203.0	14778.0	377.0
трудоспособном	2779391.0	3373340.0	1985660.0	372917.0	77633.0	121332.0	95123.0	66674.0	28872.0	59843.0	7269.0	2632.0	500533.0	54852.0	18912.0	2183408.0	542364.0	33674.0	1033.0
старше трудоспособного	924984.0	1224288.0	119127.0	178238.0	-	873039.0	35957.0	1984.0	-	6002.0	2402.0	764.0	4936.0	1839.0	2993.0	641387.0	259318.0	20889.0	397.0
Мужчины	2071598.0	2620438.0	1066758.0	254925.0	39983.0	333918.0	77418.0	154404.0	9865.0	60049.0	5101.0	1656.0	580380.0	35981.0	14046.0	1526787.0	499440.0	30558.0	767.0
из них в возрасте:																			
моложе трудоспособного	398601.0	555138.0	513.0	3746.0	3518.0	9440.0	5892.0	142747.0	-	9280.0	41.0	232.0	377907.0	1822.0	1332.0	247386.0	142097.0	7589.0	197.0
трудоспособном	1390517.0	1674836.0	1021459.0	187858.0	36455.0	63414.0	55710.0	11150.0	9864.0	48353.0	4220.0	1277.0	201622.0	33454.0	10282.0	1100433.0	265399.0	14028.0	375.0
старше трудоспособного	280537.0	389907.0	44533.0	63288.0	-	261019.0	15805.0	497.0	-	2346.0	840.0	146.0	748.0	685.0	981.0	178540.0	91881.0	8940.0	195.0
Женщины	2414616.0	3062659.0	1039296.0	303550.0	43542.0	679472.0	63866.0	195558.0	19012.0	22322.0	4643.0	2208.0	664883.0	24307.0	13289.0	1780909.0	580586.0	38790.0	1042.0
из них в возрасте:																			
моложе трудоспособного	379281.0	529174.0	273.0	3504.0	2353.0	9398.0	4284.0	138530.0	-	7164.0	30.0	231.0	361668.0	1739.0	1135.0	234671.0	136106.0	7189.0	180.0
трудоспособном	1388874.0	1698504.0	964201.0	185059.0	41178.0	57918.0	39413.0	55524.0	19008.0	11490.0	3049.0	1355.0	298911.0	21398.0	8630.0	1082975.0	276965.0	19646.0	658.0
старше трудоспособного	644447.0	834381.0	74594.0	114950.0	-	612020.0	20152.0	1487.0	-	3656.0	1562.0	618.0	4188.0	1154.0	2012.0	462847.0	167437.0	11949.0	202.0
Городское население	3943529.0	4873136.0	1902576.0	390796.0	77510.0	881221.0	119034.0	262543.0	24087.0	70956.0	9173.0	3607.0	1081548.0	50085.0	26974.0	3017906.0	842247.0	54937.0	1465.0
из него в возрасте:																			
моложе трудоспособного	667774.0	893372.0	625.0	4463.0	5282.0	14310.0	8202.0	205823.0	-	14306.0	65.0	386.0	636659.0	3251.0	2410.0	447082.0	208773.0	9296.0	213.0
трудоспособном	2467444.0	2930679.0	1787329.0	258000.0	72208.0	109637.0	78251.0	54900.0	24083.0	51456.0	6900.0	2474.0	440329.0	45112.0	18740.0	1995321.0	425714.0	26795.0	874.0
старше трудоспособного	804583.0	1048091.0	114194.0	128293.0	-	757121.0	32556.0	1798.0	-	5127.0	2206.0	742.0	4366.0	1688.0	2964.0	574750.0	207652.0	18841.0	376.0
Мужчины	1809040.0	2232160.0	953803.0	177219.0	36969.0	290570.0	64011.0	113229.0	8296.0	51049.0	4799.0	1532.0	501429.0	29254.0	13835.0	1384050.0	386016.0	24506.0	633.0
из них в возрасте:																			
моложе трудоспособного	342000.0	457118.0	385.0	2283.0	3155.0	7190.0	4754.0	104254.0	-	8081.0	36.0	190.0	325119.0	1671.0	1302.0	229262.0	106574.0	4743.0	119.0
трудоспособном	1223015.0	1442529.0	910337.0	129060.0	33805.0	58577.0	45222.0	8512.0	8295.0	41014.0	3992.0	1199.0	175568.0	26948.0	10157.0	995423.0	205547.0	11560.0	328.0
старше трудоспособного	242195.0	332041.0	42856.0	45858.0	-	224768.0	14026.0	455.0	-	1897.0	771.0	142.0	652.0	616.0	971.0	158987.0	73848.0	8203.0	186.0
Женщины	2134489.0	2640976.0	948773.0	213577.0	40541.0	590651.0	55023.0	149314.0	15791.0	19907.0	4374.0	2075.0	580119.0	20831.0	13139.0	1633856.0	456231.0	30431.0	832.0
из них в возрасте:																			
моложе трудоспособного	325774.0	436254.0	240.0	2180.0	2127.0	7120.0	3448.0	101569.0	-	6225.0	29.0	196.0	311540.0	1580.0	1108.0	217820.0	102199.0	4553.0	94.0
трудоспособном	1244429.0	1488150.0	876992.0	128940.0	38403.0	51060.0	33029.0	46388.0	15788.0	10442.0	2908.0	1275.0	264761.0	18164.0	8583.0	999898.0	220167.0	15235.0	546.0
старше трудоспособного	562388.0	716050.0	71338.0	82435.0	-	532353.0	18530.0	1343.0	-	3230.0	1435.0	600.0	3714.0	1072.0	1993.0	415763.0	133804.0	10638.0	190.0
Сельское население	542685.0	809961.0	203478.0	167679.0	6015.0	132169.0	22250.0	87419.0	4790.0	11415.0	571.0	257.0	163715.0	10203.0	361.0	289790.0	237779.0	14411.0	344.0
из него в возрасте:																			
моложе трудоспособного	110108.0	190940.0	161.0	2787.0	589.0	4528.0	1974.0	75454.0	-	2138.0	6.0	77.0	102916.0	310.0	57.0	34975.0	69430.0	5482.0	164.0
трудоспособном	311947.0	442661.0	198331.0	114917.0	5425.0	11695.0	16872.0	11774.0	4789.0	8387.0	369.0	158.0	60204.0	9740.0	172.0	188087.0	116650.0	6879.0	159.0
старше трудоспособного	120401.0	176197.0	4933.0	49945.0	-	115918.0	3401.0	186.0	-	875.0	196.0	22.0	570.0	151.0	29.0	66637.0	51666.0	2048.0	21.0
Мужчины	262558.0	388278.0	112955.0	77706.0	3014.0	43348.0	13407.0	41175.0	1569.0	9000.0	302.0	124.0	78951.0	6727.0	211.0	142737.0	113424.0	6052.0	134.0
из них в возрасте:																			
моложе трудоспособного	56601.0	98020.0	128.0	1463.0	363.0	2250.0	1138.0	38493.0	-	1199.0	5.0	42.0	52788.0	151.0	30.0	18124.0	35523.0	2846.0	78.0
трудоспособном	167502.0	232307.0	111122.0	58798.0	2650.0	4837.0	10488.0	2638.0	1569.0	7339.0	228.0	78.0	26054.0	6506.0	125.0	105010.0	59852.0	2468.0	47.0
старше трудоспособного	38342.0	57866.0	1677.0	17430.0	-	36251.0	1779.0	42.0	-	449.0	69.0	4.0	96.0	69.0	10.0	19553.0	18033.0	737.0	9.0
Женщины	280127.0	421683.0	90523.0	89973.0	3001.0	88821.0	8843.0	46244.0	3221.0	2415.0	269.0	133.0	84764.0	3476.0	150.0	147053.0	124355.0	8359.0	210.0
из них в возрасте:																			
моложе трудоспособного	53507.0	92920.0	33.0	1324.0	226.0	2278.0	836.0	36961.0	-	939.0	1.0	35.0	50128.0	159.0	27.0	16851.0	33907.0	2636.0	86.0
трудоспособном	144445.0	210354.0	87209.0	56119.0	2775.0	6858.0	6384.0	9136.0	3220.0	1048.0	141.0	80.0	34150.0	3234.0	47.0	83077.0	56798.0	4411.0	112.0
старше трудоспособного	82059.0	118331.0	3256.0	32515.0	-	79667.0	1622.0	144.0	-	426.0	127.0	18.0	474.0	82.0	19.0	47084.0	33633.0	1311.0	12.0
Тюменская область																			
Городское и сельское население	3264841.0	3792429.0	1590581.0	184464.0	59463.0	429186.0	75456.0	213895.0	24143.0	46019.0	9329.0	4769.0	1112753.0	42371.0	33068.0	2698255.0	507147.0	25625.0	746.0
из него в возрасте:																			
моложе трудоспособного	710123.0	886580.0	610.0	1242.0	3206.0	13643.0	6535.0	172000.0	-	10360.0	43.0	552.0	676229.0	2160.0	3726.0	533561.0	165644.0	7037.0	155.0
трудоспособном	2201411.0	2472913.0	1545256.0	140600.0	56221.0	96523.0	54356.0	40637.0	24136.0	32290.0	8300.0	3301.0	431978.0	39315.0	19943.0	1904827.0	262295.0	13903.0	443.0
старше трудоспособного	344957.0	431525.0	43988.0	42581.0	-	318914.0	14545.0	1219.0	-	3350.0	982.0	913.0	4192.0	841.0	2337.0	258694.0	79100.0	4679.0	147.0
Мужчины	1589162.0	1829952.0	839914.0	88866.0	26958.0	143373.0	42093.0	95232.0	9197.0	32918.0	5508.0	2199.0	518322.0	25372.0	16584.0	1326866.0	234368.0	11042.0	302.0
из них в возрасте:																			
моложе трудоспособного	362931.0	453214.0	375.0	633.0	1962.0	6960.0	3823.0	87315.0	-	5431.0	23.0	277.0	345318.0	1097.0	1951.0	272595.0	84615.0	3691.0	79.0
трудоспособном	1116225.0	1239210.0	824207.0	72363.0	24974.0	40084.0	31912.0	7581.0	9195.0	26135.0	5123.0	1661.0	172079.0	23896.0	10320.0	978469.0	121739.0	5536.0	161.0
старше трудоспособного	105804.0	136812.0	14923.0	15850.0	-	96293.0	6351.0	325.0	-	1337.0	360.0	259.0	770.0	344.0	771.0	75195.0	27963.0	1814.0	61.0
Женщины	1675679.0	1962477.0	750667.0	95598.0	32505.0	285813.0	33363.0	118663.0	14946.0	13101.0	3821.0	2570.0	594431.0	16999.0	16484.0	1371389.0	272779.0	14583.0	444.0
из них в возрасте:																			
моложе трудоспособного	347192.0	433366.0	235.0	609.0	1244.0	6683.0	2712.0	84685.0	-	4929.0	20.0	275.0	330911.0	1063.0	1775.0	260966.0	81029.0	3346.0	76.0
трудоспособном	1085186.0	1233703.0	721049.0	68237.0	31247.0	56439.0	22444.0	33056.0	14941.0	6155.0	3177.0	1640.0	259899.0	15419.0	9623.0	926358.0	140556.0	8367.0	282.0
старше трудоспособного	239153.0	294713.0	29065.0	26731.0	-	222621.0	8194.0	894.0	-	2013.0	622.0	654.0	3422.0	497.0	1566.0	183499.0	51137.0	2865.0	86.0
Городское население	2526133.0	2799635.0	1298866.0	52150.0	50992.0	293267.0	48222.0	100490.0	16609.0	34531.0	8005.0	3028.0	865462.0	28013.0	31270.0	2204165.0	277088.0	13159.0	451.0
из него в возрасте:																			
моложе трудоспособного	537773.0	615865.0	462.0	533.0	2677.0	7300.0	4148.0	73758.0	-	5424.0	36.0	443.0	519363.0	1721.0	3430.0	455649.0	75912.0	2736.0	46.0
трудоспособном	1753064.0	1906812.0	1260364.0	38947.0	48279.0	78743.0	33199.0	25880.0	16605.0	27063.0	7411.0	2154.0	342501.0	25666.0	19016.0	1569755.0	156145.0	7838.0	310.0
старше трудоспособного	227481.0	275796.0	37402.0	12658.0	-	207145.0	10861.0	829.0	-	2029.0	555.0	428.0	3306.0	583.0	2087.0	177760.0	44960.0	2580.0	94.0
Мужчины	1227654.0	1347061.0	681510.0	24366.0	22802.0	97742.0	25732.0	41353.0	6061.0	26387.0	4809.0	1356.0	399094.0	15849.0	15637.0	1082867.0	123438.0	5540.0	172.0
из них в возрасте:																			
моложе трудоспособного	275201.0	315433.0	281.0	274.0	1632.0	3728.0	2390.0	37514.0	-	2906.0	20.0	221.0	265588.0	879.0	1799.0	232906.0	38984.0	1489.0	23.0
трудоспособном	880707.0	946332.0	668030.0	19538.0	21148.0	33168.0	18892.0	3616.0	6059.0	22692.0	4589.0	1045.0	132832.0	14723.0	9774.0	798792.0	69007.0	3020.0	114.0
старше трудоспособного	67815.0	84701.0	12838.0	4549.0	-	60820.0	4446.0	216.0	-	777.0	199.0	88.0	546.0	222.0	689.0	50649.0	15413.0	1030.0	34.0
Женщины	1298479.0	1452574.0	617356.0	27784.0	28190.0	195525.0	22490.0	59137.0	10548.0	8144.0	3196.0	1672.0	466368.0	12164.0	15633.0	1121298.0	153650.0	7619.0	279.0
из них в возрасте:																			
моложе трудоспособного	262572.0	300432.0	181.0	259.0	1045.0	3572.0	1758.0	36244.0	-	2518.0	16.0	222.0	253775.0	842.0	1631.0	222743.0	36928.0	1247.0	23.0
трудоспособном	872357.0	960480.0	592334.0	19409.0	27131.0	45575.0	14307.0	22264.0	10546.0	4371.0	2822.0	1109.0	209669.0	10943.0	9242.0	770963.0	87138.0	4818.0	196.0
старше трудоспособного	159666.0	191095.0	24564.0	8109.0	-	146325.0	6415.0	613.0	-	1252.0	356.0	340.0	2760.0	361.0	1398.0	127111.0	29547.0	1550.0	60.0
Сельское население	738708.0	992794.0	291715.0	132314.0	8471.0	135919.0	27234.0	113405.0	7534.0	11488.0	1324.0	1741.0	247291.0	14358.0	1798.0	494090.0	230059.0	12466.0	295.0
из него в возрасте:																			
моложе трудоспособного	172350.0	270715.0	148.0	709.0	529.0	6343.0	2387.0	98242.0	-	4936.0	7.0	109.0	156866.0	439.0	296.0	77912.0	89732.0	4301.0	109.0
трудоспособном	448347.0	566101.0	284892.0	101653.0	7942.0	17780.0	21157.0	14757.0	7531.0	5227.0	889.0	1147.0	89477.0	13649.0	927.0	335072.0	106150.0	6065.0	133.0
старше трудоспособного	117476.0	155729.0	6586.0	29923.0	-	111769.0	3684.0	390.0	-	1321.0	427.0	485.0	886.0	258.0	250.0	80934.0	34140.0	2099.0	53.0
Мужчины	361508.0	482891.0	158404.0	64500.0	4156.0	45631.0	16361.0	53879.0	3136.0	6531.0	699.0	843.0	119228.0	9523.0	947.0	243999.0	110930.0	5502.0	130.0
из них в возрасте:																			
моложе трудоспособного	87730.0	137781.0	94.0	359.0	330.0	3232.0	1433.0	49801.0	-	2525.0	3.0	56.0	79730.0	218.0	152.0	39689.0	45631.0	2202.0	56.0
трудоспособном	235518.0	292878.0	156177.0	52825.0	3826.0	6916.0	13020.0	3965.0	3136.0	3443.0	534.0	616.0	39247.0	9173.0	546.0	179677.0	52732.0	2516.0	47.0
старше трудоспособного	37989.0	52111.0	2085.0	11301.0	-	35473.0	1905.0	109.0	-	560.0	161.0	171.0	224.0	122.0	82.0	24546.0	12550.0	784.0	27.0
Женщины	377200.0	509903.0	133311.0	67814.0	4315.0	90288.0	10873.0	59526.0	4398.0	4957.0	625.0	898.0	128063.0	4835.0	851.0	250091.0	119129.0	6964.0	165.0
из них в возрасте:																			
моложе трудоспособного	84620.0	132934.0	54.0	350.0	199.0	3111.0	954.0	48441.0	-	2411.0	4.0	53.0	77136.0	221.0	144.0	38223.0	44101.0	2099.0	53.0
трудоспособном	212829.0	273223.0	128715.0	48828.0	4116.0	10864.0	8137.0	10792.0	4395.0	1784.0	355.0	531.0	50230.0	4476.0	381.0	155395.0	53418.0	3549.0	86.0
старше трудоспособного	79487.0	103618.0	4501.0	18622.0	-	76296.0	1779.0	281.0	-	761.0	266.0	314.0	662.0	136.0	168.0	56388.0	21590.0	1315.0	26.0
Ханты-Мансийский автономный округ – Югра																			
Городское и сельское население	1432817.0	1570386.0	760517.0	27634.0	15397.0	142888.0	20574.0	58453.0	14376.0	14529.0	4298.0	1865.0	495597.0	14258.0	13717.0	1273820.0	139411.0	5734.0	135.0
из него в возрасте:																			
моложе трудоспособного	325869.0	370806.0	296.0	323.0	1184.0	4363.0	2166.0	43594.0	-	3129.0	16.0	317.0	314543.0	875.0	1681.0	279070.0	43637.0	1462.0	19.0
трудоспособном	1007190.0	1081591.0	742430.0	22297.0	14210.0	50727.0	14878.0	14277.0	14374.0	10595.0	4098.0	1387.0	179174.0	13144.0	8579.0	919168.0	75983.0	3385.0	75.0
старше трудоспособного	96678.0	117565.0	17548.0	5006.0	-	87772.0	3523.0	570.0	-	798.0	183.0	159.0	1779.0	227.0	771.0	75216.0	19764.0	887.0	40.0
Мужчины	712599.0	772196.0	408146.0	13448.0	7378.0	47690.0	11332.0	24584.0	5671.0	10532.0	2703.0	905.0	231179.0	8628.0	7045.0	641375.0	61772.0	2353.0	54.0
из них в возрасте:																			
моложе трудоспособного	166956.0	190095.0	167.0	180.0	774.0	2258.0	1273.0	22099.0	-	1689.0	11.0	158.0	161031.0	455.0	856.0	142933.0	22351.0	804.0	12.0
