							
2. НАСЕЛЕНИЕ ПО ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ							
							
							
	Мужчины и женщины	Мужчины	Женщины	В процентах к итогу			Женщин на 1000 мужчин
старше трудоспособного	686171.0	213046.0	473125.0	21.2	14.2	27.1	2221.0
0 – 13 лет	437859.0	224552.0	213307.0	13.5	15.0	12.2	950.0
0 – 17 лет	654484.0	334897.0	319587.0	20.2	22.4	18.3	954.0
16 – 29 лет	725377.0	365913.0	359464.0	22.4	24.5	20.6	982.0
Городское население	2611680.0	1199236.0	1412444.0	100.0	100.0	100.0	1178.0
в том числе в возрасте, лет:							
0 – 4	99551.0	51394.0	48157.0	3.8	4.3	3.4	937.0
5 – 9	111603.0	56996.0	54607.0	4.3	4.8	3.9	958.0
10 – 14	167102.0	85626.0	81476.0	6.4	7.1	5.8	952.0
15 – 19	229836.0	117090.0	112746.0	8.8	9.8	8.0	963.0
20 – 24	215573.0	108587.0	106986.0	8.19999980927	9.1	7.6	985.0
25 – 29	208641.0	103520.0	105121.0	8.0	8.6	7.4	1015.0
30 – 34	187668.0	93182.0	94486.0	7.2	7.8	6.7	1014.0
35 – 39	178339.0	86062.0	92277.0	6.8	7.2	6.5	1072.0
40 – 44	215645.0	100513.0	115132.0	8.3	8.4	8.10000038147	1145.0
45 – 49	211580.0	95758.0	115822.0	8.1	8.0	8.2	1210.0
50 – 54	199876.0	87477.0	112399.0	7.59999990463	7.3	8.0	1285.0
55 – 59	110603.0	47636.0	62967.0	4.2	4.0	4.5	1322.0
60 – 64	150753.0	60865.0	89888.0	5.8	5.1	6.4	1477.0
65 – 69	107716.0	40767.0	66949.0	4.1	3.4	4.7	1642.0
70 – 74	101718.0	34184.0	67534.0	3.9	2.79999995232	4.8	1976.0
75 – 79	69525.0	19402.0	50123.0	2.7	1.6	3.5	2583.0
80 – 84	24966.0	5399.0	19567.0	1.0	0.4	1.4	3624.0
85 и более	18394.0	3469.0	14925.0	0.7	0.3	1.0	4302.0
возраст не указан	2591.0	1309.0	1282.0	0.1	0.1	0.1	979.0
Медианный возраст	37.5	34.0	40.5				
Из общей численности - население в возрасте:							
моложе трудоспособного	421321.0	215885.0	205436.0	16.1	18.0	14.6	952.0
трудоспособном	1651729.0	817956.0	833773.0	63.3	68.2	59.0	1019.0
старше трудоспособного	536039.0	164086.0	371953.0	20.5	13.7	26.3	2267.0
0 – 13 лет	338461.0	173738.0	164723.0	13.0	14.5	11.7	948.0
0 – 17 лет	510666.0	260944.0	249722.0	19.6	21.8	17.7	957.0
16 – 29 лет	610985.0	307328.0	303657.0	23.4	25.6	21.5	988.0
Сельское население	628057.0	297225.0	330832.0	100.0	100.0	100.0	1113.0
в том числе в возрасте, лет:							
0 – 4	26961.0	13727.0	13234.0	4.3	4.6	4.0	964.0
5 – 9	33253.0	17089.0	16164.0	5.3	5.8	4.9	946.0
10 – 14	51057.0	26119.0	24938.0	8.1	8.8	7.5	955.0
15 – 19	48490.0	24849.0	23641.0	7.7	8.30000019073	7.19999980927	951.0
20 – 24	38596.0	19914.0	18682.0	6.1	6.7	5.69999980927	938.0
25 – 29	39337.0	20012.0	19325.0	6.3	6.7	5.90000009537	966.0
30 – 34	39842.0	20215.0	19627.0	6.3	6.8	5.9	971.0
35 – 39	46151.0	23760.0	22391.0	7.40000009537	8.0	6.8	942.0
40 – 44	54716.0	28153.0	26563.0	8.7	9.5	8.0	944.0
45 – 49	47995.0	24121.0	23874.0	7.6	8.1	7.2	990.0
50 – 54	41031.0	19904.0	21127.0	6.5	6.7	6.4	1061.0
55 – 59	22989.0	10341.0	12648.0	3.7	3.5	3.8	1223.0
60 – 64	42422.0	17929.0	24493.0	6.8	6.0	7.4	1366.0
65 – 69	30593.0	12397.0	18196.0	4.9	4.2	5.5	1468.0
70 – 74	31997.0	11432.0	20565.0	5.1	3.8	6.2	1799.0
75 – 79	19159.0	4935.0	14224.0	3.1	1.7	4.3	2882.0
80 – 84	7091.0	1384.0	5707.0	1.1	0.5	1.7	4124.0
85 и более	6222.0	883.0	5339.0	1.0	0.3	1.6	6046.0
возраст не указан	155.0	61.0	94.0	0.0	0.0	0.0	1541.0
Медианный возраст	39.1	36.5	41.4				
Из общей численности - население в возрасте:							
моложе трудоспособного	123302.0	63125.0	60177.0	19.6	21.2	18.2	953.0
трудоспособном	354468.0	185079.0	169389.0	56.5	62.3	51.2	915.0
старше трудоспособного	150132.0	48960.0	101172.0	23.9	16.5	30.6	2066.0
0 – 13 лет	99398.0	50814.0	48584.0	15.8	17.1	14.7	956.0
0 – 17 лет	143818.0	73953.0	69865.0	22.9	24.9	21.1	945.0
16 – 29 лет	114392.0	58585.0	55807.0	18.2	19.7	16.9	953.0
Саратовская область							
Все население	2668310.0	1229074.0	1439236.0	100.0	100.0	100.0	1171.0
в том числе в возрасте, лет:							
0 – 4	106766.0	54526.0	52240.0	4.0	4.4	3.6	958.0
5 – 9	121381.0	61871.0	59510.0	4.5	5.0	4.1	962.0
10 – 14	188384.0	96057.0	92327.0	7.1	7.8	6.4	961.0
15 – 19	233560.0	117581.0	115979.0	8.8	9.6	8.1	986.0
20 – 24	203240.0	101136.0	102104.0	7.6	8.2	7.1	1010.0
25 – 29	186764.0	92399.0	94365.0	7.0	7.5	6.6	1021.0
30 – 34	179261.0	88251.0	91010.0	6.7	7.2	6.3	1031.0
35 – 39	190923.0	92744.0	98179.0	7.2	7.59999990463	6.8	1059.0
40 – 44	222656.0	107357.0	115299.0	8.3	8.7	8.0	1074.0
45 – 49	207243.0	97726.0	109517.0	7.8	8.0	7.6	1121.0
50 – 54	184652.0	84005.0	100647.0	6.9	6.8	7.0	1198.0
55 – 59	109216.0	47247.0	61969.0	4.1	3.90000009537	4.3	1312.0
60 – 64	173168.0	71012.0	102156.0	6.5	5.8	7.1	1439.0
65 – 69	120769.0	47571.0	73198.0	4.5	3.9	5.1	1539.0
70 – 74	109490.0	38302.0	71188.0	4.1	3.1	5.0	1859.0
75 – 79	77233.0	20811.0	56422.0	2.9	1.7	3.9	2711.0
80 – 84	29636.0	6270.0	23366.0	1.1	0.5	1.6	3727.0
85 и более	23159.0	3847.0	19312.0	0.9	0.3	1.39999997616	5020.0
возраст не указан	809.0	361.0	448.0	0.0	0.0	0.0	1241.0
Медианный возраст	38.1	35.2	40.6				
Из общей численности - население в возрасте:							
моложе трудоспособного	463373.0	236297.0	227076.0	17.4	19.2	15.8	961.0
трудоспособном	1608704.0	804603.0	804101.0	60.3	65.5	55.9	999.0
старше трудоспособного	595424.0	187813.0	407611.0	22.3	15.3	28.3	2170.0
0 – 13 лет	372880.0	190269.0	182611.0	14.0	15.5	12.7	960.0
0 – 17 лет	556088.0	283212.0	272876.0	20.8	23.0	19.0	964.0
16 – 29 лет	576722.0	287273.0	289449.0	21.6	23.4	20.1	1008.0
Городское население	1963858.0	895215.0	1068643.0	100.0	100.0	100.0	1194.0
в том числе в возрасте, лет:							
0 – 4	73665.0	37482.0	36183.0	3.70000004768	4.2	3.4	965.0
5 – 9	81713.0	41474.0	40239.0	4.2	4.6	3.8	970.0
10 – 14	128296.0	65422.0	62874.0	6.5	7.3	5.9	961.0
15 – 19	178618.0	89591.0	89027.0	9.1	10.0	8.3	994.0
20 – 24	158246.0	78493.0	79753.0	8.1	8.8	7.5	1016.0
25 – 29	143271.0	70536.0	72735.0	7.3	7.9	6.8	1031.0
30 – 34	134642.0	66000.0	68642.0	6.80000019073	7.4	6.4	1040.0
35 – 39	139398.0	66512.0	72886.0	7.1	7.4	6.8	1096.0
40 – 44	162815.0	76598.0	86217.0	8.3	8.6	8.1	1126.0
45 – 49	154421.0	70913.0	83508.0	7.9	7.9	7.8	1178.0
50 – 54	141290.0	62822.0	78468.0	7.2	7.0	7.3	1249.0
55 – 59	84391.0	36090.0	48301.0	4.3	4.0	4.5	1338.0
60 – 64	124950.0	50602.0	74348.0	6.4	5.7	7.0	1469.0
65 – 69	86224.0	33302.0	52922.0	4.4	3.7	5.0	1589.0
70 – 74	77188.0	26319.0	50869.0	3.9	3.0	4.8	1933.0
75 – 79	56283.0	15303.0	40980.0	2.9	1.7	3.8	2678.0
80 – 84	21622.0	4633.0	16989.0	1.1	0.5	1.6	3667.0
85 и более	16112.0	2806.0	13306.0	0.8	0.3	1.2	4742.0
возраст не указан	713.0	317.0	396.0	0.0	0.0	0.0	1249.0
Медианный возраст	38.1	34.9	40.7				
Из общей численности - население в возрасте:							
моложе трудоспособного	316804.0	161093.0	155711.0	16.2	18.0	14.6	967.0
трудоспособном	1215661.0	600840.0	614821.0	61.9	67.1	57.5	1023.0
старше трудоспособного	430680.0	132965.0	297715.0	21.9	14.9	27.9	2239.0
0 – 13 лет	253604.0	129098.0	124506.0	12.9	14.4	11.7	964.0
0 – 17 лет	386735.0	196003.0	190732.0	19.7	21.9	17.8	973.0
16 – 29 лет	447005.0	221905.0	225100.0	22.8	24.8	21.1	1014.0
Сельское население	704452.0	333859.0	370593.0	100.0	100.0	100.0	1110.0
в том числе в возрасте, лет:							
0 – 4	33101.0	17044.0	16057.0	4.7	5.1	4.3	942.0
5 – 9	39668.0	20397.0	19271.0	5.6	6.1	5.2	945.0
10 – 14	60088.0	30635.0	29453.0	8.5	9.2	8.0	961.0
15 – 19	54942.0	27990.0	26952.0	7.8	8.4	7.3	963.0
20 – 24	44994.0	22643.0	22351.0	6.4	6.8	6.0	987.0
25 – 29	43493.0	21863.0	21630.0	6.2	6.5	5.8	989.0
30 – 34	44619.0	22251.0	22368.0	6.3	6.7	6.0	1005.0
35 – 39	51525.0	26232.0	25293.0	7.3	7.9	6.8	964.0
40 – 44	59841.0	30759.0	29082.0	8.5	9.2	7.90000009537	945.0
45 – 49	52822.0	26813.0	26009.0	7.5	8.0	7.0	970.0
50 – 54	43362.0	21183.0	22179.0	6.2	6.40000009537	6.0	1047.0
55 – 59	24825.0	11157.0	13668.0	3.5	3.3	3.7	1225.0
60 – 64	48218.0	20410.0	27808.0	6.90000009537	6.1	7.5	1362.0
65 – 69	34545.0	14269.0	20276.0	4.9	4.3	5.5	1421.0
70 – 74	32302.0	11983.0	20319.0	4.6	3.6	5.5	1696.0
75 – 79	20950.0	5508.0	15442.0	3.0	1.6	4.2	2804.0
80 – 84	8014.0	1637.0	6377.0	1.1	0.5	1.7	3896.0
85 и более	7047.0	1041.0	6006.0	1.0	0.3	1.6	5769.0
возраст не указан	96.0	44.0	52.0	0.0	0.0	0.0	1182.0
Медианный возраст	38.2	35.9	40.3				
Из общей численности - население в возрасте:							
моложе трудоспособного	146569.0	75204.0	71365.0	20.8	22.5	19.3	949.0
трудоспособном	393043.0	203763.0	189280.0	55.8	61.1	51.1	929.0
старше трудоспособного	164744.0	54848.0	109896.0	23.4	16.4	29.6	2004.0
0 – 13 лет	119276.0	61171.0	58105.0	16.9	18.3	15.7	950.0
0 – 17 лет	169353.0	87209.0	82144.0	24.0	26.1	22.2	942.0
16 – 29 лет	129717.0	65368.0	64349.0	18.4	19.6	17.4	984.0
Ульяновская область							
Все население	1382811.0	637892.0	744919.0	100.0	100.0	100.0	1168.0
в том числе в возрасте, лет:							
0 – 4	54026.0	27590.0	26436.0	3.9	4.3	3.59999990463	958.0
5 – 9	63521.0	32531.0	30990.0	4.6	5.1	4.2	953.0
10 – 14	103696.0	52846.0	50850.0	7.5	8.3	6.8	962.0
15 – 19	120809.0	60727.0	60082.0	8.7	9.5	8.1	989.0
20 – 24	98293.0	49165.0	49128.0	7.1	7.7	6.6	999.0
25 – 29	91344.0	45039.0	46305.0	6.6	7.1	6.2	1028.0
30 – 34	90134.0	43640.0	46494.0	6.5	6.8	6.2	1065.0
35 – 39	103321.0	49766.0	53555.0	7.5	7.8	7.2	1076.0
40 – 44	124957.0	59925.0	65032.0	9.0	9.4	8.7	1085.0
45 – 49	115410.0	55169.0	60241.0	8.39999961853	8.6	8.1	1092.0
50 – 54	98929.0	45632.0	53297.0	7.2	7.2	7.2	1168.0
55 – 59	51775.0	23324.0	28451.0	3.7	3.7	3.8	1220.0
60 – 64	80358.0	33357.0	47001.0	5.8	5.2	6.3	1409.0
65 – 69	60822.0	23794.0	37028.0	4.4	3.7	5.0	1556.0
70 – 74	60982.0	20848.0	40134.0	4.4	3.3	5.4	1925.0
75 – 79	38429.0	9888.0	28541.0	2.8	1.6	3.8	2886.0
80 – 84	15103.0	3052.0	12051.0	1.1	0.5	1.6	3949.0
85 и более	10881.0	1589.0	9292.0	0.8	0.2	1.2	5848.0
возраст не указан	21.0	10.0	11.0	0.0	0.0	0.0	1100.0
Медианный возраст	38.5	35.8	40.7				
Из общей численности - население в возрасте:							
моложе трудоспособного	247483.0	126384.0	121099.0	17.9	19.8	16.2	958.0
трудоспособном	840281.0	418970.0	421311.0	60.8	65.7	56.6	1006.0
старше трудоспособного	295026.0	92528.0	202498.0	21.3	14.5	27.2	2189.0
0 – 13 лет	196335.0	100245.0	96090.0	14.2	15.7	12.9	959.0
0 – 17 лет	296694.0	151753.0	144941.0	21.5	23.8	19.5	955.0
16 – 29 лет	284206.0	141514.0	142692.0	20.6	22.2	19.2	1008.0
Городское население	1011585.0	465225.0	546360.0	100.0	100.0	100.0	1174.0
в том числе в возрасте, лет:							
0 – 4	38735.0	19807.0	18928.0	3.8	4.3	3.5	956.0
5 – 9	44327.0	22764.0	21563.0	4.4	4.9	3.9	947.0
10 – 14	73272.0	37416.0	35856.0	7.30000019073	8.0	6.6	958.0
15 – 19	95212.0	47406.0	47806.0	9.4	10.2	8.69999980927	1008.0
20 – 24	78992.0	39367.0	39625.0	7.8	8.5	7.19999980927	1007.0
25 – 29	71417.0	35118.0	36299.0	7.1	7.5	6.6	1034.0
30 – 34	68116.0	32752.0	35364.0	6.7	7.0	6.5	1080.0
35 – 39	76573.0	36044.0	40529.0	7.6	7.80000019073	7.4	1124.0
40 – 44	93120.0	43409.0	49711.0	9.2	9.3	9.1	1145.0
45 – 49	86533.0	40324.0	46209.0	8.6	8.7	8.5	1146.0
50 – 54	74863.0	33634.0	41229.0	7.4	7.2	7.5	1226.0
55 – 59	38877.0	17430.0	21447.0	3.8	3.79999995232	3.9	1230.0
60 – 64	54355.0	22370.0	31985.0	5.4	4.8	5.9	1430.0
65 – 69	39266.0	15242.0	24024.0	3.9	3.3	4.4	1576.0
70 – 74	37419.0	12513.0	24906.0	3.7	2.7	4.6	1990.0
75 – 79	24607.0	6584.0	18023.0	2.4	1.4	3.3	2737.0
80 – 84	9431.0	1993.0	7438.0	0.9	0.4	1.4	3732.0
85 и более	6455.0	1044.0	5411.0	0.6	0.2	1.0	5183.0
возраст не указан	15.0	8.0	7.0	0.0	0.0	0.0	875.0
Медианный возраст	37.5	34.7	39.7				
Из общей численности - население в возрасте:							
моложе трудоспособного	175569.0	89802.0	85767.0	17.3	19.3	15.7	955.0
трудоспособном	643021.0	315669.0	327352.0	63.6	67.9	59.9	1037.0
старше трудоспособного	192980.0	59746.0	133234.0	19.1	12.8	24.4	2230.0
0 – 13 лет	138474.0	70842.0	67632.0	13.7	15.2	12.4	955.0
0 – 17 лет	213870.0	109176.0	104694.0	21.1	23.5	19.2	959.0
16 – 29 лет	226386.0	112076.0	114310.0	22.4	24.1	20.9	1020.0
Сельское население	371226.0	172667.0	198559.0	100.0	100.0	100.0	1150.0
в том числе в возрасте, лет:							
0 – 4	15291.0	7783.0	7508.0	4.1	4.5	3.8	965.0
5 – 9	19194.0	9767.0	9427.0	5.2	5.7	4.7	965.0
10 – 14	30424.0	15430.0	14994.0	8.2	8.9	7.5	972.0
15 – 19	25597.0	13321.0	12276.0	6.9	7.7	6.2	922.0
20 – 24	19301.0	9798.0	9503.0	5.2	5.7	4.8	970.0
25 – 29	19927.0	9921.0	10006.0	5.4	5.7	5.0	1009.0
30 – 34	22018.0	10888.0	11130.0	5.9	6.3	5.6	1022.0
35 – 39	26748.0	13722.0	13026.0	7.2	7.9	6.6	949.0
40 – 44	31837.0	16516.0	15321.0	8.6	9.6	7.7	928.0
45 – 49	28877.0	14845.0	14032.0	7.8	8.6	7.1	945.0
50 – 54	24066.0	11998.0	12068.0	6.5	7.0	6.1	1006.0
55 – 59	12898.0	5894.0	7004.0	3.5	3.4	3.5	1188.0
60 – 64	26003.0	10987.0	15016.0	7.0	6.4	7.6	1367.0
65 – 69	21556.0	8552.0	13004.0	5.8	5.0	6.5	1521.0
70 – 74	23563.0	8335.0	15228.0	6.3	4.8	7.7	1827.0
75 – 79	13822.0	3304.0	10518.0	3.7	1.9	5.3	3183.0
80 – 84	5672.0	1059.0	4613.0	1.5	0.6	2.3	4356.0
85 и более	4426.0	545.0	3881.0	1.2	0.3	2.0	7121.0
возраст не указан	6.0	2.0	4.0	0.0	0.0	0.0	2000.0
Медианный возраст	41.2	38.6	43.7				
Из общей численности - население в возрасте:							
моложе трудоспособного	71914.0	36582.0	35332.0	19.4	21.2	17.8	966.0
трудоспособном	197260.0	103301.0	93959.0	53.1	59.8	47.3	910.0
старше трудоспособного	102046.0	32782.0	69264.0	27.5	19.0	34.9	2113.0
0 – 13 лет	57861.0	29403.0	28458.0	15.6	17.0	14.3	968.0
0 – 17 лет	82824.0	42577.0	40247.0	22.3	24.7	20.3	945.0
16 – 29 лет	57820.0	29438.0	28382.0	15.6	17.0	14.3	964.0
Уральский федеральный округ							
Все население	12373926.0	5797903.0	6576023.0	100.0	100.0	100.0	1134.0
в том числе в возрасте, лет:							
0 – 4	580341.0	297373.0	282968.0	4.7	5.1	4.3	952.0
5 – 9	601142.0	307954.0	293188.0	4.9	5.3	4.5	952.0
10 – 14	923580.0	472025.0	451555.0	7.5	8.1	6.9	957.0
15 – 19	1135619.0	568934.0	566685.0	9.2	9.8	8.6	996.0
20 – 24	1006643.0	500928.0	505715.0	8.1	8.6	7.7	1010.0
25 – 29	964901.0	483844.0	481057.0	7.8	8.3	7.3	994.0
30 – 34	853672.0	426987.0	426685.0	6.9	7.4	6.5	999.0
35 – 39	867682.0	427538.0	440144.0	7.0	7.4	6.7	1029.0
40 – 44	1094189.0	530949.0	563240.0	8.8	9.2	8.6	1061.0
45 – 49	1027882.0	487156.0	540726.0	8.3	8.4	8.2	1110.0
50 – 54	880817.0	409226.0	471591.0	7.1	7.1	7.2	1152.0
55 – 59	428924.0	191108.0	237816.0	3.5	3.3	3.6	1244.0
60 – 64	610649.0	249207.0	361442.0	4.9	4.3	5.5	1450.0
65 – 69	481593.0	183400.0	298193.0	3.9	3.2	4.5	1626.0
70 – 74	439152.0	147582.0	291570.0	3.5	2.5	4.4	1976.0
75 – 79	284832.0	73426.0	211406.0	2.3	1.3	3.2	2879.0
80 – 84	105504.0	21520.0	83984.0	0.9	0.4	1.3	3903.0
85 и более	72600.0	11716.0	60884.0	0.6	0.2	0.9	5197.0
возраст не указан	14204.0	7030.0	7174.0	0.1	0.1	0.1	1020.0
Медианный возраст	35.8	33.0	38.4				
Из общей численности - население в возрасте:							
моложе трудоспособного	2339488.0	1196506.0	1142982.0	18.9	20.6	17.4	955.0
трудоспособном	7788088.0	3907516.0	3880572.0	63.0	67.4	59.0	993.0
старше трудоспособного	2232146.0	686851.0	1545295.0	18.0	11.9	23.5	2250.0
0 – 13 лет	1883417.0	964278.0	919139.0	15.2	16.6	14.0	953.0
0 – 17 лет	2794186.0	1427622.0	1366564.0	22.6	24.6	20.8	957.0
16 – 29 лет	2872738.0	1434552.0	1438186.0	23.2	24.7	21.9	1003.0
Городское население	9991785.0	4652913.0	5338872.0	100.0	100.0	100.0	1147.0
в том числе в возрасте, лет:							
0 – 4	455621.0	233671.0	221950.0	4.6	5.0	4.2	950.0
5 – 9	466730.0	239189.0	227541.0	4.7	5.1	4.3	951.0
10 – 14	711819.0	363528.0	348291.0	7.1	7.8	6.5	958.0
15 – 19	930236.0	463009.0	467227.0	9.3	10.0	8.69999980927	1009.0
20 – 24	846420.0	418967.0	427453.0	8.5	9.0	8.0	1020.0
25 – 29	811531.0	405147.0	406384.0	8.1	8.7	7.6	1003.0
30 – 34	708205.0	352942.0	355263.0	7.1	7.6	6.7	1007.0
35 – 39	701325.0	342414.0	358911.0	7.0	7.4	6.7	1048.0
40 – 44	879543.0	420031.0	459512.0	8.8	9.0	8.6	1094.0
45 – 49	831442.0	386844.0	444598.0	8.3	8.3	8.3	1149.0
50 – 54	724800.0	331694.0	393106.0	7.3	7.1	7.4	1185.0
55 – 59	354762.0	156488.0	198274.0	3.5	3.4	3.7	1267.0
60 – 64	484766.0	195696.0	289070.0	4.80000019073	4.2	5.4	1477.0
65 – 69	375088.0	140465.0	234623.0	3.8	3.0	4.4	1670.0
70 – 74	335573.0	111035.0	224538.0	3.4	2.4	4.2	2022.0
75 – 79	223234.0	58681.0	164553.0	2.2	1.3	3.1	2804.0
80 – 84	82051.0	17154.0	64897.0	0.8	0.4	1.2	3783.0
85 и более	55367.0	9389.0	45978.0	0.6	0.2	0.9	4897.0
возраст не указан	13272.0	6569.0	6703.0	0.1	0.1	0.1	1020.0
Медианный возраст	35.5	32.7	38.2				
Из общей численности - население в возрасте:							
моложе трудоспособного	1817786.0	929684.0	888102.0	18.2	20.0	16.6	955.0
трудоспособном	6406374.0	3184240.0	3222134.0	64.1	68.4	60.4	1012.0
старше трудоспособного	1754353.0	532420.0	1221933.0	17.6	11.5	22.9	2295.0
0 – 13 лет	1461980.0	748599.0	713381.0	14.6	16.1	13.4	953.0
0 – 17 лет	2186115.0	1115075.0	1071040.0	21.9	24.0	20.1	961.0
16 – 29 лет	2404571.0	1193827.0	1210744.0	24.1	25.7	22.7	1014.0
Сельское население	2382141.0	1144990.0	1237151.0	100.0	100.0	100.0	1080.0
в том числе в возрасте, лет:							
0 – 4	124720.0	63702.0	61018.0	5.2	5.6	4.9	958.0
5 – 9	134412.0	68765.0	65647.0	5.69999980927	6.0	5.3	955.0
10 – 14	211761.0	108497.0	103264.0	8.9	9.5	8.39999961853	952.0
15 – 19	205383.0	105925.0	99458.0	8.6	9.19999980927	8.0	939.0
20 – 24	160223.0	81961.0	78262.0	6.7	7.09999990463	6.3	955.0
25 – 29	153370.0	78697.0	74673.0	6.4	6.9	6.0	949.0
30 – 34	145467.0	74045.0	71422.0	6.1	6.5	5.8	965.0
35 – 39	166357.0	85124.0	81233.0	7.0	7.4	6.6	954.0
40 – 44	214646.0	110918.0	103728.0	9.0	9.7	8.4	935.0
45 – 49	196440.0	100312.0	96128.0	8.30000019073	8.69999980927	7.8	958.0
50 – 54	156017.0	77532.0	78485.0	6.5	6.8	6.40000009537	1012.0
55 – 59	74162.0	34620.0	39542.0	3.1	3.0	3.2	1142.0
60 – 64	125883.0	53511.0	72372.0	5.3	4.7	5.8	1352.0
65 – 69	106505.0	42935.0	63570.0	4.5	3.8	5.1	1481.0
70 – 74	103579.0	36547.0	67032.0	4.40000009537	3.2	5.4	1834.0
75 – 79	61598.0	14745.0	46853.0	2.6	1.3	3.8	3178.0
80 – 84	23453.0	4366.0	19087.0	1.0	0.4	1.60000002384	4372.0
85 и более	17233.0	2327.0	14906.0	0.7	0.2	1.2	6406.0
возраст не указан	932.0	461.0	471.0	0.0	0.0	0.0	1022.0
Медианный возраст	36.8	34.4	39.1				
Из общей численности - население в возрасте:							
моложе трудоспособного	521702.0	266822.0	254880.0	21.9	23.3	20.6	955.0
трудоспособном	1381714.0	723276.0	658438.0	58.0	63.2	53.2	910.0
старше трудоспособного	477793.0	154431.0	323362.0	20.1	13.5	26.2	2094.0
0 – 13 лет	421437.0	215679.0	205758.0	17.7	18.8	16.6	954.0
0 – 17 лет	608071.0	312547.0	295524.0	25.5	27.3	23.9	946.0
16 – 29 лет	468167.0	240725.0	227442.0	19.7	21.0	18.4	945.0
Курганская область							
Все население	1019532.0	470578.0	548954.0	100.0	100.0	100.0	1167.0
в том числе в возрасте, лет:							
0 – 4	47075.0	23965.0	23110.0	4.6	5.1	4.2	964.0
5 – 9	47938.0	24506.0	23432.0	4.7	5.2	4.3	956.0
10 – 14	78548.0	40182.0	38366.0	7.7	8.5	7.0	955.0
15 – 19	89197.0	43806.0	45391.0	8.7	9.3	8.3	1036.0
20 – 24	73717.0	35977.0	37740.0	7.2	7.69999980927	6.9	1049.0
25 – 29	69454.0	34427.0	35027.0	6.8	7.3	6.4	1017.0
30 – 34	63527.0	31314.0	32213.0	6.2	6.7	5.9	1029.0
35 – 39	67767.0	33002.0	34765.0	6.6	7.0	6.3	1053.0
40 – 44	86689.0	42529.0	44160.0	8.5	9.0	8.0	1038.0
45 – 49	84186.0	40397.0	43789.0	8.3	8.6	8.0	1084.0
50 – 54	73163.0	34231.0	38932.0	7.2	7.3	7.1	1137.0
55 – 59	36182.0	16055.0	20127.0	3.59999990463	3.4	3.7	1254.0
60 – 64	60115.0	25118.0	34997.0	5.9	5.3	6.4	1393.0
65 – 69	46771.0	18565.0	28206.0	4.6	3.9	5.1	1519.0
70 – 74	46105.0	15916.0	30189.0	4.5	3.4	5.5	1897.0
75 – 79	29128.0	7165.0	21963.0	2.9	1.5	4.0	3065.0
80 – 84	11212.0	2156.0	9056.0	1.1	0.5	1.6	4200.0
85 и более	8678.0	1231.0	7447.0	0.9	0.3	1.29999995232	6050.0
возраст не указан	80.0	36.0	44.0	0.0	0.0	0.0	1222.0
