5. ОБЕСПЕЧЕННОСТЬ РАЗЛИЧНЫМИ ВИДАМИ БЛАГОУСТРОЙСТВА ЖИЛОГО ПОМЕЩЕНИЯ НАСЕЛЕНИЯ ЧАСТНЫХ ДОМОХОЗЯЙСТВ,
ПРОЖИВАЮЩИХ В ИНДИВИДУАЛЬНЫХ ДОМАХ, ОТДЕЛЬНЫХ И КОММУНАЛЬНЫХ КВАРТИРАХ1) ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																
																
	Всего домохозяйств	число домохозяйств, проживающих в помещениях, оборудованных														Число домохозяйств, не указавших виды благоустройства
в отдельных квартирах	155732.0	155231.0	13338.0	52702.0	87400.0	132001.0	3881.0	18918.0	133636.0	130133.0	121535.0	101844.0	9305.0	107435.0	13.0	210.0
в коммунальных квартирах	2279.0	2246.0	222.0	578.0	1301.0	1812.0	63.0	335.0	1794.0	1721.0	1387.0	1244.0	58.0	1203.0	-	29.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	162395.0	160964.0	16226.0	4318.0	130669.0	16332.0	11651.0	135951.0	28002.0	18891.0	13546.0	1901.0	1116.0	2690.0	10.0	349.0
в том числе:																
в индивидуальных домах	97920.0	97019.0	10094.0	692.0	79290.0	2725.0	7323.0	89091.0	9428.0	4569.0	2316.0	64.0	322.0	308.0	8.0	168.0
в отдельных квартирах	64168.0	63651.0	6101.0	3610.0	51154.0	13508.0	4308.0	46685.0	18474.0	14232.0	11173.0	1827.0	794.0	2372.0	2.0	169.0
в коммунальных квартирах	307.0	294.0	31.0	16.0	225.0	99.0	20.0	175.0	100.0	90.0	57.0	10.0	-	10.0	-	12.0
Свердловская область																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	1578533.0	1565139.0	280927.0	902382.0	207956.0	1208781.0	64896.0	288553.0	1285503.0	1231544.0	1174431.0	1035658.0	51450.0	1029301.0	148.0	7877.0
в том числе:																
в индивидуальных домах	255760.0	252765.0	30188.0	47180.0	87055.0	19192.0	48111.0	187016.0	57403.0	24198.0	14405.0	6463.0	4592.0	6373.0	84.0	1328.0
в отдельных квартирах	1295950.0	1286356.0	246394.0	838219.0	118982.0	1166069.0	16261.0	99690.0	1204185.0	1183845.0	1140147.0	1009313.0	46137.0	1005258.0	57.0	5825.0
в коммунальных квартирах	26823.0	26018.0	4345.0	16983.0	1919.0	23520.0	524.0	1847.0	23915.0	23501.0	19879.0	19882.0	721.0	17670.0	7.0	724.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	1386919.0	1375742.0	254620.0	878895.0	129773.0	1163314.0	51806.0	155644.0	1203901.0	1171311.0	1124389.0	1020342.0	46605.0	1011183.0	113.0	7125.0
в том числе:																
в индивидуальных домах	165165.0	163408.0	19047.0	42881.0	50999.0	16706.0	42057.0	105090.0	39482.0	17326.0	10364.0	6009.0	3731.0	5299.0	60.0	971.0
в отдельных квартирах	1195697.0	1187049.0	231411.0	819126.0	77047.0	1123435.0	9263.0	49061.0	1140948.0	1130836.0	1094407.0	994589.0	42174.0	988339.0	46.0	5458.0
в коммунальных квартирах	26057.0	25285.0	4162.0	16888.0	1727.0	23173.0	486.0	1493.0	23471.0	23149.0	19618.0	19744.0	700.0	17545.0	7.0	696.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	191614.0	189397.0	26307.0	23487.0	78183.0	45467.0	13090.0	132909.0	81602.0	60233.0	50042.0	15316.0	4845.0	18118.0	35.0	752.0
в том числе:																
в индивидуальных домах	90595.0	89357.0	11141.0	4299.0	36056.0	2486.0	6054.0	81926.0	17921.0	6872.0	4041.0	454.0	861.0	1074.0	24.0	357.0
в отдельных квартирах	100253.0	99307.0	14983.0	19093.0	41935.0	42634.0	6998.0	50629.0	63237.0	53009.0	45740.0	14724.0	3963.0	16919.0	11.0	367.0
в коммунальных квартирах	766.0	733.0	183.0	95.0	192.0	347.0	38.0	354.0	444.0	352.0	261.0	138.0	21.0	125.0	-	28.0
Тюменская область																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	947363.0	939764.0	528820.0	173577.0	182646.0	721251.0	41853.0	172905.0	737726.0	707491.0	673922.0	567905.0	31651.0	577932.0	125.0	5586.0
в том числе:																
в индивидуальных домах	154313.0	152358.0	27479.0	21249.0	77408.0	17849.0	27288.0	107499.0	30606.0	18240.0	11431.0	3066.0	3890.0	5437.0	61.0	788.0
в отдельных квартирах	783626.0	778246.0	494884.0	151340.0	104025.0	695408.0	14329.0	64550.0	699040.0	681478.0	655333.0	558376.0	27443.0	566096.0	61.0	4544.0
в коммунальных квартирах	9424.0	9160.0	6457.0	988.0	1213.0	7994.0	236.0	856.0	8080.0	7773.0	7158.0	6463.0	318.0	6399.0	3.0	254.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	716551.0	711295.0	472957.0	140831.0	75814.0	644564.0	17172.0	45548.0	651239.0	636514.0	613818.0	534953.0	26959.0	542740.0	79.0	4462.0
в том числе:																
в индивидуальных домах	49797.0	49204.0	12397.0	9486.0	22398.0	11104.0	11880.0	25855.0	15961.0	9950.0	6654.0	2120.0	2721.0	3687.0	28.0	347.0
в отдельных квартирах	658209.0	653785.0	454424.0	130410.0	52549.0	626005.0	5120.0	19084.0	627726.0	619263.0	600328.0	526577.0	23938.0	532859.0	48.0	3886.0
в коммунальных квартирах	8545.0	8306.0	6136.0	935.0	867.0	7455.0	172.0	609.0	7552.0	7301.0	6836.0	6256.0	300.0	6194.0	3.0	229.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	230812.0	228469.0	55863.0	32746.0	106832.0	76687.0	24681.0	127357.0	86487.0	70977.0	60104.0	32952.0	4692.0	35192.0	46.0	1124.0
в том числе:																
в индивидуальных домах	104516.0	103154.0	15082.0	11763.0	55010.0	6745.0	15408.0	81644.0	14645.0	8290.0	4777.0	946.0	1169.0	1750.0	33.0	441.0
в отдельных квартирах	125417.0	124461.0	40460.0	20930.0	51476.0	69403.0	9209.0	45466.0	71314.0	62215.0	55005.0	31799.0	3505.0	33237.0	13.0	658.0
в коммунальных квартирах	879.0	854.0	321.0	53.0	346.0	539.0	64.0	247.0	528.0	472.0	322.0	207.0	18.0	205.0	-	25.0
Ханты-Мансийский автономный округ - Югра																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	391421.0	388802.0	282020.0	60416.0	31418.0	351156.0	7217.0	29510.0	351732.0	344144.0	330223.0	288258.0	15664.0	294298.0	24.0	2188.0
в том числе:																
в индивидуальных домах	20987.0	20680.0	8906.0	2888.0	5936.0	6922.0	3931.0	10196.0	8082.0	5929.0	4309.0	1376.0	1388.0	2247.0	13.0	147.0
в отдельных квартирах	364510.0	362346.0	268211.0	57049.0	25231.0	338728.0	3218.0	19132.0	338095.0	332753.0	320700.0	282118.0	14032.0	287207.0	11.0	1893.0
в коммунальных квартирах	5924.0	5776.0	4903.0	479.0	251.0	5506.0	68.0	182.0	5555.0	5462.0	5214.0	4764.0	244.0	4844.0	-	148.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	355523.0	353267.0	265827.0	54568.0	23706.0	331734.0	5288.0	14755.0	333359.0	327404.0	315006.0	276392.0	14737.0	282449.0	19.0	1982.0
в том числе:																
в индивидуальных домах	13697.0	13526.0	6049.0	2396.0	3895.0	5644.0	2992.0	4912.0	6915.0	5116.0	3686.0	1115.0	1295.0	1960.0	10.0	115.0
в отдельных квартирах	336036.0	334093.0	254955.0	51698.0	19586.0	320683.0	2232.0	9686.0	320993.0	316920.0	306193.0	270593.0	13203.0	275719.0	9.0	1725.0
в коммунальных квартирах	5790.0	5648.0	4823.0	474.0	225.0	5407.0	64.0	157.0	5451.0	5368.0	5127.0	4684.0	239.0	4770.0	-	142.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	35898.0	35535.0	16193.0	5848.0	7712.0	19422.0	1929.0	14755.0	18373.0	16740.0	15217.0	11866.0	927.0	11849.0	5.0	206.0
в том числе:																
в индивидуальных домах	7290.0	7154.0	2857.0	492.0	2041.0	1278.0	939.0	5284.0	1167.0	813.0	623.0	261.0	93.0	287.0	3.0	32.0
в отдельных квартирах	28474.0	28253.0	13256.0	5351.0	5645.0	18045.0	986.0	9446.0	17102.0	15833.0	14507.0	11525.0	829.0	11488.0	2.0	168.0
в коммунальных квартирах	134.0	128.0	80.0	5.0	26.0	99.0	4.0	25.0	104.0	94.0	87.0	80.0	5.0	74.0	-	6.0
Ямало-Ненецкий автономный округ																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	135794.0	134596.0	60902.0	47211.0	22244.0	128171.0	1205.0	4625.0	126126.0	122509.0	118551.0	94136.0	5828.0	96655.0	24.0	1001.0
в том числе:																
в индивидуальных домах	3674.0	3588.0	1457.0	334.0	1399.0	1967.0	434.0	1211.0	2091.0	1804.0	1612.0	730.0	345.0	961.0	11.0	28.0
в отдельных квартирах	130873.0	129811.0	58775.0	46582.0	20709.0	125041.0	764.0	3400.0	122905.0	119614.0	115903.0	92512.0	5449.0	94836.0	13.0	923.0
в коммунальных квартирах	1247.0	1197.0	670.0	295.0	136.0	1163.0	7.0	14.0	1130.0	1091.0	1036.0	894.0	34.0	858.0	-	50.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	116776.0	115813.0	52887.0	44893.0	15519.0	113254.0	707.0	1247.0	113088.0	111188.0	107729.0	86412.0	5730.0	89303.0	5.0	865.0
в том числе:																
в индивидуальных домах	1687.0	1670.0	712.0	310.0	590.0	1099.0	233.0	313.0	1273.0	1127.0	1005.0	374.0	336.0	637.0	-	14.0
в отдельных квартирах	113975.0	113076.0	51572.0	44289.0	14825.0	111111.0	471.0	927.0	110765.0	109040.0	105758.0	85198.0	5360.0	87860.0	5.0	804.0
в коммунальных квартирах	1114.0	1067.0	603.0	294.0	104.0	1044.0	3.0	7.0	1050.0	1021.0	966.0	840.0	34.0	806.0	-	47.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	19018.0	18783.0	8015.0	2318.0	6725.0	14917.0	498.0	3378.0	13038.0	11321.0	10822.0	7724.0	98.0	7352.0	19.0	136.0
в том числе:																
в индивидуальных домах	1987.0	1918.0	745.0	24.0	809.0	868.0	201.0	898.0	818.0	677.0	607.0	356.0	9.0	324.0	11.0	14.0
в отдельных квартирах	16898.0	16735.0	7203.0	2293.0	5884.0	13930.0	293.0	2473.0	12140.0	10574.0	10145.0	7314.0	89.0	6976.0	8.0	119.0
в коммунальных квартирах	133.0	130.0	67.0	1.0	32.0	119.0	4.0	7.0	80.0	70.0	70.0	54.0	-	52.0	-	3.0
Челябинская область																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	1249734.0	1244661.0	314228.0	691419.0	169807.0	922254.0	84231.0	242425.0	1013163.0	944046.0	894947.0	779000.0	62673.0	813718.0	134.0	2558.0
в том числе:																
в индивидуальных домах	259336.0	257853.0	58603.0	54340.0	98385.0	20135.0	59158.0	181641.0	76374.0	31205.0	17292.0	3355.0	9134.0	7871.0	106.0	468.0
в отдельных квартирах	969901.0	966643.0	252287.0	621965.0	70828.0	883207.0	24600.0	60084.0	917303.0	893861.0	860563.0	760110.0	52265.0	790366.0	27.0	1800.0
в коммунальных квартирах	20497.0	20165.0	3338.0	15114.0	594.0	18912.0	473.0	700.0	19486.0	18980.0	17092.0	15535.0	1274.0	15481.0	1.0	290.0
Городские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	1024125.0	1020264.0	265604.0	643392.0	59591.0	862177.0	43729.0	109582.0	904538.0	867935.0	839854.0	763143.0	55606.0	792770.0	87.0	2190.0
в том числе:																
в индивидуальных домах	145558.0	144779.0	32110.0	40417.0	38755.0	12344.0	37441.0	92547.0	44120.0	16065.0	9664.0	2604.0	7532.0	6034.0	76.0	297.0
в отдельных квартирах	858685.0	855927.0	230296.0	588075.0	20384.0	831310.0	5875.0	16493.0	841354.0	833255.0	813369.0	745130.0	46814.0	771375.0	10.0	1611.0
в коммунальных квартирах	19882.0	19558.0	3198.0	14900.0	452.0	18523.0	413.0	542.0	19064.0	18615.0	16821.0	15409.0	1260.0	15361.0	1.0	282.0
Сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	225609.0	224397.0	48624.0	48027.0	110216.0	60077.0	40502.0	132843.0	108625.0	76111.0	55093.0	15857.0	7067.0	20948.0	47.0	368.0
в том числе:																
в индивидуальных домах	113778.0	113074.0	26493.0	13923.0	59630.0	7791.0	21717.0	89094.0	32254.0	15140.0	7628.0	751.0	1602.0	1837.0	30.0	171.0
в отдельных квартирах	111216.0	110716.0	21991.0	33890.0	50444.0	51897.0	18725.0	43591.0	75949.0	60606.0	47194.0	14980.0	5451.0	18991.0	17.0	189.0
в коммунальных квартирах	615.0	607.0	140.0	214.0	142.0	389.0	60.0	158.0	422.0	365.0	271.0	126.0	14.0	120.0	-	8.0
Сибирский федеральный округ																
Республика Алтай																
Городские и сельские населенные пункты																
Домохозяйства, проживающие в индивидуальных домах и квартирах	61331.0	60594.0	14393.0	2413.0	31257.0	10479.0	3034.0	48553.0	15113.0	12343.0	10007.0	5182.0	1321.0	6041.0	6.0	157.0
в том числе:																
в индивидуальных домах	33511.0	32957.0	5584.0	56.0	18584.0	430.0	1759.0	31783.0	2755.0	1466.0	695.0	70.0	269.0	265.0	5.0	75.0
в отдельных квартирах	27341.0	27173.0	8657.0	2343.0	12451.0	9934.0	1252.0	16452.0	12201.0	10739.0	9222.0	5069.0	1048.0	5743.0	1.0	67.0
в коммунальных квартирах	479.0	464.0	152.0	14.0	222.0	115.0	23.0	318.0	157.0	138.0	90.0	43.0	4.0	33.0	-	15.0
