9. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ПОЛУ И СОСТОЯНИЮ В БРАКЕ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																
																
																
	Мужчины в возрасте 16 лет и более, включая мужчин до 16 лет, указавших состояние в браке	в том числе							Женщины в возрасте 16 лет и более, включая женщин до 16 лет, указавших состояние в браке	в том числе						
Русские	195760.0	130836.0	116356.0	14480.0	44331.0	6059.0	14369.0	165.0	252345.0	135130.0	120133.0	14997.0	44452.0	43356.0	29224.0	183.0
Татары	2210.0	1502.0	1305.0	197.0	469.0	90.0	148.0	1.0	2767.0	1487.0	1306.0	181.0	464.0	500.0	313.0	3.0
Башкиры	504.0	318.0	264.0	54.0	149.0	9.0	27.0	1.0	681.0	350.0	290.0	60.0	194.0	74.0	63.0	-
Казахи	986.0	606.0	532.0	74.0	317.0	16.0	44.0	3.0	1185.0	577.0	515.0	62.0	438.0	76.0	89.0	5.0
Украинцы	2969.0	2449.0	2218.0	231.0	211.0	146.0	161.0	2.0	3134.0	1810.0	1661.0	149.0	250.0	707.0	367.0	-
Сельское население	163695.0	112996.0	96366.0	16630.0	35334.0	5464.0	9736.0	165.0	188695.0	112848.0	96241.0	16607.0	25620.0	38792.0	11275.0	160.0
Русские	141601.0	97500.0	83242.0	14258.0	30624.0	4747.0	8596.0	134.0	165240.0	98298.0	83721.0	14577.0	22418.0	34476.0	9931.0	117.0
Татары	5515.0	3834.0	3323.0	511.0	1148.0	178.0	347.0	8.0	6484.0	3848.0	3332.0	516.0	901.0	1301.0	423.0	11.0
Башкиры	4997.0	3349.0	2912.0	437.0	1235.0	145.0	265.0	3.0	5479.0	3496.0	3058.0	438.0	750.0	945.0	283.0	5.0
Казахи	4348.0	2826.0	2496.0	330.0	1227.0	112.0	176.0	7.0	4306.0	2648.0	2363.0	285.0	890.0	557.0	207.0	4.0
Украинцы	2165.0	1760.0	1469.0	291.0	204.0	96.0	102.0	3.0	2298.0	1503.0	1268.0	235.0	113.0	534.0	147.0	1.0
Свердловская область																
Все население	1673008.0	1054665.0	918664.0	136001.0	426070.0	57077.0	123693.0	11503.0	2035403.0	1059893.0	924743.0	135150.0	369463.0	368699.0	226557.0	10791.0
Русские	1466947.0	920604.0	802340.0	118264.0	383799.0	49519.0	111019.0	2006.0	1816481.0	941635.0	820911.0	120724.0	338350.0	329827.0	204720.0	1949.0
Татары	66636.0	43064.0	37500.0	5564.0	16091.0	2341.0	5060.0	80.0	80184.0	43171.0	37823.0	5348.0	12947.0	14936.0	9079.0	51.0
Украинцы	25588.0	19825.0	17729.0	2096.0	2581.0	1541.0	1599.0	42.0	26888.0	15341.0	13805.0	1536.0	2506.0	5949.0	3056.0	36.0
Башкиры	14631.0	9143.0	7929.0	1214.0	4065.0	407.0	995.0	21.0	18132.0	10104.0	8891.0	1213.0	3107.0	2772.0	2140.0	9.0
Марийцы	10213.0	6811.0	5848.0	963.0	2494.0	374.0	524.0	10.0	13215.0	7987.0	6784.0	1203.0	2295.0	1997.0	928.0	8.0
Немцы	9693.0	6772.0	6035.0	737.0	1872.0	446.0	596.0	7.0	10261.0	5726.0	5081.0	645.0	1661.0	1794.0	1065.0	15.0
Белорусы	8158.0	6388.0	5726.0	662.0	705.0	530.0	529.0	6.0	9701.0	5248.0	4714.0	534.0	709.0	2723.0	1017.0	4.0
Удмурты	7102.0	5079.0	4470.0	609.0	1311.0	298.0	413.0	1.0	9849.0	5513.0	4781.0	732.0	1264.0	2240.0	825.0	7.0
Азербайджанцы	7014.0	4990.0	3961.0	1029.0	1624.0	59.0	282.0	59.0	3143.0	2628.0	2316.0	312.0	399.0	50.0	60.0	6.0
Чуваши	5002.0	3509.0	3074.0	435.0	870.0	264.0	356.0	3.0	6076.0	3389.0	2946.0	443.0	572.0	1446.0	667.0	2.0
Мордва	4018.0	3041.0	2726.0	315.0	455.0	244.0	276.0	2.0	5439.0	2745.0	2470.0	275.0	436.0	1650.0	602.0	6.0
Евреи	3302.0	2535.0	2388.0	147.0	355.0	244.0	166.0	2.0	3175.0	1431.0	1355.0	76.0	511.0	865.0	365.0	3.0
Манси	105.0	38.0	26.0	12.0	52.0	5.0	9.0	1.0	108.0	52.0	41.0	11.0	33.0	12.0	10.0	1.0
Городское население	1467049.0	924059.0	810504.0	113555.0	372477.0	49293.0	109923.0	11297.0	1808768.0	930880.0	817690.0	113190.0	335201.0	320403.0	211643.0	10641.0
Русские	1291058.0	809983.0	710685.0	99298.0	337309.0	42898.0	98961.0	1907.0	1620566.0	831148.0	729434.0	101714.0	307998.0	287896.0	191662.0	1862.0
Татары	56015.0	36147.0	31710.0	4437.0	13457.0	1956.0	4379.0	76.0	68536.0	36297.0	32016.0	4281.0	11493.0	12383.0	8317.0	46.0
Украинцы	22926.0	17854.0	16120.0	1734.0	2201.0	1389.0	1441.0	41.0	24467.0	13825.0	12541.0	1284.0	2301.0	5441.0	2865.0	35.0
Башкиры	12492.0	7870.0	6881.0	989.0	3382.0	355.0	864.0	21.0	15771.0	8693.0	7689.0	1004.0	2715.0	2390.0	1965.0	8.0
Марийцы	5397.0	3609.0	3148.0	461.0	1281.0	187.0	314.0	6.0	7729.0	4517.0	3884.0	633.0	1500.0	976.0	732.0	4.0
Немцы	8882.0	6218.0	5571.0	647.0	1700.0	408.0	549.0	7.0	9453.0	5217.0	4649.0	568.0	1571.0	1644.0	1009.0	12.0
Белорусы	7234.0	5694.0	5172.0	522.0	598.0	465.0	472.0	5.0	8679.0	4677.0	4244.0	433.0	637.0	2418.0	943.0	4.0
Удмурты	5083.0	3695.0	3290.0	405.0	876.0	209.0	302.0	1.0	7242.0	4001.0	3506.0	495.0	926.0	1635.0	673.0	7.0
Азербайджанцы	6506.0	4631.0	3698.0	933.0	1498.0	54.0	264.0	59.0	2944.0	2465.0	2173.0	292.0	369.0	48.0	57.0	5.0
Чуваши	3990.0	2802.0	2503.0	299.0	697.0	208.0	280.0	3.0	4881.0	2715.0	2390.0	325.0	482.0	1109.0	573.0	2.0
Мордва	3562.0	2705.0	2437.0	268.0	400.0	209.0	246.0	2.0	4906.0	2455.0	2220.0	235.0	407.0	1470.0	568.0	6.0
Евреи	3261.0	2508.0	2366.0	142.0	347.0	239.0	165.0	2.0	3129.0	1406.0	1333.0	73.0	503.0	854.0	363.0	3.0
Манси	48.0	16.0	12.0	4.0	25.0	1.0	6.0	-	63.0	33.0	28.0	5.0	19.0	3.0	7.0	1.0
Сельское население	205959.0	130606.0	108160.0	22446.0	53593.0	7784.0	13770.0	206.0	226635.0	129013.0	107053.0	21960.0	34262.0	48296.0	14914.0	150.0
Русские	175889.0	110621.0	91655.0	18966.0	46490.0	6621.0	12058.0	99.0	195915.0	110487.0	91477.0	19010.0	30352.0	41931.0	13058.0	87.0
Татары	10621.0	6917.0	5790.0	1127.0	2634.0	385.0	681.0	4.0	11648.0	6874.0	5807.0	1067.0	1454.0	2553.0	762.0	5.0
Украинцы	2662.0	1971.0	1609.0	362.0	380.0	152.0	158.0	1.0	2421.0	1516.0	1264.0	252.0	205.0	508.0	191.0	1.0
Башкиры	2139.0	1273.0	1048.0	225.0	683.0	52.0	131.0	-	2361.0	1411.0	1202.0	209.0	392.0	382.0	175.0	1.0
Марийцы	4816.0	3202.0	2700.0	502.0	1213.0	187.0	210.0	4.0	5486.0	3470.0	2900.0	570.0	795.0	1021.0	196.0	4.0
Немцы	811.0	554.0	464.0	90.0	172.0	38.0	47.0	-	808.0	509.0	432.0	77.0	90.0	150.0	56.0	3.0
Белорусы	924.0	694.0	554.0	140.0	107.0	65.0	57.0	1.0	1022.0	571.0	470.0	101.0	72.0	305.0	74.0	-
Удмурты	2019.0	1384.0	1180.0	204.0	435.0	89.0	111.0	-	2607.0	1512.0	1275.0	237.0	338.0	605.0	152.0	-
Азербайджанцы	508.0	359.0	263.0	96.0	126.0	5.0	18.0	-	199.0	163.0	143.0	20.0	30.0	2.0	3.0	1.0
Чуваши	1012.0	707.0	571.0	136.0	173.0	56.0	76.0	-	1195.0	674.0	556.0	118.0	90.0	337.0	94.0	-
Мордва	456.0	336.0	289.0	47.0	55.0	35.0	30.0	-	533.0	290.0	250.0	40.0	29.0	180.0	34.0	-
Евреи	41.0	27.0	22.0	5.0	8.0	5.0	1.0	-	46.0	25.0	22.0	3.0	8.0	11.0	2.0	-
Манси	57.0	22.0	14.0	8.0	27.0	4.0	3.0	1.0	45.0	19.0	13.0	6.0	14.0	9.0	3.0	-
Тюменская область																
Все население	1226253.0	809841.0	714716.0	95125.0	297712.0	25866.0	80690.0	12144.0	1328547.0	787427.0	693804.0	93623.0	242861.0	150616.0	136137.0	11506.0
Русские	850813.0	550567.0	484454.0	66113.0	219290.0	19483.0	58796.0	2677.0	967360.0	558818.0	490155.0	68663.0	185726.0	117630.0	102678.0	2508.0
Татары	90136.0	58772.0	52149.0	6623.0	23609.0	1794.0	5692.0	269.0	99738.0	59753.0	52623.0	7130.0	19082.0	11119.0	9577.0	207.0
Украинцы	94222.0	71479.0	64811.0	6668.0	13995.0	1493.0	7021.0	234.0	88458.0	59982.0	54980.0	5002.0	10583.0	6975.0	10753.0	165.0
Башкиры	17619.0	12142.0	11095.0	1047.0	4233.0	183.0	1005.0	56.0	19153.0	12678.0	11498.0	1180.0	3256.0	1154.0	2032.0	33.0
Белорусы	16604.0	12604.0	11299.0	1305.0	2317.0	346.0	1297.0	40.0	15281.0	10048.0	9122.0	926.0	1688.0	1712.0	1803.0	30.0
Чуваши	12936.0	9357.0	8264.0	1093.0	2407.0	319.0	819.0	34.0	13432.0	8802.0	7648.0	1154.0	1705.0	1670.0	1237.0	18.0
Ненцы	7343.0	4014.0	3343.0	671.0	2819.0	306.0	171.0	33.0	9217.0	4825.0	3910.0	915.0	2747.0	1288.0	320.0	37.0
Немцы	11383.0	8415.0	7432.0	983.0	2115.0	284.0	555.0	14.0	12099.0	7337.0	6518.0	819.0	1968.0	1745.0	1030.0	19.0
Ханты	7404.0	3681.0	2958.0	723.0	3098.0	265.0	325.0	35.0	9885.0	5340.0	4183.0	1157.0	2588.0	1251.0	680.0	26.0
Манси	2915.0	1437.0	1131.0	306.0	1205.0	104.0	152.0	17.0	4010.0	2182.0	1737.0	445.0	1006.0	492.0	319.0	11.0
Селькупы	590.0	212.0	134.0	78.0	321.0	26.0	25.0	6.0	695.0	366.0	243.0	123.0	206.0	84.0	35.0	4.0
Эвенки	43.0	25.0	17.0	8.0	11.0	3.0	4.0	-	39.0	21.0	15.0	6.0	8.0	9.0	1.0	-
Городское население	952465.0	626826.0	559883.0	66943.0	232393.0	17152.0	64950.0	11144.0	1035948.0	608870.0	543192.0	65678.0	196850.0	102655.0	116783.0	10790.0
Русские	652777.0	417998.0	372297.0	45701.0	172412.0	13178.0	46884.0	2305.0	750668.0	427077.0	379061.0	48016.0	152253.0	81352.0	87749.0	2237.0
Татары	66844.0	43891.0	39603.0	4288.0	17435.0	1001.0	4293.0	224.0	74289.0	44752.0	40137.0	4615.0	14760.0	6550.0	8058.0	169.0
Украинцы	83921.0	63485.0	57925.0	5560.0	12634.0	1281.0	6302.0	219.0	79928.0	54019.0	49678.0	4341.0	9744.0	6036.0	9974.0	155.0
Башкиры	16242.0	11157.0	10206.0	951.0	3938.0	164.0	935.0	48.0	17853.0	11780.0	10702.0	1078.0	3067.0	1063.0	1913.0	30.0
Белорусы	14285.0	10809.0	9802.0	1007.0	2038.0	265.0	1140.0	33.0	13284.0	8794.0	8030.0	764.0	1522.0	1302.0	1642.0	24.0
Чуваши	9179.0	6697.0	6023.0	674.0	1713.0	151.0	589.0	29.0	9181.0	6117.0	5456.0	661.0	1231.0	843.0	973.0	17.0
Ненцы	938.0	393.0	319.0	74.0	460.0	21.0	58.0	6.0	1824.0	781.0	568.0	213.0	732.0	169.0	137.0	5.0
Немцы	6939.0	5011.0	4470.0	541.0	1397.0	141.0	381.0	9.0	7553.0	4494.0	4022.0	472.0	1398.0	875.0	768.0	18.0
Ханты	2350.0	1112.0	911.0	201.0	1039.0	44.0	141.0	14.0	3901.0	1886.0	1504.0	382.0	1225.0	390.0	390.0	10.0
Манси	1421.0	738.0	612.0	126.0	562.0	33.0	86.0	2.0	2183.0	1157.0	939.0	218.0	583.0	228.0	212.0	3.0
Селькупы	86.0	33.0	24.0	9.0	45.0	2.0	6.0	-	126.0	50.0	41.0	9.0	53.0	13.0	10.0	-
Эвенки	18.0	10.0	9.0	1.0	4.0	2.0	2.0	-	15.0	8.0	8.0	-	5.0	1.0	1.0	-
Сельское население	273788.0	183015.0	154833.0	28182.0	65319.0	8714.0	15740.0	1000.0	292599.0	178557.0	150612.0	27945.0	46011.0	47961.0	19354.0	716.0
Русские	198036.0	132569.0	112157.0	20412.0	46878.0	6305.0	11912.0	372.0	216692.0	131741.0	111094.0	20647.0	33473.0	36278.0	14929.0	271.0
Татары	23292.0	14881.0	12546.0	2335.0	6174.0	793.0	1399.0	45.0	25449.0	15001.0	12486.0	2515.0	4322.0	4569.0	1519.0	38.0
Украинцы	10301.0	7994.0	6886.0	1108.0	1361.0	212.0	719.0	15.0	8530.0	5963.0	5302.0	661.0	839.0	939.0	779.0	10.0
Башкиры	1377.0	985.0	889.0	96.0	295.0	19.0	70.0	8.0	1300.0	898.0	796.0	102.0	189.0	91.0	119.0	3.0
Белорусы	2319.0	1795.0	1497.0	298.0	279.0	81.0	157.0	7.0	1997.0	1254.0	1092.0	162.0	166.0	410.0	161.0	6.0
Чуваши	3757.0	2660.0	2241.0	419.0	694.0	168.0	230.0	5.0	4251.0	2685.0	2192.0	493.0	474.0	827.0	264.0	1.0
Ненцы	6405.0	3621.0	3024.0	597.0	2359.0	285.0	113.0	27.0	7393.0	4044.0	3342.0	702.0	2015.0	1119.0	183.0	32.0
Немцы	4444.0	3404.0	2962.0	442.0	718.0	143.0	174.0	5.0	4546.0	2843.0	2496.0	347.0	570.0	870.0	262.0	1.0
Ханты	5054.0	2569.0	2047.0	522.0	2059.0	221.0	184.0	21.0	5984.0	3454.0	2679.0	775.0	1363.0	861.0	290.0	16.0
Манси	1494.0	699.0	519.0	180.0	643.0	71.0	66.0	15.0	1827.0	1025.0	798.0	227.0	423.0	264.0	107.0	8.0
Селькупы	504.0	179.0	110.0	69.0	276.0	24.0	19.0	6.0	569.0	316.0	202.0	114.0	153.0	71.0	25.0	4.0
Эвенки	25.0	15.0	8.0	7.0	7.0	1.0	2.0	-	24.0	13.0	7.0	6.0	3.0	8.0	-	-
Ханты-Мансийский автономный округ - Югра																
Все население	545647.0	367664.0	329287.0	38377.0	126625.0	8718.0	37349.0	5291.0	561328.0	350276.0	312730.0	37546.0	96296.0	47046.0	63202.0	4508.0
Ханты	4801.0	2314.0	1810.0	504.0	2061.0	161.0	239.0	26.0	6292.0	3326.0	2544.0	782.0	1678.0	780.0	485.0	23.0
Манси	2694.0	1338.0	1054.0	284.0	1098.0	102.0	139.0	17.0	3675.0	2017.0	1602.0	415.0	902.0	455.0	290.0	11.0
Русские	345496.0	226910.0	202691.0	24219.0	86292.0	6035.0	25113.0	1146.0	375369.0	227868.0	202502.0	25366.0	68665.0	33574.0	44327.0	935.0
Украинцы	54645.0	41161.0	37438.0	3723.0	8374.0	836.0	4135.0	139.0	51795.0	34941.0	31971.0	2970.0	6258.0	4025.0	6474.0	97.0
Татары	41214.0	27863.0	25407.0	2456.0	10025.0	546.0	2645.0	135.0	43267.0	27798.0	25166.0	2632.0	7652.0	3120.0	4608.0	89.0
Башкиры	13447.0	9339.0	8540.0	799.0	3185.0	127.0	749.0	47.0	14738.0	9727.0	8822.0	905.0	2521.0	888.0	1582.0	20.0
Азербайджанцы	10158.0	7586.0	6631.0	955.0	2091.0	57.0	353.0	71.0	5978.0	4974.0	4586.0	388.0	719.0	111.0	160.0	14.0
Белорусы	9521.0	7111.0	6438.0	673.0	1417.0	166.0	802.0	25.0	8484.0	5701.0	5176.0	525.0	985.0	741.0	1042.0	15.0
Чуваши	6574.0	4813.0	4353.0	460.0	1229.0	90.0	419.0	23.0	6284.0	4290.0	3832.0	458.0	833.0	494.0	655.0	12.0
Немцы	3474.0	2541.0	2246.0	295.0	654.0	58.0	214.0	7.0	3502.0	2224.0	1991.0	233.0	564.0	337.0	368.0	9.0
Коми	1051.0	673.0	592.0	81.0	276.0	41.0	59.0	2.0	1465.0	856.0	746.0	110.0	222.0	276.0	104.0	7.0
Ненцы	379.0	215.0	163.0	52.0	135.0	12.0	15.0	2.0	488.0	277.0	217.0	60.0	116.0	71.0	21.0	3.0
Городское население	493778.0	333051.0	299291.0	33760.0	114007.0	7497.0	34143.0	5080.0	514325.0	319739.0	286651.0	33088.0	89051.0	41619.0	59522.0	4394.0
Ханты	1808.0	884.0	718.0	166.0	778.0	29.0	107.0	10.0	2813.0	1381.0	1099.0	282.0	834.0	296.0	292.0	10.0
Манси	1249.0	666.0	557.0	109.0	474.0	31.0	76.0	2.0	1940.0	1048.0	851.0	197.0	495.0	204.0	190.0	3.0
Русские	312388.0	204820.0	183560.0	21260.0	78360.0	5271.0	22877.0	1060.0	345090.0	208197.0	185671.0	22526.0	64153.0	30032.0	41827.0	881.0
Украинцы	50493.0	37990.0	34627.0	3363.0	7765.0	767.0	3841.0	130.0	48437.0	32591.0	29854.0	2737.0	5902.0	3713.0	6138.0	93.0
Татары	38482.0	25930.0	23655.0	2275.0	9418.0	504.0	2500.0	130.0	40959.0	26257.0	23801.0	2456.0	7298.0	2899.0	4425.0	80.0
Башкиры	12619.0	8740.0	7978.0	762.0	3005.0	120.0	712.0	42.0	13990.0	9205.0	8349.0	856.0	2404.0	843.0	1519.0	19.0
Азербайджанцы	9715.0	7268.0	6352.0	916.0	1999.0	53.0	336.0	59.0	5760.0	4789.0	4416.0	373.0	697.0	106.0	155.0	13.0
Белорусы	8880.0	6635.0	6043.0	592.0	1311.0	151.0	761.0	22.0	7966.0	5346.0	4875.0	471.0	941.0	663.0	1002.0	14.0
Чуваши	6028.0	4390.0	3973.0	417.0	1145.0	82.0	389.0	22.0	5831.0	3962.0	3551.0	411.0	781.0	452.0	624.0	12.0
Немцы	3093.0	2256.0	2000.0	256.0	583.0	53.0	194.0	7.0	3174.0	2015.0	1812.0	203.0	516.0	294.0	340.0	9.0
Коми	396.0	264.0	231.0	33.0	92.0	12.0	28.0	-	748.0	441.0	388.0	53.0	106.0	124.0	74.0	3.0
Ненцы	92.0	49.0	41.0	8.0	34.0	2.0	7.0	-	151.0	79.0	59.0	20.0	49.0	12.0	10.0	1.0
Сельское население	51869.0	34613.0	29996.0	4617.0	12618.0	1221.0	3206.0	211.0	47003.0	30537.0	26079.0	4458.0	7245.0	5427.0	3680.0	114.0
Ханты	2993.0	1430.0	1092.0	338.0	1283.0	132.0	132.0	16.0	3479.0	1945.0	1445.0	500.0	844.0	484.0	193.0	13.0
Манси	1445.0	672.0	497.0	175.0	624.0	71.0	63.0	15.0	1735.0	969.0	751.0	218.0	407.0	251.0	100.0	8.0
Русские	33108.0	22090.0	19131.0	2959.0	7932.0	764.0	2236.0	86.0	30279.0	19671.0	16831.0	2840.0	4512.0	3542.0	2500.0	54.0
Украинцы	4152.0	3171.0	2811.0	360.0	609.0	69.0	294.0	9.0	3358.0	2350.0	2117.0	233.0	356.0	312.0	336.0	4.0
Татары	2732.0	1933.0	1752.0	181.0	607.0	42.0	145.0	5.0	2308.0	1541.0	1365.0	176.0	354.0	221.0	183.0	9.0
Башкиры	828.0	599.0	562.0	37.0	180.0	7.0	37.0	5.0	748.0	522.0	473.0	49.0	117.0	45.0	63.0	1.0
Азербайджанцы	443.0	318.0	279.0	39.0	92.0	4.0	17.0	12.0	218.0	185.0	170.0	15.0	22.0	5.0	5.0	1.0
Белорусы	641.0	476.0	395.0	81.0	106.0	15.0	41.0	3.0	518.0	355.0	301.0	54.0	44.0	78.0	40.0	1.0
Чуваши	546.0	423.0	380.0	43.0	84.0	8.0	30.0	1.0	453.0	328.0	281.0	47.0	52.0	42.0	31.0	-
Немцы	381.0	285.0	246.0	39.0	71.0	5.0	20.0	-	328.0	209.0	179.0	30.0	48.0	43.0	28.0	-
Коми	655.0	409.0	361.0	48.0	184.0	29.0	31.0	2.0	717.0	415.0	358.0	57.0	116.0	152.0	30.0	4.0
Ненцы	287.0	166.0	122.0	44.0	101.0	10.0	8.0	2.0	337.0	198.0	158.0	40.0	67.0	59.0	11.0	2.0
Ямало-Ненецкий автономный округ																
Все население	190473.0	131094.0	119463.0	11631.0	40724.0	2547.0	13585.0	2523.0	190481.0	124642.0	113401.0	11241.0	29932.0	12798.0	21092.0	2017.0
Ненцы	6875.0	3778.0	3163.0	615.0	2620.0	294.0	152.0	31.0	8602.0	4492.0	3651.0	841.0	2572.0	1210.0	294.0	34.0
Русские	108972.0	73792.0	67464.0	6328.0	24737.0	1357.0	8703.0	383.0	112108.0	72672.0	66282.0	6390.0	18145.0	7212.0	13726.0	353.0
Украинцы	28796.0	22190.0	20496.0	1694.0	4012.0	326.0	2197.0	71.0	27004.0	19213.0	17904.0	1309.0	2957.0	1456.0	3323.0	55.0
Татары	10482.0	7192.0	6600.0	592.0	2431.0	112.0	716.0	31.0	11093.0	7272.0	6609.0	663.0	1747.0	789.0	1256.0	29.0
Белорусы	4048.0	3125.0	2865.0	260.0	545.0	47.0	321.0	10.0	3723.0	2617.0	2430.0	187.0	394.0	259.0	448.0	5.0
Ханты	2351.0	1261.0	1059.0	202.0	915.0	98.0	69.0	8.0	3168.0	1795.0	1461.0	334.0	795.0	417.0	159.0	2.0
Коми	1959.0	1203.0	1056.0	147.0	584.0	81.0	90.0	1.0	2671.0	1551.0	1336.0	215.0	493.0	437.0	179.0	11.0
Селькупы	566.0	204.0	128.0	76.0	308.0	25.0	23.0	6.0	664.0	351.0	231.0	120.0	194.0	82.0	33.0	4.0
Городское население	160855.0	111473.0	102182.0	9291.0	33397.0	1885.0	11900.0	2200.0	161905.0	106231.0	97222.0	9009.0	24950.0	9905.0	19008.0	1811.0
Ненцы	769.0	328.0	264.0	64.0	369.0	19.0	47.0	6.0	1575.0	662.0	480.0	182.0	635.0	152.0	122.0	4.0
Русские	96425.0	65015.0	59594.0	5421.0	22117.0	1214.0	7738.0	341.0	100819.0	64906.0	59248.0	5658.0	16612.0	6407.0	12565.0	329.0
Украинцы	25940.0	19986.0	18498.0	1488.0	3613.0	298.0	1975.0	68.0	24588.0	17416.0	16246.0	1170.0	2727.0	1323.0	3069.0	53.0
Татары	9486.0	6481.0	5975.0	506.0	2223.0	101.0	653.0	28.0	10141.0	6617.0	6020.0	597.0	1609.0	717.0	1170.0	28.0
Белорусы	3515.0	2734.0	2506.0	228.0	461.0	39.0	273.0	8.0	3323.0	2350.0	2184.0	166.0	352.0	222.0	396.0	3.0
Ханты	390.0	168.0	141.0	27.0	185.0	11.0	23.0	3.0	825.0	382.0	303.0	79.0	309.0	61.0	73.0	-
Коми	716.0	406.0	346.0	60.0	235.0	25.0	50.0	-	1313.0	747.0	647.0	100.0	260.0	191.0	110.0	5.0
Селькупы	66.0	25.0	18.0	7.0	35.0	2.0	4.0	-	104.0	43.0	35.0	8.0	42.0	11.0	8.0	-
Сельское население	29618.0	19621.0	17281.0	2340.0	7327.0	662.0	1685.0	323.0	28576.0	18411.0	16179.0	2232.0	4982.0	2893.0	2084.0	206.0
Ненцы	6106.0	3450.0	2899.0	551.0	2251.0	275.0	105.0	25.0	7027.0	3830.0	3171.0	659.0	1937.0	1058.0	172.0	30.0
Русские	12547.0	8777.0	7870.0	907.0	2620.0	143.0	965.0	42.0	11289.0	7766.0	7034.0	732.0	1533.0	805.0	1161.0	24.0
Украинцы	2856.0	2204.0	1998.0	206.0	399.0	28.0	222.0	3.0	2416.0	1797.0	1658.0	139.0	230.0	133.0	254.0	2.0
Татары	996.0	711.0	625.0	86.0	208.0	11.0	63.0	3.0	952.0	655.0	589.0	66.0	138.0	72.0	86.0	1.0
Белорусы	533.0	391.0	359.0	32.0	84.0	8.0	48.0	2.0	400.0	267.0	246.0	21.0	42.0	37.0	52.0	2.0
Ханты	1961.0	1093.0	918.0	175.0	730.0	87.0	46.0	5.0	2343.0	1413.0	1158.0	255.0	486.0	356.0	86.0	2.0
Коми	1243.0	797.0	710.0	87.0	349.0	56.0	40.0	1.0	1358.0	804.0	689.0	115.0	233.0	246.0	69.0	6.0
Селькупы	500.0	179.0	110.0	69.0	273.0	23.0	19.0	6.0	560.0	308.0	196.0	112.0	152.0	71.0	25.0	4.0
Челябинская область																
Все население	1330502.0	853014.0	758714.0	94300.0	328487.0	46616.0	99712.0	2673.0	1615084.0	858177.0	763968.0	94209.0	281397.0	288981.0	183358.0	3171.0
Русские	1078436.0	684343.0	609715.0	74628.0	272720.0	37073.0	83703.0	597.0	1330640.0	702410.0	625968.0	76442.0	235526.0	237071.0	155009.0	624.0
Татары	78119.0	50206.0	44421.0	5785.0	19147.0	2791.0	5948.0	27.0	96360.0	51136.0	45442.0	5694.0	16766.0	17518.0	10913.0	27.0
Башкиры	59576.0	37321.0	32683.0	4638.0	16841.0	1620.0	3771.0	23.0	70660.0	39592.0	34396.0	5196.0	14553.0	10287.0	6206.0	22.0
Украинцы	33757.0	26259.0	23921.0	2338.0	3276.0	2100.0	2110.0	12.0	38831.0	21495.0	19444.0	2051.0	3276.0	9679.0	4371.0	10.0
Казахи	13455.0	8622.0	7631.0	991.0	3917.0	312.0	600.0	4.0	13509.0	7667.0	6874.0	793.0	3260.0	1734.0	845.0	3.0
Немцы	12100.0	8509.0	7673.0	836.0	2355.0	577.0	657.0	2.0	12561.0	7030.0	6302.0	728.0	2172.0	2068.0	1287.0	4.0
Белорусы	8858.0	6956.0	6344.0	612.0	741.0	554.0	606.0	1.0	10608.0	5777.0	5228.0	549.0	734.0	2900.0	1194.0	3.0
Мордва	7444.0	5739.0	5215.0	524.0	802.0	427.0	475.0	1.0	9841.0	5273.0	4768.0	505.0	747.0	2870.0	949.0	2.0
Нагайбаки	3360.0	2464.0	2273.0	191.0	629.0	128.0	139.0	-	4199.0	2374.0	2188.0	186.0	641.0	938.0	246.0	-
Городское население	1095759.0	693353.0	619826.0	73527.0	275401.0	38404.0	86017.0	2584.0	1340670.0	696667.0	623371.0	73296.0	241086.0	235500.0	164325.0	3092.0
Русские	917255.0	575390.0	514959.0	60431.0	235924.0	31491.0	73904.0	546.0	1139065.0	589949.0	528172.0	61777.0	207237.0	200113.0	141182.0	584.0
Татары	61946.0	39369.0	35017.0	4352.0	15456.0	2148.0	4947.0	26.0	76740.0	39939.0	35715.0	4224.0	13890.0	13413.0	9471.0	27.0
Башкиры	32552.0	19894.0	17644.0	2250.0	9639.0	795.0	2211.0	13.0	39763.0	21290.0	18644.0	2646.0	9496.0	4591.0	4372.0	14.0
Украинцы	27190.0	20908.0	19157.0	1751.0	2686.0	1754.0	1831.0	11.0	31138.0	16825.0	15352.0	1473.0	2736.0	7695.0	3872.0	10.0
Казахи	3940.0	2181.0	1900.0	281.0	1466.0	73.0	218.0	2.0	3755.0	1772.0	1547.0	225.0	1408.0	275.0	299.0	1.0
Немцы	9577.0	6644.0	6033.0	611.0	1918.0	472.0	541.0	2.0	10024.0	5498.0	4952.0	546.0	1778.0	1632.0	1112.0	4.0
Белорусы	6938.0	5444.0	5017.0	427.0	565.0	435.0	493.0	1.0	8272.0	4447.0	4054.0	393.0	609.0	2193.0	1020.0	3.0
Мордва	5246.0	4002.0	3670.0	332.0	556.0	314.0	373.0	1.0	7096.0	3655.0	3341.0	314.0	572.0	2064.0	805.0	-
Нагайбаки	567.0	404.0	367.0	37.0	125.0	15.0	23.0	-	782.0	404.0	383.0	21.0	166.0	153.0	59.0	-
