2. ЧАСТНЫЕ ДОМОХОЗЯЙСТВА, ПРОЖИВАЮЩИЕ В ИНДИВИДУАЛЬНЫХ ДОМАХ, ОТДЕЛЬНЫХ И КОММУНАЛЬНЫХ КВАРТИРАХ, ПО ТИПАМ ЖИЛЫХ ПОМЕЩЕНИЙ, ЧИСЛУ ЗАНИМАЕМЫХ КОМНАТ И РАЗМЕРУ ДОМОХОЗЯЙСТВ								
								
	Всего частных домохозяйств	в том числе домохозяйства, состоящие из						Средний размер домохозяйства, человек
2 комнаты	37072.0	7272.0	10568.0	9947.0	6998.0	2287.0	12421.0	2.7
3 комнаты	56902.0	4848.0	14240.0	15614.0	14489.0	7711.0	42491.0	3.2
4 и более комнат 	15734.0	686.0	2885.0	4278.0	4863.0	3022.0	16901.0	3.5
не указавшие число комнат	43.0	3.0	16.0	10.0	12.0	2.0	10.0	2.9
в коммунальных квартирах	1055.0	329.0	289.0	224.0	136.0	77.0	411.0	2.4
в них занимают:								
часть комнаты	26.0	21.0	4.0	1.0	-	-	-	1.2
1 комнату	582.0	250.0	158.0	100.0	42.0	32.0	171.0	2.1
2 комнаты	303.0	49.0	91.0	84.0	59.0	20.0	107.0	2.7
3 комнаты	122.0	5.0	30.0	36.0	30.0	21.0	111.0	3.3
4 и более комнат 	19.0	1.0	6.0	3.0	5.0	4.0	22.0	3.4
не указавшие число комнат	3.0	3.0	-	-	-	-	-	1.0
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	7030.0	1389.0	1550.0	2116.0	1314.0	661.0	3746.0	2.8
Пензенская область								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	527136.0	118041.0	154417.0	130433.0	86546.0	37699.0	205366.0	2.6
в том числе проживают:								
в индивидуальных домах	215038.0	57412.0	66042.0	42832.0	31743.0	17009.0	93817.0	2.5
в них занимают:								
1 комнату	41018.0	19211.0	12916.0	5019.0	2651.0	1221.0	6727.0	1.9
2 комнаты	95889.0	30148.0	33550.0	16461.0	10427.0	5303.0	29124.0	2.3
3 комнаты	51356.0	5918.0	13780.0	14186.0	11620.0	5852.0	32003.0	3.0
4 и более комнат	26533.0	2049.0	5739.0	7119.0	7004.0	4622.0	25901.0	3.3
не указавшие число комнат	242.0	86.0	57.0	47.0	41.0	11.0	62.0	2.3
в отдельных квартирах	305515.0	58446.0	86566.0	85947.0	54076.0	20480.0	110414.0	2.7
в них занимают:								
часть комнаты	335.0	221.0	67.0	43.0	4.0	-	-	1.5
1 комнату	69044.0	29028.0	21836.0	13153.0	4198.0	829.0	4457.0	1.9
2 комнаты	135862.0	22064.0	43105.0	41962.0	22124.0	6607.0	35032.0	2.6
3 комнаты	86207.0	6043.0	18973.0	26844.0	23844.0	10503.0	56790.0	3.2
4 и более комнат 	12387.0	708.0	2105.0	3461.0	3633.0	2480.0	13816.0	3.5
не указавшие число комнат	1680.0	382.0	480.0	484.0	273.0	61.0	319.0	2.5
в коммунальных квартирах	6583.0	2183.0	1809.0	1654.0	727.0	210.0	1135.0	2.2
в них занимают:								
часть комнаты	133.0	88.0	20.0	14.0	5.0	6.0	31.0	1.7
1 комнату	4283.0	1816.0	1240.0	924.0	250.0	53.0	284.0	2.0
2 комнаты	1655.0	215.0	451.0	545.0	345.0	99.0	533.0	2.8
3 комнаты	273.0	19.0	56.0	101.0	72.0	25.0	136.0	3.1
4 и более комнат 	76.0	5.0	10.0	17.0	27.0	17.0	98.0	3.7
не указавшие число комнат	163.0	40.0	32.0	53.0	28.0	10.0	53.0	2.6
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	10908.0	2743.0	3252.0	3162.0	1288.0	463.0	2568.0	2.4
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	330575.0	66890.0	95355.0	90271.0	55662.0	22397.0	121046.0	2.6
в том числе проживают:								
в индивидуальных домах	69797.0	15278.0	20454.0	16513.0	11753.0	5799.0	31886.0	2.6
в них занимают:								
1 комнату	8682.0	3699.0	2595.0	1420.0	722.0	246.0	1354.0	2.0
2 комнаты	27167.0	7662.0	9134.0	5582.0	3360.0	1429.0	7793.0	2.4
3 комнаты	19857.0	2693.0	5562.0	5624.0	4103.0	1875.0	10143.0	2.9
4 и более комнат	13982.0	1179.0	3143.0	3864.0	3550.0	2246.0	12580.0	3.3
не указавшие число комнат	109.0	45.0	20.0	23.0	18.0	3.0	16.0	2.2
в отдельных квартирах	254477.0	49508.0	73163.0	72185.0	43219.0	16402.0	88109.0	2.6
в них занимают:								
часть комнаты	318.0	214.0	61.0	40.0	3.0	-	-	1.5
1 комнату	61943.0	25907.0	19863.0	11923.0	3608.0	642.0	3427.0	1.9
2 комнаты	117429.0	18466.0	37901.0	36928.0	18569.0	5565.0	29370.0	2.6
3 комнаты	64335.0	4078.0	13427.0	20415.0	18207.0	8208.0	44248.0	3.3
4 и более комнат 	9084.0	510.0	1503.0	2497.0	2636.0	1938.0	10806.0	3.6
не указавшие число комнат	1368.0	333.0	408.0	382.0	196.0	49.0	258.0	2.4
в коммунальных квартирах	6301.0	2104.0	1738.0	1573.0	690.0	196.0	1051.0	2.2
в них занимают:								
часть комнаты	116.0	80.0	17.0	10.0	3.0	6.0	31.0	1.6
1 комнату	4149.0	1759.0	1210.0	894.0	239.0	47.0	245.0	1.9
2 комнаты	1580.0	205.0	424.0	517.0	337.0	97.0	523.0	2.8
3 комнаты	228.0	17.0	46.0	85.0	59.0	21.0	115.0	3.1
4 и более комнат 	68.0	5.0	9.0	15.0	24.0	15.0	84.0	3.6
не указавшие число комнат	160.0	38.0	32.0	52.0	28.0	10.0	53.0	2.6
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	9168.0	2364.0	2805.0	2676.0	987.0	336.0	1835.0	2.4
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	196561.0	51151.0	59062.0	40162.0	30884.0	15302.0	84320.0	2.5
в том числе проживают:								
в индивидуальных домах	145241.0	42134.0	45588.0	26319.0	19990.0	11210.0	61931.0	2.4
в них занимают:								
1 комнату	32336.0	15512.0	10321.0	3599.0	1929.0	975.0	5373.0	1.9
2 комнаты	68722.0	22486.0	24416.0	10879.0	7067.0	3874.0	21331.0	2.2
3 комнаты	31499.0	3225.0	8218.0	8562.0	7517.0	3977.0	21860.0	3.1
4 и более комнат	12551.0	870.0	2596.0	3255.0	3454.0	2376.0	13321.0	3.4
не указавшие число комнат	133.0	41.0	37.0	24.0	23.0	8.0	46.0	2.4
в отдельных квартирах	51038.0	8938.0	13403.0	13762.0	10857.0	4078.0	22305.0	2.8
в них занимают:								
часть комнаты	17.0	7.0	6.0	3.0	1.0	-	-	1.9
1 комнату	7101.0	3121.0	1973.0	1230.0	590.0	187.0	1030.0	2.0
2 комнаты	18433.0	3598.0	5204.0	5034.0	3555.0	1042.0	5662.0	2.7
3 комнаты	21872.0	1965.0	5546.0	6429.0	5637.0	2295.0	12542.0	3.1
4 и более комнат 	3303.0	198.0	602.0	964.0	997.0	542.0	3010.0	3.4
не указавшие число комнат	312.0	49.0	72.0	102.0	77.0	12.0	61.0	2.8
в коммунальных квартирах	282.0	79.0	71.0	81.0	37.0	14.0	84.0	2.5
в них занимают:								
часть комнаты	17.0	8.0	3.0	4.0	2.0	-	-	2.0
1 комнату	134.0	57.0	30.0	30.0	11.0	6.0	39.0	2.2
2 комнаты	75.0	10.0	27.0	28.0	8.0	2.0	10.0	2.5
3 комнаты	45.0	2.0	10.0	16.0	13.0	4.0	21.0	3.2
4 и более комнат 	8.0	-	1.0	2.0	3.0	2.0	14.0	4.2
не указавшие число комнат	3.0	2.0	-	1.0	-	-	-	1.7
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	1740.0	379.0	447.0	486.0	301.0	127.0	733.0	2.7
Пермская область								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	951107.0	201639.0	269133.0	229154.0	166995.0	84186.0	462887.0	2.7
в том числе проживают:								
в индивидуальных домах	199242.0	50176.0	59259.0	37353.0	31556.0	20898.0	116714.0	2.6
в них занимают:								
1 комнату	70062.0	25681.0	22753.0	10404.0	6936.0	4288.0	23722.0	2.2
2 комнаты	72792.0	17566.0	23053.0	13958.0	11170.0	7045.0	39151.0	2.6
3 комнаты	43782.0	5658.0	10973.0	10242.0	10206.0	6703.0	37288.0	3.1
4 и более комнат	12240.0	1140.0	2383.0	2695.0	3192.0	2830.0	16374.0	3.5
не указавшие число комнат	366.0	131.0	97.0	54.0	52.0	32.0	179.0	2.4
в отдельных квартирах	730167.0	143610.0	204016.0	187257.0	133078.0	62206.0	340153.0	2.7
в них занимают:								
часть комнаты	679.0	400.0	158.0	81.0	29.0	11.0	58.0	1.7
1 комнату	155666.0	66714.0	46939.0	28369.0	10871.0	2773.0	14944.0	2.0
2 комнаты	332200.0	59237.0	106117.0	90189.0	56686.0	19971.0	107128.0	2.6
3 комнаты	211993.0	14763.0	45774.0	61448.0	57159.0	32849.0	180487.0	3.3
4 и более комнат 	26426.0	1303.0	4152.0	6545.0	7972.0	6454.0	36714.0	3.7
не указавшие число комнат	3203.0	1193.0	876.0	625.0	361.0	148.0	822.0	2.2
в коммунальных квартирах	21698.0	7853.0	5858.0	4544.0	2361.0	1082.0	6020.0	2.2
в них занимают:								
часть комнаты	458.0	279.0	89.0	53.0	23.0	14.0	76.0	1.7
1 комнату	15272.0	6776.0	4306.0	2762.0	1056.0	372.0	2053.0	2.0
2 комнаты	5037.0	718.0	1298.0	1494.0	1036.0	491.0	2704.0	2.9
3 комнаты	764.0	55.0	135.0	202.0	215.0	157.0	910.0	3.5
4 и более комнат 	114.0	9.0	15.0	18.0	28.0	44.0	255.0	4.0
не указавшие число комнат	53.0	16.0	15.0	15.0	3.0	4.0	22.0	2.4
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	31554.0	6890.0	8784.0	8869.0	4890.0	2121.0	11780.0	2.6
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	715573.0	151107.0	204911.0	180031.0	123555.0	55969.0	305877.0	2.7
в том числе проживают:								
в индивидуальных домах	76075.0	18392.0	22586.0	15261.0	12434.0	7402.0	41516.0	2.6
в них занимают:								
1 комнату	15711.0	5752.0	5072.0	2650.0	1530.0	707.0	3870.0	2.2
2 комнаты	31049.0	8143.0	9909.0	6060.0	4554.0	2383.0	13239.0	2.5
3 комнаты	22008.0	3614.0	6078.0	5015.0	4541.0	2760.0	15354.0	2.9
4 и более комнат	7052.0	786.0	1463.0	1499.0	1772.0	1532.0	8936.0	3.4
не указавшие число комнат	255.0	97.0	64.0	37.0	37.0	20.0	117.0	2.4
в отдельных квартирах	618748.0	125141.0	176714.0	160426.0	108901.0	47566.0	258800.0	2.7
в них занимают:								
часть комнаты	599.0	356.0	142.0	70.0	24.0	7.0	37.0	1.6
1 комнату	134673.0	58856.0	41195.0	24331.0	8481.0	1810.0	9637.0	1.9
2 комнаты	289043.0	52391.0	94726.0	79370.0	47248.0	15308.0	81487.0	2.6
3 комнаты	167892.0	11258.0	36217.0	50190.0	45627.0	24600.0	134453.0	3.3
4 и более комнат 	23428.0	1108.0	3573.0	5863.0	7181.0	5703.0	32419.0	3.7
не указавшие число комнат	3113.0	1172.0	861.0	602.0	340.0	138.0	767.0	2.2
в коммунальных квартирах	20750.0	7574.0	5611.0	4344.0	2220.0	1001.0	5561.0	2.2
в них занимают:								
часть комнаты	419.0	265.0	78.0	50.0	16.0	10.0	54.0	1.6
1 комнату	14734.0	6550.0	4169.0	2662.0	1005.0	348.0	1924.0	2.0
2 комнаты	4785.0	685.0	1228.0	1422.0	986.0	464.0	2551.0	2.9
3 комнаты	661.0	50.0	111.0	180.0	186.0	134.0	774.0	3.5
4 и более комнат 	100.0	8.0	11.0	16.0	24.0	41.0	236.0	4.1
не указавшие число комнат	51.0	16.0	14.0	14.0	3.0	4.0	22.0	2.4
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	25840.0	5761.0	7392.0	7453.0	3789.0	1445.0	7964.0	2.6
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	235534.0	50532.0	64222.0	49123.0	43440.0	28217.0	157010.0	2.8
в том числе проживают:								
в индивидуальных домах	123167.0	31784.0	36673.0	22092.0	19122.0	13496.0	75198.0	2.6
в них занимают:								
1 комнату	54351.0	19929.0	17681.0	7754.0	5406.0	3581.0	19852.0	2.2
2 комнаты	41743.0	9423.0	13144.0	7898.0	6616.0	4662.0	25912.0	2.7
3 комнаты	21774.0	2044.0	4895.0	5227.0	5665.0	3943.0	21934.0	3.3
4 и более комнат	5188.0	354.0	920.0	1196.0	1420.0	1298.0	7438.0	3.6
не указавшие число комнат	111.0	34.0	33.0	17.0	15.0	12.0	62.0	2.5
в отдельных квартирах	111419.0	18469.0	27302.0	26831.0	24177.0	14640.0	81353.0	3.0
в них занимают:								
часть комнаты	80.0	44.0	16.0	11.0	5.0	4.0	21.0	1.9
1 комнату	20993.0	7858.0	5744.0	4038.0	2390.0	963.0	5307.0	2.2
2 комнаты	43157.0	6846.0	11391.0	10819.0	9438.0	4663.0	25641.0	2.9
3 комнаты	44101.0	3505.0	9557.0	11258.0	11532.0	8249.0	46034.0	3.4
4 и более комнат 	2998.0	195.0	579.0	682.0	791.0	751.0	4295.0	3.6
не указавшие число комнат	90.0	21.0	15.0	23.0	21.0	10.0	55.0	2.9
в коммунальных квартирах	948.0	279.0	247.0	200.0	141.0	81.0	459.0	2.5
в них занимают:								
часть комнаты	39.0	14.0	11.0	3.0	7.0	4.0	22.0	2.4
1 комнату	538.0	226.0	137.0	100.0	51.0	24.0	129.0	2.1
2 комнаты	252.0	33.0	70.0	72.0	50.0	27.0	153.0	2.9
3 комнаты	103.0	5.0	24.0	22.0	29.0	23.0	136.0	3.6
4 и более комнат 	14.0	1.0	4.0	2.0	4.0	3.0	19.0	3.6
не указавшие число комнат	2.0	-	1.0	1.0	-	-	-	2.5
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	5714.0	1129.0	1392.0	1416.0	1101.0	676.0	3816.0	2.9
Коми–Пермяцкий автономный округ								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	46106.0	9753.0	12691.0	9886.0	8279.0	5497.0	30455.0	2.8
в том числе проживают:								
в индивидуальных домах	24038.0	5808.0	6849.0	4552.0	3858.0	2971.0	16529.0	2.7
в них занимают:								
1 комнату	8518.0	2986.0	2637.0	1290.0	890.0	715.0	3971.0	2.3
2 комнаты	10007.0	2255.0	2985.0	1891.0	1618.0	1258.0	6969.0	2.7
3 комнаты	4456.0	481.0	1018.0	1107.0	1078.0	772.0	4324.0	3.2
4 и более комнат	1050.0	85.0	208.0	261.0	271.0	225.0	1260.0	3.5
не указавшие число комнат	7.0	1.0	1.0	3.0	1.0	1.0	5.0	3.0
в отдельных квартирах	21925.0	3910.0	5801.0	5299.0	4397.0	2518.0	13880.0	2.9
в них занимают:								
часть комнаты	4.0	4.0	-	-	-	-	-	1.0
1 комнату	4665.0	1684.0	1254.0	902.0	609.0	216.0	1155.0	2.2
2 комнаты	8068.0	1347.0	2312.0	1993.0	1601.0	815.0	4430.0	2.8
3 комнаты	8582.0	833.0	2109.0	2268.0	2022.0	1350.0	7521.0	3.2
4 и более комнат 	602.0	41.0	125.0	135.0	164.0	137.0	774.0	3.5
не указавшие число комнат	4.0	1.0	1.0	1.0	1.0	-	-	2.5
в коммунальных квартирах	143.0	35.0	41.0	35.0	24.0	8.0	46.0	2.5
в них занимают:								
часть комнаты	-	-	-	-	-	-	-	-
1 комнату	61.0	23.0	16.0	12.0	9.0	1.0	5.0	2.2
2 комнаты	45.0	8.0	13.0	12.0	9.0	3.0	15.0	2.7
3 комнаты	32.0	4.0	10.0	10.0	4.0	4.0	26.0	3.0
4 и более комнат 	5.0	-	2.0	1.0	2.0	-	-	3.0
не указавшие число комнат	-	-	-	-	-	-	-	-
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	1095.0	219.0	259.0	306.0	209.0	102.0	550.0	2.8
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	11038.0	2110.0	3069.0	2678.0	2100.0	1081.0	5995.0	2.8
в том числе проживают:								
в индивидуальных домах	3196.0	598.0	900.0	714.0	626.0	358.0	2015.0	2.8
в них занимают:								
1 комнату	749.0	241.0	228.0	143.0	95.0	42.0	235.0	2.3
2 комнаты	1305.0	237.0	408.0	305.0	232.0	123.0	693.0	2.8
3 комнаты	914.0	106.0	212.0	211.0	230.0	155.0	867.0	3.2
4 и более комнат	225.0	14.0	51.0	54.0	68.0	38.0	220.0	3.4
не указавшие число комнат	3.0	-	1.0	1.0	1.0	-	-	3.0
в отдельных квартирах	7763.0	1491.0	2149.0	1943.0	1460.0	720.0	3965.0	2.8
