3. НАСЕЛЕНИЕ ПО НАЦИОНАЛЬНОСТИ И ВЛАДЕНИЮ РУССКИМ ЯЗЫКОМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ		
		
		
	Численность лиц соответствующей национальности	из них владеют русским языком
Аджарцы 	1.0	1.0
Мегрелы 	3.0	3.0
Даргинцы 	682.0	672.0
Долганы 	1.0	1.0
Дунгане 	11.0	11.0
Евреи 	2026.0	2024.0
Евреи горские 	3.0	3.0
Евреи грузинские 	1.0	1.0
Евреи среднеазиатские 	1.0	1.0
Езиды 	137.0	135.0
Ижорцы 	1.0	1.0
Ингуши 	137.0	133.0
Индийцы хиндиязычные 	6.0	5.0
Испанцы	8.0	8.0
Итальянцы	7.0	7.0
Ительмены 	1.0	1.0
Кабардинцы 	145.0	145.0
Казахи 	125568.0	124018.0
Калмыки 	30.0	30.0
Караимы 	1.0	1.0
Каракалпаки 	76.0	75.0
Карачаевцы 	64.0	64.0
Карелы 	59.0	59.0
Кеты 	1.0	1.0
Киргизы 	393.0	387.0
Китайцы 	33.0	32.0
Коми 	151.0	151.0
Коми-пермяки	185.0	185.0
Корейцы 	1321.0	1313.0
Коряки 	7.0	7.0
Кубинцы	4.0	4.0
Кумандинцы 	12.0	12.0
Кумыки 	217.0	217.0
Курды 	48.0	45.0
Лакцы 	96.0	96.0
Латыши 	175.0	175.0
Латгальцы 	3.0	3.0
Лезгины 	717.0	706.0
Литовцы 	331.0	331.0
Манси 	12.0	12.0
Марийцы 	1372.0	1369.0
Горные марийцы 	5.0	5.0
Лугово-восточные марийцы 	59.0	59.0
Молдаване 	1623.0	1619.0
Монголы 	88.0	88.0
Мордва 	52458.0	52275.0
Мордва-мокша 	134.0	134.0
Мордва-эрзя	70.0	70.0
Нагайбаки 	16.0	16.0
Нанайцы 	4.0	4.0
Немцы 	18055.0	18009.0
Ненцы 	5.0	5.0
Нивхи	9.0	9.0
Ногайцы	43.0	42.0
Осетины 	342.0	341.0
Осетины-иронцы 	1.0	1.0
Персы 	64.0	61.0
Поляки 	803.0	803.0
Пуштуны	36.0	32.0
Румыны 	110.0	108.0
Русины 	3.0	3.0
Русские 	1611509.0	1609775.0
Казаки 	50.0	50.0
Рутульцы 	103.0	101.0
Саамы 	2.0	2.0
Селькупы 	4.0	4.0
Сербы	14.0	14.0
Словаки	15.0	14.0
Табасараны 	108.0	107.0
Таджики 	2455.0	2391.0
Талыши 	29.0	27.0
Татары 	165967.0	162716.0
Кряшены 	2.0	2.0
Татары сибирские 	4.0	4.0
Татары крымские 	19.0	19.0
Таты 	7.0	7.0
Телеуты 	1.0	1.0
Тувинцы 	44.0	44.0
Турки 	1199.0	1130.0
Туркмены 	307.0	304.0
Удмурты 	1416.0	1411.0
Удэгейцы 	2.0	2.0
Узбеки 	3275.0	3191.0
Уйгуры	52.0	52.0
Украинцы 	76921.0	76833.0
Финны 	35.0	35.0
Французы	3.0	3.0
Хакасы 	31.0	31.0
Ханты 	11.0	11.0
Хемшилы 	1.0	1.0
Цахуры 	16.0	16.0
Цыгане 	1767.0	1706.0
Черкесы 	26.0	26.0
Чехи 	85.0	85.0
Чеченцы 	1996.0	1930.0
Чеченцы-аккинцы 	1.0	1.0
Чуваши 	17211.0	17158.0
Шорцы 	5.0	5.0
Эвенки 	2.0	2.0
Эвены 	3.0	3.0
Эскимосы 	1.0	1.0
Эстонцы 	93.0	93.0
Юкагиры 	7.0	7.0
Якуты 	29.0	29.0
Японцы 	5.0	5.0
Лица других национальностей (не перечисленных выше)	584.0	580.0
Лица, не указавшие национальность в переписном листе 	2854.0	941.0
Пензенская область	1452941.0	1445820.0
Абазины 	1.0	1.0
Абхазы 	27.0	27.0
Аварцы 	131.0	130.0
Агулы 	2.0	2.0
Адыгейцы 	10.0	10.0
Азербайджанцы 	1679.0	1624.0
Алтайцы 	3.0	3.0
Американцы	1.0	1.0
Арабы 	60.0	54.0
Армяне 	3670.0	3631.0
Ассирийцы 	122.0	122.0
Балкарцы 	14.0	14.0
Башкиры 	368.0	368.0
Белорусы 	2579.0	2579.0
Болгары	134.0	134.0
Буряты 	28.0	28.0
Венгры 	11.0	10.0
Вьетнамцы 	27.0	24.0
Гагаузы	24.0	24.0
Греки 	226.0	224.0
Грузины 	571.0	568.0
Аджарцы 	2.0	2.0
Мегрелы 	1.0	1.0
Даргинцы 	117.0	115.0
Долганы 	1.0	1.0
Дунгане 	1.0	1.0
Евреи 	898.0	898.0
Евреи горские 	7.0	7.0
Езиды 	130.0	122.0
Ингуши 	41.0	41.0
Индийцы хиндиязычные 	5.0	5.0
Испанцы	2.0	1.0
Итальянцы	3.0	3.0
Кабардинцы 	16.0	16.0
Казахи 	274.0	272.0
Калмыки 	10.0	8.0
Каракалпаки 	6.0	6.0
Карачаевцы 	19.0	19.0
Карелы 	25.0	25.0
Киргизы 	40.0	40.0
Китайцы 	156.0	150.0
Коми 	56.0	56.0
Коми-пермяки	46.0	46.0
Корейцы 	207.0	204.0
Крымчаки 	1.0	1.0
Кубинцы	10.0	10.0
Кумыки 	57.0	57.0
Курды 	9.0	9.0
Лакцы 	28.0	28.0
Латыши 	53.0	53.0
Латгальцы 	1.0	1.0
Лезгины 	270.0	264.0
Литовцы 	106.0	106.0
Манси 	10.0	10.0
Марийцы 	224.0	224.0
Горные марийцы 	8.0	8.0
Лугово-восточные марийцы 	11.0	11.0
Молдаване 	570.0	569.0
Монголы 	2.0	2.0
Мордва 	70739.0	70302.0
Мордва-мокша 	25.0	25.0
Мордва-эрзя	49.0	49.0
Немцы 	1279.0	1276.0
Ненцы 	4.0	4.0
Ногайцы	2.0	2.0
Осетины 	159.0	159.0
Персы 	6.0	6.0
Поляки 	223.0	223.0
Пуштуны	42.0	38.0
Румыны 	16.0	16.0
Русские 	1254680.0	1253874.0
Казаки 	150.0	150.0
Рутульцы 	1.0	1.0
Селькупы 	1.0	1.0
Сербы	4.0	4.0
Словаки	2.0	2.0
Табасараны 	77.0	75.0
Таджики 	442.0	439.0
Талыши 	2.0	2.0
Татары 	86805.0	82845.0
Кряшены 	1.0	1.0
Татары крымские 	6.0	6.0
Тувинцы 	22.0	22.0
Турки 	28.0	26.0
Турки-месхетинцы	2.0	1.0
Туркмены 	122.0	122.0
Удины 	1.0	1.0
Удмурты 	207.0	207.0
Узбеки 	840.0	824.0
Уйгуры	17.0	17.0
Украинцы 	12421.0	12407.0
Финны 	35.0	35.0
Французы	2.0	2.0
Хакасы 	19.0	19.0
Ханты 	1.0	1.0
Цыгане 	2535.0	2361.0
Черкесы 	4.0	4.0
Чехи 	9.0	9.0
Чеченцы 	455.0	438.0
Чуваши 	6738.0	6580.0
Чукчи 	4.0	4.0
Шорцы 	1.0	1.0
Эстонцы 	43.0	43.0
Якуты 	9.0	9.0
Лица других национальностей (не перечисленных выше)	143.0	137.0
Лица, не указавшие национальность в переписном листе 	1705.0	328.0
Пермская область	2819421.0	2797624.0
Абазины 	18.0	18.0
Абхазы 	36.0	36.0
Аварцы 	301.0	298.0
Ахвахцы 	3.0	3.0
Гунзибцы 	1.0	1.0
Хваршины 	2.0	2.0
Чамалалы 	2.0	2.0
Агулы 	69.0	69.0
Адыгейцы 	26.0	23.0
Азербайджанцы 	5814.0	5503.0
Алеуты 	1.0	1.0
Алтайцы 	28.0	28.0
Американцы	22.0	19.0
Англичане	4.0	4.0
Арабы 	139.0	134.0
Арабы среднеазиатские 	3.0	3.0
Армяне 	4979.0	4875.0
Ассирийцы 	36.0	36.0
Балкарцы 	23.0	23.0
Башкиры 	40740.0	38490.0
Белорусы 	10989.0	10972.0
Бесермяне 	8.0	8.0
Болгары	502.0	502.0
Буряты 	109.0	109.0
Венгры 	28.0	28.0
Вепсы 	6.0	6.0
Вьетнамцы 	99.0	83.0
Гагаузы	198.0	197.0
Греки 	393.0	393.0
Грузины 	1585.0	1568.0
Аджарцы 	2.0	2.0
Лазы 	3.0	3.0
Мегрелы 	1.0	1.0
Сваны	1.0	1.0
Даргинцы 	270.0	255.0
Долганы 	1.0	1.0
Дунгане 	1.0	1.0
Евреи 	2628.0	2625.0
Евреи горские 	13.0	13.0
Евреи среднеазиатские 	2.0	2.0
Езиды 	30.0	29.0
Ингуши 	230.0	228.0
Индийцы хиндиязычные 	5.0	5.0
Испанцы	7.0	7.0
Итальянцы	6.0	6.0
Кабардинцы 	152.0	151.0
Казахи 	802.0	796.0
Калмыки 	50.0	50.0
Караимы 	3.0	3.0
Каракалпаки 	22.0	22.0
Карачаевцы 	75.0	75.0
Карелы 	120.0	120.0
Кеты 	1.0	1.0
Юги 	1.0	1.0
Киргизы 	233.0	222.0
Китайцы 	86.0	77.0
Коми 	1181.0	1179.0
Коми-пермяки	103505.0	101426.0
Корейцы 	504.0	497.0
Коряки 	4.0	4.0
Крымчаки 	2.0	2.0
Кумандинцы 	7.0	7.0
Кумыки 	113.0	112.0
Курды 	31.0	31.0
Лакцы 	96.0	95.0
Латыши 	204.0	204.0
Латгальцы 	2.0	2.0
Лезгины 	369.0	369.0
Литовцы 	532.0	531.0
Манси 	31.0	30.0
Марийцы 	5395.0	5331.0
Горные марийцы 	22.0	22.0
Лугово-восточные марийцы 	174.0	174.0
Молдаване 	1973.0	1937.0
Монголы 	10.0	10.0
Мордва 	2363.0	2359.0
Мордва-мокша 	16.0	16.0
Мордва-эрзя	8.0	8.0
Нагайбаки 	6.0	6.0
Нанайцы 	5.0	5.0
Немцы 	10152.0	10130.0
Ненцы 	20.0	20.0
Нивхи	3.0	3.0
Ногайцы	23.0	23.0
Орочи 	4.0	4.0
Осетины 	431.0	431.0
Осетины-дигорцы 	1.0	1.0
Персы 	35.0	33.0
Поляки 	742.0	742.0
Пуштуны	43.0	36.0
Румыны 	94.0	91.0
Русины 	1.0	1.0
Русские 	2401659.0	2397874.0
Казаки 	74.0	74.0
Поморы 	2.0	2.0
Рутульцы 	9.0	9.0
Саамы 	1.0	1.0
Селькупы 	2.0	2.0
Сербы	45.0	42.0
Словаки	2.0	2.0
Табасараны 	131.0	130.0
Таджики 	1953.0	1837.0
Талыши 	26.0	26.0
Татары 	136597.0	132115.0
Кряшены 	24.0	24.0
Татары сибирские 	3.0	3.0
Татары крымские 	73.0	73.0
Таты 	6.0	6.0
Теленгиты 	1.0	1.0
Телеуты 	1.0	1.0
Тофалары 	3.0	3.0
Тувинцы 	49.0	49.0
Турки 	61.0	60.0
Туркмены 	232.0	231.0
Удины 	4.0	4.0
Удмурты 	26272.0	26084.0
Узбеки 	1988.0	1914.0
Уйгуры	69.0	66.0
Украинцы 	25948.0	25923.0
Ульчи 	2.0	2.0
Финны 	173.0	173.0
Французы	10.0	10.0
Хакасы 	42.0	42.0
Ханты 	26.0	26.0
Хемшилы 	1.0	1.0
Цахуры 	7.0	7.0
Цыгане 	1606.0	1541.0
Цыгане среднеазиатские 	3.0	3.0
Черкесы 	26.0	26.0
Чехи 	19.0	19.0
Чеченцы 	899.0	869.0
Чуваши 	7033.0	7026.0
Чукчи 	3.0	3.0
Шорцы 	15.0	15.0
Эвенки 	9.0	9.0
Эвены 	5.0	5.0
Эскимосы 	1.0	1.0
Эстонцы 	196.0	196.0
Эстонцы-сету 	1.0	1.0
Юкагиры 	2.0	2.0
Якуты 	40.0	40.0
Японцы 	6.0	1.0
Лица других национальностей (не перечисленных выше)	298.0	249.0
Лица, не указавшие национальность в переписном листе 	15095.0	7141.0
Коми-Пермяцкий автономный округ	136076.0	133851.0
Абхазы 	1.0	1.0
Аварцы 	5.0	5.0
Азербайджанцы 	95.0	91.0
Алтайцы 	1.0	1.0
Арабы 	1.0	1.0
Армяне 	46.0	46.0
Башкиры 	50.0	50.0
Белорусы 	672.0	672.0
Болгары	15.0	15.0
Буряты 	1.0	1.0
Венгры 	1.0	1.0
Вьетнамцы 	3.0	3.0
Гагаузы	5.0	5.0
Греки 	5.0	5.0
Грузины 	28.0	28.0
Евреи 	4.0	4.0
Ингуши 	5.0	5.0
Испанцы	1.0	1.0
Кабардинцы 	7.0	7.0
Казахи 	17.0	17.0
Калмыки 	1.0	1.0
Карелы 	5.0	5.0
Киргизы 	1.0	1.0
Коми 	33.0	33.0
Коми-пермяки	80327.0	78276.0
Корейцы 	10.0	10.0
Кумыки 	5.0	5.0
Латыши 	3.0	3.0
Лезгины 	1.0	1.0
Литовцы 	53.0	53.0
Марийцы 	43.0	43.0
Лугово-восточные марийцы 	6.0	6.0
Молдаване 	100.0	100.0
Мордва 	32.0	32.0
Немцы 	263.0	262.0
Ненцы 	3.0	3.0
Осетины 	15.0	15.0
Поляки 	48.0	48.0
Румыны 	2.0	2.0
Русские 	51946.0	51792.0
Казаки 	1.0	1.0
Табасараны 	7.0	7.0
Таджики 	19.0	18.0
Татары 	1100.0	1093.0
Татары крымские 	12.0	12.0
Турки 	3.0	3.0
Туркмены 	3.0	3.0
Удмурты 	199.0	198.0
Узбеки 	31.0	30.0
Украинцы 	706.0	706.0
Ульчи 	1.0	1.0
Финны 	11.0	11.0
Ханты 	1.0	1.0
Чеченцы 	15.0	15.0
Чуваши 	91.0	91.0
Шорцы 	1.0	1.0
Эстонцы 	2.0	2.0
Якуты 	3.0	3.0
Лица других национальностей (не перечисленных выше)	3.0	3.0
Лица, не указавшие национальность в переписном листе 	14.0	9.0
Самарская область	3239737.0	3205924.0
Абазины 	18.0	18.0
Абхазы 	85.0	84.0
Аварцы 	563.0	560.0
Арчинцы 	2.0	2.0
Агулы 	64.0	62.0
Адыгейцы 	57.0	57.0
Азербайджанцы 	15046.0	14029.0
Алеуты 	1.0	1.0
Алтайцы 	19.0	19.0
Американцы	26.0	20.0
Англичане	4.0	4.0
Арабы 	97.0	89.0
Арабы среднеазиатские 	1.0	1.0
Армяне 	21566.0	20931.0
Ассирийцы 	110.0	110.0
Балкарцы 	27.0	27.0
Башкиры 	7885.0	7748.0
Белорусы 	14082.0	14062.0
Бесермяне 	4.0	4.0
Болгары	663.0	648.0
Буряты 	44.0	43.0
Венгры 	75.0	74.0
Вепсы 	7.0	7.0
Водь 	1.0	-
Вьетнамцы 	127.0	99.0
Гагаузы	108.0	108.0
Греки 	660.0	658.0
Грузины 	3518.0	3442.0
Аджарцы 	4.0	4.0
Ингилойцы 	3.0	3.0
Мегрелы 	6.0	6.0
Сваны	1.0	1.0
Даргинцы 	281.0	276.0
Долганы 	1.0	1.0
Дунгане 	9.0	9.0
Евреи 	6384.0	6371.0
Евреи горские 	16.0	15.0
Езиды 	555.0	486.0
Ингуши 	168.0	164.0
Индийцы хиндиязычные 	13.0	12.0
Испанцы	4.0	4.0
Итальянцы	24.0	22.0
Ительмены 	1.0	1.0
Кабардинцы 	184.0	184.0
Казахи 	14918.0	14715.0
Калмыки 	159.0	158.0
Камчадалы 	1.0	1.0
Караимы 	8.0	8.0
Каракалпаки 	40.0	39.0
Карачаевцы 	32.0	32.0
Карелы 	167.0	167.0
Кеты 	3.0	3.0
Киргизы 	733.0	692.0
Китайцы 	90.0	71.0
Коми 	291.0	289.0
Коми-пермяки	348.0	348.0
Корейцы 	1462.0	1435.0
Коряки 	2.0	2.0
Крымчаки 	4.0	4.0
Кубинцы	5.0	4.0
Кумыки 	182.0	180.0
Курды 	145.0	134.0
Лакцы 	152.0	149.0
Латыши 	475.0	474.0
Латгальцы 	6.0	6.0
Лезгины 	1126.0	1107.0
Литовцы 	518.0	516.0
Манси 	18.0	18.0
Марийцы 	3889.0	3879.0
Горные марийцы 	24.0	24.0
Лугово-восточные марийцы 	114.0	113.0
Молдаване 	2364.0	2321.0
Монголы 	9.0	9.0
Мордва 	86000.0	85663.0
Мордва-мокша 	69.0	69.0
Мордва-эрзя	520.0	517.0
Нагайбаки 	1.0	1.0
Нанайцы 	2.0	2.0
Немцы 	9569.0	9522.0
Ненцы 	13.0	13.0
Нивхи	3.0	3.0
Ногайцы	43.0	42.0
Орочи 	1.0	1.0
Осетины 	891.0	875.0
Персы 	67.0	65.0
Поляки 	1263.0	1258.0
Пуштуны	13.0	13.0
Румыны 	94.0	92.0
Русины 	3.0	3.0
Русские 	2708549.0	2696030.0
Казаки 	77.0	77.0
Поморы 	7.0	7.0
Рутульцы 	14.0	12.0
Саамы 	3.0	3.0
Селькупы 	3.0	3.0
Сербы	225.0	124.0
Словаки	9.0	9.0
Табасараны 	180.0	179.0
Таджики 	4624.0	4371.0
Талыши 	32.0	30.0
Татары 	127931.0	125751.0
Астраханские татары 	2.0	2.0
Кряшены 	47.0	44.0
Татары сибирские 	3.0	3.0
Татары крымские 	23.0	23.0
Таты 	8.0	8.0
Тувинцы 	45.0	45.0
Турки 	416.0	225.0
Турки-месхетинцы	9.0	7.0
Туркмены 	583.0	562.0
Удины 	4.0	4.0
Удмурты 	1608.0	1605.0
Узбеки 	5438.0	5197.0
Уйгуры	82.0	82.0
Украинцы 	60727.0	60573.0
Финны 	104.0	103.0
Финны-ингерманландцы 	1.0	1.0
Французы	12.0	12.0
Хакасы 	32.0	32.0
Ханты 	11.0	11.0
Хемшилы 	1.0	1.0
Цахуры 	82.0	82.0
Цыгане 	5244.0	4935.0
Черкесы 	33.0	33.0
Чехи 	85.0	84.0
Чеченцы 	1193.0	1154.0
Чуванцы 	1.0	1.0
Чуваши 	101358.0	100056.0
Чукчи 	10.0	10.0
Шорцы 	10.0	10.0
Эвенки 	9.0	9.0
Эвены 	2.0	2.0
Эстонцы 	403.0	401.0
Якуты 	38.0	38.0
Японцы 	3.0	3.0
Лица других национальностей (не перечисленных выше)	502.0	401.0
Лица, не указавшие национальность в переписном листе 	22489.0	8945.0
Саратовская область	2668310.0	2650428.0
Абазины 	26.0	26.0
Абхазы 	122.0	121.0
Аварцы 	1445.0	1422.0
Андийцы 	1.0	1.0
Арчинцы 	1.0	1.0
Агулы 	489.0	473.0
Адыгейцы 	48.0	48.0
Азербайджанцы 	16417.0	15710.0
Алтайцы 	16.0	16.0
Американцы	7.0	5.0
Арабы 	67.0	66.0
Арабы среднеазиатские 	3.0	3.0
Армяне 	24976.0	24505.0
Ассирийцы 	127.0	127.0
Балкарцы 	44.0	44.0
Башкиры 	3988.0	3963.0
Белорусы 	12675.0	12661.0
Бесермяне 	2.0	2.0
Болгары	445.0	444.0
Буряты 	40.0	40.0
Венгры 	119.0	119.0
Вепсы 	5.0	5.0
Водь 	1.0	1.0
Вьетнамцы 	11.0	11.0
Гагаузы	116.0	115.0
Греки 	857.0	852.0
Греки-урумы 	1.0	1.0
Грузины 	2444.0	2421.0
Мегрелы 	2.0	2.0
Даргинцы 	813.0	795.0
Долганы 	5.0	5.0
Дунгане 	47.0	45.0
Евреи 	3428.0	3418.0
Евреи горские 	12.0	12.0
Езиды 	942.0	886.0
Ижорцы 	2.0	2.0
Ингуши 	451.0	449.0
Индийцы хиндиязычные 	2.0	2.0
Испанцы	14.0	14.0
Итальянцы	10.0	10.0
Ительмены 	1.0	1.0
Кабардинцы 	198.0	197.0
Казахи 	78320.0	77569.0
Калмыки 	234.0	233.0
Караимы 	3.0	3.0
Каракалпаки 	92.0	92.0
Карачаевцы 	223.0	220.0
Карелы 	89.0	89.0
Кеты 	1.0	1.0
Киргизы 	311.0	303.0
Китайцы 	32.0	32.0
Коми 	170.0	169.0
Коми-пермяки	337.0	336.0
Корейцы 	2533.0	2517.0
Коряки 	1.0	1.0
Крымчаки 	1.0	1.0
Кубинцы	3.0	3.0
Кумандинцы 	2.0	2.0
Кумыки 	694.0	685.0
Курды 	2268.0	2176.0
Лакцы 	345.0	342.0
Латыши 	231.0	231.0
Латгальцы 	3.0	3.0
Лезгины 	5308.0	5253.0
Литовцы 	502.0	501.0
Манси 	8.0	8.0
Марийцы 	3983.0	3973.0
Горные марийцы 	5.0	5.0
Лугово-восточные марийцы 	127.0	127.0
Молдаване 	3840.0	3825.0
Монголы 	8.0	8.0
Мордва 	16523.0	16509.0
Мордва-мокша 	79.0	79.0
Мордва-эрзя	31.0	31.0
Нанайцы 	4.0	4.0
Немцы 	12093.0	12070.0
Ненцы 	3.0	3.0
Ногайцы	443.0	434.0
Орочи 	1.0	1.0
Осетины 	673.0	668.0
Осетины-дигорцы 	1.0	1.0
Осетины-иронцы 	2.0	2.0
Персы 	29.0	29.0
Поляки 	1039.0	1035.0
Пуштуны	20.0	20.0
Румыны 	65.0	65.0
Русские 	2293129.0	2291254.0
Казаки 	210.0	210.0
Рутульцы 	274.0	264.0
Саамы 	6.0	6.0
Сербы	6.0	6.0
Словаки	2.0	2.0
Табасараны 	1276.0	1259.0
Таджики 	1468.0	1445.0
Талыши 	36.0	33.0
Татары 	57577.0	56970.0
Кряшены 	1.0	1.0
Татары сибирские 	5.0	5.0
Татары крымские 	14.0	14.0
Таты 	12.0	12.0
Тувинцы 	29.0	28.0
Турки 	304.0	268.0
Турки-месхетинцы	3.0	3.0
Туркмены 	563.0	556.0
Удины 	35.0	35.0
Удмурты 	1800.0	1798.0
Узбеки 	2140.0	2094.0
Уйгуры	35.0	35.0
Украинцы 	67257.0	67180.0
Ульта (ороки)	2.0	2.0
Ульчи 	3.0	3.0
Финны 	50.0	50.0
Финны-ингерманландцы 	1.0	1.0
Французы	8.0	7.0
