4. СРЕДНЕЕ ЧИСЛО РОЖДЕННЫХ ДЕТЕЙ ЖЕНЩИНАМИ, ИМЕЮЩИМИ РАЗЛИЧНЫЙ 								
УРОВЕНЬ ОБРАЗОВАНИЯ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
(на 1000 женщин соответствующего возраста и уровня образования, указавших число рожденных детей)								
								
	Среднее число рожденных детей	У женщин, имеющих образование						Среднее число рожденных детей женщинами, не имеющими
30 – 34 -" -	1422.0	1140.0	1191.0	1449.0	1547.0	1699.0	1309.0	564.0
35 – 39 -" -	1719.0	1414.0	1549.0	1728.0	1861.0	2116.0	1952.0	731.0
40 – 44 -" -	1904.0	1616.0	1694.0	1876.0	2018.0	2390.0	1789.0	788.0
45 – 49 -" -	1976.0	1647.0	1801.0	1902.0	2026.0	2509.0	2342.0	481.0
50 – 54 -" -	1941.0	1586.0	1722.0	1843.0	1930.0	2369.0	2590.0	1484.0
55 – 59 -" -	1879.0	1511.0	1592.0	1772.0	1855.0	2209.0	2622.0	1601.0
60 – 64 -" -	1995.0	1511.0	1573.0	1699.0	1812.0	2222.0	2639.0	2021.0
65 – 69 -" -	2129.0	1501.0	1823.0	1755.0	1845.0	2196.0	2583.0	2712.0
70 лет и более	2413.0	1556.0	1956.0	1967.0	2053.0	2317.0	2667.0	2926.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1390.0	1259.0	737.0	1441.0	1257.0	1351.0	2088.0	2380.0
15 – 17 лет	16.0	-	-	57.0	14.0	17.0	14.0	88.0
18 – 19 -" -	78.0	-	23.0	92.0	58.0	149.0	161.0	325.0
20 – 24 -" -	406.0	253.0	177.0	440.0	437.0	621.0	543.0	528.0
25 – 29 -" -	912.0	666.0	746.0	951.0	1016.0	1127.0	1208.0	637.0
30 – 34 -" -	1289.0	1089.0	1111.0	1349.0	1383.0	1401.0	1076.0	989.0
35 – 39 -" -	1570.0	1350.0	1457.0	1606.0	1681.0	1817.0	1725.0	1361.0
40 – 44 -" -	1749.0	1561.0	1659.0	1757.0	1850.0	1975.0	1409.0	1309.0
45 – 49 -" -	1812.0	1587.0	1759.0	1796.0	1885.0	2136.0	1941.0	515.0
50 – 54 -" -	1764.0	1526.0	1658.0	1734.0	1808.0	2013.0	1964.0	2163.0
55 – 59 -" -	1698.0	1435.0	1525.0	1682.0	1754.0	1914.0	1969.0	1422.0
60 – 64 -" -	1724.0	1465.0	1533.0	1618.0	1700.0	1892.0	1996.0	1371.0
65 – 69 -" -	1834.0	1446.0	1652.0	1650.0	1730.0	1953.0	2087.0	2310.0
70 лет и более	2117.0	1512.0	1737.0	1836.0	1938.0	2120.0	2302.0	2659.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2148.0	1785.0	1388.0	1909.0	1836.0	2077.0	3086.0	2768.0
15 – 17 лет	19.0	-	-	69.0	33.0	19.0	7.0	0.0
18 – 19 -" -	180.0	-	67.0	106.0	136.0	286.0	367.0	111.0
20 – 24 -" -	666.0	317.0	254.0	521.0	692.0	923.0	729.0	124.0
25 – 29 -" -	1360.0	947.0	912.0	1251.0	1394.0	1665.0	1247.0	155.0
30 – 34 -" -	1878.0	1564.0	1720.0	1789.0	2001.0	2163.0	1679.0	228.0
35 – 39 -" -	2180.0	1830.0	2054.0	2110.0	2294.0	2536.0	2185.0	223.0
40 – 44 -" -	2394.0	1995.0	1886.0	2278.0	2458.0	2913.0	2173.0	239.0
45 – 49 -" -	2547.0	2074.0	2030.0	2363.0	2516.0	3013.0	2693.0	458.0
50 – 54 -" -	2618.0	2032.0	2144.0	2355.0	2530.0	3011.0	3202.0	727.0
55 – 59 -" -	2659.0	2107.0	2132.0	2343.0	2492.0	2894.0	3283.0	1684.0
60 – 64 -" -	2949.0	2019.0	2310.0	2278.0	2544.0	3082.0	3360.0	2431.0
65 – 69 -" -	3061.0	2067.0	2605.0	2429.0	2641.0	3071.0	3312.0	3039.0
70 лет и более	3197.0	2198.0	2686.0	2730.0	3021.0	3125.0	3298.0	3217.0
Коми–Пермяцкий автономный округ								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	2204.0	1744.0	1759.0	1963.0	1773.0	2076.0	3404.0	3035.0
15 – 17 лет	15.0	-	-	95.0	29.0	13.0	8.0	0.0
18 – 19 -" -	148.0	-	0.0	111.0	123.0	218.0	185.0	0.0
20 – 24 -" -	706.0	380.0	418.0	570.0	754.0	983.0	667.0	87.0
25 – 29 -" -	1400.0	876.0	949.0	1328.0	1489.0	1723.0	1487.0	80.0
30 – 34 -" -	1832.0	1340.0	1494.0	1791.0	2000.0	2174.0	1640.0	143.0
35 – 39 -" -	2155.0	1714.0	1914.0	2088.0	2335.0	2572.0	2207.0	750.0
40 – 44 -" -	2401.0	1946.0	2229.0	2274.0	2502.0	2998.0	2900.0	273.0
45 – 49 -" -	2612.0	2038.0	2294.0	2446.0	2616.0	3110.0	2982.0	381.0
50 – 54 -" -	2698.0	2028.0	1938.0	2473.0	2642.0	3204.0	3500.0	1444.0
55 – 59 -" -	2761.0	2122.0	2462.0	2482.0	2484.0	3233.0	3340.0	1571.0
60 – 64 -" -	3181.0	2016.0	1636.0	2490.0	2620.0	3366.0	3786.0	3038.0
65 – 69 -" -	3379.0	1927.0	2550.0	2618.0	2833.0	3474.0	3751.0	3385.0
70 лет и более	3380.0	2190.0	2985.0	2940.0	2969.0	3327.0	3536.0	3337.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1546.0	1520.0	1415.0	1704.0	1212.0	1194.0	2481.0	2636.0
15 – 17 лет	10.0	-	-	0.0	12.0	10.0	0.0	0.0
18 – 19 -" -	65.0	-	0.0	133.0	53.0	46.0	0.0	0.0
20 – 24 -" -	513.0	298.0	264.0	539.0	526.0	616.0	667.0	0.0
25 – 29 -" -	1103.0	800.0	844.0	1168.0	1202.0	1214.0	1000.0	0.0
30 – 34 -" -	1460.0	1149.0	1371.0	1534.0	1556.0	1481.0	1500.0	0.0
35 – 39 -" -	1779.0	1496.0	1677.0	1808.0	1986.0	1937.0	1667.0	500.0
40 – 44 -" -	2023.0	1720.0	2040.0	2029.0	2196.0	2362.0	2400.0	0.0
45 – 49 -" -	2176.0	1826.0	2067.0	2224.0	2176.0	2500.0	2467.0	0.0
50 – 54 -" -	2122.0	1790.0	1667.0	2124.0	2211.0	2433.0	2000.0	-
55 – 59 -" -	2134.0	1889.0	1500.0	2089.0	2013.0	2486.0	2114.0	-
60 – 64 -" -	2249.0	1824.0	1000.0	2099.0	2146.0	2519.0	2694.0	4000.0
65 – 69 -" -	2421.0	1793.0	2429.0	2291.0	2250.0	2716.0	2585.0	2294.0
70 лет и более	2625.0	2047.0	2491.0	2609.0	2299.0	2634.0	2692.0	2833.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2468.0	1956.0	2053.0	2098.0	2023.0	2371.0	3559.0	3087.0
15 – 17 лет	20.0	-	-	133.0	61.0	16.0	10.0	0.0
18 – 19 -" -	219.0	-	0.0	95.0	213.0	310.0	192.0	0.0
20 – 24 -" -	798.0	514.0	600.0	590.0	850.0	1057.0	667.0	91.0
25 – 29 -" -	1521.0	1000.0	1021.0	1418.0	1555.0	1801.0	1576.0	87.0
30 – 34 -" -	1968.0	1500.0	1595.0	1899.0	2102.0	2280.0	1652.0	154.0
35 – 39 -" -	2294.0	1881.0	2103.0	2202.0	2424.0	2681.0	2269.0	786.0
40 – 44 -" -	2546.0	2124.0	2435.0	2386.0	2590.0	3091.0	2956.0	286.0
45 – 49 -" -	2785.0	2217.0	2474.0	2560.0	2789.0	3213.0	3063.0	400.0
50 – 54 -" -	2933.0	2213.0	2176.0	2652.0	2822.0	3367.0	3872.0	1444.0
55 – 59 -" -	3061.0	2318.0	2889.0	2730.0	2745.0	3485.0	3586.0	1571.0
60 – 64 -" -	3487.0	2278.0	2400.0	2793.0	2890.0	3569.0	3908.0	2938.0
65 – 69 -" -	3666.0	2138.0	2615.0	2848.0	3181.0	3712.0	3936.0	3497.0
70 лет и более	3571.0	2361.0	3325.0	3132.0	3421.0	3579.0	3688.0	3410.0
Самарская  область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1411.0	1239.0	669.0	1443.0	1279.0	1384.0	2221.0	2644.0
15 – 17 лет	14.0	-	-	26.0	14.0	13.0	16.0	43.0
18 – 19 -" -	69.0	-	27.0	94.0	52.0	148.0	272.0	341.0
20 – 24 -" -	369.0	268.0	178.0	427.0	396.0	616.0	811.0	380.0
25 – 29 -" -	893.0	675.0	744.0	950.0	1010.0	1108.0	976.0	1207.0
30 – 34 -" -	1263.0	1077.0	1134.0	1315.0	1375.0	1493.0	1313.0	1081.0
35 – 39 -" -	1539.0	1326.0	1391.0	1574.0	1702.0	1768.0	1848.0	2105.0
40 – 44 -" -	1708.0	1511.0	1647.0	1722.0	1835.0	2024.0	1934.0	1427.0
45 – 49 -" -	1748.0	1550.0	1592.0	1734.0	1854.0	2079.0	2162.0	2263.0
50 – 54 -" -	1737.0	1519.0	1587.0	1711.0	1785.0	2066.0	2269.0	1929.0
55 – 59 -" -	1714.0	1444.0	1616.0	1652.0	1722.0	2033.0	2385.0	2625.0
60 – 64 -" -	1802.0	1456.0	1542.0	1634.0	1737.0	1995.0	2311.0	2493.0
65 – 69 -" -	1870.0	1471.0	1732.0	1668.0	1757.0	1977.0	2242.0	2838.0
70 лет и более	2125.0	1551.0	1858.0	1796.0	1811.0	2045.0	2357.0	2864.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1298.0	1205.0	627.0	1384.0	1194.0	1237.0	1939.0	2378.0
15 – 17 лет	12.0	-	-	24.0	13.0	12.0	13.0	61.0
18 – 19 -" -	57.0	-	27.0	85.0	44.0	124.0	217.0	337.0
20 – 24 -" -	334.0	263.0	169.0	404.0	357.0	535.0	827.0	432.0
25 – 29 -" -	833.0	661.0	729.0	902.0	932.0	990.0	934.0	1372.0
30 – 34 -" -	1181.0	1049.0	1105.0	1238.0	1268.0	1278.0	1090.0	1615.0
35 – 39 -" -	1442.0	1287.0	1372.0	1495.0	1557.0	1549.0	1817.0	2127.0
40 – 44 -" -	1619.0	1471.0	1599.0	1647.0	1717.0	1819.0	1797.0	1900.0
45 – 49 -" -	1662.0	1522.0	1544.0	1673.0	1754.0	1796.0	1827.0	2685.0
50 – 54 -" -	1647.0	1487.0	1544.0	1652.0	1714.0	1834.0	1602.0	1614.0
55 – 59 -" -	1592.0	1411.0	1501.0	1591.0	1642.0	1805.0	1881.0	1524.0
60 – 64 -" -	1631.0	1428.0	1475.0	1577.0	1650.0	1766.0	1856.0	2280.0
65 – 69 -" -	1692.0	1426.0	1662.0	1606.0	1690.0	1798.0	1909.0	2311.0
70 лет и более	1928.0	1508.0	1813.0	1731.0	1765.0	1922.0	2107.0	2573.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1907.0	1625.0	1125.0	1728.0	1677.0	1803.0	2706.0	2934.0
15 – 17 лет	20.0	-	-	44.0	24.0	18.0	24.0	0.0
18 – 19 -" -	138.0	-	20.0	136.0	108.0	210.0	376.0	346.0
20 – 24 -" -	569.0	356.0	332.0	530.0	584.0	791.0	786.0	320.0
25 – 29 -" -	1212.0	896.0	951.0	1185.0	1297.0	1384.0	1042.0	862.0
30 – 34 -" -	1651.0	1418.0	1407.0	1635.0	1735.0	1882.0	1652.0	425.0
35 – 39 -" -	1932.0	1717.0	1523.0	1873.0	2084.0	2131.0	1913.0	2063.0
40 – 44 -" -	2091.0	1881.0	1962.0	2037.0	2203.0	2357.0	2137.0	897.0
45 – 49 -" -	2166.0	1828.0	1909.0	2036.0	2282.0	2548.0	2539.0	1385.0
50 – 54 -" -	2208.0	1855.0	1862.0	2040.0	2230.0	2535.0	2861.0	2343.0
55 – 59 -" -	2316.0	1854.0	2366.0	2041.0	2243.0	2511.0	2832.0	3371.0
60 – 64 -" -	2425.0	1770.0	1869.0	1998.0	2242.0	2535.0	2775.0	2654.0
65 – 69 -" -	2517.0	2024.0	2000.0	2075.0	2164.0	2560.0	2745.0	3123.0
70 лет и более	2773.0	2074.0	2122.0	2218.0	2195.0	2661.0	2869.0	3189.0
Саратовская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1490.0	1301.0	769.0	1487.0	1352.0	1514.0	2270.0	2616.0
15 – 17 лет	13.0	-	-	53.0	15.0	13.0	3.0	0.0
18 – 19 -" -	88.0	-	32.0	113.0	63.0	208.0	286.0	93.0
20 – 24 -" -	450.0	342.0	192.0	476.0	481.0	769.0	812.0	199.0
25 – 29 -" -	1005.0	742.0	838.0	1018.0	1164.0	1269.0	1469.0	481.0
30 – 34 -" -	1357.0	1133.0	1166.0	1359.0	1505.0	1687.0	1800.0	1209.0
35 – 39 -" -	1644.0	1383.0	1491.0	1649.0	1821.0	2096.0	1763.0	846.0
40 – 44 -" -	1787.0	1505.0	1620.0	1782.0	1933.0	2302.0	2362.0	815.0
45 – 49 -" -	1836.0	1587.0	1703.0	1802.0	1912.0	2337.0	2584.0	917.0
50 – 54 -" -	1803.0	1550.0	1645.0	1741.0	1841.0	2234.0	2432.0	1795.0
55 – 59 -" -	1775.0	1493.0	1586.0	1662.0	1748.0	2075.0	2648.0	1693.0
60 – 64 -" -	1855.0	1453.0	1630.0	1648.0	1760.0	2030.0	2404.0	2878.0
65 – 69 -" -	1928.0	1484.0	1548.0	1695.0	1797.0	2000.0	2376.0	3001.0
70 лет и более	2110.0	1501.0	1796.0	1824.0	1893.0	2059.0	2303.0	2801.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1336.0	1256.0	720.0	1409.0	1218.0	1300.0	1944.0	2378.0
15 – 17 лет	12.0	-	-	61.0	14.0	10.0	2.0	0.0
18 – 19 -" -	68.0	-	28.0	113.0	49.0	149.0	227.0	0.0
20 – 24 -" -	391.0	333.0	183.0	454.0	411.0	635.0	620.0	352.0
25 – 29 -" -	904.0	718.0	808.0	952.0	1046.0	1041.0	1018.0	867.0
30 – 34 -" -	1230.0	1086.0	1108.0	1267.0	1338.0	1384.0	1369.0	1490.0
35 – 39 -" -	1496.0	1331.0	1449.0	1545.0	1609.0	1725.0	1624.0	333.0
40 – 44 -" -	1635.0	1456.0	1544.0	1689.0	1734.0	1835.0	1952.0	938.0
45 – 49 -" -	1684.0	1533.0	1611.0	1702.0	1759.0	1913.0	2223.0	1000.0
50 – 54 -" -	1652.0	1499.0	1614.0	1657.0	1712.0	1880.0	1581.0	1078.0
55 – 59 -" -	1609.0	1452.0	1506.0	1587.0	1656.0	1792.0	1951.0	1795.0
60 – 64 -" -	1638.0	1420.0	1568.0	1579.0	1654.0	1769.0	1881.0	2372.0
65 – 69 -" -	1693.0	1441.0	1529.0	1613.0	1673.0	1805.0	1931.0	2003.0
70 лет и более	1907.0	1469.0	1738.0	1752.0	1813.0	1919.0	2054.0	2581.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1951.0	1680.0	1146.0	1793.0	1739.0	1886.0	2671.0	2818.0
15 – 17 лет	19.0	-	-	0.0	25.0	19.0	5.0	0.0
18 – 19 -" -	166.0	-	70.0	110.0	124.0	306.0	314.0	151.0
20 – 24 -" -	659.0	445.0	276.0	563.0	669.0	910.0	918.0	84.0
25 – 29 -" -	1338.0	1000.0	1081.0	1270.0	1404.0	1506.0	1948.0	164.0
30 – 34 -" -	1740.0	1475.0	1545.0	1658.0	1821.0	2026.0	2265.0	1047.0
35 – 39 -" -	2066.0	1747.0	1752.0	1968.0	2191.0	2433.0	1882.0	1074.0
40 – 44 -" -	2232.0	1843.0	1990.0	2094.0	2329.0	2663.0	2682.0	636.0
45 – 49 -" -	2321.0	1980.0	2224.0	2173.0	2334.0	2723.0	2806.0	881.0
50 – 54 -" -	2334.0	1944.0	1825.0	2121.0	2298.0	2656.0	3045.0	2784.0
55 – 59 -" -	2361.0	1859.0	2230.0	2098.0	2143.0	2498.0	3017.0	1640.0
60 – 64 -" -	2431.0	1810.0	1960.0	2042.0	2185.0	2442.0	2813.0	3074.0
65 – 69 -" -	2537.0	1917.0	1719.0	2119.0	2271.0	2446.0	2803.0	3535.0
70 лет и более	2623.0	1855.0	2094.0	2267.0	2354.0	2524.0	2681.0	3008.0
Ульяновская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1548.0	1332.0	765.0	1475.0	1384.0	1485.0	2435.0	2628.0
15 – 17 лет	9.0	-	0.0	0.0	10.0	7.0	9.0	308.0
18 – 19 -" -	74.0	0.0	35.0	72.0	54.0	163.0	286.0	354.0
20 – 24 -" -	410.0	262.0	154.0	438.0	441.0	668.0	676.0	800.0
25 – 29 -" -	980.0	706.0	761.0	988.0	1116.0	1239.0	800.0	1532.0
30 – 34 -" -	1355.0	1132.0	1123.0	1351.0	1508.0	1604.0	1490.0	969.0
35 – 39 -" -	1621.0	1382.0	1438.0	1606.0	1769.0	1984.0	1933.0	1868.0
40 – 44 -" -	1790.0	1557.0	1727.0	1763.0	1918.0	2178.0	2141.0	1462.0
45 – 49 -" -	1851.0	1632.0	1686.0	1813.0	1908.0	2205.0	2235.0	2474.0
50 – 54 -" -	1826.0	1578.0	1635.0	1733.0	1884.0	2159.0	2381.0	2379.0
55 – 59 -" -	1839.0	1579.0	1668.0	1694.0	1833.0	2152.0	2331.0	2115.0
60 – 64 -" -	1972.0	1585.0	1767.0	1716.0	1869.0	2160.0	2301.0	1875.0
65 – 69 -" -	2094.0	1558.0	1873.0	1761.0	1885.0	2160.0	2420.0	2288.0
70 лет и более	2377.0	1623.0	2094.0	1914.0	2016.0	2215.0	2576.0	2835.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1369.0	1280.0	682.0	1407.0	1240.0	1265.0	2081.0	2566.0
15 – 17 лет	8.0	-	0.0	0.0	7.0	7.0	4.0	357.0
18 – 19 -" -	60.0	0.0	34.0	76.0	44.0	113.0	174.0	500.0
20 – 24 -" -	361.0	263.0	149.0	414.0	376.0	566.0	800.0	1103.0
25 – 29 -" -	878.0	685.0	745.0	920.0	969.0	1011.0	648.0	2053.0
30 – 34 -" -	1235.0	1071.0	1060.0	1255.0	1354.0	1362.0	1267.0	1358.0
35 – 39 -" -	1503.0	1318.0	1358.0	1530.0	1609.0	1676.0	1458.0	2426.0
40 – 44 -" -	1680.0	1504.0	1712.0	1691.0	1777.0	1854.0	2000.0	2324.0
45 – 49 -" -	1741.0	1577.0	1647.0	1745.0	1790.0	1956.0	1939.0	3746.0
50 – 54 -" -	1697.0	1527.0	1558.0	1666.0	1754.0	1924.0	1772.0	3759.0
55 – 59 -" -	1668.0	1529.0	1494.0	1625.0	1711.0	1849.0	1824.0	3750.0
60 – 64 -" -	1740.0	1551.0	1640.0	1647.0	1718.0	1883.0	1890.0	1840.0
65 – 69 -" -	1833.0	1496.0	1804.0	1688.0	1774.0	1966.0	1997.0	2249.0
70 лет и более	2094.0	1583.0	1901.0	1819.0	1921.0	2025.0	2261.0	2718.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2053.0	1738.0	1410.0	1766.0	1799.0	1911.0	2773.0	2673.0
15 – 17 лет	12.0	-	-	0.0	27.0	7.0	20.0	250.0
18 – 19 -" -	143.0	-	46.0	54.0	113.0	297.0	364.0	0.0
20 – 24 -" -	611.0	257.0	225.0	548.0	642.0	826.0	591.0	250.0
25 – 29 -" -	1350.0	940.0	910.0	1288.0	1431.0	1560.0	1000.0	444.0
30 – 34 -" -	1737.0	1540.0	1593.0	1690.0	1816.0	1966.0	1722.0	563.0
35 – 39 -" -	1989.0	1785.0	1962.0	1883.0	2089.0	2338.0	2400.0	1273.0
40 – 44 -" -	2147.0	1931.0	1792.0	2046.0	2227.0	2534.0	2245.0	459.0
45 – 49 -" -	2213.0	2018.0	1953.0	2117.0	2210.0	2493.0	2415.0	1063.0
50 – 54 -" -	2267.0	1976.0	1884.0	2057.0	2286.0	2505.0	2737.0	216.0
55 – 59 -" -	2363.0	1911.0	2359.0	2084.0	2309.0	2565.0	2636.0	714.0
60 – 64 -" -	2470.0	1872.0	2043.0	2057.0	2351.0	2604.0	2604.0	1895.0
65 – 69 -" -	2578.0	1983.0	2159.0	2090.0	2302.0	2524.0	2799.0	2314.0
70 лет и более	2839.0	1993.0	2599.0	2351.0	2558.0	2786.0	2899.0	2918.0
Уральский федеральный округ								
Курганская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1686.0	1414.0	781.0	1597.0	1502.0	1645.0	2455.0	2751.0
15 – 17 лет	13.0	-	-	122.0	9.0	13.0	16.0	0.0
18 – 19 -" -	108.0	-	36.0	107.0	65.0	202.0	391.0	131.0
20 – 24 -" -	515.0	315.0	157.0	484.0	538.0	855.0	711.0	444.0
25 – 29 -" -	1092.0	758.0	892.0	1036.0	1245.0	1388.0	1145.0	1053.0
30 – 34 -" -	1500.0	1171.0	1233.0	1485.0	1670.0	1825.0	1841.0	810.0
35 – 39 -" -	1800.0	1472.0	1699.0	1778.0	1960.0	2228.0	2117.0	949.0
40 – 44 -" -	1985.0	1683.0	1837.0	1926.0	2107.0	2529.0	2136.0	915.0
45 – 49 -" -	2066.0	1721.0	1829.0	1982.0	2143.0	2571.0	2409.0	290.0
50 – 54 -" -	2013.0	1701.0	1822.0	1881.0	2026.0	2423.0	2705.0	1554.0
55 – 59 -" -	2005.0	1654.0	1878.0	1809.0	1873.0	2393.0	2733.0	2652.0
60 – 64 -" -	2184.0	1618.0	1906.0	1768.0	2039.0	2312.0	2756.0	2857.0
65 – 69 -" -	2267.0	1583.0	1736.0	1894.0	1947.0	2254.0	2651.0	2979.0
70 лет и более	2487.0	1689.0	1933.0	2015.0	2143.0	2276.0	2667.0	2919.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1412.0	1321.0	687.0	1456.0	1257.0	1326.0	2038.0	2505.0
15 – 17 лет	10.0	-	-	154.0	8.0	10.0	6.0	0.0
18 – 19 -" -	71.0	-	14.0	104.0	56.0	107.0	190.0	160.0
20 – 24 -" -	414.0	295.0	160.0	444.0	439.0	661.0	674.0	800.0
25 – 29 -" -	935.0	713.0	868.0	957.0	1043.0	1122.0	822.0	1000.0
30 – 34 -" -	1295.0	1086.0	1183.0	1324.0	1447.0	1410.0	1467.0	1645.0
35 – 39 -" -	1588.0	1380.0	1586.0	1611.0	1707.0	1886.0	1750.0	1500.0
40 – 44 -" -	1760.0	1590.0	1829.0	1768.0	1842.0	2034.0	1341.0	1410.0
45 – 49 -" -	1840.0	1637.0	1698.0	1843.0	1901.0	2140.0	1780.0	0.0
50 – 54 -" -	1765.0	1631.0	1649.0	1729.0	1793.0	1993.0	2101.0	1833.0
55 – 59 -" -	1698.0	1558.0	1758.0	1660.0	1695.0	1887.0	1878.0	2897.0
60 – 64 -" -	1790.0	1521.0	1858.0	1640.0	1809.0	1922.0	2089.0	2648.0
65 – 69 -" -	1844.0	1494.0	1610.0	1757.0	1765.0	1885.0	2065.0	2304.0
70 лет и более	2123.0	1628.0	1759.0	1843.0	1993.0	2069.0	2259.0	2686.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2072.0	1719.0	1108.0	1875.0	1859.0	1962.0	2707.0	2859.0
15 – 17 лет	17.0	-	-	0.0	9.0	16.0	21.0	0.0
18 – 19 -" -	181.0	-	172.0	113.0	87.0	309.0	417.0	111.0
20 – 24 -" -	698.0	408.0	146.0	572.0	707.0	987.0	723.0	0.0
25 – 29 -" -	1371.0	996.0	981.0	1228.0	1469.0	1575.0	1286.0	1073.0
30 – 34 -" -	1819.0	1484.0	1432.0	1753.0	1909.0	2090.0	2137.0	0.0
35 – 39 -" -	2083.0	1716.0	1908.0	2043.0	2177.0	2400.0	2224.0	682.0
40 – 44 -" -	2291.0	1920.0	1856.0	2183.0	2372.0	2784.0	2552.0	703.0
45 – 49 -" -	2402.0	1964.0	2174.0	2237.0	2453.0	2830.0	2692.0	351.0
50 – 54 -" -	2413.0	1923.0	2532.0	2197.0	2399.0	2738.0	3019.0	1344.0
55 – 59 -" -	2499.0	1943.0	2062.0	2164.0	2286.0	2813.0	3023.0	2296.0
60 – 64 -" -	2670.0	1909.0	1965.0	2130.0	2469.0	2692.0	3046.0	2942.0
65 – 69 -" -	2750.0	1913.0	2000.0	2224.0	2319.0	2678.0	2998.0	3187.0
70 лет и более	2857.0	1950.0	2214.0	2406.0	2586.0	2632.0	2952.0	3022.0
Свердловская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1468.0	1284.0	751.0	1483.0	1338.0	1477.0	2184.0	2503.0
15 – 17 лет	25.0	-	-	25.0	26.0	24.0	30.0	33.0
18 – 19 -" -	100.0	-	42.0	94.0	78.0	197.0	315.0	113.0
20 – 24 -" -	425.0	269.0	194.0	428.0	459.0	688.0	594.0	266.0
25 – 29 -" -	955.0	653.0	772.0	973.0	1082.0	1233.0	1161.0	626.0
30 – 34 -" -	1341.0	1118.0	1168.0	1355.0	1453.0	1630.0	1568.0	902.0
35 – 39 -" -	1641.0	1391.0	1494.0	1641.0	1795.0	1974.0	1783.0	907.0
40 – 44 -" -	1822.0	1589.0	1669.0	1801.0	1939.0	2232.0	1880.0	622.0
45 – 49 -" -	1880.0	1613.0	1677.0	1834.0	1960.0	2330.0	2257.0	874.0
50 – 54 -" -	1829.0	1578.0	1728.0	1762.0	1876.0	2207.0	2243.0	986.0
55 – 59 -" -	1763.0	1501.0	1665.0	1685.0	1777.0	2097.0	2244.0	1745.0
60 – 64 -" -	1807.0	1444.0	1408.0	1633.0	1759.0	2011.0	2269.0	2034.0
65 – 69 -" -	1889.0	1486.0	1699.0	1641.0	1748.0	1983.0	2270.0	2425.0
70 лет и более	2167.0	1497.0	1810.0	1811.0	1888.0	2135.0	2375.0	2795.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1398.0	1264.0	726.0	1450.0	1287.0	1375.0	2029.0	2383.0
15 – 17 лет	24.0	-	-	24.0	25.0	23.0	27.0	50.0
18 – 19 -" -	88.0	-	40.0	90.0	72.0	172.0	242.0	87.0
20 – 24 -" -	403.0	268.0	190.0	424.0	436.0	643.0	568.0	307.0
25 – 29 -" -	915.0	650.0	761.0	954.0	1045.0	1122.0	1058.0	684.0
30 – 34 -" -	1289.0	1103.0	1151.0	1320.0	1389.0	1487.0	1362.0	1045.0
35 – 39 -" -	1576.0	1368.0	1450.0	1601.0	1720.0	1758.0	1654.0	833.0
40 – 44 -" -	1751.0	1565.0	1648.0	1755.0	1858.0	1994.0	1602.0	700.0
45 – 49 -" -	1811.0	1591.0	1633.0	1795.0	1900.0	2113.0	1995.0	925.0
50 – 54 -" -	1764.0	1555.0	1717.0	1723.0	1832.0	2054.0	1883.0	1113.0
55 – 59 -" -	1695.0	1486.0	1627.0	1651.0	1743.0	1962.0	1871.0	1903.0
60 – 64 -" -	1713.0	1428.0	1408.0	1605.0	1720.0	1890.0	2023.0	1742.0
65 – 69 -" -	1782.0	1467.0	1617.0	1607.0	1714.0	1891.0	2065.0	2235.0
70 лет и более	2051.0	1486.0	1752.0	1772.0	1854.0	2057.0	2233.0	2649.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	2022.0	1704.0	1275.0	1830.0	1774.0	1975.0	2709.0	2799.0
15 – 17 лет	36.0	-	-	36.0	47.0	33.0	43.0	0.0
18 – 19 -" -	207.0	-	105.0	131.0	150.0	310.0	422.0	163.0
20 – 24 -" -	626.0	301.0	289.0	471.0	654.0	849.0	638.0	198.0
25 – 29 -" -	1332.0	751.0	1026.0	1198.0	1350.0	1628.0	1353.0	478.0
30 – 34 -" -	1805.0	1471.0	1531.0	1696.0	1903.0	2076.0	2093.0	536.0
35 – 39 -" -	2146.0	1852.0	2071.0	2009.0	2212.0	2540.0	2089.0	1132.0
