7. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ И ПОЛУ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ									
									
									
	Городское и сельское			Городское население			Сельское население		
70 и более	6.0	4.0	2.0	3.0	1.0	2.0	3.0	3.0	-
возраст не указан	-	-	-	-	-	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	117.0	76.0	41.0	41.0	25.0	16.0	76.0	51.0	25.0
трудоспособном	187.0	126.0	61.0	77.0	51.0	26.0	110.0	75.0	35.0
старше трудоспособного	23.0	15.0	8.0	8.0	4.0	4.0	15.0	11.0	4.0
Медианный возраст	   23,0	   24,2	   22,6	   23,0	   22,0	   27,0	   22,9	   25,2	   22,3
Приволжский федеральный округ									
Республика Башкортостан									
Русские	1490715.0	688023.0	802692.0	1232289.0	564533.0	667756.0	258426.0	123490.0	134936.0
 в том числе в возрасте, лет:									
0 - 4	72909.0	36896.0	36013.0	58077.0	29378.0	28699.0	14832.0	7518.0	7314.0
5 - 9	75710.0	38560.0	37150.0	59954.0	30624.0	29330.0	15756.0	7936.0	7820.0
10 - 14	115676.0	58744.0	56932.0	91871.0	46531.0	45340.0	23805.0	12213.0	11592.0
15 - 17	85919.0	43586.0	42333.0	70913.0	35624.0	35289.0	15006.0	7962.0	7044.0
18 - 19	51813.0	24858.0	26955.0	44509.0	21212.0	23297.0	7304.0	3646.0	3658.0
20 - 24	116554.0	56332.0	60222.0	99912.0	48141.0	51771.0	16642.0	8191.0	8451.0
25 - 29	107467.0	53480.0	53987.0	91908.0	45696.0	46212.0	15559.0	7784.0	7775.0
30 - 34	94823.0	47148.0	47675.0	80263.0	39634.0	40629.0	14560.0	7514.0	7046.0
35 - 39	97437.0	48182.0	49255.0	80750.0	39373.0	41377.0	16687.0	8809.0	7878.0
40 - 44	124725.0	61209.0	63516.0	103403.0	49796.0	53607.0	21322.0	11413.0	9909.0
45 - 49	116656.0	55481.0	61175.0	98103.0	45764.0	52339.0	18553.0	9717.0	8836.0
50 - 54	102021.0	46826.0	55195.0	86666.0	39163.0	47503.0	15355.0	7663.0	7692.0
55 - 59	51740.0	22674.0	29066.0	44481.0	19279.0	25202.0	7259.0	3395.0	3864.0
60 - 64	78487.0	31187.0	47300.0	64139.0	25153.0	38986.0	14348.0	6034.0	8314.0
65 - 69	67685.0	25370.0	42315.0	53996.0	19870.0	34126.0	13689.0	5500.0	8189.0
70 и более	130951.0	37432.0	93519.0	103217.0	29243.0	73974.0	27734.0	8189.0	19545.0
возраст не указан	142.0	58.0	84.0	127.0	52.0	75.0	15.0	6.0	9.0
Из общей численности - население в возрасте:									
моложе трудоспособного	294315.0	149408.0	144907.0	234274.0	118872.0	115402.0	60041.0	30536.0	29505.0
трудоспособном	890069.0	444568.0	445501.0	751334.0	371343.0	379991.0	138735.0	73225.0	65510.0
старше трудоспособного	306189.0	93989.0	212200.0	246554.0	74266.0	172288.0	59635.0	19723.0	39912.0
Медианный возраст	   36,4	   33,2	   39,2	   36,2	   33,0	   39,1	   36,9	   34,3	   39,4
Башкиры	1221302.0	575862.0	645440.0	517636.0	239035.0	278601.0	703666.0	336827.0	366839.0
 в том числе в возрасте, лет:									
0 - 4	70808.0	35710.0	35098.0	26062.0	13035.0	13027.0	44746.0	22675.0	22071.0
5 - 9	80135.0	40723.0	39412.0	29600.0	15008.0	14592.0	50535.0	25715.0	24820.0
10 - 14	117753.0	59776.0	57977.0	47450.0	24240.0	23210.0	70303.0	35536.0	34767.0
15 - 17	78053.0	39756.0	38297.0	39852.0	19370.0	20482.0	38201.0	20386.0	17815.0
18 - 19	41123.0	19161.0	21962.0	25238.0	11036.0	14202.0	15885.0	8125.0	7760.0
20 - 24	85531.0	40772.0	44759.0	45204.0	20790.0	24414.0	40327.0	19982.0	20345.0
25 - 29	78167.0	38358.0	39809.0	37190.0	17669.0	19521.0	40977.0	20689.0	20288.0
30 - 34	82626.0	41340.0	41286.0	35364.0	16704.0	18660.0	47262.0	24636.0	22626.0
35 - 39	100662.0	50044.0	50618.0	43432.0	19864.0	23568.0	57230.0	30180.0	27050.0
40 - 44	111528.0	55677.0	55851.0	50434.0	23313.0	27121.0	61094.0	32364.0	28730.0
45 - 49	83036.0	40230.0	42806.0	38349.0	17630.0	20719.0	44687.0	22600.0	22087.0
50 - 54	59770.0	28030.0	31740.0	27388.0	12329.0	15059.0	32382.0	15701.0	16681.0
55 - 59	28568.0	12688.0	15880.0	12629.0	5628.0	7001.0	15939.0	7060.0	8879.0
60 - 64	55860.0	23255.0	32605.0	19246.0	8051.0	11195.0	36614.0	15204.0	21410.0
65 - 69	52631.0	20990.0	31641.0	15536.0	6195.0	9341.0	37095.0	14795.0	22300.0
70 и более	94926.0	29295.0	65631.0	24598.0	8141.0	16457.0	70328.0	21154.0	49174.0
возраст не указан	125.0	57.0	68.0	64.0	32.0	32.0	61.0	25.0	36.0
Из общей численности - население в возрасте:									
моложе трудоспособного	296583.0	150487.0	146096.0	115961.0	58779.0	57182.0	180622.0	91708.0	88914.0
трудоспособном	705297.0	351778.0	353519.0	335230.0	157837.0	177393.0	370067.0	193941.0	176126.0
старше трудоспособного	219297.0	73540.0	145757.0	66381.0	22387.0	43994.0	152916.0	51153.0	101763.0
Медианный возраст	   33,7	   31,8	   35,4	   31,2	   29,5	   32,7	   35,3	   33,3	   37,5
Татары	990702.0	465217.0	525485.0	663891.0	306714.0	357177.0	326811.0	158503.0	168308.0
 в том числе в возрасте, лет:									
0 - 4	47176.0	24136.0	23040.0	29907.0	15278.0	14629.0	17269.0	8858.0	8411.0
5 - 9	53638.0	27259.0	26379.0	33469.0	17043.0	16426.0	20169.0	10216.0	9953.0
10 - 14	83007.0	42337.0	40670.0	53485.0	27277.0	26208.0	29522.0	15060.0	14462.0
15 - 17	59587.0	30259.0	29328.0	42488.0	21156.0	21332.0	17099.0	9103.0	7996.0
18 - 19	34456.0	16173.0	18283.0	27180.0	12393.0	14787.0	7276.0	3780.0	3496.0
20 - 24	70629.0	33581.0	37048.0	53140.0	24821.0	28319.0	17489.0	8760.0	8729.0
25 - 29	64217.0	31487.0	32730.0	46021.0	22401.0	23620.0	18196.0	9086.0	9110.0
30 - 34	66145.0	32361.0	33784.0	44923.0	21405.0	23518.0	21222.0	10956.0	10266.0
35 - 39	82900.0	40343.0	42557.0	55902.0	26136.0	29766.0	26998.0	14207.0	12791.0
40 - 44	99085.0	47875.0	51210.0	68255.0	31700.0	36555.0	30830.0	16175.0	14655.0
45 - 49	78090.0	36970.0	41120.0	54523.0	25023.0	29500.0	23567.0	11947.0	11620.0
50 - 54	56496.0	26281.0	30215.0	39258.0	17672.0	21586.0	17238.0	8609.0	8629.0
55 - 59	27810.0	12457.0	15353.0	18784.0	8327.0	10457.0	9026.0	4130.0	4896.0
60 - 64	48508.0	20395.0	28113.0	29589.0	12170.0	17419.0	18919.0	8225.0	10694.0
65 - 69	44309.0	18400.0	25909.0	25341.0	10151.0	15190.0	18968.0	8249.0	10719.0
70 и более	74546.0	24861.0	49685.0	41556.0	13731.0	27825.0	32990.0	11130.0	21860.0
возраст не указан	103.0	42.0	61.0	70.0	30.0	40.0	33.0	12.0	21.0
Из общей численности - население в возрасте:									
моложе трудоспособного	204347.0	104195.0	100152.0	130820.0	66663.0	64157.0	73527.0	37532.0	35995.0
трудоспособном	603536.0	297324.0	306212.0	426058.0	203969.0	222089.0	177478.0	93355.0	84123.0
старше трудоспособного	182716.0	63656.0	119060.0	106943.0	36052.0	70891.0	75773.0	27604.0	48169.0
Медианный возраст	   36,1	   34,3	   37,7	   35,1	   33,1	   36,8	   38,0	   36,3	   39,6
Чуваши	117317.0	55410.0	61907.0	52897.0	24212.0	28685.0	64420.0	31198.0	33222.0
 в том числе в возрасте, лет:									
0 - 4	5450.0	2823.0	2627.0	1894.0	983.0	911.0	3556.0	1840.0	1716.0
5 - 9	6277.0	3258.0	3019.0	2175.0	1165.0	1010.0	4102.0	2093.0	2009.0
10 - 14	9319.0	4746.0	4573.0	3551.0	1836.0	1715.0	5768.0	2910.0	2858.0
15 - 17	6422.0	3217.0	3205.0	3142.0	1505.0	1637.0	3280.0	1712.0	1568.0
18 - 19	3302.0	1531.0	1771.0	1896.0	807.0	1089.0	1406.0	724.0	682.0
20 - 24	7283.0	3510.0	3773.0	3701.0	1709.0	1992.0	3582.0	1801.0	1781.0
25 - 29	7172.0	3579.0	3593.0	3460.0	1645.0	1815.0	3712.0	1934.0	1778.0
30 - 34	8410.0	4251.0	4159.0	3938.0	1823.0	2115.0	4472.0	2428.0	2044.0
35 - 39	10617.0	5382.0	5235.0	5257.0	2463.0	2794.0	5360.0	2919.0	2441.0
40 - 44	12081.0	5952.0	6129.0	6164.0	2769.0	3395.0	5917.0	3183.0	2734.0
45 - 49	9045.0	4446.0	4599.0	4691.0	2173.0	2518.0	4354.0	2273.0	2081.0
50 - 54	6630.0	3167.0	3463.0	3408.0	1573.0	1835.0	3222.0	1594.0	1628.0
55 - 59	3224.0	1433.0	1791.0	1559.0	694.0	865.0	1665.0	739.0	926.0
60 - 64	6197.0	2671.0	3526.0	2481.0	1052.0	1429.0	3716.0	1619.0	2097.0
65 - 69	5866.0	2419.0	3447.0	2126.0	857.0	1269.0	3740.0	1562.0	2178.0
70 и более	10011.0	3020.0	6991.0	3448.0	1155.0	2293.0	6563.0	1865.0	4698.0
возраст не указан	11.0	5.0	6.0	6.0	3.0	3.0	5.0	2.0	3.0
Из общей численности - население в возрасте:									
моложе трудоспособного	23222.0	11923.0	11299.0	8571.0	4462.0	4109.0	14651.0	7461.0	7190.0
трудоспособном	70219.0	35372.0	34847.0	35400.0	16683.0	18717.0	34819.0	18689.0	16130.0
старше трудоспособного	23865.0	8110.0	15755.0	8920.0	3064.0	5856.0	14945.0	5046.0	9899.0
Медианный возраст	   37,5	   35,8	   39,2	   37,8	   36,5	   38,9	   37,3	   35,3	   39,5
Марийцы	105829.0	50414.0	55415.0	37074.0	16846.0	20228.0	68755.0	33568.0	35187.0
 в том числе в возрасте, лет:									
0 - 4	6065.0	3092.0	2973.0	1580.0	847.0	733.0	4485.0	2245.0	2240.0
5 - 9	6913.0	3513.0	3400.0	1896.0	948.0	948.0	5017.0	2565.0	2452.0
10 - 14	9587.0	4965.0	4622.0	2923.0	1480.0	1443.0	6664.0	3485.0	3179.0
15 - 17	6380.0	3224.0	3156.0	2606.0	1214.0	1392.0	3774.0	2010.0	1764.0
18 - 19	3270.0	1506.0	1764.0	1613.0	634.0	979.0	1657.0	872.0	785.0
20 - 24	7291.0	3397.0	3894.0	2939.0	1269.0	1670.0	4352.0	2128.0	2224.0
25 - 29	7236.0	3579.0	3657.0	2916.0	1335.0	1581.0	4320.0	2244.0	2076.0
30 - 34	8069.0	4013.0	4056.0	3113.0	1379.0	1734.0	4956.0	2634.0	2322.0
35 - 39	9544.0	4918.0	4626.0	3674.0	1675.0	1999.0	5870.0	3243.0	2627.0
40 - 44	9965.0	5048.0	4917.0	3964.0	1813.0	2151.0	6001.0	3235.0	2766.0
45 - 49	7775.0	3927.0	3848.0	3126.0	1456.0	1670.0	4649.0	2471.0	2178.0
50 - 54	5312.0	2514.0	2798.0	2155.0	950.0	1205.0	3157.0	1564.0	1593.0
55 - 59	2426.0	1119.0	1307.0	895.0	405.0	490.0	1531.0	714.0	817.0
60 - 64	4571.0	1955.0	2616.0	1289.0	572.0	717.0	3282.0	1383.0	1899.0
65 - 69	4208.0	1632.0	2576.0	978.0	401.0	577.0	3230.0	1231.0	1999.0
70 и более	7210.0	2007.0	5203.0	1404.0	466.0	938.0	5806.0	1541.0	4265.0
возраст не указан	7.0	5.0	2.0	3.0	2.0	1.0	4.0	3.0	1.0
Из общей численности - население в возрасте:									
моложе трудоспособного	24898.0	12777.0	12121.0	7241.0	3706.0	3535.0	17657.0	9071.0	8586.0
трудоспособном	63628.0	32038.0	31590.0	25669.0	11699.0	13970.0	37959.0	20339.0	17620.0
старше трудоспособного	17296.0	5594.0	11702.0	4161.0	1439.0	2722.0	13135.0	4155.0	8980.0
Медианный возраст	   33,9	   32,5	   35,2	   33,4	   32,6	   34,0	   34,2	   32,5	   36,0
Украинцы	55249.0	25415.0	29834.0	44277.0	20292.0	23985.0	10972.0	5123.0	5849.0
 в том числе в возрасте, лет:									
0 - 4	1246.0	685.0	561.0	917.0	511.0	406.0	329.0	174.0	155.0
5 - 9	1388.0	724.0	664.0	1029.0	538.0	491.0	359.0	186.0	173.0
10 - 14	2255.0	1151.0	1104.0	1680.0	868.0	812.0	575.0	283.0	292.0
15 - 17	1659.0	840.0	819.0	1289.0	641.0	648.0	370.0	199.0	171.0
18 - 19	1035.0	507.0	528.0	875.0	429.0	446.0	160.0	78.0	82.0
20 - 24	2725.0	1341.0	1384.0	2284.0	1127.0	1157.0	441.0	214.0	227.0
25 - 29	3317.0	1622.0	1695.0	2736.0	1341.0	1395.0	581.0	281.0	300.0
30 - 34	3589.0	1791.0	1798.0	2973.0	1468.0	1505.0	616.0	323.0	293.0
35 - 39	4127.0	2037.0	2090.0	3357.0	1626.0	1731.0	770.0	411.0	359.0
40 - 44	4999.0	2528.0	2471.0	4046.0	2001.0	2045.0	953.0	527.0	426.0
45 - 49	4766.0	2305.0	2461.0	3940.0	1876.0	2064.0	826.0	429.0	397.0
50 - 54	4792.0	2260.0	2532.0	3950.0	1822.0	2128.0	842.0	438.0	404.0
55 - 59	2671.0	1221.0	1450.0	2243.0	1018.0	1225.0	428.0	203.0	225.0
60 - 64	4428.0	1923.0	2505.0	3544.0	1556.0	1988.0	884.0	367.0	517.0
65 - 69	3880.0	1625.0	2255.0	3012.0	1232.0	1780.0	868.0	393.0	475.0
70 и более	8369.0	2853.0	5516.0	6399.0	2236.0	4163.0	1970.0	617.0	1353.0
возраст не указан	3.0	2.0	1.0	3.0	2.0	1.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	5458.0	2827.0	2631.0	4071.0	2117.0	1954.0	1387.0	710.0	677.0
трудоспособном	31661.0	16185.0	15476.0	26023.0	13149.0	12874.0	5638.0	3036.0	2602.0
старше трудоспособного	18127.0	6401.0	11726.0	14180.0	5024.0	9156.0	3947.0	1377.0	2570.0
Медианный возраст	   46,3	   44,0	   48,6	   46,2	   44,0	   48,2	   47,0	   44,1	   50,6
Мордва	26020.0	11983.0	14037.0	16201.0	7399.0	8802.0	9819.0	4584.0	5235.0
 в том числе в возрасте, лет:									
0 - 4	568.0	319.0	249.0	296.0	164.0	132.0	272.0	155.0	117.0
5 - 9	773.0	413.0	360.0	376.0	211.0	165.0	397.0	202.0	195.0
10 - 14	1201.0	653.0	548.0	593.0	327.0	266.0	608.0	326.0	282.0
15 - 17	860.0	445.0	415.0	539.0	272.0	267.0	321.0	173.0	148.0
18 - 19	499.0	262.0	237.0	339.0	172.0	167.0	160.0	90.0	70.0
20 - 24	1062.0	551.0	511.0	718.0	383.0	335.0	344.0	168.0	176.0
25 - 29	1221.0	633.0	588.0	789.0	415.0	374.0	432.0	218.0	214.0
30 - 34	1397.0	740.0	657.0	855.0	479.0	376.0	542.0	261.0	281.0
35 - 39	2167.0	1120.0	1047.0	1333.0	665.0	668.0	834.0	455.0	379.0
40 - 44	2748.0	1396.0	1352.0	1785.0	880.0	905.0	963.0	516.0	447.0
45 - 49	2348.0	1177.0	1171.0	1609.0	805.0	804.0	739.0	372.0	367.0
50 - 54	2150.0	1052.0	1098.0	1497.0	691.0	806.0	653.0	361.0	292.0
55 - 59	974.0	450.0	524.0	683.0	317.0	366.0	291.0	133.0	158.0
60 - 64	2100.0	895.0	1205.0	1260.0	521.0	739.0	840.0	374.0	466.0
65 - 69	1901.0	760.0	1141.0	1119.0	435.0	684.0	782.0	325.0	457.0
70 и более	4050.0	1116.0	2934.0	2409.0	661.0	1748.0	1641.0	455.0	1186.0
возраст не указан	1.0	1.0	-	1.0	1.0	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	2845.0	1539.0	1306.0	1440.0	785.0	655.0	1405.0	754.0	651.0
трудоспособном	14599.0	7672.0	6927.0	9606.0	4996.0	4610.0	4993.0	2676.0	2317.0
старше трудоспособного	8575.0	2771.0	5804.0	5154.0	1617.0	3537.0	3421.0	1154.0	2267.0
Медианный возраст	   46,0	   43,1	   49,5	   46,4	   43,5	   49,6	   45,2	   42,4	   49,2
Удмурты	22625.0	10491.0	12134.0	6227.0	2843.0	3384.0	16398.0	7648.0	8750.0
 в том числе в возрасте, лет:									
0 - 4	1186.0	593.0	593.0	237.0	129.0	108.0	949.0	464.0	485.0
5 - 9	1373.0	702.0	671.0	282.0	153.0	129.0	1091.0	549.0	542.0
10 - 14	1970.0	1024.0	946.0	446.0	248.0	198.0	1524.0	776.0	748.0
15 - 17	1174.0	591.0	583.0	378.0	165.0	213.0	796.0	426.0	370.0
18 - 19	559.0	268.0	291.0	231.0	104.0	127.0	328.0	164.0	164.0
20 - 24	1342.0	656.0	686.0	449.0	201.0	248.0	893.0	455.0	438.0
25 - 29	1486.0	728.0	758.0	466.0	226.0	240.0	1020.0	502.0	518.0
30 - 34	1648.0	809.0	839.0	490.0	198.0	292.0	1158.0	611.0	547.0
35 - 39	2120.0	1120.0	1000.0	627.0	293.0	334.0	1493.0	827.0	666.0
40 - 44	2111.0	1065.0	1046.0	675.0	323.0	352.0	1436.0	742.0	694.0
45 - 49	1552.0	749.0	803.0	525.0	215.0	310.0	1027.0	534.0	493.0
50 - 54	1139.0	531.0	608.0	413.0	191.0	222.0	726.0	340.0	386.0
55 - 59	570.0	240.0	330.0	186.0	88.0	98.0	384.0	152.0	232.0
60 - 64	1326.0	570.0	756.0	294.0	142.0	152.0	1032.0	428.0	604.0
65 - 69	1054.0	372.0	682.0	188.0	71.0	117.0	866.0	301.0	565.0
70 и более	2015.0	473.0	1542.0	340.0	96.0	244.0	1675.0	377.0	1298.0
возраст не указан	-	-	-	-	-	-	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	4984.0	2544.0	2440.0	1092.0	591.0	501.0	3892.0	1953.0	1939.0
трудоспособном	12916.0	6532.0	6384.0	4215.0	1943.0	2272.0	8701.0	4589.0	4112.0
старше трудоспособного	4725.0	1415.0	3310.0	920.0	309.0	611.0	3805.0	1106.0	2699.0
Медианный возраст	   36,4	   34,3	   38,6	   36,2	   34,9	   37,2	   36,5	   34,1	   39,3
Республика Марий Эл									
Русские	345513.0	159699.0	185814.0	284252.0	129707.0	154545.0	61261.0	29992.0	31269.0
 в том числе в возрасте, лет:									
0 - 4	15471.0	7932.0	7539.0	12375.0	6340.0	6035.0	3096.0	1592.0	1504.0
5 - 9	16313.0	8325.0	7988.0	12985.0	6644.0	6341.0	3328.0	1681.0	1647.0
10 - 14	27166.0	13964.0	13202.0	21682.0	11081.0	10601.0	5484.0	2883.0	2601.0
15 - 17	20533.0	10326.0	10207.0	16681.0	8272.0	8409.0	3852.0	2054.0	1798.0
18 - 19	12937.0	6414.0	6523.0	11023.0	5433.0	5590.0	1914.0	981.0	933.0
20 - 24	27068.0	13643.0	13425.0	22831.0	11288.0	11543.0	4237.0	2355.0	1882.0
25 - 29	23411.0	11753.0	11658.0	19742.0	9723.0	10019.0	3669.0	2030.0	1639.0
30 - 34	19983.0	9863.0	10120.0	16804.0	8219.0	8585.0	3179.0	1644.0	1535.0
35 - 39	22083.0	10840.0	11243.0	18452.0	8819.0	9633.0	3631.0	2021.0	1610.0
40 - 44	29124.0	14232.0	14892.0	24033.0	11421.0	12612.0	5091.0	2811.0	2280.0
45 - 49	28744.0	13577.0	15167.0	24049.0	11019.0	13030.0	4695.0	2558.0	2137.0
50 - 54	24248.0	11446.0	12802.0	20661.0	9569.0	11092.0	3587.0	1877.0	1710.0
55 - 59	11964.0	5417.0	6547.0	10134.0	4498.0	5636.0	1830.0	919.0	911.0
60 - 64	19026.0	7663.0	11363.0	15844.0	6270.0	9574.0	3182.0	1393.0	1789.0
65 - 69	15495.0	5819.0	9676.0	12251.0	4567.0	7684.0	3244.0	1252.0	1992.0
70 и более	31931.0	8476.0	23455.0	24692.0	6537.0	18155.0	7239.0	1939.0	5300.0
возраст не указан	16.0	9.0	7.0	13.0	7.0	6.0	3.0	2.0	1.0
Из общей численности - население в возрасте:									
моложе трудоспособного	66061.0	33823.0	32238.0	52754.0	26936.0	25818.0	13307.0	6887.0	6420.0
трудоспособном	206437.0	103909.0	102528.0	173062.0	85390.0	87672.0	33375.0	18519.0	14856.0
старше трудоспособного	72999.0	21958.0	51041.0	58423.0	17374.0	41049.0	14576.0	4584.0	9992.0
Медианный возраст	   37,4	   33,7	   40,4	   37,3	   33,6	   40,2	   37,8	   34,2	   41,1
Марийцы	312178.0	144377.0	167801.0	124575.0	54817.0	69758.0	187603.0	89560.0	98043.0
 в том числе в возрасте, лет:									
0 - 4	14302.0	7194.0	7108.0	4696.0	2339.0	2357.0	9606.0	4855.0	4751.0
5 - 9	16496.0	8287.0	8209.0	5213.0	2689.0	2524.0	11283.0	5598.0	5685.0
10 - 14	27688.0	14190.0	13498.0	9833.0	4987.0	4846.0	17855.0	9203.0	8652.0
15 - 17	19601.0	9766.0	9835.0	8722.0	4094.0	4628.0	10879.0	5672.0	5207.0
18 - 19	10182.0	4431.0	5751.0	5711.0	2329.0	3382.0	4471.0	2102.0	2369.0
20 - 24	23410.0	11125.0	12285.0	11344.0	4938.0	6406.0	12066.0	6187.0	5879.0
25 - 29	21160.0	10393.0	10767.0	9270.0	4289.0	4981.0	11890.0	6104.0	5786.0
30 - 34	20814.0	10053.0	10761.0	8384.0	3576.0	4808.0	12430.0	6477.0	5953.0
35 - 39	26851.0	13216.0	13635.0	11045.0	4722.0	6323.0	15806.0	8494.0	7312.0
40 - 44	32424.0	15783.0	16641.0	14010.0	5958.0	8052.0	18414.0	9825.0	8589.0
45 - 49	27633.0	13359.0	14274.0	12470.0	5500.0	6970.0	15163.0	7859.0	7304.0
50 - 54	19557.0	9197.0	10360.0	9042.0	3985.0	5057.0	10515.0	5212.0	5303.0
55 - 59	7623.0	3504.0	4119.0	3306.0	1502.0	1804.0	4317.0	2002.0	2315.0
60 - 64	12176.0	4880.0	7296.0	3855.0	1603.0	2252.0	8321.0	3277.0	5044.0
65 - 69	11006.0	3894.0	7112.0	2803.0	1037.0	1766.0	8203.0	2857.0	5346.0
70 и более	21245.0	5104.0	16141.0	4863.0	1268.0	3595.0	16382.0	3836.0	12546.0
возраст не указан	10.0	1.0	9.0	8.0	1.0	7.0	2.0	-	2.0
Из общей численности - население в возрасте:									
моложе трудоспособного	65361.0	33136.0	32225.0	22507.0	11371.0	11136.0	42854.0	21765.0	21089.0
трудоспособном	198261.0	97362.0	100899.0	88735.0	39537.0	49198.0	109526.0	57825.0	51701.0
старше трудоспособного	48546.0	13878.0	34668.0	13325.0	3908.0	9417.0	35221.0	9970.0	25251.0
Медианный возраст	   35,5	   33,5	   37,2	   34,5	   32,5	   35,9	   36,1	   34,0	   38,3
Татары	43377.0	20456.0	22921.0	30539.0	14228.0	16311.0	12838.0	6228.0	6610.0
 в том числе в возрасте, лет:									
0 - 4	1702.0	867.0	835.0	1163.0	588.0	575.0	539.0	279.0	260.0
5 - 9	2083.0	1085.0	998.0	1383.0	742.0	641.0	700.0	343.0	357.0
10 - 14	3439.0	1753.0	1686.0	2347.0	1167.0	1180.0	1092.0	586.0	506.0
15 - 17	2414.0	1255.0	1159.0	1746.0	885.0	861.0	668.0	370.0	298.0
18 - 19	1465.0	758.0	707.0	1172.0	604.0	568.0	293.0	154.0	139.0
20 - 24	2869.0	1525.0	1344.0	2178.0	1133.0	1045.0	691.0	392.0	299.0
25 - 29	2525.0	1272.0	1253.0	1837.0	899.0	938.0	688.0	373.0	315.0
30 - 34	2594.0	1278.0	1316.0	1853.0	890.0	963.0	741.0	388.0	353.0
35 - 39	3493.0	1732.0	1761.0	2459.0	1181.0	1278.0	1034.0	551.0	483.0
40 - 44	4354.0	2149.0	2205.0	3108.0	1467.0	1641.0	1246.0	682.0	564.0
45 - 49	3823.0	1901.0	1922.0	2802.0	1344.0	1458.0	1021.0	557.0	464.0
50 - 54	2902.0	1399.0	1503.0	2131.0	1010.0	1121.0	771.0	389.0	382.0
55 - 59	1314.0	624.0	690.0	976.0	458.0	518.0	338.0	166.0	172.0
60 - 64	2394.0	980.0	1414.0	1659.0	662.0	997.0	735.0	318.0	417.0
65 - 69	2020.0	762.0	1258.0	1307.0	504.0	803.0	713.0	258.0	455.0
70 и более	3981.0	1113.0	2868.0	2413.0	691.0	1722.0	1568.0	422.0	1146.0
возраст не указан	5.0	3.0	2.0	5.0	3.0	2.0	-	-	-
Из общей численности - население в возрасте:									
моложе трудоспособного	8087.0	4146.0	3941.0	5503.0	2786.0	2717.0	2584.0	1360.0	1224.0
трудоспособном	26200.0	13452.0	12748.0	19134.0	9582.0	9552.0	7066.0	3870.0	3196.0
старше трудоспособного	9085.0	2855.0	6230.0	5897.0	1857.0	4040.0	3188.0	998.0	2190.0
Медианный возраст	   38,8	   36,3	   41,0	   38,4	   35,9	   40,4	   39,9	   37,3	   42,5
Чуваши	7418.0	3558.0	3860.0	5102.0	2420.0	2682.0	2316.0	1138.0	1178.0
 в том числе в возрасте, лет:									
0 - 4	166.0	92.0	74.0	98.0	54.0	44.0	68.0	38.0	30.0
5 - 9	201.0	104.0	97.0	128.0	58.0	70.0	73.0	46.0	27.0
10 - 14	363.0	178.0	185.0	240.0	108.0	132.0	123.0	70.0	53.0
15 - 17	332.0	204.0	128.0	192.0	97.0	95.0	140.0	107.0	33.0
18 - 19	208.0	120.0	88.0	162.0	97.0	65.0	46.0	23.0	23.0
20 - 24	450.0	264.0	186.0	337.0	201.0	136.0	113.0	63.0	50.0
25 - 29	347.0	182.0	165.0	242.0	130.0	112.0	105.0	52.0	53.0
30 - 34	449.0	215.0	234.0	317.0	140.0	177.0	132.0	75.0	57.0
