4. НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ, ПРОЖИВАЮЩЕЕ В ИНДИВИДУАЛЬНЫХ ДОМАХ, ОТДЕЛЬНЫХ И КОММУНАЛЬНЫХ КВАРТИРАХ, ПО ПЕРИОДУ ПОСТРОЙКИ ДОМА И МАТЕРИАЛУ НАРУЖНЫХ СТЕН 1) ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего	из них проживают в домах, где материал наружных стен 						Не указали материал наружных стен
в 1921-1945 гг.	84761.0	34769.0	75.0	575.0	6810.0	33621.0	7838.0	1073.0
в 1946-1956 гг.	214169.0	95839.0	259.0	3658.0	15934.0	77702.0	17728.0	3049.0
в 1957-1970 гг.	303251.0	175538.0	272.0	6016.0	12008.0	84742.0	20503.0	4172.0
в 1971-1995 гг.	172113.0	133914.0	844.0	1895.0	3264.0	24684.0	5093.0	2419.0
после 1995 г.	41492.0	36228.0	264.0	758.0	427.0	2614.0	534.0	667.0
не указавшие период постройки дома	7760.0	3799.0	15.0	126.0	364.0	1573.0	297.0	1586.0
Проживающие в отдельных квартирах	1813331.0	1139270.0	527086.0	46681.0	8788.0	56589.0	9986.0	24931.0
в том числе построенных:								
в 1920 г. и ранее	93177.0	75994.0	48.0	227.0	2133.0	12620.0	1288.0	867.0
в 1921-1945 гг.	80221.0	63634.0	753.0	1340.0	1478.0	10780.0	1316.0	920.0
в 1946-1956 гг.	105121.0	68059.0	658.0	11844.0	3285.0	17443.0	2117.0	1715.0
в 1957-1970 гг.	413298.0	325324.0	55000.0	14797.0	1285.0	10284.0	1791.0	4817.0
в 1971-1995 гг.	1029436.0	557993.0	437154.0	16824.0	519.0	3065.0	2396.0	11485.0
после 1995 г.	72828.0	38448.0	29203.0	1426.0	13.0	1897.0	993.0	848.0
не указавшие период постройки дома	19250.0	9818.0	4270.0	223.0	75.0	500.0	85.0	4279.0
Проживающие в коммунальных квартирах	52735.0	37752.0	3112.0	1094.0	700.0	7348.0	1120.0	1609.0
в том числе построенных:								
в 1920 г. и ранее	9764.0	7938.0	-	10.0	167.0	1334.0	155.0	160.0
в 1921-1945 гг.	9146.0	6404.0	1.0	429.0	144.0	1718.0	219.0	231.0
в 1946-1956 гг.	7258.0	4086.0	70.0	444.0	234.0	1905.0	363.0	156.0
в 1957-1970 гг.	11865.0	8932.0	192.0	120.0	100.0	1968.0	349.0	204.0
в 1971-1995 гг.	13005.0	9579.0	2739.0	64.0	48.0	285.0	23.0	267.0
после 1995 г.	477.0	340.0	57.0	16.0	-	55.0	-	9.0
не указавшие период постройки дома	1220.0	473.0	53.0	11.0	7.0	83.0	11.0	582.0
Сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	1367145.0	823834.0	34130.0	25861.0	102829.0	268909.0	94057.0	17525.0
в том числе построенных:								
в 1920 г. и ранее	30210.0	8475.0	27.0	57.0	7562.0	8390.0	5380.0	319.0
в 1921-1945 гг.	69085.0	22845.0	53.0	215.0	11050.0	23573.0	10707.0	642.0
в 1946-1956 гг.	197589.0	75942.0	241.0	1936.0	27242.0	65688.0	24284.0	2256.0
в 1957-1970 гг.	505567.0	287252.0	1305.0	6643.0	42694.0	118919.0	42615.0	6139.0
в 1971-1995 гг.	507113.0	388264.0	30271.0	15182.0	12656.0	45620.0	9424.0	5696.0
после 1995 г.	46392.0	34921.0	2029.0	1652.0	999.0	5084.0	1131.0	576.0
не указавшие период постройки дома	11189.0	6135.0	204.0	176.0	626.0	1635.0	516.0	1897.0
Проживающие в индивидуальных домах	988094.0	530507.0	5180.0	13800.0	97218.0	241135.0	88169.0	12085.0
в том числе построенных:								
в 1920 г. и ранее	28138.0	7362.0	24.0	49.0	7155.0	8038.0	5243.0	267.0
в 1921-1945 гг.	60786.0	17498.0	34.0	158.0	10494.0	21774.0	10319.0	509.0
в 1946-1956 гг.	171465.0	59729.0	139.0	1123.0	25606.0	60086.0	22840.0	1942.0
в 1957-1970 гг.	396965.0	199386.0	392.0	4367.0	40612.0	107563.0	40049.0	4596.0
в 1971-1995 гг.	281731.0	210665.0	4215.0	6547.0	11864.0	37238.0	8144.0	3058.0
после 1995 г.	41511.0	32273.0	309.0	1451.0	926.0	4979.0	1095.0	478.0
не указавшие период постройки дома	7498.0	3594.0	67.0	105.0	561.0	1457.0	479.0	1235.0
Проживающие в отдельных квартирах	376886.0	291881.0	28914.0	12033.0	5458.0	27404.0	5772.0	5424.0
в том числе построенных:								
в 1920 г. и ранее	2012.0	1096.0	3.0	8.0	391.0	347.0	115.0	52.0
в 1921-1945 гг.	8199.0	5318.0	19.0	57.0	534.0	1750.0	388.0	133.0
в 1946-1956 гг.	25895.0	16133.0	102.0	811.0	1593.0	5530.0	1418.0	308.0
в 1957-1970 гг.	107923.0	87434.0	903.0	2268.0	2046.0	11210.0	2520.0	1542.0
в 1971-1995 гг.	224395.0	176792.0	26030.0	8617.0	766.0	8291.0	1266.0	2633.0
после 1995 г.	4796.0	2590.0	1720.0	201.0	63.0	100.0	28.0	94.0
не указавшие период постройки дома	3666.0	2518.0	137.0	71.0	65.0	176.0	37.0	662.0
Проживающие в коммунальных квартирах	2165.0	1446.0	36.0	28.0	153.0	370.0	116.0	16.0
в том числе построенных:								
в 1920 г. и ранее	60.0	17.0	-	-	16.0	5.0	22.0	-
в 1921-1945 гг.	100.0	29.0	-	-	22.0	49.0	-	-
в 1946-1956 гг.	229.0	80.0	-	2.0	43.0	72.0	26.0	6.0
в 1957-1970 гг.	679.0	432.0	10.0	8.0	36.0	146.0	46.0	1.0
в 1971-1995 гг.	987.0	807.0	26.0	18.0	26.0	91.0	14.0	5.0
после 1995 г.	85.0	58.0	-	-	10.0	5.0	8.0	4.0
не указавшие период постройки дома	25.0	23.0	-	-	-	2.0	-	-
Приволжский федеральный округ								
Городское и сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	28726874.0	10709877.0	7800197.0	1178512.0	7133055.0	1292384.0	329639.0	283210.0
в том числе построенных:								
в 1920 г. и ранее	488668.0	120225.0	242.0	693.0	305253.0	52067.0	6341.0	3847.0
в 1921-1945 гг.	877691.0	185572.0	1738.0	16513.0	577896.0	69256.0	18601.0	8115.0
в 1946-1956 гг.	2134650.0	436579.0	10071.0	116583.0	1286917.0	203326.0	59685.0	21489.0
в 1957-1970 гг.	7534769.0	3057759.0	1040808.0	298116.0	2570538.0	384688.0	114975.0	67885.0
в 1971-1995 гг.	15768018.0	5992791.0	6323149.0	686288.0	2061138.0	467510.0	107535.0	129607.0
после 1995 г.	1704781.0	840117.0	381702.0	52886.0	286734.0	106815.0	21032.0	15495.0
не указавшие период постройки дома	218297.0	76834.0	42487.0	7433.0	44579.0	8722.0	1470.0	36772.0
Проживающие в индивидуальных домах	8575725.0	1557272.0	72803.0	119331.0	5628821.0	891587.0	223727.0	82184.0
в том числе построенных:								
в 1920 г. и ранее	218312.0	20350.0	76.0	275.0	170683.0	20025.0	5302.0	1601.0
в 1921-1945 гг.	498137.0	22007.0	274.0	1471.0	412474.0	44351.0	13499.0	4061.0
в 1946-1956 гг.	1308858.0	64776.0	925.0	12820.0	1043985.0	131464.0	42986.0	11902.0
в 1957-1970 гг.	2939868.0	303471.0	5253.0	31189.0	2200014.0	283097.0	89931.0	26913.0
в 1971-1995 гг.	2823194.0	808877.0	56633.0	56014.0	1498113.0	317754.0	61431.0	24372.0
после 1995 г.	732960.0	327608.0	9147.0	16710.0	273052.0	89365.0	9663.0	7415.0
не указавшие период постройки дома	54396.0	10183.0	495.0	852.0	30500.0	5531.0	915.0	5920.0
Проживающие в отдельных квартирах	19759621.0	8955779.0	7648926.0	1037850.0	1441423.0	378803.0	102647.0	194193.0
в том числе построенных:								
в 1920 г. и ранее	241791.0	85083.0	155.0	389.0	125576.0	27659.0	987.0	1942.0
в 1921-1945 гг.	320820.0	133708.0	1344.0	10478.0	147105.0	20533.0	4354.0	3298.0
в 1946-1956 гг.	756968.0	338193.0	8910.0	94587.0	226006.0	65218.0	15453.0	8601.0
в 1957-1970 гг.	4488344.0	2680666.0	1025070.0	263342.0	358208.0	97434.0	24171.0	39453.0
в 1971-1995 гг.	12827828.0	5144313.0	6200915.0	626795.0	558188.0	147908.0	45835.0	103874.0
после 1995 г.	966570.0	509830.0	371102.0	36007.0	13194.0	17141.0	11298.0	7998.0
не указавшие период постройки дома	157300.0	63986.0	41430.0	6252.0	13146.0	2910.0	549.0	29027.0
Проживающие в коммунальных квартирах	391528.0	196826.0	78468.0	21331.0	62811.0	21994.0	3265.0	6833.0
в том числе построенных:								
в 1920 г. и ранее	28565.0	14792.0	11.0	29.0	8994.0	4383.0	52.0	304.0
в 1921-1945 гг.	58734.0	29857.0	120.0	4564.0	18317.0	4372.0	748.0	756.0
в 1946-1956 гг.	68824.0	33610.0	236.0	9176.0	16926.0	6644.0	1246.0	986.0
в 1957-1970 гг.	106557.0	73622.0	10485.0	3585.0	12316.0	4157.0	873.0	1519.0
в 1971-1995 гг.	116996.0	39601.0	65601.0	3479.0	4837.0	1848.0	269.0	1361.0
после 1995 г.	5251.0	2679.0	1453.0	169.0	488.0	309.0	71.0	82.0
не указавшие период постройки дома	6601.0	2665.0	562.0	329.0	933.0	281.0	6.0	1825.0
Городское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	19975693.0	8382099.0	7171183.0	900481.0	2542022.0	645219.0	133665.0	201024.0
в том числе построенных:								
в 1920 г. и ранее	355341.0	103205.0	144.0	534.0	202954.0	43255.0	2368.0	2881.0
в 1921-1945 гг.	568067.0	169026.0	1571.0	15439.0	318579.0	49489.0	8124.0	5839.0
в 1946-1956 гг.	1363662.0	391921.0	8977.0	109345.0	660890.0	147829.0	29695.0	15005.0
в 1957-1970 гг.	5000326.0	2638388.0	1003251.0	247125.0	822113.0	200946.0	42811.0	45692.0
в 1971-1995 гг.	11402731.0	4417994.0	5761377.0	485704.0	455377.0	154425.0	36720.0	91134.0
после 1995 г.	1121393.0	600251.0	356481.0	36593.0	61101.0	43981.0	13207.0	9779.0
не указавшие период постройки дома	164173.0	61314.0	39382.0	5741.0	21008.0	5294.0	740.0	30694.0
Проживающие в индивидуальных домах	2830277.0	565304.0	18279.0	51909.0	1708201.0	383853.0	71114.0	31617.0
в том числе построенных:								
в 1920 г. и ранее	108480.0	9273.0	43.0	184.0	83867.0	12725.0	1581.0	807.0
в 1921-1945 гг.	228842.0	11555.0	181.0	1091.0	181085.0	27851.0	5002.0	2077.0
в 1946-1956 гг.	651288.0	44293.0	546.0	10820.0	483977.0	87429.0	17497.0	6726.0
в 1957-1970 гг.	966224.0	146390.0	1879.0	20922.0	621313.0	135640.0	29537.0	10543.0
в 1971-1995 гг.	615370.0	214904.0	11903.0	12625.0	269459.0	86569.0	14122.0	5788.0
после 1995 г.	236610.0	134157.0	3596.0	5879.0	56568.0	30843.0	3000.0	2567.0
не указавшие период постройки дома	23463.0	4732.0	131.0	388.0	11932.0	2796.0	375.0	3109.0
Проживающие в отдельных квартирах	16775348.0	7628054.0	7077147.0	828102.0	778372.0	241018.0	59719.0	162936.0
в том числе построенных:								
в 1920 г. и ранее	218762.0	79219.0	101.0	321.0	110413.0	26188.0	742.0	1778.0
в 1921-1945 гг.	281723.0	127962.0	1270.0	9808.0	119934.0	17340.0	2403.0	3006.0
в 1946-1956 гг.	645695.0	314446.0	8195.0	89399.0	161305.0	53972.0	11042.0	7336.0
в 1957-1970 гг.	3932955.0	2419956.0	991009.0	222830.0	191034.0	61801.0	12597.0	33728.0
в 1971-1995 гг.	10681052.0	4168420.0	5686212.0	470142.0	183155.0	66565.0	22434.0	84124.0
после 1995 г.	880630.0	463943.0	351636.0	30565.0	4277.0	12935.0	10142.0	7132.0
не указавшие период постройки дома	134531.0	54108.0	38724.0	5037.0	8254.0	2217.0	359.0	25832.0
Проживающие в коммунальных квартирах	370068.0	188741.0	75757.0	20470.0	55449.0	20348.0	2832.0	6471.0
в том числе построенных:								
в 1920 г. и ранее	28099.0	14713.0	-	29.0	8674.0	4342.0	45.0	296.0
в 1921-1945 гг.	57502.0	29509.0	120.0	4540.0	17560.0	4298.0	719.0	756.0
в 1946-1956 гг.	66679.0	33182.0	236.0	9126.0	15608.0	6428.0	1156.0	943.0
в 1957-1970 гг.	101147.0	72042.0	10363.0	3373.0	9766.0	3505.0	677.0	1421.0
в 1971-1995 гг.	106309.0	34670.0	63262.0	2937.0	2763.0	1291.0	164.0	1222.0
после 1995 г.	4153.0	2151.0	1249.0	149.0	256.0	203.0	65.0	80.0
не указавшие период постройки дома	6179.0	2474.0	527.0	316.0	822.0	281.0	6.0	1753.0
Сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	8751181.0	2327778.0	629014.0	278031.0	4591033.0	647165.0	195974.0	82186.0
в том числе построенных:								
в 1920 г. и ранее	133327.0	17020.0	98.0	159.0	102299.0	8812.0	3973.0	966.0
в 1921-1945 гг.	309624.0	16546.0	167.0	1074.0	259317.0	19767.0	10477.0	2276.0
в 1946-1956 гг.	770988.0	44658.0	1094.0	7238.0	626027.0	55497.0	29990.0	6484.0
в 1957-1970 гг.	2534443.0	419371.0	37557.0	50991.0	1748425.0	183742.0	72164.0	22193.0
в 1971-1995 гг.	4365287.0	1574797.0	561772.0	200584.0	1605761.0	313085.0	70815.0	38473.0
после 1995 г.	583388.0	239866.0	25221.0	16293.0	225633.0	62834.0	7825.0	5716.0
не указавшие период постройки дома	54124.0	15520.0	3105.0	1692.0	23571.0	3428.0	730.0	6078.0
Проживающие в индивидуальных домах	5745448.0	991968.0	54524.0	67422.0	3920620.0	507734.0	152613.0	50567.0
в том числе построенных:								
в 1920 г. и ранее	109832.0	11077.0	33.0	91.0	86816.0	7300.0	3721.0	794.0
в 1921-1945 гг.	269295.0	10452.0	93.0	380.0	231389.0	16500.0	8497.0	1984.0
в 1946-1956 гг.	657570.0	20483.0	379.0	2000.0	560008.0	44035.0	25489.0	5176.0
в 1957-1970 гг.	1973644.0	157081.0	3374.0	10267.0	1578701.0	147457.0	60394.0	16370.0
в 1971-1995 гг.	2207824.0	593973.0	44730.0	43389.0	1228654.0	231185.0	47309.0	18584.0
после 1995 г.	496350.0	193451.0	5551.0	10831.0	216484.0	58522.0	6663.0	4848.0
не указавшие период постройки дома	30933.0	5451.0	364.0	464.0	18568.0	2735.0	540.0	2811.0
Проживающие в отдельных квартирах	2984273.0	1327725.0	571779.0	209748.0	663051.0	137785.0	42928.0	31257.0
в том числе построенных:								
в 1920 г. и ранее	23029.0	5864.0	54.0	68.0	15163.0	1471.0	245.0	164.0
в 1921-1945 гг.	39097.0	5746.0	74.0	670.0	27171.0	3193.0	1951.0	292.0
в 1946-1956 гг.	111273.0	23747.0	715.0	5188.0	64701.0	11246.0	4411.0	1265.0
в 1957-1970 гг.	555389.0	260710.0	34061.0	40512.0	167174.0	35633.0	11574.0	5725.0
в 1971-1995 гг.	2146776.0	975893.0	514703.0	156653.0	375033.0	81343.0	23401.0	19750.0
после 1995 г.	85940.0	45887.0	19466.0	5442.0	8917.0	4206.0	1156.0	866.0
не указавшие период постройки дома	22769.0	9878.0	2706.0	1215.0	4892.0	693.0	190.0	3195.0
Проживающие в коммунальных квартирах	21460.0	8085.0	2711.0	861.0	7362.0	1646.0	433.0	362.0
в том числе построенных:								
в 1920 г. и ранее	466.0	79.0	11.0	-	320.0	41.0	7.0	8.0
в 1921-1945 гг.	1232.0	348.0	-	24.0	757.0	74.0	29.0	-
в 1946-1956 гг.	2145.0	428.0	-	50.0	1318.0	216.0	90.0	43.0
в 1957-1970 гг.	5410.0	1580.0	122.0	212.0	2550.0	652.0	196.0	98.0
в 1971-1995 гг.	10687.0	4931.0	2339.0	542.0	2074.0	557.0	105.0	139.0
после 1995 г.	1098.0	528.0	204.0	20.0	232.0	106.0	6.0	2.0
не указавшие период постройки дома	422.0	191.0	35.0	13.0	111.0	-	-	72.0
Республика Башкортостан								
Городское и сельское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	3740724.0	1421708.0	744853.0	126528.0	1286833.0	99909.0	23026.0	37867.0
в том числе построенных:								
в 1920 г. и ранее	46737.0	3932.0	37.0	51.0	39782.0	2136.0	343.0	456.0
в 1921-1945 гг.	72720.0	8914.0	201.0	5235.0	54042.0	2647.0	932.0	749.0
в 1946-1956 гг.	256406.0	39351.0	975.0	33398.0	160791.0	13675.0	5557.0	2659.0
в 1957-1970 гг.	1046798.0	419077.0	118205.0	27903.0	445058.0	21552.0	5240.0	9763.0
в 1971-1995 гг.	1956804.0	799784.0	584927.0	51984.0	455663.0	40381.0	7887.0	16178.0
после 1995 г.	331074.0	139589.0	36117.0	7047.0	123470.0	18637.0	2879.0	3335.0
не указавшие период постройки дома	30185.0	11061.0	4391.0	910.0	8027.0	881.0	188.0	4727.0
Проживающие в индивидуальных домах	1466762.0	173092.0	7737.0	18578.0	1169940.0	68175.0	12546.0	16694.0
в том числе построенных:								
в 1920 г. и ранее	21988.0	539.0	32.0	27.0	20209.0	674.0	247.0	260.0
в 1921-1945 гг.	45348.0	534.0	33.0	191.0	42181.0	1377.0	533.0	499.0
в 1946-1956 гг.	155556.0	3528.0	130.0	2613.0	139197.0	6315.0	2235.0	1538.0
в 1957-1970 гг.	464508.0	21292.0	537.0	4276.0	416496.0	13924.0	2826.0	5157.0
в 1971-1995 гг.	567206.0	90602.0	5497.0	7763.0	423736.0	28988.0	4869.0	5751.0
после 1995 г.	202392.0	55485.0	1484.0	3559.0	121546.0	16277.0	1733.0	2308.0
не указавшие период постройки дома	9764.0	1112.0	24.0	149.0	6575.0	620.0	103.0	1181.0
Проживающие в отдельных квартирах	2228613.0	1226884.0	730887.0	102559.0	107674.0	30192.0	10164.0	20253.0
в том числе построенных:								
в 1920 г. и ранее	23138.0	3076.0	5.0	24.0	18339.0	1419.0	96.0	179.0
в 1921-1945 гг.	21107.0	6523.0	105.0	3447.0	9608.0	992.0	274.0	158.0
в 1946-1956 гг.	88600.0	30694.0	781.0	27760.0	18553.0	6640.0	3217.0	955.0
в 1957-1970 гг.	569725.0	389069.0	116365.0	23199.0	26998.0	7385.0	2364.0	4345.0
в 1971-1995 гг.	1378710.0	704279.0	574844.0	43917.0	31152.0	11209.0	2992.0	10317.0
после 1995 г.	127792.0	83688.0	34467.0	3458.0	1734.0	2308.0	1136.0	1001.0
не указавшие период постройки дома	19541.0	9555.0	4320.0	754.0	1290.0	239.0	85.0	3298.0
Проживающие в коммунальных квартирах	45349.0	21732.0	6229.0	5391.0	9219.0	1542.0	316.0	920.0
в том числе построенных:								
в 1920 г. и ранее	1611.0	317.0	-	-	1234.0	43.0	-	17.0
в 1921-1945 гг.	6265.0	1857.0	63.0	1597.0	2253.0	278.0	125.0	92.0
в 1946-1956 гг.	12250.0	5129.0	64.0	3025.0	3041.0	720.0	105.0	166.0
в 1957-1970 гг.	12565.0	8716.0	1303.0	428.0	1564.0	243.0	50.0	261.0
в 1971-1995 гг.	10888.0	4903.0	4586.0	304.0	775.0	184.0	26.0	110.0
после 1995 г.	890.0	416.0	166.0	30.0	190.0	52.0	10.0	26.0
не указавшие период постройки дома	880.0	394.0	47.0	7.0	162.0	22.0	-	248.0
Городское население								
Проживающие в индивидуальных домах, отдельных и коммунальных квартирах	2325297.0	1133621.0	708709.0	91702.0	308881.0	49096.0	11791.0	21497.0
в том числе построенных:								
в 1920 г. и ранее	34000.0	3561.0	18.0	49.0	27948.0	1948.0	164.0	312.0
в 1921-1945 гг.	43621.0	8455.0	191.0	5192.0	26659.0	2082.0	551.0	491.0
в 1946-1956 гг.	155995.0	36359.0	879.0	32297.0	69742.0	10914.0	4187.0	1617.0
в 1957-1970 гг.	620715.0	370416.0	114521.0	20501.0	95643.0	11736.0	2785.0	5113.0
