6. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ТЕРРИТОРИИ НАХОЖДЕНИЯ РАБОТЫ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
на территории другого субъекта	10231.0	9840.0	391.0	98.0	257.0	10.0	26.0	-
на территории других стран	184.0	180.0	4.0	4.0	-	-	-	-
Мужчины, занятые в экономике	289581.0	272498.0	17065.0	5457.0	9305.0	1851.0	452.0	18.0
в том числе:								
на территории своего субъекта	277902.0	261356.0	16532.0	5341.0	8977.0	1793.0	421.0	14.0
на территории другого субъекта	8977.0	8639.0	338.0	86.0	216.0	10.0	26.0	-
на территории других стран	116.0	116.0	-	-	-	-	-	-
Женщины, занятые в экономике	287569.0	276321.0	11225.0	2704.0	6938.0	1217.0	366.0	23.0
в том числе:								
на территории своего субъекта	283578.0	272553.0	11002.0	2642.0	6813.0	1188.0	359.0	23.0
на территории другого субъекта	1254.0	1201.0	53.0	12.0	41.0	-	-	-
на территории других стран	68.0	64.0	4.0	4.0	-	-	-	-
Городское население, занятое в экономике	455976.0	431576.0	24366.0	7321.0	14241.0	2144.0	660.0	34.0
в том числе:								
на территории своего субъекта	444298.0	420488.0	23776.0	7189.0	13878.0	2066.0	643.0	34.0
на территории другого субъекта	6864.0	6604.0	260.0	52.0	193.0	10.0	5.0	-
на территории других стран	172.0	168.0	4.0	4.0	-	-	-	-
Сельское население, занятое в экономике	121174.0	117243.0	3924.0	840.0	2002.0	924.0	158.0	7.0
в том числе:								
на территории своего субъекта	117182.0	113421.0	3758.0	794.0	1912.0	915.0	137.0	3.0
на территории другого субъекта	3367.0	3236.0	131.0	46.0	64.0	-	21.0	-
на территории других стран	12.0	12.0	-	-	-	-	-	-
Уральский федеральный округ								
Городское и сельское население, занятое в экономике	5532230.0	5282416.0	248485.0	81215.0	143113.0	14484.0	9673.0	1329.0
в том числе:								
на территории своего субъекта	5429756.0	5185361.0	243222.0	79912.0	140064.0	13973.0	9273.0	1173.0
на территории другого субъекта	36922.0	35109.0	1807.0	587.0	1065.0	83.0	72.0	6.0
на территории других стран	1242.0	1021.0	221.0	71.0	129.0	15.0	6.0	-
Мужчины, занятые в экономике	2806790.0	2659705.0	146411.0	52478.0	80437.0	8079.0	5417.0	674.0
в том числе:								
на территории своего субъекта	2736427.0	2593056.0	142767.0	51531.0	78350.0	7751.0	5135.0	604.0
на территории другого субъекта	32429.0	31001.0	1423.0	478.0	821.0	67.0	57.0	5.0
на территории других стран	775.0	630.0	145.0	54.0	80.0	10.0	1.0	-
Женщины, занятые в экономике	2725440.0	2622711.0	102074.0	28737.0	62676.0	6405.0	4256.0	655.0
в том числе:								
на территории своего субъекта	2693329.0	2592305.0	100455.0	28381.0	61714.0	6222.0	4138.0	569.0
на территории другого субъекта	4493.0	4108.0	384.0	109.0	244.0	16.0	15.0	1.0
на территории других стран	467.0	391.0	76.0	17.0	49.0	5.0	5.0	-
Городское население, занятое в экономике	4687144.0	4465884.0	220165.0	73646.0	125901.0	12056.0	8562.0	1095.0
в том числе:								
на территории своего субъекта	4614481.0	4397682.0	215834.0	72504.0	123386.0	11697.0	8247.0	965.0
на территории другого субъекта	27371.0	25752.0	1613.0	546.0	937.0	78.0	52.0	6.0
на территории других стран	1111.0	914.0	197.0	63.0	113.0	15.0	6.0	-
Сельское население, занятое в экономике	845086.0	816532.0	28320.0	7569.0	17212.0	2428.0	1111.0	234.0
в том числе:								
на территории своего субъекта	815275.0	787679.0	27388.0	7408.0	16678.0	2276.0	1026.0	208.0
на территории другого субъекта	9551.0	9357.0	194.0	41.0	128.0	5.0	20.0	-
на территории других стран	131.0	107.0	24.0	8.0	16.0	-	-	-
Курганская область								
Городское и сельское население, занятое в экономике	384443.0	363765.0	20575.0	5893.0	13053.0	1086.0	543.0	103.0
в том числе:								
на территории своего субъекта	371941.0	351755.0	20083.0	5789.0	12707.0	1070.0	517.0	103.0
на территории другого субъекта	8767.0	8501.0	266.0	53.0	195.0	5.0	13.0	-
на территории других стран	88.0	88.0	-	-	-	-	-	-
Мужчины, занятые в экономике	195147.0	183144.0	11957.0	3565.0	7434.0	642.0	316.0	46.0
в том числе:								
на территории своего субъекта	185401.0	173720.0	11635.0	3498.0	7203.0	632.0	302.0	46.0
на территории другого субъекта	7840.0	7643.0	197.0	40.0	145.0	5.0	7.0	-
на территории других стран	60.0	60.0	-	-	-	-	-	-
Женщины, занятые в экономике	189296.0	180621.0	8618.0	2328.0	5619.0	444.0	227.0	57.0
в том числе:								
на территории своего субъекта	186540.0	178035.0	8448.0	2291.0	5504.0	438.0	215.0	57.0
на территории другого субъекта	927.0	858.0	69.0	13.0	50.0	-	6.0	-
на территории других стран	28.0	28.0	-	-	-	-	-	-
Городское население, занятое в экономике	246950.0	231911.0	14976.0	4455.0	9612.0	570.0	339.0	63.0
в том числе:								
на территории своего субъекта	240024.0	225347.0	14614.0	4378.0	9340.0	570.0	326.0	63.0
на территории другого субъекта	4530.0	4309.0	221.0	49.0	166.0	-	6.0	-
на территории других стран	80.0	80.0	-	-	-	-	-	-
Сельское население, занятое в экономике	137493.0	131854.0	5599.0	1438.0	3441.0	516.0	204.0	40.0
в том числе:								
на территории своего субъекта	131917.0	126408.0	5469.0	1411.0	3367.0	500.0	191.0	40.0
на территории другого субъекта	4237.0	4192.0	45.0	4.0	29.0	5.0	7.0	-
на территории других стран	8.0	8.0	-	-	-	-	-	-
Свердловская область								
Городское и сельское население, занятое в экономике	2020024.0	1933216.0	86636.0	29363.0	47823.0	5077.0	4373.0	172.0
в том числе:								
на территории своего субъекта	1991671.0	1906531.0	84990.0	28959.0	46933.0	4899.0	4199.0	150.0
на территории другого субъекта	13438.0	12746.0	692.0	232.0	394.0	35.0	31.0	-
на территории других стран	478.0	387.0	91.0	23.0	53.0	10.0	5.0	-
Мужчины, занятые в экономике	1004084.0	951623.0	52375.0	19610.0	27431.0	2875.0	2459.0	86.0
в том числе:								
на территории своего субъекта	983799.0	932491.0	51234.0	19281.0	26837.0	2770.0	2346.0	74.0
на территории другого субъекта	11821.0	11283.0	538.0	185.0	296.0	35.0	22.0	-
на территории других стран	275.0	212.0	63.0	23.0	30.0	10.0	-	-
Женщины, занятые в экономике	1015940.0	981593.0	34261.0	9753.0	20392.0	2202.0	1914.0	86.0
в том числе:								
на территории своего субъекта	1007872.0	974040.0	33756.0	9678.0	20096.0	2129.0	1853.0	76.0
на территории другого субъекта	1617.0	1463.0	154.0	47.0	98.0	-	9.0	-
на территории других стран	203.0	175.0	28.0	-	23.0	-	5.0	-
Городское население, занятое в экономике	1826950.0	1744837.0	81948.0	27951.0	45224.0	4632.0	4141.0	165.0
в том числе:								
на территории своего субъекта	1802480.0	1721887.0	80450.0	27567.0	44431.0	4471.0	3981.0	143.0
на территории другого субъекта	10713.0	10090.0	623.0	220.0	341.0	35.0	27.0	-
на территории других стран	465.0	378.0	87.0	19.0	53.0	10.0	5.0	-
Сельское население, занятое в экономике	193074.0	188379.0	4688.0	1412.0	2599.0	445.0	232.0	7.0
в том числе:								
на территории своего субъекта	189191.0	184644.0	4540.0	1392.0	2502.0	428.0	218.0	7.0
на территории другого субъекта	2725.0	2656.0	69.0	12.0	53.0	-	4.0	-
на территории других стран	13.0	9.0	4.0	4.0	-	-	-	-
Тюменская область								
Городское и сельское население, занятое в экономике	1561396.0	1495237.0	65205.0	20515.0	37032.0	4843.0	2815.0	954.0
в том числе:								
на территории своего субъекта	1520812.0	1456616.0	63375.0	20125.0	36006.0	4586.0	2658.0	821.0
на территории другого субъекта	3673.0	3367.0	300.0	106.0	158.0	27.0	9.0	6.0
на территории других стран	193.0	162.0	31.0	13.0	17.0	-	1.0	-
Мужчины, занятые в экономике	820206.0	781881.0	37837.0	13238.0	20423.0	2620.0	1556.0	488.0
в том числе:								
на территории своего субъекта	795233.0	758181.0	36622.0	12987.0	19755.0	2436.0	1444.0	430.0
на территории другого субъекта	2968.0	2723.0	240.0	77.0	127.0	27.0	9.0	5.0
на территории других стран	130.0	119.0	11.0	4.0	6.0	-	1.0	-
Женщины, занятые в экономике	741190.0	713356.0	27368.0	7277.0	16609.0	2223.0	1259.0	466.0
