5. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ПО ВОЗРАСТНЫМ ГРУППАМ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
Из общей численности занятых - население в возрасте:								
трудоспособном	253020.0	244835.0	8159.0	1986.0	4363.0	1508.0	302.0	26.0
старше трудоспособного	4895.0	4752.0	142.0	39.0	65.0	25.0	13.0	1.0
Коми–Пермяцкий автономный округ								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	45588.0	44328.0	1260.0	412.0	729.0	67.0	52.0	-
в том числе в возрасте, лет:								
15 – 19	1162.0	1144.0	18.0	1.0	15.0	1.0	1.0	-
20 – 29	9893.0	9661.0	232.0	60.0	141.0	21.0	10.0	-
30 – 39	12697.0	12173.0	524.0	178.0	303.0	23.0	20.0	-
40 – 49	15507.0	15106.0	401.0	140.0	222.0	20.0	19.0	-
50 – 59	5897.0	5818.0	79.0	31.0	46.0	1.0	1.0	-
60 – 64	318.0	314.0	4.0	1.0	2.0	-	1.0	-
65 и более	114.0	112.0	2.0	1.0	-	1.0	-	-
Возраст не указан	2.0	2.0	-	-	-	-	-	-
Средний возраст	38.5	38.5	37.4	38.5	37.0	35.2	37.1	-
Из общей численности занятых - население в возрасте:								
трудоспособном	44708.0	43458.0	1250.0	410.0	723.0	66.0	51.0	-
старше трудоспособного	866.0	856.0	10.0	2.0	6.0	1.0	1.0	-
Мужчины, занятые в экономике, в возрасте 15 лет и более	22706.0	21969.0	737.0	258.0	388.0	60.0	31.0	-
в том числе в возрасте, лет:								
15 – 19	640.0	635.0	5.0	-	4.0	1.0	-	-
20 – 29	4960.0	4827.0	133.0	35.0	75.0	18.0	5.0	-
30 – 39	6106.0	5802.0	304.0	111.0	160.0	21.0	12.0	-
40 – 49	7683.0	7437.0	246.0	88.0	125.0	19.0	14.0	-
50 – 59	3122.0	3074.0	48.0	24.0	23.0	1.0	-	-
60 – 64	136.0	135.0	1.0	-	1.0	-	-	-
65 и более	59.0	59.0	-	-	-	-	-	-
Возраст не указан	1.0	1.0	-	-	-	-	-	-
Средний возраст	38.6	38.6	37.7	38.9	37.3	34.8	37.6	-
Из общей численности занятых - население в возрасте:								
трудоспособном	22499.0	21763.0	736.0	258.0	387.0	60.0	31.0	-
старше трудоспособного	195.0	194.0	1.0	-	1.0	-	-	-
Женщины, занятые в экономике, в возрасте 15 лет и более	22882.0	22359.0	523.0	154.0	341.0	7.0	21.0	-
в том числе в возрасте, лет:								
15 – 19	522.0	509.0	13.0	1.0	11.0	-	1.0	-
20 – 29	4933.0	4834.0	99.0	25.0	66.0	3.0	5.0	-
30 – 39	6591.0	6371.0	220.0	67.0	143.0	2.0	8.0	-
40 – 49	7824.0	7669.0	155.0	52.0	97.0	1.0	5.0	-
50 – 59	2775.0	2744.0	31.0	7.0	23.0	-	1.0	-
60 – 64	182.0	179.0	3.0	1.0	1.0	-	1.0	-
65 и более	55.0	53.0	2.0	1.0	-	1.0	-	-
Возраст не указан	1.0	1.0	-	-	-	-	-	-
Средний возраст	38.5	38.5	37.0	37.8	36.7	38.2	36.3	-
Из общей численности занятых - население в возрасте:								
трудоспособном	22209.0	21695.0	514.0	152.0	336.0	6.0	20.0	-
старше трудоспособного	671.0	662.0	9.0	2.0	5.0	1.0	1.0	-
Городское население, занятое в экономике, в возрасте 15 лет и более	13911.0	13233.0	678.0	204.0	449.0	9.0	16.0	-
в том числе в возрасте, лет:								
15 – 19	356.0	344.0	12.0	-	12.0	-	-	-
20 – 29	3292.0	3172.0	120.0	34.0	78.0	4.0	4.0	-
30 – 39	3548.0	3268.0	280.0	86.0	185.0	2.0	7.0	-
40 – 49	4400.0	4176.0	224.0	71.0	146.0	3.0	4.0	-
50 – 59	2090.0	2050.0	40.0	12.0	27.0	-	1.0	-
60 – 64	169.0	168.0	1.0	-	1.0	-	-	-
65 и более	56.0	55.0	1.0	1.0	-	-	-	-
Возраст не указан	1.0	1.0	-	-	-	-	-	-
Средний возраст	38.7	38.7	37.5	38.0	37.3	34.7	36.3	-
Из общей численности занятых - население в возрасте:								
трудоспособном	13471.0	12798.0	673.0	203.0	445.0	9.0	16.0	-
старше трудоспособного	438.0	433.0	5.0	1.0	4.0	-	-	-
Сельское население, занятое в экономике, в возрасте 15 лет и более	31677.0	31095.0	582.0	208.0	280.0	58.0	36.0	-
в том числе в возрасте, лет:								
15 – 19	806.0	800.0	6.0	1.0	3.0	1.0	1.0	-
20 – 29	6601.0	6489.0	112.0	26.0	63.0	17.0	6.0	-
30 – 39	9149.0	8905.0	244.0	92.0	118.0	21.0	13.0	-
40 – 49	11107.0	10930.0	177.0	69.0	76.0	17.0	15.0	-
50 – 59	3807.0	3768.0	39.0	19.0	19.0	1.0	-	-
60 – 64	149.0	146.0	3.0	1.0	1.0	-	1.0	-
65 и более	58.0	57.0	1.0	-	-	1.0	-	-
Возраст не указан	1.0	1.0	-	-	-	-	-	-
Средний возраст	38.4	38.5	37.3	39.0	36.5	35.3	37.4	-
Из общей численности занятых - население в возрасте:								
трудоспособном	31237.0	30660.0	577.0	207.0	278.0	57.0	35.0	-
старше трудоспособного	428.0	423.0	5.0	1.0	2.0	1.0	1.0	-
Самарская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	1497209.0	1421045.0	76083.0	22250.0	43470.0	6976.0	3387.0	81.0
в том числе в возрасте, лет:								
15 – 19	42152.0	40868.0	1284.0	185.0	847.0	181.0	71.0	-
20 – 29	355761.0	340565.0	15175.0	3771.0	9052.0	1552.0	800.0	21.0
30 – 39	364094.0	340203.0	23870.0	8071.0	12904.0	1875.0	1020.0	21.0
40 – 49	432563.0	408456.0	24087.0	7364.0	13655.0	2120.0	948.0	20.0
50 – 59	249165.0	239319.0	9834.0	2518.0	5903.0	970.0	443.0	12.0
60 – 64	36722.0	35556.0	1161.0	241.0	710.0	146.0	64.0	5.0
65 и более	16752.0	16078.0	672.0	100.0	399.0	132.0	41.0	2.0
Возраст не указан	365.0	343.0	21.0	9.0	4.0	2.0	6.0	1.0
Средний возраст	39.2	39.3	39.1	39.1	39.1	39.2	38.5	40.6
Из общей численности занятых - население в возрасте:								
трудоспособном	1414563.0	1341164.0	73327.0	21723.0	41767.0	6601.0	3236.0	72.0
старше трудоспособного	82209.0	79483.0	2717.0	523.0	1676.0	369.0	149.0	9.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	769698.0	725355.0	44302.0	14631.0	23980.0	3786.0	1905.0	41.0
в том числе в возрасте, лет:								
15 – 19	26011.0	25319.0	692.0	106.0	453.0	94.0	39.0	-
20 – 29	194960.0	185759.0	9188.0	2469.0	5357.0	896.0	466.0	13.0
30 – 39	187267.0	172575.0	14682.0	5561.0	7490.0	1038.0	593.0	10.0
40 – 49	204490.0	191193.0	13289.0	4657.0	7036.0	1088.0	508.0	8.0
50 – 59	124024.0	118604.0	5415.0	1597.0	3043.0	536.0	239.0	5.0
60 – 64	22513.0	21832.0	677.0	165.0	408.0	69.0	35.0	4.0
65 и более	10433.0	10073.0	359.0	76.0	193.0	65.0	25.0	1.0
Возраст не указан	175.0	162.0	13.0	6.0	1.0	2.0	4.0	-
Средний возраст	38.9	38.9	38.7	39.0	38.5	38.8	38.2	39.4
Из общей численности занятых - население в возрасте:								
трудоспособном	736477.0	693197.0	43244.0	14387.0	23364.0	3649.0	1844.0	36.0
старше трудоспособного	32946.0	31905.0	1036.0	241.0	601.0	134.0	60.0	5.0
Женщины, занятые в экономике, в возрасте 15 лет и более	727511.0	695690.0	31781.0	7619.0	19490.0	3190.0	1482.0	40.0
в том числе в возрасте, лет:								
15 – 19	16141.0	15549.0	592.0	79.0	394.0	87.0	32.0	-
20 – 29	160801.0	154806.0	5987.0	1302.0	3695.0	656.0	334.0	8.0
30 – 39	176827.0	167628.0	9188.0	2510.0	5414.0	837.0	427.0	11.0
40 – 49	228073.0	217263.0	10798.0	2707.0	6619.0	1032.0	440.0	12.0
50 – 59	125141.0	120715.0	4419.0	921.0	2860.0	434.0	204.0	7.0
60 – 64	14209.0	13724.0	484.0	76.0	302.0	77.0	29.0	1.0
65 и более	6319.0	6005.0	313.0	24.0	206.0	67.0	16.0	1.0
Возраст не указан	190.0	181.0	8.0	3.0	3.0	-	2.0	1.0
Средний возраст	39.6	39.6	39.6	39.4	39.7	39.7	39.0	41.8
Из общей численности занятых - население в возрасте:								
трудоспособном	678086.0	647967.0	30083.0	7336.0	18403.0	2952.0	1392.0	36.0
старше трудоспособного	49263.0	47578.0	1681.0	282.0	1075.0	235.0	89.0	4.0
Городское население, занятое в экономике, в возрасте 15 лет и более	1263148.0	1195731.0	67346.0	19904.0	38528.0	6020.0	2894.0	71.0
в том числе в возрасте, лет:								
15 – 19	36705.0	35560.0	1145.0	157.0	765.0	159.0	64.0	-
20 – 29	305492.0	291694.0	13784.0	3463.0	8234.0	1376.0	711.0	14.0
30 – 39	300751.0	279550.0	21180.0	7320.0	11368.0	1620.0	872.0	21.0
40 – 49	356383.0	335438.0	20928.0	6434.0	11914.0	1804.0	776.0	17.0
50 – 59	213891.0	205183.0	8696.0	2225.0	5249.0	842.0	380.0	12.0
60 – 64	34150.0	33090.0	1055.0	219.0	650.0	131.0	55.0	5.0
65 и более	15776.0	15216.0	558.0	86.0	348.0	88.0	36.0	2.0
Возраст не указан	332.0	312.0	19.0	8.0	3.0	2.0	6.0	1.0
Средний возраст	39.3	39.3	39.0	38.9	39.0	39.0	38.4	41.9
Из общей численности занятых - население в возрасте:								
трудоспособном	1186665.0	1121732.0	64871.0	19434.0	36969.0	5709.0	2759.0	62.0
старше трудоспособного	76149.0	73699.0	2441.0	467.0	1536.0	305.0	133.0	9.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	234061.0	225314.0	8737.0	2346.0	4942.0	956.0	493.0	10.0
в том числе в возрасте, лет:								
15 – 19	5447.0	5308.0	139.0	28.0	82.0	22.0	7.0	-
20 – 29	50269.0	48871.0	1391.0	308.0	818.0	176.0	89.0	7.0
30 – 39	63343.0	60653.0	2690.0	751.0	1536.0	255.0	148.0	-
40 – 49	76180.0	73018.0	3159.0	930.0	1741.0	316.0	172.0	3.0
50 – 59	35274.0	34136.0	1138.0	293.0	654.0	128.0	63.0	-
60 – 64	2572.0	2466.0	106.0	22.0	60.0	15.0	9.0	-
65 и более	976.0	862.0	114.0	14.0	51.0	44.0	5.0	-
Возраст не указан	33.0	31.0	2.0	1.0	1.0	-	-	-
Средний возраст	39.0	39.0	40.0	40.3	39.8	40.6	39.6	31.4
Из общей численности занятых - население в возрасте:								
трудоспособном	227898.0	219432.0	8456.0	2289.0	4798.0	892.0	477.0	10.0
старше трудоспособного	6060.0	5784.0	276.0	56.0	140.0	64.0	16.0	-
Саратовская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	1073364.0	1013871.0	59249.0	17326.0	34362.0	5462.0	2099.0	244.0
в том числе в возрасте, лет:								
15 – 19	25042.0	24257.0	780.0	126.0	495.0	117.0	42.0	5.0
20 – 29	243367.0	232002.0	11324.0	3022.0	6697.0	1167.0	438.0	41.0
30 – 39	276823.0	257937.0	18826.0	6121.0	10607.0	1470.0	628.0	60.0
40 – 49	325189.0	305628.0	19487.0	5777.0	11303.0	1733.0	674.0	74.0
50 – 59	173393.0	165561.0	7780.0	2003.0	4657.0	834.0	286.0	52.0
60 – 64	20741.0	20008.0	723.0	209.0	406.0	88.0	20.0	10.0
65 и более	8809.0	8478.0	329.0	68.0	197.0	53.0	11.0	2.0
Возраст не указан	88.0	81.0	7.0	3.0	3.0	-	1.0	-
Средний возраст	39.2	39.3	39.2	39.1	39.2	39.3	38.9	41.7
Из общей численности занятых - население в возрасте:								
трудоспособном	1026056.0	968252.0	57578.0	16920.0	33383.0	5236.0	2039.0	226.0
старше трудоспособного	47057.0	45381.0	1658.0	402.0	973.0	223.0	60.0	18.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	555508.0	519727.0	35658.0	11569.0	19816.0	3106.0	1167.0	123.0
в том числе в возрасте, лет:								
15 – 19	15263.0	14822.0	437.0	69.0	282.0	65.0	21.0	4.0
20 – 29	133915.0	126803.0	7087.0	2055.0	4105.0	681.0	246.0	25.0
30 – 39	141940.0	130212.0	11697.0	4141.0	6323.0	871.0	362.0	31.0
40 – 49	156201.0	144876.0	11290.0	3786.0	6187.0	948.0	369.0	35.0
50 – 59	89501.0	84999.0	4481.0	1308.0	2570.0	452.0	151.0	21.0
60 – 64	13077.0	12605.0	466.0	156.0	243.0	55.0	12.0	6.0
65 и более	5611.0	5410.0	200.0	54.0	106.0	34.0	6.0	1.0
Возраст не указан	43.0	38.0	5.0	3.0	2.0	-	-	-
Средний возраст	39.0	39.0	39.0	39.1	38.8	39.2	38.8	40.6
Из общей численности занятых - население в возрасте:								
трудоспособном	536632.0	501534.0	34982.0	11356.0	19463.0	3014.0	1149.0	116.0
старше трудоспособного	18688.0	18015.0	666.0	210.0	349.0	89.0	18.0	7.0
Женщины, занятые в экономике, в возрасте 15 лет и более	517856.0	494144.0	23591.0	5757.0	14546.0	2356.0	932.0	121.0
в том числе в возрасте, лет:								
15 – 19	9779.0	9435.0	343.0	57.0	213.0	52.0	21.0	1.0
20 – 29	109452.0	105199.0	4237.0	967.0	2592.0	486.0	192.0	16.0
30 – 39	134883.0	127725.0	7129.0	1980.0	4284.0	599.0	266.0	29.0
40 – 49	168988.0	160752.0	8197.0	1991.0	5116.0	785.0	305.0	39.0
50 – 59	83892.0	80562.0	3299.0	695.0	2087.0	382.0	135.0	31.0
60 – 64	7664.0	7403.0	257.0	53.0	163.0	33.0	8.0	4.0
65 и более	3198.0	3068.0	129.0	14.0	91.0	19.0	5.0	1.0
Возраст не указан	45.0	43.0	2.0	-	1.0	-	1.0	-
Средний возраст	39.5	39.5	39.6	39.2	39.8	39.6	39.0	42.9
Из общей численности занятых - население в возрасте:								
трудоспособном	489424.0	466718.0	22596.0	5564.0	13920.0	2222.0	890.0	110.0
старше трудоспособного	28369.0	27366.0	992.0	192.0	624.0	134.0	42.0	11.0
Городское население, занятое в экономике, в возрасте 15 лет и более	845532.0	797074.0	48230.0	14694.0	28130.0	3725.0	1681.0	228.0
в том числе в возрасте, лет:								
15 – 19	19641.0	19012.0	625.0	106.0	411.0	82.0	26.0	4.0
20 – 29	194770.0	185220.0	9515.0	2686.0	5620.0	843.0	366.0	35.0
30 – 39	213863.0	198210.0	15595.0	5333.0	8776.0	984.0	502.0	58.0
40 – 49	250145.0	234594.0	15481.0	4726.0	9080.0	1152.0	523.0	70.0
50 – 59	140040.0	133860.0	6131.0	1621.0	3719.0	554.0	237.0	49.0
60 – 64	18920.0	18306.0	604.0	169.0	352.0	64.0	19.0	10.0
65 и более	8153.0	7872.0	279.0	53.0	172.0	46.0	8.0	2.0
Возраст не указан	60.0	57.0	3.0	1.0	1.0	-	1.0	-
Средний возраст	39.4	39.4	39.0	38.8	39.1	39.2	38.9	42.1
Из общей численности занятых - население в возрасте:								
трудоспособном	802630.0	755641.0	46779.0	14354.0	27255.0	3543.0	1627.0	210.0
старше трудоспособного	42754.0	41297.0	1439.0	336.0	869.0	180.0	54.0	18.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	227832.0	216797.0	11019.0	2632.0	6232.0	1737.0	418.0	16.0
в том числе в возрасте, лет:								
15 – 19	5401.0	5245.0	155.0	20.0	84.0	35.0	16.0	1.0
20 – 29	48597.0	46782.0	1809.0	336.0	1077.0	324.0	72.0	6.0
30 – 39	62960.0	59727.0	3231.0	788.0	1831.0	486.0	126.0	2.0
40 – 49	75044.0	71034.0	4006.0	1051.0	2223.0	581.0	151.0	4.0
50 – 59	33353.0	31701.0	1649.0	382.0	938.0	280.0	49.0	3.0
60 – 64	1821.0	1702.0	119.0	40.0	54.0	24.0	1.0	-
65 и более	656.0	606.0	50.0	15.0	25.0	7.0	3.0	-
Возраст не указан	28.0	24.0	4.0	2.0	2.0	-	-	-
Средний возраст	38.8	38.8	40.1	41.0	39.9	39.7	38.8	36.5
Из общей численности занятых - население в возрасте:								
трудоспособном	223426.0	212611.0	10799.0	2566.0	6128.0	1693.0	412.0	16.0
старше трудоспособного	4303.0	4084.0	219.0	66.0	104.0	43.0	6.0	-
Ульяновская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	588093.0	559612.0	28439.0	8174.0	16355.0	3090.0	820.0	42.0
в том числе в возрасте, лет:								
15 – 19	13811.0	13452.0	359.0	54.0	221.0	72.0	12.0	-
20 – 29	127951.0	122526.0	5415.0	1472.0	3176.0	608.0	159.0	10.0
30 – 39	151070.0	141869.0	9189.0	2935.0	5174.0	822.0	258.0	12.0
40 – 49	188148.0	178290.0	9847.0	2815.0	5701.0	1064.0	267.0	11.0
50 – 59	93208.0	89991.0	3212.0	822.0	1820.0	464.0	106.0	5.0
60 – 64	10042.0	9766.0	273.0	63.0	156.0	38.0	16.0	3.0
65 и более	3863.0	3718.0	144.0	13.0	107.0	22.0	2.0	1.0
Возраст не указан	5.0	5.0	-	-	-	-	-	-
Средний возраст	39.3	39.3	38.9	38.7	38.9	39.5	39.1	40.1
Из общей численности занятых - население в возрасте:								
трудоспособном	565147.0	537305.0	27806.0	8058.0	15958.0	2998.0	792.0	36.0
старше трудоспособного	22801.0	22168.0	627.0	116.0	394.0	89.0	28.0	6.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	298942.0	281782.0	17142.0	5469.0	9355.0	1865.0	453.0	18.0
в том числе в возрасте, лет:								
15 – 19	8024.0	7813.0	211.0	41.0	121.0	43.0	6.0	-
20 – 29	68718.0	65332.0	3383.0	982.0	1938.0	372.0	91.0	3.0
30 – 39	74969.0	69272.0	5691.0	1988.0	3056.0	502.0	145.0	6.0
40 – 49	89945.0	84227.0	5712.0	1843.0	3111.0	608.0	150.0	6.0
50 – 59	48333.0	46427.0	1905.0	559.0	995.0	298.0	53.0	1.0
60 – 64	6478.0	6309.0	167.0	44.0	88.0	28.0	7.0	2.0
65 и более	2475.0	2402.0	73.0	12.0	46.0	14.0	1.0	-
Возраст не указан	3.0	3.0	-	-	-	-	-	-
