																			
1. НАСЕЛЕНИЕ ПО ПОЛУ, ВОЗРАСТНЫМ ГРУППАМ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
																			
																			
	Все население	Всего указали источников средств к существованию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения указали			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	48934.0	31199.0	22648.0	8551.0	13034.0	2133.0	2548.0	20.0	55433.0	31407.0	22862.0	8545.0	10084.0	11340.0	2591.0	11.0			
в том числе в     возрасте, лет:																			
  до 16	1.0	1.0	1.0	-		-	-		1.0	1.0	-	1.0		-	-				
16 – 17	2714.0	15.0	3.0	12.0	2694.0	-	-	5.0	2632.0	77.0	4.0	73.0	2554.0	-	-	1.0			
18 – 19	1827.0	86.0	25.0	61.0	1739.0	1.0	-	1.0	2087.0	346.0	60.0	286.0	1733.0	2.0	4.0	2.0			
20 – 24	4024.0	1215.0	373.0	842.0	2781.0	1.0	27.0	-	4056.0	2069.0	715.0	1354.0	1895.0	24.0	67.0	1.0			
25 – 29	4273.0	2575.0	1156.0	1419.0	1572.0	4.0	122.0	-	4174.0	3076.0	1637.0	1439.0	864.0	58.0	176.0	-			
30 – 34	4465.0	3152.0	1958.0	1194.0	1014.0	13.0	283.0	3.0	4187.0	3340.0	2336.0	1004.0	444.0	133.0	270.0	-			
35 – 39	5200.0	3880.0	2803.0	1077.0	880.0	39.0	398.0	3.0	4745.0	3876.0	2981.0	895.0	327.0	206.0	336.0	-			
40 – 44	6488.0	4896.0	3701.0	1195.0	1000.0	88.0	502.0	2.0	5547.0	4531.0	3624.0	907.0	279.0	373.0	364.0	-			
45 – 49	5911.0	4541.0	3545.0	996.0	719.0	163.0	486.0	2.0	5214.0	4080.0	3320.0	760.0	241.0	544.0	349.0	-			
50 – 54	4606.0	3627.0	2969.0	658.0	371.0	230.0	377.0	1.0	4301.0	3191.0	2571.0	620.0	176.0	657.0	277.0	-			
55 – 59	1773.0	1425.0	1163.0	262.0	103.0	127.0	118.0	-	1811.0	1216.0	991.0	225.0	88.0	399.0	108.0	-			
60 – 64	2583.0	2088.0	1732.0	356.0	77.0	297.0	121.0	-	3733.0	2022.0	1669.0	353.0	174.0	1378.0	159.0	-			
65 – 69	2057.0	1593.0	1381.0	212.0	50.0	355.0	59.0	-	3544.0	1571.0	1305.0	266.0	228.0	1617.0	128.0	-			
70 и более	3006.0	2102.0	1835.0	267.0	33.0	815.0	55.0	1.0	9394.0	2010.0	1649.0	361.0	1081.0	5949.0	353.0	1.0			
возраст не указан	6.0	3.0	3.0	-	1.0	-	-	2.0	7.0	1.0	-	1.0	-	-	-	6.0			
Самарская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	1217459.0	773040.0	711623.0	61417.0	300594.0	42149.0	92429.0	9247.0	1477682.0	775759.0	714957.0	60802.0	251058.0	269826.0	174269.0	6770.0			
в том числе в     возрасте, лет:																			
  до 16	8.0	8.0	3.0	5.0		-	-		19.0	19.0	9.0	10.0		-	-				
16 – 17	55887.0	200.0	86.0	114.0	55473.0	9.0	20.0	185.0	53974.0	957.0	481.0	476.0	52825.0	8.0	35.0	149.0			
18 – 19	57993.0	1320.0	880.0	440.0	56417.0	7.0	50.0	199.0	55376.0	6057.0	4431.0	1626.0	48952.0	15.0	158.0	194.0			
20 – 24	128501.0	28985.0	24178.0	4807.0	96932.0	35.0	1567.0	982.0	125668.0	52112.0	44569.0	7543.0	67864.0	375.0	4720.0	597.0			
25 – 29	123532.0	70781.0	62005.0	8776.0	43032.0	149.0	8146.0	1424.0	124446.0	80403.0	71336.0	9067.0	27323.0	1458.0	14484.0	778.0			
30 – 34	113397.0	80796.0	71863.0	8933.0	17827.0	350.0	13157.0	1267.0	114113.0	79135.0	71100.0	8035.0	12105.0	2732.0	19512.0	629.0			
35 – 39	109822.0	84812.0	76937.0	7875.0	9812.0	622.0	13643.0	933.0	114668.0	82047.0	75382.0	6665.0	7536.0	4307.0	20323.0	455.0			
40 – 44	128666.0	102533.0	94501.0	8032.0	8079.0	1296.0	15864.0	894.0	141695.0	100604.0	93807.0	6797.0	7010.0	8240.0	25342.0	499.0			
45 – 49	119879.0	97555.0	90897.0	6658.0	5521.0	1990.0	14068.0	745.0	139696.0	96421.0	90335.0	6086.0	6200.0	12208.0	24363.0	504.0			
50 – 54	107381.0	89361.0	84036.0	5325.0	3425.0	2991.0	10973.0	631.0	133526.0	87751.0	82776.0	4975.0	5335.0	18543.0	21350.0	547.0			
55 – 59	57977.0	48693.0	46088.0	2605.0	1403.0	2440.0	5119.0	322.0	75615.0	45669.0	43240.0	2429.0	2724.0	15406.0	11501.0	315.0			
60 – 64	78794.0	65846.0	62458.0	3388.0	1401.0	6084.0	5127.0	336.0	114381.0	60649.0	57654.0	2995.0	3099.0	36912.0	13381.0	340.0			
65 – 69	53164.0	43793.0	41730.0	2063.0	648.0	5967.0	2574.0	182.0	85145.0	38272.0	36402.0	1870.0	2280.0	36284.0	8057.0	252.0			
70 и более	81088.0	58023.0	55667.0	2356.0	565.0	20199.0	2101.0	200.0	197984.0	45309.0	43109.0	2200.0	7756.0	133290.0	11003.0	626.0			
возраст не указан	1370.0	334.0	294.0	40.0	59.0	10.0	20.0	947.0	1376.0	354.0	326.0	28.0	49.0	48.0	40.0	885.0			
Саратовская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	992780.0	643259.0	580369.0	62890.0	234273.0	36251.0	73723.0	5274.0	1212197.0	649223.0	586494.0	62729.0	195913.0	226730.0	133943.0	6388.0			
в том числе в     возрасте, лет:																			
  до 16	3.0	3.0	3.0	-		-	-		37.0	37.0	9.0	28.0		-	-				
16 – 17	46915.0	154.0	61.0	93.0	46060.0	15.0	17.0	669.0	45800.0	1032.0	532.0	500.0	44150.0	11.0	32.0	575.0			
18 – 19	46823.0	1233.0	812.0	421.0	45152.0	9.0	44.0	385.0	47180.0	6283.0	4490.0	1793.0	40379.0	19.0	198.0	301.0			
20 – 24	101136.0	25484.0	20727.0	4757.0	73517.0	40.0	1287.0	808.0	102104.0	45692.0	38056.0	7636.0	51443.0	345.0	3965.0	659.0			
25 – 29	92399.0	55551.0	47364.0	8187.0	30315.0	106.0	5895.0	532.0	94365.0	63526.0	55070.0	8456.0	18637.0	969.0	10694.0	539.0			
30 – 34	88251.0	64990.0	56599.0	8391.0	13023.0	274.0	9504.0	460.0	91010.0	65494.0	57800.0	7694.0	8564.0	1895.0	14564.0	493.0			
35 – 39	92744.0	73198.0	65165.0	8033.0	7851.0	522.0	10799.0	374.0	98179.0	72391.0	65641.0	6750.0	5957.0	3396.0	15993.0	442.0			
40 – 44	107357.0	86970.0	78745.0	8225.0	6489.0	1050.0	12454.0	394.0	115299.0	84739.0	77654.0	7085.0	5066.0	5964.0	19026.0	504.0			
45 – 49	97726.0	80130.0	73052.0	7078.0	4580.0	1569.0	11113.0	334.0	109517.0	77923.0	71721.0	6202.0	4265.0	9027.0	17835.0	467.0			
50 – 54	84005.0	69348.0	63912.0	5436.0	3079.0	2342.0	8931.0	305.0	100647.0	67549.0	62386.0	5163.0	3651.0	13546.0	15399.0	502.0			
55 – 59	47247.0	39225.0	36374.0	2851.0	1279.0	2015.0	4518.0	210.0	61969.0	38212.0	35471.0	2741.0	1973.0	12794.0	8685.0	305.0			
60 – 64	71012.0	58602.0	54465.0	4137.0	1499.0	5767.0	4913.0	231.0	102156.0	54512.0	50771.0	3741.0	2700.0	32815.0	11726.0	403.0			
65 – 69	47571.0	39073.0	36553.0	2520.0	682.0	5239.0	2418.0	159.0	73198.0	33552.0	31248.0	2304.0	1967.0	30669.0	6772.0	238.0			
70 и более	69230.0	49186.0	46440.0	2746.0	729.0	17299.0	1818.0	198.0	170288.0	38148.0	35530.0	2618.0	7147.0	115265.0	9043.0	685.0			
возраст не указан	361.0	112.0	97.0	15.0	18.0	4.0	12.0	215.0	448.0	133.0	115.0	18.0	14.0	15.0	11.0	275.0			
Ульяновская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	511516.0	344127.0	316114.0	28013.0	116656.0	17170.0	33169.0	394.0	623838.0	346244.0	318470.0	27774.0	101048.0	117523.0	58733.0	290.0			
в том числе в     возрасте, лет:																			
  до 16	8.0	8.0	2.0	6.0		-	-		18.0	18.0	4.0	14.0		-	-				
16 – 17	25369.0	88.0	37.0	51.0	25104.0	5.0	12.0	160.0	23842.0	418.0	225.0	193.0	23321.0	4.0	10.0	89.0			
18 – 19	21941.0	601.0	435.0	166.0	21275.0	1.0	17.0	47.0	23417.0	2827.0	2184.0	643.0	20446.0	10.0	104.0	30.0			
20 – 24	49165.0	12764.0	11001.0	1763.0	35649.0	14.0	673.0	65.0	49128.0	22108.0	19418.0	2690.0	24974.0	159.0	1855.0	32.0			
25 – 29	45039.0	28024.0	24985.0	3039.0	14134.0	47.0	2808.0	26.0	46305.0	32052.0	28829.0	3223.0	8936.0	493.0	4808.0	16.0			
30 – 34	43640.0	32927.0	29577.0	3350.0	6166.0	119.0	4408.0	20.0	46494.0	34436.0	31081.0	3355.0	4324.0	1030.0	6689.0	15.0			
35 – 39	49766.0	40499.0	36795.0	3704.0	4045.0	244.0	4967.0	11.0	53555.0	40840.0	37439.0	3401.0	3120.0	1954.0	7628.0	13.0			
40 – 44	59925.0	49877.0	45807.0	4070.0	3748.0	508.0	5779.0	13.0	65032.0	49392.0	45967.0	3425.0	2949.0	3682.0	8998.0	11.0			
45 – 49	55169.0	46190.0	42647.0	3543.0	2783.0	815.0	5360.0	21.0	60241.0	44506.0	41390.0	3116.0	2468.0	5141.0	8116.0	10.0			
50 – 54	45632.0	38711.0	36016.0	2695.0	1766.0	1143.0	4004.0	8.0	53297.0	37041.0	34524.0	2517.0	2026.0	7417.0	6801.0	12.0			
55 – 59	23324.0	19876.0	18607.0	1269.0	686.0	948.0	1812.0	2.0	28451.0	18131.0	16946.0	1185.0	940.0	5992.0	3383.0	5.0			
60 – 64	33357.0	28359.0	26502.0	1857.0	681.0	2487.0	1827.0	3.0	47001.0	25937.0	24268.0	1669.0	1332.0	15503.0	4218.0	11.0			
65 – 69	23794.0	20037.0	18870.0	1167.0	325.0	2522.0	905.0	5.0	37028.0	17427.0	16358.0	1069.0	1156.0	15963.0	2477.0	5.0			
70 и более	35377.0	26164.0	24831.0	1333.0	291.0	8317.0	596.0	9.0	90018.0	21107.0	19833.0	1274.0	5056.0	60174.0	3646.0	35.0			
возраст не указан	10.0	2.0	2.0	-	3.0	-	1.0	4.0	11.0	4.0	4.0	-	-	1.0	-	6.0			
Уральский федеральный округ																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	4601445.0	2970423.0	2612630.0	357793.0	1133934.0	141536.0	328859.0	26693.0	5433258.0	2960902.0	2605437.0	355465.0	965851.0	892765.0	587884.0	25856.0			
в том числе в     возрасте, лет:																			
  до 16	48.0	48.0	24.0	24.0		-	-		217.0	214.0	47.0	167.0		2.0	1.0				
16 – 17	231116.0	992.0	364.0	628.0	227959.0	38.0	81.0	2046.0	223582.0	5089.0	2056.0	3033.0	216526.0	53.0	156.0	1758.0			
18 – 19	218664.0	6769.0	3999.0	2770.0	210428.0	42.0	198.0	1227.0	227832.0	30615.0	19068.0	11547.0	195134.0	98.0	885.0	1100.0			
20 – 24	500928.0	134506.0	99775.0	34731.0	356953.0	166.0	6117.0	3186.0	505715.0	228336.0	176789.0	51547.0	255316.0	1609.0	17525.0	2929.0			
25 – 29	483844.0	296823.0	242679.0	54144.0	154785.0	619.0	28507.0	3110.0	481057.0	326606.0	271835.0	54771.0	98098.0	5075.0	48860.0	2418.0			
30 – 34	426987.0	318906.0	270012.0	48894.0	62006.0	1155.0	42395.0	2525.0	426685.0	309953.0	265997.0	43956.0	43144.0	8934.0	62677.0	1977.0			
35 – 39	427538.0	338702.0	294268.0	44434.0	36863.0	2246.0	47535.0	2192.0	440144.0	324938.0	288830.0	36108.0	28172.0	15486.0	70037.0	1511.0			
40 – 44	530949.0	432349.0	384577.0	47772.0	31974.0	5216.0	59233.0	2177.0	563240.0	413388.0	373790.0	39598.0	27275.0	30284.0	90542.0	1751.0			
45 – 49	487156.0	400730.0	361151.0	39579.0	22764.0	8120.0	53724.0	1818.0	540726.0	385111.0	349534.0	35577.0	23374.0	44814.0	85796.0	1631.0			
50 – 54	409226.0	340333.0	310176.0	30157.0	14358.0	11405.0	41661.0	1469.0	471591.0	316255.0	288139.0	28116.0	19787.0	61952.0	72027.0	1570.0			
55 – 59	191108.0	159959.0	146455.0	13504.0	5077.0	8528.0	16840.0	704.0	237816.0	145380.0	133281.0	12099.0	9449.0	48194.0	33993.0	800.0			
60 – 64	249207.0	205145.0	187887.0	17258.0	5355.0	20995.0	17083.0	629.0	361442.0	190110.0	174884.0	15226.0	11469.0	117028.0	41742.0	1093.0			
65 – 69	183400.0	149678.0	138262.0	11416.0	2864.0	21588.0	8846.0	424.0	298193.0	133300.0	122437.0	10863.0	9088.0	128313.0	26660.0	832.0			
70 и более	254244.0	183562.0	171361.0	12201.0	2252.0	61382.0	6517.0	531.0	647844.0	149614.0	136998.0	12616.0	28788.0	430820.0	36864.0	1758.0			
возраст не указан	7030.0	1921.0	1640.0	281.0	296.0	36.0	122.0	4655.0	7174.0	1993.0	1752.0	241.0	231.0	103.0	119.0	4728.0			
Курганская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	371682.0	252903.0	220536.0	32367.0	81665.0	11977.0	24764.0	373.0	454224.0	255405.0	222922.0	32483.0	72130.0	84469.0	41832.0	388.0			
в том числе в     возрасте, лет:																			
  до 16	8.0	8.0	4.0	4.0		-	-		39.0	39.0	2.0	37.0		-	-				
16 – 17	18359.0	78.0	30.0	48.0	18147.0	3.0	3.0	128.0	17796.0	524.0	207.0	317.0	17127.0	2.0	12.0	131.0			
18 – 19	15196.0	623.0	404.0	219.0	14510.0	2.0	16.0	45.0	17734.0	2791.0	1787.0	1004.0	14816.0	9.0	90.0	28.0			
20 – 24	35977.0	11162.0	8570.0	2592.0	24221.0	8.0	528.0	58.0	37740.0	18739.0	14992.0	3747.0	17375.0	157.0	1426.0	43.0			
25 – 29	34427.0	22590.0	18724.0	3866.0	9728.0	31.0	2056.0	22.0	35027.0	25068.0	21128.0	3940.0	6128.0	394.0	3416.0	21.0			
30 – 34	31314.0	24107.0	20473.0	3634.0	4189.0	62.0	2937.0	19.0	32213.0	24519.0	20984.0	3535.0	2816.0	744.0	4117.0	17.0			
35 – 39	33002.0	26661.0	22983.0	3678.0	2844.0	156.0	3328.0	13.0	34765.0	26707.0	23604.0	3103.0	2005.0	1210.0	4832.0	11.0			
40 – 44	42529.0	35176.0	31067.0	4109.0	2808.0	375.0	4151.0	19.0	44160.0	33896.0	30482.0	3414.0	2003.0	2355.0	5891.0	15.0			
45 – 49	40397.0	33614.0	29765.0	3849.0	2123.0	590.0	4051.0	19.0	43789.0	32907.0	29537.0	3370.0	1681.0	3523.0	5663.0	15.0			
50 – 54	34231.0	28805.0	25718.0	3087.0	1356.0	863.0	3193.0	14.0	38932.0	27417.0	24411.0	3006.0	1473.0	5142.0	4884.0	16.0			
55 – 59	16055.0	13633.0	12182.0	1451.0	482.0	618.0	1316.0	6.0	20127.0	13046.0	11649.0	1397.0	728.0	3982.0	2364.0	7.0			
60 – 64	25118.0	21066.0	18752.0	2314.0	637.0	1800.0	1610.0	5.0	34997.0	19645.0	17558.0	2087.0	993.0	10984.0	3363.0	12.0			
65 – 69	18565.0	15491.0	13910.0	1581.0	342.0	1874.0	856.0	2.0	28206.0	13554.0	12021.0	1533.0	879.0	11627.0	2135.0	11.0			
70 и более	26468.0	19882.0	17949.0	1933.0	269.0	5594.0	717.0	6.0	68655.0	16539.0	14548.0	1991.0	4101.0	44339.0	3637.0	39.0			
возраст не указан	36.0	7.0	5.0	2.0	9.0	1.0	2.0	17.0	44.0	14.0	12.0	2.0	5.0	1.0	2.0	22.0			
Свердловская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	1673008.0	1054665.0	918664.0	136001.0	426070.0	57077.0	123693.0	11503.0	2035403.0	1059893.0	924743.0	135150.0	369463.0	368699.0	226557.0	10791.0			
в том числе в     возрасте, лет:																			
  до 16	11.0	11.0	5.0	6.0		-	-		68.0	67.0	12.0	55.0		1.0	-				
16 – 17	80518.0	398.0	149.0	249.0	79594.0	12.0	31.0	483.0	78327.0	1838.0	614.0	1224.0	76022.0	25.0	59.0	383.0			
18 – 19	84943.0	2599.0	1383.0	1216.0	81852.0	16.0	64.0	412.0	83066.0	10677.0	5981.0	4696.0	71678.0	29.0	263.0	419.0			
20 – 24	184245.0	47132.0	32437.0	14695.0	133557.0	62.0	2022.0	1472.0	181845.0	77543.0	56736.0	20807.0	96422.0	531.0	5846.0	1503.0			
25 – 29	173898.0	102797.0	80767.0	22030.0	58966.0	241.0	10311.0	1583.0	172792.0	112666.0	90626.0	22040.0	39620.0	1808.0	17590.0	1108.0			
30 – 34	148189.0	106982.0	88338.0	18644.0	23833.0	443.0	15572.0	1359.0	150291.0	104676.0	87981.0	16695.0	17694.0	3217.0	23725.0	979.0			
35 – 39	144486.0	110791.0	94653.0	16138.0	14071.0	811.0	17686.0	1127.0	150935.0	107125.0	94292.0	12833.0	11443.0	5523.0	26130.0	714.0			
40 – 44	178838.0	141540.0	124634.0	16906.0	12396.0	1846.0	22009.0	1047.0	195254.0	138526.0	124559.0	13967.0	11111.0	11093.0	33779.0	745.0			
45 – 49	171635.0	138124.0	123935.0	14189.0	9229.0	3028.0	20393.0	861.0	196371.0	135972.0	123230.0	12742.0	9911.0	17099.0	32695.0	694.0			
50 – 54	150575.0	123521.0	112396.0	11125.0	5938.0	4328.0	16070.0	718.0	179993.0	117994.0	107635.0	10359.0	8883.0	24306.0	28168.0	642.0			
55 – 59	73190.0	60683.0	55595.0	5088.0	2178.0	3362.0	6604.0	363.0	93497.0	56294.0	51698.0	4596.0	4360.0	18814.0	13665.0	364.0			
60 – 64	98485.0	80976.0	74385.0	6591.0	2166.0	8357.0	6686.0	300.0	148567.0	76962.0	71001.0	5961.0	5458.0	48173.0	17419.0	555.0			
65 – 69	74637.0	60993.0	56650.0	4343.0	1163.0	8730.0	3540.0	211.0	125953.0	55542.0	51360.0	4182.0	4287.0	54337.0	11345.0	442.0			
70 и более	107415.0	77649.0	72955.0	4694.0	981.0	25830.0	2655.0	300.0	276430.0	63486.0	58571.0	4915.0	12471.0	183694.0	15826.0	953.0			
возраст не указан	1943.0	469.0	382.0	87.0	146.0	11.0	50.0	1267.0	2014.0	525.0	447.0	78.0	103.0	49.0	47.0	1290.0			
Тюменская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	1226253.0	809841.0	714716.0	95125.0	297712.0	25866.0	80690.0	12144.0	1328547.0	787427.0	693804.0	93623.0	242861.0	150616.0	136137.0	11506.0			
в том числе в     возрасте, лет:																			
  до 16	22.0	22.0	12.0	10.0		-	-		60.0	59.0	29.0	30.0		-	1.0				
16 – 17	65990.0	261.0	90.0	171.0	64441.0	10.0	22.0	1256.0	62895.0	1368.0	635.0	733.0	60411.0	10.0	34.0	1072.0			
18 – 19	52630.0	1692.0	1061.0	631.0	50229.0	9.0	54.0	646.0	59721.0	8516.0	5727.0	2789.0	50363.0	27.0	266.0	549.0			
20 – 24	137297.0	38351.0	29862.0	8489.0	95747.0	42.0	1749.0	1408.0	140759.0	66896.0	53708.0	13188.0	67299.0	451.0	5004.0	1109.0			
25 – 29	141262.0	89307.0	75293.0	14014.0	42736.0	157.0	7858.0	1204.0	138034.0	98150.0	83880.0	14270.0	24558.0	1378.0	12921.0	1027.0			
30 – 34	129113.0	100284.0	86619.0	13665.0	16543.0	331.0	11029.0	926.0	123912.0	94865.0	82813.0	12052.0	10377.0	2283.0	15631.0	756.0			
35 – 39	133913.0	110612.0	97394.0	13218.0	9496.0	653.0	12292.0	860.0	133168.0	103257.0	92374.0	10883.0	6715.0	4396.0	18189.0	611.0			
40 – 44	167156.0	141502.0	126821.0	14681.0	7723.0	1491.0	15521.0	919.0	168045.0	128784.0	116756.0	12028.0	6325.0	8281.0	23881.0	774.0			
45 – 49	139935.0	119009.0	107716.0	11293.0	4917.0	2148.0	13118.0	743.0	147133.0	108809.0	98700.0	10109.0	4896.0	11292.0	21412.0	724.0			
50 – 54	106164.0	90419.0	82391.0	8028.0	2834.0	2873.0	9449.0	589.0	111519.0	77342.0	69982.0	7360.0	3221.0	13957.0	16289.0	710.0			
55 – 59	42765.0	36005.0	32802.0	3203.0	980.0	1884.0	3628.0	268.0	47725.0	29462.0	26723.0	2739.0	1370.0	9773.0	6804.0	316.0			
60 – 64	44664.0	35882.0	32374.0	3508.0	1056.0	4144.0	3338.0	244.0	58504.0	29920.0	26942.0	2978.0	1539.0	19662.0	7032.0	351.0			
65 – 69	28079.0	22166.0	20088.0	2078.0	533.0	3619.0	1614.0	147.0	43892.0	19001.0	16979.0	2022.0	1246.0	19531.0	3849.0	265.0			
70 и более	33061.0	23105.0	21126.0	1979.0	358.0	8483.0	957.0	158.0	89032.0	19777.0	17471.0	2306.0	4437.0	59532.0	4765.0	521.0			
возраст не указан	4202.0	1224.0	1067.0	157.0	119.0	22.0	61.0	2776.0	4148.0	1221.0	1085.0	136.0	104.0	43.0	59.0	2721.0			
Ханты-Мансийский автономный округ – Югра																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	545647.0	367664.0	329287.0	38377.0	126625.0	8718.0	37349.0	5291.0	561328.0	350276.0	312730.0	37546.0	96296.0	47046.0	63202.0	4508.0			
в том числе в     возрасте, лет:																			
  до 16	4.0	4.0	2.0	2.0		-	-		23.0	22.0	13.0	9.0		-	1.0				
16 – 17	27976.0	100.0	50.0	50.0	27236.0	4.0	9.0	627.0	25935.0	529.0	292.0	237.0	24847.0	1.0	14.0	544.0			
18 – 19	19590.0	616.0	456.0	160.0	18657.0	1.0	30.0	286.0	23219.0	3711.0	2737.0	974.0	19123.0	8.0	136.0	241.0			
20 – 24	62093.0	17486.0	14202.0	3284.0	43113.0	19.0	858.0	617.0	62377.0	31150.0	25929.0	5221.0	28054.0	209.0	2503.0	461.0			
25 – 29	67897.0	43143.0	37298.0	5845.0	20251.0	63.0	3886.0	554.0	64795.0	46824.0	40801.0	6023.0	10667.0	609.0	6254.0	441.0			
30 – 34	62922.0	49539.0	43694.0	5845.0	7505.0	149.0	5317.0	412.0	57713.0	44927.0	39870.0	5057.0	4249.0	938.0	7327.0	272.0			
35 – 39	64478.0	54074.0	48269.0	5805.0	3883.0	306.0	5870.0	345.0	62524.0	49131.0	44379.0	4752.0	2511.0	1895.0	8744.0	243.0			
40 – 44	80487.0	69099.0	62631.0	6468.0	2804.0	673.0	7511.0	400.0	79960.0	61745.0	56354.0	5391.0	2436.0	3696.0	11758.0	325.0			
45 – 49	64994.0	56034.0	51226.0	4808.0	1627.0	906.0	6073.0	354.0	66802.0	49876.0	45555.0	4321.0	1722.0	4679.0	10263.0	262.0			
50 – 54	47040.0	40579.0	37380.0	3199.0	825.0	1240.0	4186.0	210.0	48472.0	33597.0	30661.0	2936.0	1082.0	5876.0	7633.0	284.0			
55 – 59	17916.0	15225.0	14045.0	1180.0	282.0	789.0	1520.0	100.0	19114.0	11655.0	10699.0	956.0	394.0	3869.0	3075.0	121.0			
60 – 64	15062.0	11901.0	10956.0	945.0	243.0	1571.0	1257.0	90.0	19257.0	9134.0	8296.0	838.0	359.0	6761.0	2873.0	130.0			
65 – 69	7494.0	5687.0	5260.0	427.0	114.0	1078.0	557.0	58.0	12008.0	4511.0	4060.0	451.0	238.0	5786.0	1370.0	103.0			
70 и более	6015.0	3740.0	3443.0	297.0	59.0	1912.0	257.0	47.0	17728.0	3039.0	2711.0	328.0	587.0	12711.0	1235.0	156.0			
возраст не указан	1679.0	437.0	375.0	62.0	26.0	7.0	18.0	1191.0	1401.0	425.0	373.0	52.0	27.0	8.0	16.0	925.0			
Ямало-Ненецкий автономный округ																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	190473.0	131094.0	119463.0	11631.0	40724.0	2547.0	13585.0	2523.0	190481.0	124642.0	113401.0	11241.0	29932.0	12798.0	21092.0	2017.0			
в том числе в     возрасте, лет:																			
  до 16	5.0	5.0	3.0	2.0		-	-		7.0	7.0	3.0	4.0		-	-				
16 – 17	9139.0	31.0	10.0	21.0	8890.0	2.0	2.0	214.0	8526.0	231.0	119.0	112.0	8087.0	6.0	8.0	194.0			
18 – 19	5970.0	178.0	125.0	53.0	5631.0	1.0	8.0	152.0	6825.0	1268.0	918.0	350.0	5405.0	5.0	40.0	107.0			
20 – 24	19519.0	5784.0	4700.0	1084.0	13137.0	6.0	281.0	311.0	20221.0	10801.0	9153.0	1648.0	8250.0	63.0	853.0	254.0			
25 – 29	24312.0	15691.0	13747.0	1944.0	6834.0	34.0	1475.0	278.0	23357.0	17353.0	15528.0	1825.0	3275.0	224.0	2288.0	217.0			
30 – 34	23621.0	18734.0	16790.0	1944.0	2578.0	65.0	2012.0	232.0	21739.0	17166.0	15498.0	1668.0	1457.0	376.0	2587.0	153.0			
35 – 39	23431.0	19534.0	17775.0	1759.0	1370.0	120.0	2173.0	234.0	22650.0	17988.0	16466.0	1522.0	956.0	669.0	2918.0	119.0			
40 – 44	29560.0	25221.0	23283.0	1938.0	1099.0	257.0	2721.0	262.0	28688.0	22309.0	20708.0	1601.0	899.0	1306.0	4006.0	168.0			
45 – 49	23247.0	20070.0	18765.0	1305.0	595.0	333.0	2078.0	171.0	24199.0	18137.0	16972.0	1165.0	643.0	1795.0	3459.0	165.0			
50 – 54	17687.0	15140.0	14239.0	901.0	323.0	417.0	1640.0	167.0	17312.0	12145.0	11348.0	797.0	374.0	1971.0	2640.0	182.0			
55 – 59	6608.0	5558.0	5242.0	316.0	105.0	277.0	582.0	86.0	6280.0	3798.0	3540.0	258.0	174.0	1264.0	969.0	75.0			
