11. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО УРОВНЮ ОБРАЗОВАНИЯ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ												
												
												
	Численность населения соответствующей национальности в возрасте 15 лет и более	в том числе имеют образование								Не имеют начального общего образования	из них неграмотные 	Не указавшие уровень образования
Украинцы	47678.0	191.0	9965.0	1081.0	14215.0	6305.0	6750.0	5070.0	3700.0	332.0	144.0	69.0
Башкиры	28727.0	44.0	2404.0	575.0	7931.0	5397.0	5708.0	4273.0	2156.0	213.0	122.0	26.0
Марийцы	13338.0	13.0	793.0	191.0	3777.0	2984.0	2602.0	1959.0	901.0	109.0	53.0	9.0
Немцы	18596.0	47.0	2112.0	424.0	5215.0	3136.0	3222.0	2420.0	1806.0	194.0	104.0	20.0
Белорусы	15972.0	55.0	2611.0	307.0	4448.0	2212.0	2177.0	2057.0	1901.0	193.0	97.0	11.0
Удмурты	12426.0	19.0	935.0	138.0	3108.0	2434.0	2213.0	1908.0	1502.0	164.0	76.0	5.0
Азербайджанцы	9649.0	23.0	1290.0	169.0	1848.0	1102.0	3552.0	1269.0	299.0	48.0	14.0	49.0
Чуваши	8911.0	10.0	984.0	124.0	2540.0	1532.0	1398.0	1252.0	955.0	108.0	45.0	8.0
Мордва	8492.0	9.0	666.0	100.0	1954.0	1350.0	1306.0	1408.0	1441.0	248.0	143.0	10.0
Евреи	6425.0	160.0	3704.0	217.0	1187.0	194.0	510.0	313.0	119.0	15.0	7.0	6.0
Манси	113.0	-	11.0	2.0	29.0	17.0	34.0	17.0	3.0	-	-	-
Сельское население	443186.0	303.0	22113.0	4005.0	85127.0	91867.0	66662.0	96982.0	67524.0	8347.0	4346.0	256.0
Русские	381341.0	263.0	19098.0	3500.0	74070.0	78152.0	56996.0	84819.0	57494.0	6828.0	3410.0	121.0
Татары	22758.0	12.0	1060.0	179.0	3829.0	5208.0	3200.0	4592.0	4028.0	641.0	447.0	9.0
Украинцы	5134.0	5.0	433.0	65.0	1229.0	991.0	825.0	896.0	613.0	75.0	33.0	2.0
Башкиры	4583.0	2.0	173.0	40.0	852.0	1134.0	830.0	897.0	573.0	80.0	52.0	2.0
Марийцы	10556.0	2.0	370.0	56.0	1858.0	2641.0	1448.0	2070.0	1905.0	205.0	120.0	1.0
Немцы	1652.0	5.0	82.0	15.0	289.0	376.0	275.0	327.0	241.0	42.0	24.0	-
Белорусы	1959.0	2.0	109.0	16.0	364.0	365.0	237.0	334.0	456.0	74.0	36.0	2.0
Удмурты	4676.0	4.0	145.0	22.0	759.0	1054.0	716.0	1038.0	835.0	101.0	55.0	2.0
Азербайджанцы	734.0	1.0	47.0	7.0	104.0	124.0	262.0	154.0	33.0	-	-	2.0
Чуваши	2217.0	-	105.0	15.0	410.0	500.0	241.0	436.0	447.0	61.0	31.0	2.0
Мордва	993.0	-	42.0	9.0	169.0	170.0	98.0	181.0	264.0	60.0	28.0	-
Евреи	88.0	-	26.0	4.0	20.0	4.0	14.0	4.0	11.0	5.0	2.0	-
Манси	107.0	-	1.0	1.0	5.0	11.0	13.0	31.0	40.0	5.0	5.0	-
Тюменская область												
Все население	2615221.0	5536.0	388621.0	88265.0	829572.0	318241.0	476707.0	329959.0	134298.0	19656.0	12127.0	24366.0
Русские	1868646.0	4239.0	294288.0	67330.0	593108.0	221142.0	326032.0	244543.0	101080.0	12873.0	7105.0	4011.0
Татары	195343.0	278.0	22221.0	5734.0	62089.0	27064.0	37220.0	27737.0	10837.0	1840.0	1359.0	323.0
Украинцы	185615.0	395.0	31762.0	6581.0	71257.0	24471.0	34263.0	12966.0	3310.0	294.0	133.0	316.0
Башкиры	37802.0	73.0	4718.0	1112.0	13746.0	6084.0	7867.0	3523.0	567.0	51.0	29.0	61.0
Белорусы	32346.0	74.0	5295.0	967.0	12002.0	4610.0	5358.0	2522.0	1298.0	166.0	88.0	54.0
Чуваши	26737.0	30.0	2630.0	556.0	9426.0	4613.0	4584.0	2983.0	1657.0	228.0	123.0	30.0
Ненцы	17325.0	14.0	363.0	152.0	2083.0	868.0	3167.0	5739.0	3489.0	1385.0	1283.0	65.0
Немцы	23908.0	28.0	2802.0	712.0	7051.0	3007.0	4145.0	3229.0	2423.0	477.0	308.0	34.0
Ханты	18030.0	29.0	1028.0	339.0	3770.0	1677.0	3298.0	4825.0	2448.0	567.0	432.0	49.0
Манси	7229.0	18.0	558.0	149.0	1765.0	811.0	1481.0	1760.0	601.0	78.0	57.0	8.0
Селькупы	1341.0	3.0	53.0	9.0	175.0	132.0	275.0	443.0	216.0	30.0	21.0	5.0
Эвенки	83.0	-	10.0	1.0	16.0	7.0	19.0	18.0	9.0	3.0	3.0	-
Городское население	2032856.0	5029.0	345573.0	79078.0	679627.0	229217.0	382870.0	218482.0	63346.0	6480.0	3460.0	23154.0
Русские	1441810.0	3850.0	261313.0	60516.0	479803.0	153903.0	260228.0	164778.0	49350.0	4425.0	2101.0	3644.0
Татары	145162.0	241.0	19169.0	4959.0	50912.0	19425.0	28431.0	16778.0	4430.0	543.0	354.0	274.0
Украинцы	166486.0	371.0	29596.0	6090.0	64436.0	21240.0	30702.0	11123.0	2444.0	184.0	78.0	300.0
Башкиры	35056.0	67.0	4464.0	1052.0	12813.0	5580.0	7292.0	3209.0	478.0	40.0	22.0	61.0
Белорусы	27967.0	71.0	4932.0	881.0	10679.0	3834.0	4692.0	1985.0	761.0	81.0	44.0	51.0
Чуваши	18646.0	25.0	2177.0	462.0	7414.0	3003.0	3477.0	1484.0	539.0	39.0	20.0	26.0
Ненцы	2866.0	12.0	201.0	75.0	645.0	264.0	747.0	670.0	208.0	37.0	31.0	7.0
Немцы	14769.0	25.0	2254.0	588.0	4940.0	1604.0	2840.0	1591.0	798.0	99.0	55.0	30.0
Ханты	6462.0	23.0	735.0	227.0	1822.0	654.0	1327.0	1169.0	419.0	69.0	49.0	17.0
Манси	3754.0	15.0	441.0	116.0	1034.0	390.0	838.0	691.0	204.0	19.0	12.0	6.0
Селькупы	219.0	1.0	25.0	3.0	39.0	32.0	51.0	53.0	13.0	2.0	1.0	-
Эвенки	33.0	-	10.0	-	8.0	5.0	8.0	1.0	1.0	-	-	-
Сельское население	582365.0	507.0	43048.0	9187.0	149945.0	89024.0	93837.0	111477.0	70952.0	13176.0	8667.0	1212.0
Русские	426836.0	389.0	32975.0	6814.0	113305.0	67239.0	65804.0	79765.0	51730.0	8448.0	5004.0	367.0
Татары	50181.0	37.0	3052.0	775.0	11177.0	7639.0	8789.0	10959.0	6407.0	1297.0	1005.0	49.0
Украинцы	19129.0	24.0	2166.0	491.0	6821.0	3231.0	3561.0	1843.0	866.0	110.0	55.0	16.0
Башкиры	2746.0	6.0	254.0	60.0	933.0	504.0	575.0	314.0	89.0	11.0	7.0	-
Белорусы	4379.0	3.0	363.0	86.0	1323.0	776.0	666.0	537.0	537.0	85.0	44.0	3.0
Чуваши	8091.0	5.0	453.0	94.0	2012.0	1610.0	1107.0	1499.0	1118.0	189.0	103.0	4.0
Ненцы	14459.0	2.0	162.0	77.0	1438.0	604.0	2420.0	5069.0	3281.0	1348.0	1252.0	58.0
Немцы	9139.0	3.0	548.0	124.0	2111.0	1403.0	1305.0	1638.0	1625.0	378.0	253.0	4.0
Ханты	11568.0	6.0	293.0	112.0	1948.0	1023.0	1971.0	3656.0	2029.0	498.0	383.0	32.0
Манси	3475.0	3.0	117.0	33.0	731.0	421.0	643.0	1069.0	397.0	59.0	45.0	2.0
Селькупы	1122.0	2.0	28.0	6.0	136.0	100.0	224.0	390.0	203.0	28.0	20.0	5.0
Эвенки	50.0	-	-	1.0	8.0	2.0	11.0	17.0	8.0	3.0	3.0	-
Ханты-Мансийский автономный округ - Югра												
Все население	1134965.0	2346.0	177838.0	40316.0	383801.0	141177.0	225318.0	120476.0	30863.0	2380.0	1221.0	10450.0
Ханты	11581.0	16.0	733.0	228.0	2453.0	1017.0	2183.0	3068.0	1635.0	216.0	145.0	32.0
Манси	6661.0	15.0	491.0	122.0	1618.0	739.0	1335.0	1687.0	580.0	67.0	48.0	7.0
Русские	742455.0	1665.0	126012.0	28905.0	250883.0	87808.0	140227.0	82749.0	21082.0	1486.0	696.0	1638.0
Украинцы	108253.0	213.0	17840.0	3771.0	41234.0	14541.0	21043.0	7607.0	1694.0	116.0	53.0	194.0
Татары	87041.0	145.0	11525.0	2819.0	31343.0	12464.0	17589.0	8931.0	1931.0	150.0	89.0	144.0
Башкиры	28992.0	49.0	3418.0	837.0	10512.0	4742.0	6260.0	2682.0	416.0	34.0	18.0	42.0
Азербайджанцы	16577.0	29.0	1710.0	268.0	3477.0	2062.0	6683.0	1928.0	344.0	13.0	7.0	63.0
Белорусы	18293.0	25.0	2986.0	543.0	6966.0	2713.0	3175.0	1336.0	469.0	42.0	24.0	38.0
Чуваши	13069.0	20.0	1424.0	339.0	5071.0	2242.0	2626.0	1014.0	292.0	24.0	13.0	17.0
Немцы	7124.0	9.0	1001.0	249.0	2482.0	863.0	1419.0	789.0	281.0	18.0	12.0	13.0
Коми	2564.0	2.0	230.0	54.0	878.0	221.0	453.0	421.0	268.0	30.0	18.0	7.0
Ненцы	908.0	1.0	49.0	15.0	204.0	75.0	180.0	238.0	120.0	23.0	14.0	3.0
Городское население	1033327.0	2228.0	168874.0	38172.0	352719.0	126092.0	204709.0	104476.0	24106.0	1700.0	835.0	10251.0
Ханты	4803.0	14.0	565.0	172.0	1355.0	439.0	977.0	872.0	337.0	58.0	42.0	14.0
Манси	3332.0	12.0	379.0	92.0	924.0	347.0	716.0	649.0	191.0	17.0	10.0	5.0
Русские	677240.0	1584.0	119939.0	27445.0	230165.0	77920.0	127327.0	72959.0	17203.0	1146.0	522.0	1552.0
Украинцы	100611.0	203.0	16961.0	3568.0	38505.0	13226.0	19436.0	6957.0	1480.0	91.0	41.0	184.0
Татары	81883.0	134.0	10995.0	2706.0	29580.0	11648.0	16497.0	8343.0	1709.0	131.0	78.0	140.0
Башкиры	27377.0	45.0	3267.0	794.0	9943.0	4458.0	5897.0	2524.0	374.0	33.0	18.0	42.0
Азербайджанцы	15902.0	29.0	1652.0	263.0	3355.0	1958.0	6426.0	1833.0	324.0	13.0	7.0	49.0
Белорусы	17114.0	24.0	2885.0	514.0	6564.0	2488.0	2962.0	1213.0	391.0	37.0	23.0	36.0
Чуваши	12058.0	18.0	1330.0	314.0	4718.0	2070.0	2413.0	900.0	259.0	19.0	11.0	17.0
Немцы	6400.0	9.0	953.0	234.0	2257.0	747.0	1275.0	670.0	229.0	13.0	9.0	13.0
Коми	1164.0	1.0	158.0	34.0	442.0	102.0	205.0	140.0	70.0	7.0	4.0	5.0
Ненцы	250.0	1.0	25.0	6.0	68.0	19.0	69.0	51.0	9.0	-	-	2.0
Сельское население	101638.0	118.0	8964.0	2144.0	31082.0	15085.0	20609.0	16000.0	6757.0	680.0	386.0	199.0
Ханты	6778.0	2.0	168.0	56.0	1098.0	578.0	1206.0	2196.0	1298.0	158.0	103.0	18.0
Манси	3329.0	3.0	112.0	30.0	694.0	392.0	619.0	1038.0	389.0	50.0	38.0	2.0
Русские	65215.0	81.0	6073.0	1460.0	20718.0	9888.0	12900.0	9790.0	3879.0	340.0	174.0	86.0
Украинцы	7642.0	10.0	879.0	203.0	2729.0	1315.0	1607.0	650.0	214.0	25.0	12.0	10.0
Татары	5158.0	11.0	530.0	113.0	1763.0	816.0	1092.0	588.0	222.0	19.0	11.0	4.0
Башкиры	1615.0	4.0	151.0	43.0	569.0	284.0	363.0	158.0	42.0	1.0	-	-
Азербайджанцы	675.0	-	58.0	5.0	122.0	104.0	257.0	95.0	20.0	-	-	14.0
Белорусы	1179.0	1.0	101.0	29.0	402.0	225.0	213.0	123.0	78.0	5.0	1.0	2.0
Чуваши	1011.0	2.0	94.0	25.0	353.0	172.0	213.0	114.0	33.0	5.0	2.0	-
Немцы	724.0	-	48.0	15.0	225.0	116.0	144.0	119.0	52.0	5.0	3.0	-
Коми	1400.0	1.0	72.0	20.0	436.0	119.0	248.0	281.0	198.0	23.0	14.0	2.0
Ненцы	658.0	-	24.0	9.0	136.0	56.0	111.0	187.0	111.0	23.0	14.0	1.0
Ямало-Ненецкий автономный округ												
Все население	391162.0	861.0	65054.0	13598.0	137766.0	45051.0	69720.0	41102.0	9903.0	2132.0	1796.0	5975.0
Ненцы	16199.0	12.0	299.0	112.0	1837.0	770.0	2925.0	5477.0	3353.0	1352.0	1262.0	62.0
Русские	228247.0	576.0	43253.0	9199.0	83555.0	25605.0	39231.0	22796.0	3339.0	167.0	83.0	526.0
Украинцы	56770.0	103.0	10000.0	1980.0	23235.0	7421.0	10022.0	3414.0	476.0	26.0	11.0	93.0
Татары	22193.0	39.0	3301.0	682.0	8550.0	2935.0	3794.0	2336.0	450.0	64.0	45.0	42.0
Белорусы	7894.0	27.0	1310.0	257.0	3218.0	1127.0	1388.0	466.0	89.0	4.0	2.0	8.0
Ханты	5767.0	10.0	227.0	83.0	1133.0	573.0	975.0	1684.0	765.0	302.0	251.0	15.0
Коми	4761.0	5.0	379.0	79.0	1423.0	531.0	882.0	860.0	466.0	134.0	89.0	2.0
Селькупы	1286.0	3.0	48.0	8.0	162.0	126.0	258.0	434.0	214.0	28.0	19.0	5.0
Городское население	330986.0	791.0	59520.0	12280.0	120228.0	38856.0	58521.0	30163.0	4848.0	339.0	207.0	5440.0
Ненцы	2441.0	10.0	163.0	45.0	545.0	228.0	620.0	602.0	188.0	35.0	30.0	5.0
Русские	203657.0	532.0	39809.0	8421.0	74034.0	22632.0	34582.0	20150.0	2861.0	128.0	63.0	508.0
Украинцы	51398.0	96.0	9293.0	1801.0	20989.0	6640.0	8971.0	3072.0	422.0	22.0	9.0	92.0
Татары	20192.0	36.0	3056.0	630.0	7771.0	2670.0	3433.0	2104.0	396.0	56.0	41.0	40.0
Белорусы	6939.0	26.0	1211.0	228.0	2832.0	971.0	1190.0	393.0	77.0	3.0	1.0	8.0
Ханты	1242.0	7.0	109.0	28.0	344.0	170.0	242.0	261.0	69.0	9.0	7.0	3.0
Коми	2066.0	4.0	218.0	36.0	692.0	252.0	345.0	315.0	162.0	41.0	32.0	1.0
Селькупы	177.0	1.0	21.0	2.0	31.0	26.0	35.0	49.0	11.0	1.0	-	-
Сельское население	60176.0	70.0	5534.0	1318.0	17538.0	6195.0	11199.0	10939.0	5055.0	1793.0	1589.0	535.0
Ненцы	13758.0	2.0	136.0	67.0	1292.0	542.0	2305.0	4875.0	3165.0	1317.0	1232.0	57.0
Русские	24590.0	44.0	3444.0	778.0	9521.0	2973.0	4649.0	2646.0	478.0	39.0	20.0	18.0
Украинцы	5372.0	7.0	707.0	179.0	2246.0	781.0	1051.0	342.0	54.0	4.0	2.0	1.0
Татары	2001.0	3.0	245.0	52.0	779.0	265.0	361.0	232.0	54.0	8.0	4.0	2.0
Белорусы	955.0	1.0	99.0	29.0	386.0	156.0	198.0	73.0	12.0	1.0	1.0	-
Ханты	4525.0	3.0	118.0	55.0	789.0	403.0	733.0	1423.0	696.0	293.0	244.0	12.0
Коми	2695.0	1.0	161.0	43.0	731.0	279.0	537.0	545.0	304.0	93.0	57.0	1.0
Селькупы	1109.0	2.0	27.0	6.0	131.0	100.0	223.0	385.0	203.0	27.0	19.0	5.0
Челябинская область												
Все население	3009170.0	5461.0	406858.0	81358.0	880059.0	482959.0	467833.0	420729.0	232095.0	25886.0	14684.0	5932.0
Русские	2463817.0	4688.0	352758.0	70570.0	739852.0	385686.0	377268.0	338848.0	176004.0	17081.0	8978.0	1062.0
Татары	177938.0	209.0	17008.0	3953.0	49350.0	31828.0	29192.0	26693.0	17130.0	2528.0	1665.0	47.0
Башкиры	134039.0	87.0	6564.0	2026.0	31323.0	29685.0	25125.0	24006.0	13046.0	2145.0	1585.0	32.0
Украинцы	73056.0	187.0	12239.0	1465.0	21621.0	10701.0	9103.0	8776.0	8116.0	820.0	373.0	28.0
Казахи	27775.0	19.0	2213.0	635.0	7044.0	5060.0	4799.0	4719.0	2733.0	551.0	398.0	2.0
Немцы	25075.0	48.0	3159.0	709.0	7000.0	3951.0	4057.0	3272.0	2557.0	314.0	161.0	8.0
Белорусы	19578.0	26.0	2513.0	287.0	5289.0	3218.0	2371.0	2492.0	3072.0	300.0	167.0	10.0
Мордва	17409.0	16.0	1114.0	190.0	4129.0	3126.0	2206.0	2587.0	3453.0	585.0	355.0	3.0
Нагайбаки	7716.0	2.0	614.0	127.0	1457.0	1574.0	1289.0	1084.0	1387.0	182.0	112.0	-
Городское население	2486011.0	5146.0	372684.0	74682.0	764335.0	376852.0	387597.0	323612.0	159174.0	16032.0	8192.0	5897.0
Русские	2101138.0	4458.0	327526.0	65584.0	656499.0	312558.0	323005.0	271646.0	127338.0	11486.0	5547.0	1038.0
Татары	141237.0	188.0	14609.0	3510.0	41482.0	24819.0	23080.0	20179.0	11876.0	1448.0	839.0	46.0
Башкиры	74202.0	58.0	4359.0	1543.0	20824.0	15975.0	14995.0	11492.0	4365.0	563.0	380.0	28.0
Украинцы	58670.0	175.0	11019.0	1327.0	18120.0	8128.0	7282.0	6570.0	5468.0	555.0	229.0	26.0
Казахи	7855.0	14.0	927.0	348.0	2284.0	1165.0	1798.0	985.0	288.0	44.0	29.0	2.0
Немцы	19894.0	45.0	2816.0	633.0	5809.0	2917.0	3184.0	2411.0	1861.0	211.0	103.0	7.0
Белорусы	15291.0	25.0	2289.0	257.0	4449.0	2431.0	1912.0	1830.0	1923.0	165.0	82.0	10.0
Мордва	12410.0	12.0	884.0	153.0	3215.0	2111.0	1671.0	1796.0	2217.0	348.0	207.0	3.0
Нагайбаки	1357.0	1.0	191.0	45.0	318.0	232.0	257.0	130.0	162.0	21.0	11.0	-
Сельское население	523159.0	315.0	34174.0	6676.0	115724.0	106107.0	80236.0	97117.0	72921.0	9854.0	6492.0	35.0
Русские	362679.0	230.0	25232.0	4986.0	83353.0	73128.0	54263.0	67202.0	48666.0	5595.0	3431.0	24.0
Татары	36701.0	21.0	2399.0	443.0	7868.0	7009.0	6112.0	6514.0	5254.0	1080.0	826.0	1.0
Башкиры	59837.0	29.0	2205.0	483.0	10499.0	13710.0	10130.0	12514.0	8681.0	1582.0	1205.0	4.0
Украинцы	14386.0	12.0	1220.0	138.0	3501.0	2573.0	1821.0	2206.0	2648.0	265.0	144.0	2.0
Казахи	19920.0	5.0	1286.0	287.0	4760.0	3895.0	3001.0	3734.0	2445.0	507.0	369.0	-
Немцы	5181.0	3.0	343.0	76.0	1191.0	1034.0	873.0	861.0	696.0	103.0	58.0	1.0
Белорусы	4287.0	1.0	224.0	30.0	840.0	787.0	459.0	662.0	1149.0	135.0	85.0	-
Мордва	4999.0	4.0	230.0	37.0	914.0	1015.0	535.0	791.0	1236.0	237.0	148.0	-
Нагайбаки	6359.0	1.0	423.0	82.0	1139.0	1342.0	1032.0	954.0	1225.0	161.0	101.0	-
Сибирский федеральный округ												
Республика Алтай												
Все население	155266.0	221.0	19402.0	3449.0	39199.0	19867.0	28175.0	26435.0	15668.0	2599.0	1472.0	251.0
Алтайцы	45167.0	52.0	5242.0	1034.0	10101.0	5693.0	9532.0	8317.0	4351.0	841.0	532.0	4.0
Русские	92293.0	149.0	11996.0	1992.0	24559.0	12430.0	14727.0	15314.0	9646.0	1471.0	753.0	9.0
Казахи	8342.0	11.0	940.0	201.0	2084.0	540.0	2232.0	1375.0	856.0	103.0	76.0	-
Теленгиты	1602.0	1.0	159.0	34.0	336.0	151.0	403.0	307.0	176.0	35.0	24.0	-
Тубалары	1114.0	2.0	79.0	17.0	264.0	170.0	197.0	240.0	108.0	37.0	29.0	-
Кумандинцы	758.0	-	99.0	13.0	199.0	137.0	95.0	114.0	74.0	27.0	16.0	-
Челканцы	608.0	2.0	87.0	9.0	171.0	98.0	91.0	103.0	42.0	5.0	5.0	-
Шорцы	112.0	-	7.0	2.0	21.0	20.0	17.0	22.0	14.0	9.0	6.0	-
Городское население	43824.0	170.0	9088.0	1754.0	12048.0	3831.0	7677.0	6054.0	2670.0	436.0	213.0	96.0
Алтайцы	8164.0	42.0	1913.0	435.0	1679.0	514.0	2009.0	1292.0	245.0	33.0	20.0	2.0
Русские	32104.0	114.0	6462.0	1156.0	9450.0	3045.0	4925.0	4328.0	2257.0	363.0	172.0	4.0
Казахи	816.0	6.0	141.0	50.0	148.0	31.0	301.0	121.0	17.0	1.0	1.0	-
Теленгиты	74.0	-	14.0	5.0	14.0	4.0	25.0	12.0	-	-	-	-
Тубалары	101.0	2.0	30.0	8.0	27.0	5.0	14.0	10.0	3.0	2.0	2.0	-
Кумандинцы	379.0	-	62.0	10.0	110.0	53.0	49.0	51.0	33.0	11.0	8.0	-
Челканцы	94.0	2.0	30.0	6.0	18.0	6.0	16.0	12.0	4.0	-	-	-
Шорцы	17.0	-	6.0	-	2.0	2.0	5.0	1.0	1.0	-	-	-
Сельское население	111442.0	51.0	10314.0	1695.0	27151.0	16036.0	20498.0	20381.0	12998.0	2163.0	1259.0	155.0
Алтайцы	37003.0	10.0	3329.0	599.0	8422.0	5179.0	7523.0	7025.0	4106.0	808.0	512.0	2.0
Русские	60189.0	35.0	5534.0	836.0	15109.0	9385.0	9802.0	10986.0	7389.0	1108.0	581.0	5.0
Казахи	7526.0	5.0	799.0	151.0	1936.0	509.0	1931.0	1254.0	839.0	102.0	75.0	-
Теленгиты	1528.0	1.0	145.0	29.0	322.0	147.0	378.0	295.0	176.0	35.0	24.0	-
Тубалары	1013.0	-	49.0	9.0	237.0	165.0	183.0	230.0	105.0	35.0	27.0	-
Кумандинцы	379.0	-	37.0	3.0	89.0	84.0	46.0	63.0	41.0	16.0	8.0	-
Челканцы	514.0	-	57.0	3.0	153.0	92.0	75.0	91.0	38.0	5.0	5.0	-
Шорцы	95.0	-	1.0	2.0	19.0	18.0	12.0	21.0	13.0	9.0	6.0	-
Республика Бурятия												
Все население	776970.0	1625.0	117320.0	25213.0	201506.0	93937.0	147621.0	119444.0	60122.0	9574.0	5778.0	608.0
Буряты	208272.0	903.0	49120.0	10686.0	44225.0	16809.0	47036.0	26030.0	11057.0	2365.0	1604.0	41.0
Русские	532308.0	658.0	62926.0	13513.0	147749.0	72579.0	93142.0	88790.0	46187.0	6650.0	3857.0	114.0
Украинцы	8891.0	16.0	1733.0	262.0	2919.0	1070.0	1333.0	862.0	618.0	75.0	29.0	3.0
Татары	7322.0	7.0	631.0	113.0	1852.0	1167.0	1285.0	1124.0	960.0	181.0	119.0	2.0
Сойоты	1931.0	-	231.0	87.0	369.0	181.0	635.0	277.0	126.0	25.0	18.0	-
Эвенки	1617.0	-	143.0	38.0	262.0	204.0	412.0	391.0	139.0	26.0	19.0	2.0
Городское население	474018.0	1475.0	88829.0	19590.0	133241.0	50078.0	89459.0	62173.0	25375.0	3245.0	1788.0	553.0
Буряты	105390.0	830.0	33821.0	7773.0	22124.0	6206.0	21607.0	9730.0	2780.0	492.0	297.0	27.0
Русские	342942.0	585.0	50656.0	10997.0	103907.0	40912.0	62627.0	49704.0	21014.0	2454.0	1326.0	86.0
Украинцы	7480.0	14.0	1558.0	234.0	2477.0	874.0	1143.0	667.0	453.0	57.0	23.0	3.0
Татары	4243.0	7.0	488.0	90.0	1237.0	615.0	791.0	557.0	394.0	63.0	41.0	1.0
Сойоты	202.0	-	50.0	27.0	32.0	7.0	66.0	16.0	4.0	-	-	-
Эвенки	501.0	-	85.0	22.0	105.0	60.0	121.0	84.0	19.0	5.0	3.0	-
Сельское население	302952.0	150.0	28491.0	5623.0	68265.0	43859.0	58162.0	57271.0	34747.0	6329.0	3990.0	55.0
Буряты	102882.0	73.0	15299.0	2913.0	22101.0	10603.0	25429.0	16300.0	8277.0	1873.0	1307.0	14.0
Русские	189366.0	73.0	12270.0	2516.0	43842.0	31667.0	30515.0	39086.0	25173.0	4196.0	2531.0	28.0
Украинцы	1411.0	2.0	175.0	28.0	442.0	196.0	190.0	195.0	165.0	18.0	6.0	-
Татары	3079.0	-	143.0	23.0	615.0	552.0	494.0	567.0	566.0	118.0	78.0	1.0
Сойоты	1729.0	-	181.0	60.0	337.0	174.0	569.0	261.0	122.0	25.0	18.0	-
Эвенки	1116.0	-	58.0	16.0	157.0	144.0	291.0	307.0	120.0	21.0	16.0	2.0
Республика Тыва												
Все население	216038.0	235.0	23298.0	4506.0	57140.0	24031.0	50817.0	39425.0	14692.0	1887.0	1141.0	7.0
Тувинцы	159132.0	156.0	15436.0	3080.0	37931.0	19121.0	41820.0	30116.0	10062.0	1405.0	892.0	5.0
Тувинцы-тоджинцы	2994.0	-	115.0	16.0	529.0	231.0	839.0	911.0	312.0	41.0	17.0	-
Русские	49831.0	61.0	6595.0	1196.0	17057.0	4277.0	7693.0	8326.0	4200.0	424.0	223.0	2.0
Украинцы	768.0	4.0	168.0	15.0	271.0	68.0	86.0	81.0	71.0	4.0	1.0	-
Городское население	116170.0	209.0	16953.0	3404.0	35560.0	10807.0	25197.0	17539.0	5963.0	536.0	272.0	2.0
Тувинцы	70431.0	133.0	9811.0	2115.0	19273.0	7297.0	18233.0	10676.0	2600.0	291.0	168.0	2.0
Тувинцы-тоджинцы	2.0	-	2.0	-	-	-	-	-	-	-	-	-
Русские	40162.0	59.0	6016.0	1088.0	14517.0	3065.0	5987.0	6137.0	3073.0	220.0	94.0	-
Украинцы	635.0	4.0	153.0	14.0	231.0	46.0	66.0	69.0	51.0	1.0	1.0	-
Сельское население	99868.0	26.0	6345.0	1102.0	21580.0	13224.0	25620.0	21886.0	8729.0	1351.0	869.0	5.0
Тувинцы	88701.0	23.0	5625.0	965.0	18658.0	11824.0	23587.0	19440.0	7462.0	1114.0	724.0	3.0
Тувинцы-тоджинцы	2992.0	-	113.0	16.0	529.0	231.0	839.0	911.0	312.0	41.0	17.0	-
Русские	9669.0	2.0	579.0	108.0	2540.0	1212.0	1706.0	2189.0	1127.0	204.0	129.0	2.0
Украинцы	133.0	-	15.0	1.0	40.0	22.0	20.0	12.0	20.0	3.0	-	-
Республика Хакасия												
Все население	445563.0	647.0	55980.0	10550.0	127641.0	49296.0	82071.0	73238.0	40549.0	5449.0	2995.0	142.0
Хакасы	49781.0	102.0	6396.0	1087.0	10545.0	6566.0	10461.0	8965.0	4712.0	947.0	592.0	-
Русские	358355.0	495.0	45535.0	8774.0	107119.0	38399.0	64613.0	58620.0	31207.0	3571.0	1843.0	22.0
Немцы	7982.0	12.0	671.0	156.0	2004.0	936.0	1495.0	1364.0	1132.0	212.0	143.0	-
Украинцы	7963.0	13.0	1183.0	151.0	2470.0	922.0	1186.0	969.0	943.0	126.0	73.0	-
Шорцы	855.0	1.0	26.0	4.0	165.0	120.0	186.0	216.0	117.0	20.0	15.0	-
Городское население	320785.0	576.0	46854.0	9115.0	100310.0	31695.0	59408.0	46804.0	23064.0	2817.0	1467.0	142.0
Хакасы	19942.0	75.0	3654.0	723.0	5345.0	1918.0	4527.0	2601.0	906.0	193.0	108.0	-
Русские	275380.0	455.0	39781.0	7798.0	87442.0	27114.0	50004.0	40880.0	19776.0	2108.0	1055.0	22.0
Немцы	4050.0	12.0	494.0	124.0	1223.0	433.0	778.0	560.0	365.0	61.0	41.0	-
Украинцы	6332.0	12.0	1059.0	132.0	2076.0	712.0	935.0	721.0	604.0	81.0	49.0	-
Шорцы	434.0	1.0	21.0	4.0	114.0	49.0	113.0	90.0	38.0	4.0	2.0	-
Сельское население	124778.0	71.0	9126.0	1435.0	27331.0	17601.0	22663.0	26434.0	17485.0	2632.0	1528.0	-
Хакасы	29839.0	27.0	2742.0	364.0	5200.0	4648.0	5934.0	6364.0	3806.0	754.0	484.0	-
