1. НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ ПО ВОЗРАСТНЫМ ГРУППАМ И ЭКОНОМИЧЕСКОЙ АКТИВНОСТИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
													
	Всего	в том числе											
40 – 49	94651.0	84002.0	77674.0	2486.0	6328.0	574.0	10341.0	-	5254.0	85.0	1946.0	3056.0	308.0
50 – 59	59307.0	40022.0	37356.0	7171.0	2666.0	694.0	18977.0	-	16745.0	71.0	917.0	1244.0	308.0
60 – 64	28211.0	3944.0	3526.0	3119.0	418.0	410.0	24061.0	-	24023.0	7.0	12.0	19.0	206.0
Из общей численности -													
население в трудоспособном возрасте	337632.0	253613.0	227218.0	7886.0	26395.0	1572.0	82387.0	19970.0	19026.0	8167.0	8254.0	26970.0	1632.0
учащиеся	62195.0	11774.0	8830.0	76.0	2944.0	142.0	50401.0	21962.0	1457.0	10848.0	2103.0	14031.0	20.0
Сельское население  в возрасте  15-64 лет	213908.0	130387.0	114771.0	5061.0	15616.0	1122.0	83482.0	6003.0	39788.0	11181.0	23296.0	3214.0	39.0
в том числе в возрасте, лет:													
15 – 19	22165.0	2713.0	1417.0	25.0	1296.0	71.0	19452.0	5286.0	1260.0	9227.0	2462.0	1217.0	-
20 – 29	36268.0	27061.0	22491.0	131.0	4570.0	114.0	9191.0	717.0	935.0	1377.0	5254.0	908.0	16.0
30 – 39	45992.0	37380.0	33462.0	323.0	3918.0	119.0	8603.0	-	1799.0	477.0	5894.0	433.0	9.0
40 – 49	54656.0	43651.0	39723.0	1327.0	3928.0	263.0	11001.0	-	3898.0	89.0	6552.0	462.0	4.0
50 – 59	31703.0	18462.0	16790.0	2495.0	1672.0	324.0	13236.0	-	9958.0	8.0	3080.0	190.0	5.0
60 – 64	23124.0	1120.0	888.0	760.0	232.0	231.0	21999.0	-	21938.0	3.0	54.0	4.0	5.0
Из общей численности -													
население в трудоспособном возрасте	178974.0	128017.0	112762.0	3438.0	15255.0	811.0	50928.0	5342.0	12788.0	6597.0	23061.0	3140.0	29.0
учащиеся	21431.0	2644.0	1966.0	13.0	678.0	34.0	18787.0	6003.0	984.0	8948.0	1679.0	1173.0	-
Республика Татарстан													
Городское и сельское  население  в возрасте 15-64 лет	2585132.0	1818915.0	1685719.0	67402.0	133196.0	11398.0	765232.0	70908.0	307401.0	45739.0	32580.0	308604.0	985.0
в том числе в возрасте, лет:													
15 – 19	330264.0	58905.0	37385.0	253.0	21520.0	509.0	271068.0	53617.0	8460.0	19059.0	8024.0	181908.0	291.0
20 – 29	535211.0	427369.0	385386.0	1237.0	41983.0	628.0	107687.0	17121.0	6688.0	17654.0	6207.0	60017.0	155.0
30 – 39	524583.0	471125.0	444766.0	2648.0	26359.0	975.0	53325.0	166.0	10537.0	7021.0	6625.0	28976.0	133.0
40 – 49	631266.0	569348.0	542122.0	9800.0	27226.0	2256.0	61802.0	4.0	25338.0	1639.0	7925.0	26896.0	116.0
50 – 59	364778.0	262699.0	249655.0	32192.0	13044.0	4021.0	101945.0	-	87381.0	343.0	3695.0	10526.0	134.0
60 – 64	199030.0	29469.0	26405.0	21272.0	3064.0	3009.0	169405.0	-	168997.0	23.0	104.0	281.0	156.0
Из общей численности -													
население в трудоспособном возрасте	2245999.0	1764073.0	1636689.0	31720.0	127384.0	6909.0	481259.0	66192.0	92228.0	37023.0	30183.0	255633.0	667.0
учащиеся	377825.0	87992.0	69070.0	361.0	18922.0	366.0	289630.0	70908.0	6832.0	19064.0	6859.0	185967.0	203.0
Мужчины  в возрасте 15-64 лет	1220172.0	916022.0	849750.0	30178.0	66272.0	5656.0	303736.0	32635.0	112372.0	9100.0	15100.0	134529.0	414.0
в том числе в возрасте, лет:													
15 – 19	161577.0	29690.0	19087.0	169.0	10603.0	287.0	131726.0	25670.0	4502.0	8392.0	4263.0	88899.0	161.0
20 – 29	255601.0	220330.0	199765.0	760.0	20565.0	365.0	35222.0	6875.0	3689.0	246.0	2260.0	22152.0	49.0
30 – 39	255694.0	238228.0	224906.0	1493.0	13322.0	497.0	17414.0	90.0	5631.0	173.0	2938.0	8582.0	52.0
40 – 49	299630.0	272644.0	258797.0	4702.0	13847.0	1435.0	26928.0	-	13100.0	201.0	3654.0	9973.0	58.0
50 – 59	165535.0	136033.0	129690.0	9342.0	6343.0	1521.0	29454.0	-	22654.0	80.0	1937.0	4783.0	48.0
60 – 64	82135.0	19097.0	17505.0	13712.0	1592.0	1551.0	62992.0	-	62796.0	8.0	48.0	140.0	46.0
Из общей численности -													
население в трудоспособном возрасте	1101353.0	895964.0	831944.0	16453.0	64020.0	4076.0	205084.0	29829.0	48265.0	4948.0	13845.0	108197.0	305.0
учащиеся	173835.0	36686.0	28068.0	188.0	8618.0	215.0	137034.0	32635.0	3421.0	8277.0	3507.0	89194.0	115.0
Женщины в возрасте  15-64 лет	1364960.0	902893.0	835969.0	37224.0	66924.0	5742.0	461496.0	38273.0	195029.0	36639.0	17480.0	174075.0	571.0
в том числе в возрасте, лет:													
15 – 19	168687.0	29215.0	18298.0	84.0	10917.0	222.0	139342.0	27947.0	3958.0	10667.0	3761.0	93009.0	130.0
20 – 29	279610.0	207039.0	185621.0	477.0	21418.0	263.0	72465.0	10246.0	2999.0	17408.0	3947.0	37865.0	106.0
30 – 39	268889.0	232897.0	219860.0	1155.0	13037.0	478.0	35911.0	76.0	4906.0	6848.0	3687.0	20394.0	81.0
40 – 49	331636.0	296704.0	283325.0	5098.0	13379.0	821.0	34874.0	4.0	12238.0	1438.0	4271.0	16923.0	58.0
50 – 59	199243.0	126666.0	119965.0	22850.0	6701.0	2500.0	72491.0	-	64727.0	263.0	1758.0	5743.0	86.0
60 – 64	116895.0	10372.0	8900.0	7560.0	1472.0	1458.0	106413.0	-	106201.0	15.0	56.0	141.0	110.0
Из общей численности -													
население в трудоспособном возрасте	1144646.0	868109.0	804745.0	15267.0	63364.0	2833.0	276175.0	36363.0	43963.0	32075.0	16338.0	147436.0	362.0
учащиеся	203990.0	51306.0	41002.0	173.0	10304.0	151.0	152596.0	38273.0	3411.0	10787.0	3352.0	96773.0	88.0
Городское население  в возрасте 15-64 лет	1985349.0	1408854.0	1297881.0	55211.0	110973.0	9570.0	575649.0	63145.0	206217.0	25724.0	7545.0	273018.0	846.0
в том числе в возрасте, лет:													
15 – 19	265800.0	46165.0	28087.0	151.0	18078.0	377.0	219364.0	46741.0	5583.0	6257.0	1805.0	158978.0	271.0
20 – 29	425787.0	336173.0	300917.0	822.0	35256.0	541.0	89483.0	16234.0	4441.0	13117.0	1205.0	54486.0	131.0
30 – 39	385696.0	346852.0	325333.0	1727.0	21519.0	786.0	38723.0	166.0	6346.0	4910.0	1305.0	25996.0	121.0
40 – 49	489515.0	444068.0	421535.0	7253.0	22533.0	1926.0	45346.0	4.0	17933.0	1168.0	2188.0	24053.0	101.0
50 – 59	285651.0	210439.0	199322.0	27142.0	11117.0	3515.0	75090.0	-	64567.0	249.0	1010.0	9264.0	122.0
60 – 64	132900.0	25157.0	22687.0	18116.0	2470.0	2425.0	107643.0	-	107347.0	23.0	32.0	241.0	100.0
Из общей численности -													
население в трудоспособном возрасте	1745916.0	1361911.0	1255565.0	24718.0	106346.0	5875.0	383397.0	59176.0	65706.0	23389.0	7040.0	228086.0	608.0
учащиеся	318796.0	77567.0	60302.0	305.0	17265.0	322.0	241042.0	63145.0	4854.0	6674.0	1859.0	164510.0	187.0
Сельское население  в возрасте  15-64 лет	599783.0	410061.0	387838.0	12191.0	22223.0	1828.0	189583.0	7763.0	101184.0	20015.0	25035.0	35586.0	139.0
в том числе в возрасте, лет:													
15 – 19	64464.0	12740.0	9298.0	102.0	3442.0	132.0	51704.0	6876.0	2877.0	12802.0	6219.0	22930.0	20.0
20 – 29	109424.0	91196.0	84469.0	415.0	6727.0	87.0	18204.0	887.0	2247.0	4537.0	5002.0	5531.0	24.0
30 – 39	138887.0	124273.0	119433.0	921.0	4840.0	189.0	14602.0	-	4191.0	2111.0	5320.0	2980.0	12.0
40 – 49	141751.0	125280.0	120587.0	2547.0	4693.0	330.0	16456.0	-	7405.0	471.0	5737.0	2843.0	15.0
50 – 59	79127.0	52260.0	50333.0	5050.0	1927.0	506.0	26855.0	-	22814.0	94.0	2685.0	1262.0	12.0
60 – 64	66130.0	4312.0	3718.0	3156.0	594.0	584.0	61762.0	-	61650.0	-	72.0	40.0	56.0
Из общей численности -													
население в трудоспособном возрасте	500083.0	402162.0	381124.0	7002.0	21038.0	1034.0	97862.0	7016.0	26522.0	13634.0	23143.0	27547.0	59.0
учащиеся	59029.0	10425.0	8768.0	56.0	1657.0	44.0	48588.0	7763.0	1978.0	12390.0	5000.0	21457.0	16.0
Удмуртская Республика													
Городское и сельское  население  в возрасте 15-64 лет	1092546.0	790559.0	724578.0	37091.0	65981.0	5794.0	300515.0	28337.0	125434.0	34292.0	19089.0	93363.0	1472.0
в том числе в возрасте, лет:													
15 – 19	141028.0	30739.0	19974.0	205.0	10765.0	438.0	110106.0	22979.0	5900.0	25095.0	3192.0	52940.0	183.0
20 – 29	235953.0	198899.0	179445.0	983.0	19454.0	429.0	36754.0	5305.0	3687.0	6582.0	3244.0	17936.0	300.0
30 – 39	211491.0	192002.0	179414.0	1724.0	12588.0	538.0	19187.0	53.0	4546.0	1888.0	3979.0	8721.0	302.0
40 – 49	272847.0	245468.0	230710.0	6507.0	14758.0	1134.0	27053.0	-	11135.0	579.0	5757.0	9582.0	326.0
50 – 59	157973.0	112262.0	105096.0	18727.0	7166.0	2020.0	45467.0	-	38351.0	121.0	2854.0	4141.0	244.0
60 – 64	73254.0	11189.0	9939.0	8945.0	1250.0	1235.0	61948.0	-	61815.0	27.0	63.0	43.0	117.0
Из общей численности -													
население в трудоспособном возрасте	960119.0	768124.0	704745.0	20614.0	63379.0	3841.0	190696.0	24939.0	43804.0	20552.0	18592.0	82809.0	1299.0
учащиеся	170966.0	56504.0	47099.0	357.0	9405.0	329.0	114434.0	28337.0	4590.0	25010.0	2325.0	54172.0	28.0
Мужчины  в возрасте 15-64 лет	516235.0	390582.0	355896.0	15417.0	34686.0	2885.0	124923.0	13787.0	46751.0	12329.0	9683.0	42373.0	730.0
в том числе в возрасте, лет:													
15 – 19	69049.0	15477.0	10393.0	143.0	5084.0	201.0	53502.0	11896.0	2998.0	11712.0	1704.0	25192.0	70.0
20 – 29	113913.0	101582.0	92068.0	521.0	9514.0	197.0	12193.0	1868.0	1916.0	292.0	1305.0	6812.0	138.0
30 – 39	102763.0	94508.0	87565.0	825.0	6943.0	291.0	8089.0	23.0	2397.0	100.0	2018.0	3551.0	166.0
40 – 49	129118.0	115460.0	107065.0	2912.0	8395.0	671.0	13489.0	-	5809.0	156.0	2956.0	4568.0	169.0
50 – 59	71862.0	56853.0	52761.0	5725.0	4092.0	882.0	14884.0	-	10959.0	53.0	1653.0	2219.0	125.0
60 – 64	29530.0	6702.0	6044.0	5291.0	658.0	643.0	22766.0	-	22672.0	16.0	47.0	31.0	62.0
Из общей численности -													
население в трудоспособном возрасте	471231.0	383364.0	349713.0	10123.0	33651.0	2205.0	87206.0	11645.0	23188.0	5612.0	9445.0	37316.0	661.0
учащиеся	75891.0	22304.0	18556.0	169.0	3748.0	131.0	53583.0	13787.0	2198.0	11627.0	1073.0	24898.0	4.0
Женщины в возрасте  15-64 лет	576311.0	399977.0	368682.0	21674.0	31295.0	2909.0	175592.0	14550.0	78683.0	21963.0	9406.0	50990.0	742.0
в том числе в возрасте, лет:													
15 – 19	71979.0	15262.0	9581.0	62.0	5681.0	237.0	56604.0	11083.0	2902.0	13383.0	1488.0	27748.0	113.0
20 – 29	122040.0	97317.0	87377.0	462.0	9940.0	232.0	24561.0	3437.0	1771.0	6290.0	1939.0	11124.0	162.0
30 – 39	108728.0	97494.0	91849.0	899.0	5645.0	247.0	11098.0	30.0	2149.0	1788.0	1961.0	5170.0	136.0
40 – 49	143729.0	130008.0	123645.0	3595.0	6363.0	463.0	13564.0	-	5326.0	423.0	2801.0	5014.0	157.0
50 – 59	86111.0	55409.0	52335.0	13002.0	3074.0	1138.0	30583.0	-	27392.0	68.0	1201.0	1922.0	119.0
60 – 64	43724.0	4487.0	3895.0	3654.0	592.0	592.0	39182.0	-	39143.0	11.0	16.0	12.0	55.0
Из общей численности -													
население в трудоспособном возрасте	488888.0	384760.0	355032.0	10491.0	29728.0	1636.0	103490.0	13294.0	20616.0	14940.0	9147.0	45493.0	638.0
учащиеся	95075.0	34200.0	28543.0	188.0	5657.0	198.0	60851.0	14550.0	2392.0	13383.0	1252.0	29274.0	24.0
Городское население  в возрасте 15-64 лет	788305.0	576031.0	528913.0	29721.0	47118.0	4647.0	210828.0	23565.0	85299.0	18679.0	5516.0	77769.0	1446.0
в том числе в возрасте, лет:													
15 – 19	104281.0	22634.0	14391.0	119.0	8243.0	313.0	81464.0	18600.0	3500.0	12575.0	1271.0	45518.0	183.0
20 – 29	176946.0	149729.0	135643.0	704.0	14086.0	295.0	26917.0	4924.0	2034.0	4369.0	808.0	14782.0	300.0
30 – 39	145614.0	133601.0	125012.0	1184.0	8589.0	392.0	11717.0	41.0	2519.0	1242.0	993.0	6922.0	296.0
40 – 49	190163.0	173358.0	163353.0	4506.0	10005.0	881.0	16494.0	-	7229.0	391.0	1515.0	7359.0	311.0
50 – 59	119262.0	86895.0	81752.0	15328.0	5143.0	1723.0	32128.0	-	27981.0	84.0	902.0	3161.0	239.0
60 – 64	52039.0	9814.0	8762.0	7880.0	1052.0	1043.0	42108.0	-	42036.0	18.0	27.0	27.0	117.0
Из общей численности -													
население в трудоспособном возрасте	693053.0	556756.0	511792.0	15506.0	44964.0	2997.0	135024.0	20868.0	28820.0	11760.0	5272.0	68304.0	1273.0
учащиеся	137086.0	48469.0	40044.0	325.0	8425.0	286.0	88589.0	23565.0	2975.0	12745.0	1202.0	48102.0	28.0
Сельское население  в возрасте  15-64 лет	304241.0	214528.0	195665.0	7370.0	18863.0	1147.0	89687.0	4772.0	40135.0	15613.0	13573.0	15594.0	26.0
в том числе в возрасте, лет:													
15 – 19	36747.0	8105.0	5583.0	86.0	2522.0	125.0	28642.0	4379.0	2400.0	12520.0	1921.0	7422.0	-
20 – 29	59007.0	49170.0	43802.0	279.0	5368.0	134.0	9837.0	381.0	1653.0	2213.0	2436.0	3154.0	-
30 – 39	65877.0	58401.0	54402.0	540.0	3999.0	146.0	7470.0	12.0	2027.0	646.0	2986.0	1799.0	6.0
40 – 49	82684.0	72110.0	67357.0	2001.0	4753.0	253.0	10559.0	-	3906.0	188.0	4242.0	2223.0	15.0
50 – 59	38711.0	25367.0	23344.0	3399.0	2023.0	297.0	13339.0	-	10370.0	37.0	1952.0	980.0	5.0
60 – 64	21215.0	1375.0	1177.0	1065.0	198.0	192.0	19840.0	-	19779.0	9.0	36.0	16.0	-
Из общей численности -													
население в трудоспособном возрасте	267066.0	211368.0	192953.0	5108.0	18415.0	844.0	55672.0	4071.0	14984.0	8792.0	13320.0	14505.0	26.0
учащиеся	33880.0	8035.0	7055.0	32.0	980.0	43.0	25845.0	4772.0	1615.0	12265.0	1123.0	6070.0	-
Чувашская Республика													
Городское и сельское  население  в возрасте 15-64 лет	894988.0	612492.0	548915.0	26252.0	63577.0	4740.0	280797.0	28740.0	109993.0	41703.0	32451.0	67910.0	1699.0
в том числе в возрасте, лет:													
15 – 19	117020.0	19911.0	11078.0	123.0	8833.0	256.0	96915.0	23601.0	3608.0	31678.0	4307.0	33721.0	194.0
20 – 29	186620.0	146857.0	125909.0	620.0	20948.0	392.0	39317.0	5103.0	2730.0	6896.0	7364.0	17224.0	446.0
30 – 39	190378.0	167442.0	153175.0	1356.0	14267.0	565.0	22495.0	36.0	4165.0	2262.0	8293.0	7739.0	441.0
40 – 49	210634.0	185797.0	172835.0	4630.0	12962.0	1000.0	24511.0	-	9197.0	610.0	8179.0	6525.0	326.0
50 – 59	123169.0	84212.0	78616.0	13132.0	5596.0	1565.0	38775.0	-	31759.0	214.0	4153.0	2649.0	182.0
60 – 64	67167.0	8273.0	7302.0	6391.0	971.0	962.0	58784.0	-	58534.0	43.0	155.0	52.0	110.0
Из общей численности -													
население в трудоспособном возрасте	779080.0	596295.0	534664.0	14740.0	61631.0	3235.0	181278.0	26003.0	35138.0	25123.0	31954.0	63060.0	1507.0
учащиеся	136051.0	32660.0	24159.0	207.0	8501.0	234.0	103379.0	28740.0	3112.0	31573.0	3398.0	36556.0	12.0
Мужчины  в возрасте 15-64 лет	427550.0	304444.0	270152.0	11061.0	34292.0	2279.0	122281.0	12895.0	41981.0	15874.0	19434.0	32097.0	825.0
в том числе в возрасте, лет:													
15 – 19	56506.0	9636.0	5483.0	83.0	4153.0	126.0	46777.0	10951.0	1868.0	15374.0	2472.0	16112.0	93.0
20 – 29	89846.0	74566.0	63985.0	343.0	10581.0	178.0	15042.0	1933.0	1497.0	152.0	3874.0	7586.0	238.0
30 – 39	94503.0	83054.0	74841.0	681.0	8213.0	284.0	11237.0	11.0	2316.0	114.0	5256.0	3540.0	212.0
40 – 49	102409.0	88563.0	80813.0	2060.0	7750.0	653.0	13697.0	-	5140.0	119.0	5111.0	3327.0	149.0
50 – 59	56544.0	43426.0	40301.0	3849.0	3125.0	577.0	13030.0	-	8772.0	107.0	2645.0	1506.0	88.0
60 – 64	27742.0	5199.0	4729.0	4045.0	470.0	461.0	22498.0	-	22388.0	8.0	76.0	26.0	45.0
Из общей численности -													
население в трудоспособном возрасте	386617.0	298894.0	265330.0	7011.0	33564.0	1810.0	86966.0	11301.0	19019.0	7798.0	19201.0	29647.0	757.0
учащиеся	60670.0	12893.0	9541.0	97.0	3352.0	63.0	47765.0	12895.0	1535.0	15072.0	1668.0	16595.0	12.0
Женщины в возрасте  15-64 лет	467438.0	308048.0	278763.0	15191.0	29285.0	2461.0	158516.0	15845.0	68012.0	25829.0	13017.0	35813.0	874.0
в том числе в возрасте, лет:													
15 – 19	60514.0	10275.0	5595.0	40.0	4680.0	130.0	50138.0	12650.0	1740.0	16304.0	1835.0	17609.0	101.0
20 – 29	96774.0	72291.0	61924.0	277.0	10367.0	214.0	24275.0	3170.0	1233.0	6744.0	3490.0	9638.0	208.0
30 – 39	95875.0	84388.0	78334.0	675.0	6054.0	281.0	11258.0	25.0	1849.0	2148.0	3037.0	4199.0	229.0
40 – 49	108225.0	97234.0	92022.0	2570.0	5212.0	347.0	10814.0	-	4057.0	491.0	3068.0	3198.0	177.0
50 – 59	66625.0	40786.0	38315.0	9283.0	2471.0	988.0	25745.0	-	22987.0	107.0	1508.0	1143.0	94.0
60 – 64	39425.0	3074.0	2573.0	2346.0	501.0	501.0	36286.0	-	36146.0	35.0	79.0	26.0	65.0
Из общей численности -													
население в трудоспособном возрасте	392463.0	297401.0	269334.0	7729.0	28067.0	1425.0	94312.0	14702.0	16119.0	17325.0	12753.0	33413.0	750.0
учащиеся	75381.0	19767.0	14618.0	110.0	5149.0	171.0	55614.0	15845.0	1577.0	16501.0	1730.0	19961.0	-
Городское население  в возрасте 15-64 лет	576791.0	406674.0	364005.0	19526.0	42669.0	3558.0	168426.0	22262.0	59349.0	21890.0	4493.0	60432.0	1691.0
в том числе в возрасте, лет:													
15 – 19	81196.0	13702.0	7346.0	84.0	6356.0	174.0	67300.0	18079.0	2093.0	16013.0	762.0	30353.0	194.0
20 – 29	125373.0	99375.0	85345.0	384.0	14030.0	262.0	25552.0	4151.0	1337.0	4023.0	845.0	15196.0	446.0
30 – 39	117533.0	106164.0	97037.0	888.0	9127.0	391.0	10936.0	32.0	2045.0	1281.0	793.0	6785.0	433.0
40 – 49	136391.0	123171.0	114633.0	3185.0	8538.0	787.0	12894.0	-	5432.0	388.0	1363.0	5711.0	326.0
50 – 59	80219.0	57882.0	53974.0	10070.0	3908.0	1240.0	22155.0	-	18972.0	159.0	681.0	2343.0	182.0
60 – 64	36079.0	6380.0	5670.0	4915.0	710.0	704.0	29589.0	-	29470.0	26.0	49.0	44.0	110.0
Из общей численности -													
население в трудоспособном возрасте	509843.0	394233.0	352916.0	10630.0	41317.0	2431.0	114111.0	20095.0	20329.0	13356.0	4385.0	55946.0	1499.0
учащиеся	102258.0	27357.0	20224.0	188.0	7133.0	207.0	74889.0	22262.0	1933.0	16141.0	867.0	33686.0	12.0
Сельское население  в возрасте  15-64 лет	318197.0	205818.0	184910.0	6726.0	20908.0	1182.0	112371.0	6478.0	50644.0	19813.0	27958.0	7478.0	8.0
в том числе в возрасте, лет:													
15 – 19	35824.0	6209.0	3732.0	39.0	2477.0	82.0	29615.0	5522.0	1515.0	15665.0	3545.0	3368.0	-
20 – 29	61247.0	47482.0	40564.0	236.0	6918.0	130.0	13765.0	952.0	1393.0	2873.0	6519.0	2028.0	-
30 – 39	72845.0	61278.0	56138.0	468.0	5140.0	174.0	11559.0	4.0	2120.0	981.0	7500.0	954.0	8.0
40 – 49	74243.0	62626.0	58202.0	1445.0	4424.0	213.0	11617.0	-	3765.0	222.0	6816.0	814.0	-
50 – 59	42950.0	26330.0	24642.0	3062.0	1688.0	325.0	16620.0	-	12787.0	55.0	3472.0	306.0	-
60 – 64	31088.0	1893.0	1632.0	1476.0	261.0	258.0	29195.0	-	29064.0	17.0	106.0	8.0	-
Из общей численности -													
население в трудоспособном возрасте	269237.0	202062.0	181748.0	4110.0	20314.0	804.0	67167.0	5908.0	14809.0	11767.0	27569.0	7114.0	8.0
учащиеся	33793.0	5303.0	3935.0	19.0	1368.0	27.0	28490.0	6478.0	1179.0	15432.0	2531.0	2870.0	-
Кировская область													
Городское и сельское  население  в возрасте 15-64 лет	1023826.0	732901.0	667050.0	40980.0	65851.0	5071.0	289045.0	26602.0	126405.0	32454.0	26489.0	77095.0	1880.0
